,State,Institute,Course,Quota,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,,,
,Uttar Pradesh,"Varun Arjun, Shahjahanpur",OBG,UP Priv-Open Quota,"?23,38,116*","?24,000*",1,"?10,00,000",770,,,
,Uttar Pradesh,"GS Med Coll Hosp,Hapur",OBG,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,Info Not Available,,,
,Uttar Pradesh,"KD Med Coll, Mathura",OBG,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,720,,,
,Uttar Pradesh,"TS Misra Med Coll, Lucknow",OBG,UP Priv-Open Quota,"?21,63,946*","?30,000",0,?0,735,,,
,Uttar Pradesh,"Venkateshwara IMS, Gajraula",OBG,UP Priv-Open Quota,"?21,63,946*","?36,000",0,?0,750,,,
,Uttar Pradesh,"Rama Med Coll, Kanpur",OBG,UP Priv-Open Quota,"?25,62,430*","?30,000",0,?0,730,,,
,Uttar Pradesh,"Hind IMS, Barabanki",OBG,UP Priv-Open Quota,"?25,24,901*","?35,000",1*,?0*,580,,,
,Uttar Pradesh,"Prasad Inst of Med Sci,Lucknow",OBG,UP Priv-Open Quota,"?21,63,946*","?18,000",0,?0,410,,,
,Uttar Pradesh,"SMSR, Greater Noida",OBG,UP Priv-Open Quota,"?25,40,649*","?32,000",0,?0,1200,,,
,Uttar Pradesh,"Rajshree MRI, Bareilly",OBG,UP Priv-Open Quota,"?24,89,880*","?32,000",1*,?0*,740,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",OBG,UP Priv-Open Quota,"?25,09,957*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",OBG,UP Priv-Open Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",OBG,UP Priv-Open Quota,"?39,80,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",OBG,UP Priv-Open Quota,"?39,90,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"FH Med Coll, Agra",OBG,UP Priv-Open Quota,"?42,00,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",OBG,UP Priv-Open Quota,"?35,10,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"National Captl Reg IMS, Meerut",OBG,UP Priv-Open Quota,"?22,35,387*","?56,100",0,?0,680,,,
,Uttar Pradesh,Noida International Inst of MS,OBG,UP Priv-Open Quota,"?22,35,387*","?30,000",0,?0,Info Not Available,,,
,Uttar Pradesh,"Mayo IMS, Barabanki",OBG,UP Priv-Open Quota,"?20,30,961*","?14,000*",1*,?0*,736,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",OBG,UP Priv-Open Quota,"?29,09,009*","?24,000*",1,"?15,00,000",720,,,
,Uttar Pradesh,"Heritage IMS, Varanasi",OBG,UP Priv-Open Quota,"?21,12,517*","?21,000",0,?0,735,,,
,Uttar Pradesh,"Hind IMS, Sitapur",OBG,UP Priv-Open Quota,"?20,40,950*","?30,000",1*,?0*,700,,,
,Uttar Pradesh,"IIMSR, Lucknow",OBG,UP Priv-Open Quota,"?39,95,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",OBG,UP Priv-Min. Quota,"?39,80,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",OBG,UP Priv-Min. Quota,"?39,90,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"FH Med Coll, Agra",OBG,UP Priv-Min. Quota,"?42,00,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",OBG,UP Priv-Min. Quota,"?35,10,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",OBG,UP Priv-Min. Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"IIMSR, Lucknow",OBG,UP Priv-Min. Quota,"?39,95,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"S N Med Coll, Agra",OPHTHALMOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",976,,,
,Uttar Pradesh,"BRD Med Coll, Gorakhpur",OPHTHALMOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1050,,,
,Uttar Pradesh,"MLB Med Coll, Jhansi",OPHTHALMOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",700,,,
,Uttar Pradesh,"SGPGI, Lucknow",OPHTHALMOLOGY,UP-Govt Quota,"?61,600*","?1,11,780",2*,"?40,00,000*",1609,,,
,Uttar Pradesh,"GSVM Med Coll, Kanpur",OPHTHALMOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",2083,,,
,Uttar Pradesh,"LLRM Med Coll, Meerut",OPHTHALMOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1090,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",OPHTHALMOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"KGMU, Lucknow",OPHTHALMOLOGY,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"RIO, Sitapur",OPHTHALMOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",OPHTHALMOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"UP Univ of Med Sci, Etawah",OPHTHALMOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1268,,,
,Uttar Pradesh,"Govt Med Coll, Kannauj",OPHTHALMOLOGY,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",470,,,
,Uttar Pradesh,"Varun Arjun, Shahjahanpur",OPHTHALMOLOGY,UP Priv-Open Quota,"?23,38,116*","?24,000*",1,"?5,00,000",770,,,
,Uttar Pradesh,"Prasad Inst of Med Sci,Lucknow",OPHTHALMOLOGY,UP Priv-Open Quota,"?21,63,946*","?18,000",0,?0,410,,,
,Uttar Pradesh,"KD Med Coll, Mathura",OPHTHALMOLOGY,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,720,,,
,Uttar Pradesh,"Venkateshwara IMS, Gajraula",OPHTHALMOLOGY,UP Priv-Open Quota,"?21,63,946*","?36,000",0,?0,750,,,
,Uttar Pradesh,"Krishna Mohan Med Coll,Mathura",OPHTHALMOLOGY,UP Priv-Open Quota,"?21,63,946*","?15,000*",0,?0,700,,,
,Uttar Pradesh,"GS Med Coll Hosp,Hapur",OPHTHALMOLOGY,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,Info Not Available,,,
,Uttar Pradesh,"TS Misra Med Coll, Lucknow",OPHTHALMOLOGY,UP Priv-Open Quota,"?21,63,946*","?30,000",0,?0,735,,,
,Uttar Pradesh,"Rama Med Coll, Kanpur",OPHTHALMOLOGY,UP Priv-Open Quota,"?25,62,430*","?30,000",0,?0,730,,,
,Uttar Pradesh,"Saraswati IMS, Hapur",OPHTHALMOLOGY,UP Priv-Open Quota,"?20,22,143*","?32,000*",0,?0,851,,,
,Uttar Pradesh,"Rama Med Coll, Hapur",OPHTHALMOLOGY,UP Priv-Open Quota,"?24,75,612*","?30,000*",Info Not Available,Info not available,1259,,,
,Uttar Pradesh,"Rajshree MRI, Bareilly",OPHTHALMOLOGY,UP Priv-Open Quota,"?24,89,880*","?32,000",1*,?0*,740,,,
,Uttar Pradesh,"Hind IMS, Barabanki",OPHTHALMOLOGY,UP Priv-Open Quota,"?25,24,901*","?35,000",1*,?0*,580,,,
,Uttar Pradesh,"SMSR, Greater Noida",OPHTHALMOLOGY,UP Priv-Open Quota,"?25,40,649*","?32,000",0,?0,1200,,,
,Uttar Pradesh,Muzaffarnagar Medical College,OPHTHALMOLOGY,UP Priv-Open Quota,"?23,23,197*","?56,100*",1*,?0*,857,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",OPHTHALMOLOGY,UP Priv-Open Quota,"?25,09,957*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",OPHTHALMOLOGY,UP Priv-Open Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",OPHTHALMOLOGY,UP Priv-Open Quota,"?30,00,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"FH Med Coll, Agra",OPHTHALMOLOGY,UP Priv-Open Quota,"?32,50,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",OPHTHALMOLOGY,UP Priv-Open Quota,"?30,60,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",OPHTHALMOLOGY,UP Priv-Open Quota,"?35,80,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"Mayo IMS, Barabanki",OPHTHALMOLOGY,UP Priv-Open Quota,"?20,30,961*","?14,000*",1*,?0*,736,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",OPHTHALMOLOGY,UP Priv-Open Quota,"?23,09,009*","?24,000*",1,"?5,00,000",720,,,
,Uttar Pradesh,"Heritage IMS, Varanasi",OPHTHALMOLOGY,UP Priv-Open Quota,"?21,12,517*","?21,000",0,?0,735,,,
,Uttar Pradesh,"Hind IMS, Sitapur",OPHTHALMOLOGY,UP Priv-Open Quota,"?20,40,950*","?30,000",1*,?0*,700,,,
,Uttar Pradesh,"IIMSR, Lucknow",OPHTHALMOLOGY,UP Priv-Open Quota,"?35,95,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",OPHTHALMOLOGY,UP Priv-Min. Quota,"?30,00,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"FH Med Coll, Agra",OPHTHALMOLOGY,UP Priv-Min. Quota,"?32,50,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",OPHTHALMOLOGY,UP Priv-Min. Quota,"?30,60,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",OPHTHALMOLOGY,UP Priv-Min. Quota,"?35,80,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",OPHTHALMOLOGY,UP Priv-Min. Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"IIMSR, Lucknow",OPHTHALMOLOGY,UP Priv-Min. Quota,"?35,95,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"LLRM Med Coll, Meerut",ORTHOPAEDICS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1090,,,
,Uttar Pradesh,"S N Med Coll, Agra",ORTHOPAEDICS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",976,,,
,Uttar Pradesh,"MLB Med Coll, Jhansi",ORTHOPAEDICS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",700,,,
,Uttar Pradesh,"MLN Med Coll, Allahabad",ORTHOPAEDICS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"GSVM Med Coll, Kanpur",ORTHOPAEDICS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",2083,,,
,Uttar Pradesh,"KGMU, Lucknow",ORTHOPAEDICS,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"BRD Med Coll, Gorakhpur",ORTHOPAEDICS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1050,,,
,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",ORTHOPAEDICS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"Dr RML IMS, Lucknow",ORTHOPAEDICS,UP-Govt Quota,"?37,500*","?1,08,672",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"UP Univ of Med Sci, Etawah",ORTHOPAEDICS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",1268,,,
,Uttar Pradesh,"Govt Med Coll, Bahraich",ORTHOPAEDICS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Govt IMS, Kasna",ORTHOPAEDICS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",500,,,
,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",ORTHOPAEDICS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",Info Not Available,,,
,Uttar Pradesh,"Govt Med Coll, Kannauj",ORTHOPAEDICS,UP-Govt Quota,"?40,000","?1,00,980*",2*,"?40,00,000*",470,,,
,Uttar Pradesh,"GS Med Coll Hosp,Hapur",ORTHOPAEDICS,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,Info Not Available,,,
,Uttar Pradesh,"TS Misra Med Coll, Lucknow",ORTHOPAEDICS,UP Priv-Open Quota,"?21,63,946*","?30,000",0,?0,735,,,
,Uttar Pradesh,"Krishna Mohan Med Coll,Mathura",ORTHOPAEDICS,UP Priv-Open Quota,"?21,63,946*","?15,000*",0,?0,700,,,
,Uttar Pradesh,"Venkateshwara IMS, Gajraula",ORTHOPAEDICS,UP Priv-Open Quota,"?21,63,946*","?36,000",0,?0,750,,,
,Uttar Pradesh,"Rama Med Coll, Hapur",ORTHOPAEDICS,UP Priv-Open Quota,"?24,75,612*","?30,000*",Info Not Available,Info not available,1259,,,
,Uttar Pradesh,"Prasad Inst of Med Sci,Lucknow",ORTHOPAEDICS,UP Priv-Open Quota,"?21,63,946*","?18,000",0,?0,410,,,
,Uttar Pradesh,"Rama Med Coll, Kanpur",ORTHOPAEDICS,UP Priv-Open Quota,"?25,62,430*","?30,000",0,?0,730,,,
,Uttar Pradesh,"KD Med Coll, Mathura",ORTHOPAEDICS,UP Priv-Open Quota,"?21,63,946*","?32,000",0,?0,720,,,
,Uttar Pradesh,"Varun Arjun, Shahjahanpur",ORTHOPAEDICS,UP Priv-Open Quota,"?23,38,116*","?24,000*",1,"?10,00,000",770,,,
,Uttar Pradesh,"Saraswati IMS, Hapur",ORTHOPAEDICS,UP Priv-Open Quota,"?20,22,143*","?32,000*",0,?0,851,,,
,Uttar Pradesh,"Rajshree MRI, Bareilly",ORTHOPAEDICS,UP Priv-Open Quota,"?24,89,880*","?32,000",1*,?0*,740,,,
,Uttar Pradesh,"Hind IMS, Barabanki",ORTHOPAEDICS,UP Priv-Open Quota,"?25,24,901*","?35,000",1*,?0*,580,,,
,Uttar Pradesh,"SMSR, Greater Noida",ORTHOPAEDICS,UP Priv-Open Quota,"?25,40,649*","?32,000",0,?0,1200,,,
,Uttar Pradesh,Muzaffarnagar Medical College,ORTHOPAEDICS,UP Priv-Open Quota,"?23,23,197*","?56,100*",1*,?0*,857,,,
,Uttar Pradesh,"SRMS IMS, Bareilly",ORTHOPAEDICS,UP Priv-Open Quota,"?25,09,957*","?32,000*",1*,?0*,950,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",ORTHOPAEDICS,UP Priv-Open Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",ORTHOPAEDICS,UP Priv-Open Quota,"?39,90,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"FH Med Coll, Agra",ORTHOPAEDICS,UP Priv-Open Quota,"?39,50,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",ORTHOPAEDICS,UP Priv-Open Quota,"?36,00,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",ORTHOPAEDICS,UP Priv-Open Quota,"?39,80,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"National Captl Reg IMS, Meerut",ORTHOPAEDICS,UP Priv-Open Quota,"?22,35,387*","?56,100",0,?0,680,,,
,Uttar Pradesh,Noida International Inst of MS,ORTHOPAEDICS,UP Priv-Open Quota,"?22,35,387*","?30,000",0,?0,Info Not Available,,,
,Uttar Pradesh,"Mayo IMS, Barabanki",ORTHOPAEDICS,UP Priv-Open Quota,"?20,30,961*","?14,000*",1*,?0*,736,,,
,Uttar Pradesh,"Rohilkhand Med Coll, Bareilly",ORTHOPAEDICS,UP Priv-Open Quota,"?29,09,009*","?24,000*",1,"?15,00,000",720,,,
,Uttar Pradesh,"Hind IMS, Sitapur",ORTHOPAEDICS,UP Priv-Open Quota,"?20,40,950*","?30,000",1*,?0*,700,,,
,Uttar Pradesh,"Heritage IMS, Varanasi",ORTHOPAEDICS,UP Priv-Open Quota,"?21,12,517*","?21,000",0,?0,735,,,
,Uttar Pradesh,"IIMSR, Lucknow",ORTHOPAEDICS,UP Priv-Open Quota,"?39,95,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"Career Instt of MS, Lucknow",ORTHOPAEDICS,UP Priv-Min. Quota,"?39,90,000*","?40,000",0,?0,600,,,
,Uttar Pradesh,"FH Med Coll, Agra",ORTHOPAEDICS,UP Priv-Min. Quota,"?39,50,000*","?45,000",0,?0,932,,,
,Uttar Pradesh,"Teerthanker Med Coll,Moradabad",ORTHOPAEDICS,UP Priv-Min. Quota,"?36,00,000*","?69,600",0,?0,1000,,,
,Uttar Pradesh,"Era Lucknow Med Coll, Lucknow",ORTHOPAEDICS,UP Priv-Min. Quota,"?39,80,000*","?62,000",0,?0,850,,,
,Uttar Pradesh,"Subharti Med Coll, Meerut",ORTHOPAEDICS,UP Priv-Min. Quota,"?14,43,744*","?30,000*",2*,?0*,938,,,
,Uttar Pradesh,"IIMSR, Lucknow",ORTHOPAEDICS,UP Priv-Min. Quota,"?39,95,000*","?40,800",0,?0,540,,,
,Uttar Pradesh,"KGMU, Lucknow",TRAUMATOLOGY AND SURGERY,UP-Govt Quota,"?54,700*","?1,09,955",2*,"?40,00,000*",4500,,,
,Uttar Pradesh,"Dr RML IMS,Lucknow",DNBFORENSIC MEDICINE,UP-DNB InS,"?1,25,000","?1,00,980*",0*,?0*,350,,,
,Uttar Pradesh,"Autonomous State MC, Firozabad",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,244,,,
,Uttar Pradesh,"RajaPratapBahadurHosp,Pratapgar",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,336,,,
,Uttar Pradesh,"AutonomousStateMC,Shahjahanpur",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,312,,,
,Uttar Pradesh,"PL Sharma Dist Hosp, Meerut",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,250,,,
,Uttar Pradesh,"UrsalaHorsmanMemHosp, Kanpur",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,550,,,
,Uttar Pradesh,"District Comb Hosp,Sec 39,Noida",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,240,,,
,Uttar Pradesh,"Dist Male Hosp,SaiKaTakia,Agra",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,150,,,
,Uttar Pradesh,"Divisional Dist Hosp, Azamgarh",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,312,,,
,Uttar Pradesh,"LokBandhuRajNarayanHosp,Lucknow",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,318,,,
,Uttar Pradesh,"NSC Bose Dist Hosp, Gorakhpur",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,305,,,
,Uttar Pradesh,"Rana Beni MS DistHosp,Raebareli",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"UP Rural Inst of Med Sci,Etawah",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,1078,,,
,Uttar Pradesh,"Balrampur Hospital, Lucknow",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,656,,,
,Uttar Pradesh,"ShyamaPrasad (Civil), Lucknow",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,401,,,
,Uttar Pradesh,"TejBahadurSapru Hosp,Allahabad",DNBGENERAL MEDICINE,UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,171,,,
,Uttar Pradesh,"Autonomous State MC, Hardoi",DNBGENERAL SURGERY,UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,332,,,
,Uttar Pradesh,"AutonomousStateMC,Shahjahanpur",DNBGENERAL SURGERY,UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,312,,,
,Uttar Pradesh,"Balrampur Hospital, Lucknow",DNBGENERAL SURGERY,UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,656,,,
,Uttar Pradesh,"ShyamaPrasad (Civil), Lucknow",DNBGENERAL SURGERY,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,401,,,
,Uttar Pradesh,"MaharanaPratapDistHos,Bareilly",DNBGENERAL SURGERY,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,325,,,
,Uttar Pradesh,"Divisional Dist Hosp, Azamgarh",DNBGENERAL SURGERY,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,312,,,
,Uttar Pradesh,"Autonomous State MC, Ayodhya",DNBGENERAL SURGERY,UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,300,,,
,Uttar Pradesh,"VeeranganaAwantiBaiWom,Lucknow",DNBOBG,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,326,,,
,Uttar Pradesh,"Govt IMS, Greater Noida",DNBOBG,UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,300,,,
,Uttar Pradesh,"Autonomous State MC, Firozabad",DNBORTHOPAEDICS,UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,244,,,
,Uttar Pradesh,"ShyamaPrasad (Civil), Lucknow",DNBORTHOPAEDICS,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,401,,,
,Uttar Pradesh,"TejBahadurSapru Hosp,Allahabad",DNBORTHOPAEDICS,UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,171,,,
,Uttar Pradesh,"Rana Beni MS DistHosp,Raebareli",DNBENT,UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"Autonomous State MC, Firozabad",DNBPAEDIATRICS,UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,244,,,
,Uttar Pradesh,"ShyamaPrasad (Civil), Lucknow",DNBPAEDIATRICS,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,401,,,
,Uttar Pradesh,"UrsalaHorsmanMemHosp, Kanpur",DNBPAEDIATRICS,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,550,,,
,Uttar Pradesh,"Balrampur Hospital, Lucknow",DNBPATHOLOGY,UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,656,,,
,Uttar Pradesh,"NSC Bose Dist Hosp, Gorakhpur",DNBTBRD,UP-DNB InS,"?1,25,000","?70,000",0*,?0*,305,,,
,Uttar Pradesh,"Autonomous State MC, Firozabad",DA(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,244,,,
,Uttar Pradesh,"Government Med Col, Azamgarh,UP",DA(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,550,,,
,Uttar Pradesh,"MaharajaSuhelDevMed,Bahraich,UP",DA(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,550,,,
,Uttar Pradesh,"AutonomousStateMC,Rampur",DA(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"Autonomous State MC, Ayodhya",DA(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,300,,,
,Uttar Pradesh,"MaharanaPratapDistHos,Bareilly",DLO(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,325,,,
,Uttar Pradesh,"SwamiKalyanDistHos,Muzaffrnagar",DLO(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"UrsalaHorsmanMemHosp, Kanpur",DLO(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,550,,,
,Uttar Pradesh,"Divisional Dist Hosp, Azamgarh",DLO(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,312,,,
,Uttar Pradesh,"Autonomous State MC, Firozabad",DGO(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,244,,,
,Uttar Pradesh,"MRA Med Coll, Ambedkar Nagar",DGO(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"VeeranganaAwantiBaiWom,Lucknow",DGO(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,326,,,
,Uttar Pradesh,"District Comb Hosp,Sec 39,Noida",DGO(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,240,,,
,Uttar Pradesh,"DistrictCombHosp,Vrindavan,UP",DGO(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"Dist Women Hosp, Barabanki",DGO(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"Dist Women Hosp, Raebareli",DGO(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,Info Not Available,,,
,Uttar Pradesh,"LokBandhuRajNarayanHosp,Lucknow",DGO(NBEMS),UP-DNB InS,"?1,25,000","?70,000",0*,?0*,318,,,
,Uttar Pradesh,"Autonomous State MC, Ayodhya",DGO(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,300,,,
,Uttar Pradesh,"Government Med Col, Azamgarh,UP",DGO(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,550,,,
,Uttar Pradesh,"Autonomous StateMC, Siraon,Etah",DGO(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,300,,,
,Uttar Pradesh,"Autonomous State MC, Hardoi",DGO(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,332,,,
,Uttar Pradesh,"RajaPratapBahadurHosp,Pratapgar",DGO(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,336,,,
,Uttar Pradesh,"AutonomousStateMC,Shahjahanpur",DGO(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,312,,,
,Uttar Pradesh,"Government Med Coll, Badaun",DGO(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,234,,,
,Uttar Pradesh,"Rani DurgavatiMedColl,Banda,UP",DGO(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,430,,,
,Uttar Pradesh,"MaharajaSuhelDevMed,Bahraich,UP",DGO(NBEMS),UP-DNB InS,"?1,25,000","?80,000*",0*,?0*,550,,,
,Uttar Pradesh,"Balrampur Hospital, Lucknow",DO(NBEMS),UP-DNB InS,"?1,25,000","?70,000*",0*,?0*,656,,,
