State,Institute,Course,Quota,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Deenanath Mangeshkar, Pune",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?89,698",0,?0,876,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Deenanath Mangeshkar, Pune",DNBEMERGENCY MEDICINE,DNB Post MBBS,"?1,25,000","?89,698",0,?0,876,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Deenanath Mangeshkar, Pune",DNBENT,DNB Post MBBS,"?1,25,000","?89,698",0,?0,876,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Deenanath Mangeshkar, Pune",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?89,698",0,?0,876,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Deenanath Mangeshkar, Pune",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?89,698",0,?0,876,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Deenanath Mangeshkar, Pune",DNBOBG,DNB Post MBBS,"?1,25,000","?89,698",0,?0,876,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Deenanath Mangeshkar, Pune",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?89,698",0,?0,876,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Deenanath Mangeshkar, Pune",DNBORTHOPAEDICS,DNB Post MBBS,"?1,25,000","?89,698",0,?0,876,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Deenanath Mangeshkar, Pune",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?89,698",0,?0,876,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Deenanath Mangeshkar, Pune",DNBPATHOLOGY,DNB Post MBBS,"?1,25,000","?89,698",0,?0,876,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Deenanath Mangeshkar, Pune",DNBRADIO DIAGNOSIS,DNB Post MBBS,"?1,25,000","?89,698",0,?0,876,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr B Nanavati Hosp, Mumbai",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?86,630",0,?0,348,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"Dr B Nanavati Hosp, Mumbai",DNBENT,DNB Post MBBS,"?1,25,000","?86,630",0,?0,348,,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr B Nanavati Hosp, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?86,630",0,?0,348,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr B Nanavati Hosp, Mumbai",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?86,630",0,?0,348,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr B Nanavati Hosp, Mumbai",DNBORTHOPAEDICS,DNB Post MBBS,"?1,25,000","?86,630",0,?0,348,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr B Nanavati Hosp, Mumbai",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?86,630",0,?0,348,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr B Nanavati Hosp, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"?1,25,000","?86,630",0,?0,348,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?95,358*",0,?0,366,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DNBENT,DNB Post MBBS,"?1,25,000","?95,358*",0,?0,366,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?95,358*",0,?0,366,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?95,358*",0,?0,366,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DNBOBG,DNB Post MBBS,"?1,25,000","?95,358*",0,?0,366,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?95,358*",0,?0,366,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"DrHedgewarRugnalaya,Aurangabad",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?71,000",0,?0,267,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"DrHedgewarRugnalaya,Aurangabad",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?71,000",0,?0,267,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"DrHedgewarRugnalaya,Aurangabad",DNBRADIO DIAGNOSIS,DNB Post MBBS,"?1,25,000","?71,000",0,?0,267,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Hiranandani Hosp, Mumbai",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?83,000*",0,?0,244,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Hiranandani Hosp, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?83,000*",0,?0,244,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Hiranandani Hosp, Mumbai",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?83,000*",0,?0,244,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Hiranandani Hosp, Mumbai",DNBOBG,DNB Post MBBS,"?1,25,000","?83,000*",0,?0,244,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Hiranandani Hosp, Mumbai",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?83,000*",0,?0,244,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr RN Cooper Gen Hosp, Mumbai",DNBDERMATOLOGY,DNB Post MBBS,"?1,25,000","?75,144*",Info Not Available,Info not available,940,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr RN Cooper Gen Hosp, Mumbai",DNBOBG,DNB Post MBBS,"?1,25,000","?75,144*",Info Not Available,Info not available,940,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Dr RN Cooper Gen Hosp, Mumbai",DNBPSYCHIATRY,DNB Post MBBS,"?1,25,000","?75,144*",Info Not Available,Info not available,940,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Fortis Hosp, Mulund, Mumbai",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?86,750",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Fortis Hosp, Mulund, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?86,750",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Fortis Hosp, Mulund, Mumbai",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?86,750",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Fortis Hosp, Mulund, Mumbai",DNBORTHOPAEDICS,DNB Post MBBS,"?1,25,000","?86,750",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Fortis Hosp, Mulund, Mumbai",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?86,750",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Fortis Hosp, Mulund, Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"?1,25,000","?86,750",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Govt Med Coll Hosp, Akola",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?75,144*",1,"?50,00,000",800,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Govt Med Coll Hosp, Akola",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?75,144*",1,"?50,00,000",800,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"HCG Canc Cent, BorivaliW,Mumbai",DNBRADIATION ONCOLOGY,DNB Post MBBS,"?1,25,000","?64,000*",0,?0,119,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"KB Bhabha MunicGenHosp, Mumbai",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?92,522*",0*,?0*,436,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"KB Bhabha MunicGenHosp, Mumbai",DNBPATHOLOGY,DNB Post MBBS,"?1,25,000","?92,522*",0*,?0*,436,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Khan Bahadur Bhabha Hosp,Mumbai",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?75,144*",0,?0,336,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Khan Bahadur Bhabha Hosp,Mumbai",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?75,144*",0,?0,336,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Khan Bahadur Bhabha Hosp,Mumbai",DNBORTHOPAEDICS,DNB Post MBBS,"?1,25,000","?75,144*",0,?0,336,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kingsway Hospitals, Nagpur, MH",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?50,000*",0,?0,300,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kingsway Hospitals, Nagpur, MH",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?50,000*",0,?0,300,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kingsway Hospitals, Nagpur, MH",DNBRADIO DIAGNOSIS,DNB Post MBBS,"?1,25,000","?50,000*",0,?0,300,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Mahatme EyeBank & Hosp, Nagpur",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?76,000*",0,?0,100,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Manik Hospital & RC,Aurangabad",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?52,770*",0,?0,100,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Masina Hospital, Mumbai",DNBPSYCHIATRY,DNB Post MBBS,"?1,25,000","?76,429",0,?0,270,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"MGM NewBombay Hosp,Navi Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?89,698*",0,?0,250,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"MGM NewBombay Hosp,Navi Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"?1,25,000","?89,698*",0,?0,250,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Mumbai Port Trust Hosp, Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?75,144*",0,?0,241,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Ozone MS Hosp, Akola, MH",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?35,000*",0,?0,Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"PD Hinduja, Mumbai",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?89,700",0,?0,400,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"PD Hinduja, Mumbai",DNBEMERGENCY MEDICINE,DNB Post MBBS,"?1,25,000","?89,700",0,?0,400,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"PD Hinduja, Mumbai",DNBENT,DNB Post MBBS,"?1,25,000","?89,700",0,?0,400,,,,,,,,,,,,,,,,,,,,,,,,
West Bengal,"DiamondHarbour(Gov),Harindanga",DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,726,,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"District Hospital, Howrah",DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,642,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"District Hospital, Jalpaiguri",DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,1000,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"District Hospital, Nadia",DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,723,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"Healthworld Hospital, Durgapur",DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,269,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"Imambara Dist Hospital,Hooghly",DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,625,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"Jagannath Gupta IMS,Praraganas",DNBOBG,DNB Post MBBS,"?1,25,000","?43,758*",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"M R Bangur Hospital, Kolkata",DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,1125,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,North 24 Parganas Dist Hosp,DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,600,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"Rampurhat Govt MedColl,Birbhum",DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,626,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"Siliguri Dist Hosp, Darjeeling",DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,365,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"Suri Sadar Hospital, Birbhum",DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,766,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"Walsh SDH, Serampore,Hooghly,WB",DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,500,,,,,,,,,,,,,,,,,,,,,,,,
,Andhra Pradesh,"Govt Dist Hosp,Vizianagaram",DNBOBG,DNB Post MBBS,"?1,25,000","?60,823",0,?0,300,,,,,,,,,,,,,,,,,,,,,,,,
,Andhra Pradesh,"KIMS Hospital, Kurnool",DNBOBG,DNB Post MBBS,"?1,25,000","?35,000",0,?0,100,,,,,,,,,,,,,,,,,,,,,,,,
,Haryana,"Aadhar Health Inst, Hisar",DNBOBG,DNB Post MBBS,"?1,25,000","?78,000",0,?0,200,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"Sri Sathya Sai, Chikkaballapura",DNBOBG,DNB Post MBBS,"?1,25,000","?45,000*",0,?0,300,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"DrHedgewarRugnalaya,Aurangabad",DNBOBG,DNB Post MBBS,"?1,25,000","?71,000",0,?0,267,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Govt Med Coll & Hosp,Nandurbar",DNBOBG,DNB Post MBBS,"?1,25,000","?75,144*",1,"?50,00,000",315,,,,,,,,,,,,,,,,,,,,,,,,
,Punjab,"Punjab Inst of MS, Jalandhar",DNBOBG,DNB Post MBBS,"?1,25,000","?60,000*",0,?0,750,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Govt IMS, Greater Noida",DNBOBG,DNB Post MBBS,"?1,25,000","?80,000*",0*,?0*,300,,,,,,,,,,,,,,,,,,,,,,,,
,Uttar Pradesh,"Vivekananda Polyclinic,Lucknow",DNBOBG,DNB Post MBBS,"?1,25,000","?61,100",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Kerala,"MK Haji Orphan Hosp,Tirurangadi",DNBOBG,DNB Post MBBS,"?1,25,000","?57,876*",0,?0,100,,,,,,,,,,,,,,,,,,,,,,,,
,Kerala,"Paalana Inst of MedSci,Palakkad",DNBOBG,DNB Post MBBS,"?1,25,000","?57,876*",0,?0,300,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"RP Hosp & ResInstitute,Parbhani",DNBOBG,DNB Post MBBS,"?1,25,000","?35,000*",0,?0,321,,,,,,,,,,,,,,,,,,,,,,,,
,Rajasthan,"Kamla Nagar Hospital, Jodhpur",DNBOBG,DNB Post MBBS,"?1,25,000","?35,000*",0,?0,100,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Arokya Hosp, Pallapatti, Salem",DNBOBG,DNB Post MBBS,"?1,25,000","?48,000*",0,?0,Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"SandhyaHosp,Sathuvachry,Vellore",DNBOBG,DNB Post MBBS,"?1,25,000","?47,500*",0,?0,100,,,,,,,,,,,,,,,,,,,,,,,,
,Telangana,"CC Shroff Mem Hosp, Barkatpura",DNBOBG,DNB Post MBBS,"?1,25,000","?58,289*",0,?0,170,,,,,,,,,,,,,,,,,,,,,,,,
,Telangana,"Pranaam Hosp, Madinaguda, Hyd",DNBOBG,DNB Post MBBS,"?1,25,000","?35,000*",0,?0,150,,,,,,,,,,,,,,,,,,,,,,,,
,Delhi,"ESIC Dental College, Rohini",DNBOBG,DNB Post MBBS,"?1,25,000","?70,000",1*,"?7,50,000*",300,,,,,,,,,,,,,,,,,,,,,,,,
,Punjab,"Lord MahavirCivilHosp,Ludhiana",DNBOBG,DNB Post MBBS,"?1,25,000","?50,190*",1,"?10,00,000",250,,,,,,,,,,,,,,,,,,,,,,,,
,Punjab,"ShaheedBhai DistHosp, Bathinda",DNBOBG,DNB Post MBBS,"?1,25,000","?50,190*",1,"?10,00,000",200,,,,,,,,,,,,,,,,,,,,,,,,
,Rajasthan,"Narayana MultiSpec Hosp,Jaipur",DNBOBG,DNB Post MBBS,"?1,25,000","?56,000",0,?0,400,,,,,,,,,,,,,,,,,,,,,,,,
,Rajasthan,"ESIC Model Hospital, Jaipur",DNBOBG,DNB Post MBBS,"?1,25,000","?70,000",1*,"?7,50,000*",260,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Govt HQ Hosp, Pollachi",DNBOBG,DNB Post MBBS,"?1,25,000","?52,451",2*,"?40,00,000*",314,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"PurbaMedinipur DistHosp,Tamluk",DNBOBG,DNB Post MBBS,"?1,25,000","?49,884",0,?0,500,,,,,,,,,,,,,,,,,,,,,,,,
,Karnataka,"District Hosp, Chikkaballapur",DNBOBG,DNB Post MBBS,"?1,25,000","?45,000*",1,"?20,00,000",300,,,,,,,,,,,,,,,,,,,,,,,,
,Punjab,"Dr BR Ambedkar IMS, SAS Nagar (Mohali)",DNBOBG,DNB Post MBBS,"?1,25,000","?67,968",1,"?10,00,000",420,,,,,,,,,,,,,,,,,,,,,,,,
,Tamil Nadu,"Govt HeadquartersHosp,Thuckalay",DNBOBG,DNB Post MBBS,"?1,25,000","?52,451",2*,"?40,00,000*",174,,,,,,,,,,,,,,,,,,,,,,,,
,Punjab,"Dist Hosp,Fategarh Sahib,Punjab",DNBOBG,DNB Post MBBS,"?1,25,000","?50,190*",1,"?10,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,
,Chhattisgarh,"Maharani Hospital, Jagdalpur",DNBOBG,DNB Post MBBS,"?1,25,000","?67,500*",0,?0,Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,
,Delhi,"Base Hospital, Delhi Cantt",DNBOBG,AFMS-DNB,"?1,25,000","?1,31,976",5*,"?57,50,000*",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"KJ Somaiya MedColl Hosp,Mumbai",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?86,629",0,?0,520,,,,,,,,,,,,,,,,,,,,,,,,
,West Bengal,"SouthEastRailwayHosp,Kolkata",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?1,04,857*",0,?0,303,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"JagjivanRamRailwayHosp, Mumbai",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?95,358*",0,?0,361,,,,,,,,,,,,,,,,,,,,,,,,
,Gujarat,"Drashti Nethralaya, Dahod",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?35,000*",0,?0,100,,,,,,,,,,,,,,,,,,,,,,,,
,Gujarat,"GMERS MedColl Hosp,Patan",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?1,00,800*",0,?0,650,,,,,,,,,,,,,,,,,,,,,,,,
,Gujarat,"GMERS MedColl Hosp,Valsad",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?1,00,800*",0,?0,650,,,,,,,,,,,,,,,,,,,,,,,,
,Gujarat,"Rotary Eye Institute, Navasari",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?35,000*",0,?0,50,,,,,,,,,,,,,,,,,,,,,,,,
Maharashtra,"Suraj Eye Institute, Nagpur",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?51,000*",0,?0,30,,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"SuryaChildren'sMedicare,Mumbai",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?89,698*",0,?0,200,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Surya Mother&Child SSHosp,Pune",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?80,000",0,?0,110,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"VN Desai Mun Gen Hosp, Mumbai",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?80,757*",0,?0,276,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"VN Desai Mun Gen Hosp, Mumbai",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?80,757*",0,?0,276,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"VN Desai Mun Gen Hosp, Mumbai",DNBPATHOLOGY,DNB Post MBBS,"?1,25,000","?80,757*",0,?0,276,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Wockhardt Hosp, Central Mumbai",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?75,000*",0,?0,320,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Wockhardt Hosp, Central Mumbai",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?75,000*",0,?0,320,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Wockhardt Hosp, Central Mumbai",DNBORTHOPAEDICS,DNB Post MBBS,"?1,25,000","?75,000*",0,?0,320,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Wockhardt Hosp, Central Mumbai",DNBRADIO DIAGNOSIS,DNB Post MBBS,"?1,25,000","?75,000*",0,?0,320,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Zen Multi Spec Hosp, Mumbai",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?75,000",0,?0,115,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Kolhapur Cancer Cent, Kolhapur",DNBRADIATION ONCOLOGY,DNB Post MBBS,"?1,25,000","?60,000*",0,?0,105,,,,,,,,,,,,,,,,,,,,,,,,
,Maharashtra,"Ozone MS Hosp, Akola, MH",DNBGERIATRICS,DNB Post MBBS,"?1,25,000","?35,000*",0,?0,Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,
,Manipur,"Mothers Care Child Hosp,Imphal",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?50,000",0,?0,100,,,,,,,,,,,,,,,,,,,,,,,,
,Manipur,"Shija Hosp, Imphal",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?50,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Manipur,"Shija Hosp, Imphal",DNBEMERGENCY MEDICINE,DNB Post MBBS,"?1,25,000","?50,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Manipur,"Shija Hosp, Imphal",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?50,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Manipur,"Shija Hosp, Imphal",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?50,000",0,?0,350,,,,,,,,,,,,,,,,,,,,,,,,
,Nagaland,"Christian IHSR, Dimapur",DNBFAMILY MEDICINE,DNB Post MBBS,"?1,25,000","?35,000*",0,?0,200,,,,,,,,,,,,,,,,,,,,,,,,
,Nagaland,"Christian IHSR, Dimapur",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?35,000*",0,?0,200,,,,,,,,,,,,,,,,,,,,,,,,
,Nagaland,"Christian IHSR, Dimapur",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?35,000*",0,?0,200,,,,,,,,,,,,,,,,,,,,,,,,
,Nagaland,"Christian IHSR, Dimapur",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?35,000*",0,?0,200,,,,,,,,,,,,,,,,,,,,,,,,
,Odisha,"AMRI, Bhubaneswar",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?71,000",0,?0,400,,,,,,,,,,,,,,,,,,,,,,,,
,Odisha,"AMRI, Bhubaneswar",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?71,000",0,?0,400,,,,,,,,,,,,,,,,,,,,,,,,
,Odisha,"JaiprakashHosp,Rourkela,Odisha",DNBANAESTHESIOLOGY,DNB Post MBBS,"?1,25,000","?90,000*",0,?0,307,,,,,,,,,,,,,,,,,,,,,,,,
,Odisha,"JaiprakashHosp,Rourkela,Odisha",DNBEMERGENCY MEDICINE,DNB Post MBBS,"?1,25,000","?90,000*",0,?0,307,,,,,,,,,,,,,,,,,,,,,,,,
,Odisha,"JaiprakashHosp,Rourkela,Odisha",DNBFAMILY MEDICINE,DNB Post MBBS,"?1,25,000","?90,000*",0,?0,307,,,,,,,,,,,,,,,,,,,,,,,,
,Odisha,"JaiprakashHosp,Rourkela,Odisha",DNBGENERAL MEDICINE,DNB Post MBBS,"?1,25,000","?90,000*",0,?0,307,,,,,,,,,,,,,,,,,,,,,,,,
,Odisha,"JaiprakashHosp,Rourkela,Odisha",DNBGENERAL SURGERY,DNB Post MBBS,"?1,25,000","?90,000*",0,?0,307,,,,,,,,,,,,,,,,,,,,,,,,
,Odisha,"JaiprakashHosp,Rourkela,Odisha",DNBOBG,DNB Post MBBS,"?1,25,000","?90,000*",0,?0,307,,,,,,,,,,,,,,,,,,,,,,,,
,Odisha,"JaiprakashHosp,Rourkela,Odisha",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?90,000*",0,?0,307,,,,,,,,,,,,,,,,,,,,,,,,
,Odisha,"JaiprakashHosp,Rourkela,Odisha",DNBPAEDIATRICS,DNB Post MBBS,"?1,25,000","?90,000*",0,?0,307,,,,,,,,,,,,,,,,,,,,,,,,
,Odisha,"Kalinga Hospital, Bhubaneswar",DNBRADIO DIAGNOSIS,DNB Post MBBS,"?1,25,000","?71,000",0,?0,250,,,,,,,,,,,,,,,,,,,,,,,,
,Odisha,"MahanadiNetra,Subarnapur,Odisha",DNBOPHTHALMOLOGY,DNB Post MBBS,"?1,25,000","?60,000*",0,?0,30,,,,,,,,,,,,,,,,,,,,,,,,
