State,Institute,Course,Quota,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,PAEDIATRICS,AIQ,"1,24,150","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,MICROBIOLOGY,AIQ,"69,150","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,ENT,AIQ,"1,24,150","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,PHARMACOLOGY,AIQ,"69,150","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,BIOCHEMISTRY,AIQ,"41,650","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,FORENSIC MEDICINE,AIQ,"69,150","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,SPM,AIQ,"69,150","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,PHYSIOLOGY,AIQ,"41,650","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,ORTHOPAEDICS,AIQ,"1,24,150","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,ANAESTHESIOLOGY,AIQ,"1,24,150","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,GENERAL MEDICINE,AIQ,"1,24,150","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,OBG,AIQ,"1,24,150","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Karwar Inst of Med Sciences,PATHOLOGY,AIQ,"69,150","56,250",3,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Kasturba Hospital, Delhi",OBG,AIQ,"57,600","1,26,927",0,0,450,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Kasturba Hospital, Delhi",DCH,AIQ,"57,600","1,26,927",0,0,450,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Kasturba Hospital, Delhi",DGO,AIQ,"57,600","1,26,927",0,0,450,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Kidwai Memorial, Bangalore",DMRT,AIQ,"1,24,150","56,250",3,"25,00,000",680,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Kidwai Memorial, Bangalore",RADIATION ONCOLOGY,AIQ,"1,24,150","56,250",3,"50,00,000",680,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Kidwai Memorial, Bangalore",RADIO DIAGNOSIS,AIQ,"1,24,150","56,250",3,"50,00,000",680,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Kidwai Memorial, Bangalore",ANAESTHESIOLOGY,AIQ,"1,24,150","56,250",3,"50,00,000",680,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Kidwai Memorial, Bangalore",PATHOLOGY,AIQ,"69,150","56,250",3,"50,00,000",680,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Kidwai Memorial, Bangalore",MICROBIOLOGY,AIQ,"69,150","56,250",3,"50,00,000",680,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Kidwai Memorial, Bangalore",BIOCHEMISTRY,AIQ,"41,650","56,250",3,"50,00,000",680,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",GENERAL MEDICINE,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",PAEDIATRICS,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",PHYSIOLOGY,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",MICROBIOLOGY,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",OBG,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",ORTHOPAEDICS,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",GENERAL SURGERY,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",PATHOLOGY,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",EMERGENCY MEDICINE,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",RADIATION ONCOLOGY,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",OPHTHALMOLOGY,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",PMR,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",DERMATOLOGY,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",ANATOMY,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",TBRD,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",FORENSIC MEDICINE,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",PSYCHIATRY,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",SPM,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",BIOCHEMISTRY,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",PHARMACOLOGY,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",ENT,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,"Kilpauk Med Coll, Chennai",ANAESTHESIOLOGY,AIQ,"50,000","52,451",2,"40,00,000",1700,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",ANAESTHESIOLOGY,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",OBG,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",TBRD,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",PATHOLOGY,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",RADIATION ONCOLOGY,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",GENERAL MEDICINE,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",ORTHOPAEDICS,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",ANATOMY,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",ENT,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",SPM,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",RADIO DIAGNOSIS,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",MICROBIOLOGY,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",TRAUMATOLOGY AND SURGERY,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",PHYSIOLOGY,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",PSYCHIATRY,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",PHARMACOLOGY,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",GENERAL SURGERY,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",OPHTHALMOLOGY,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",PAEDIATRICS,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",FORENSIC MEDICINE,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",EMERGENCY MEDICINE,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",BIOCHEMISTRY,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",IHBT,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",HOSPITAL ADMINISTRATION,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"KGMU, Lucknow",PMR,AIQ,"54,700","1,09,955",2,"40,00,000",4500,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,PATHOLOGY,AIQ,"69,150","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,ANAESTHESIOLOGY,AIQ,"1,24,150","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,ANATOMY,AIQ,"41,650","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,BIOCHEMISTRY,AIQ,"41,650","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,PHARMACOLOGY,AIQ,"69,150","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,PHYSIOLOGY,AIQ,"41,650","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,OBG,AIQ,"1,24,150","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,MICROBIOLOGY,AIQ,"69,150","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,ENT,AIQ,"1,24,150","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,FORENSIC MEDICINE,AIQ,"69,150","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,OPHTHALMOLOGY,AIQ,"1,24,150","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,ORTHOPAEDICS,AIQ,"1,24,150","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,PAEDIATRICS,AIQ,"1,24,150","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,SPM,AIQ,"69,150","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,Kodagu Inst of Med Sciences,GENERAL SURGERY,AIQ,"1,24,150","56,250",3,"50,00,000",600,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",PAEDIATRICS,AIQ,"1,24,150","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",OBG,AIQ,"1,24,150","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",GENERAL SURGERY,AIQ,"1,24,150","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",SPM,AIQ,"69,150","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",GENERAL MEDICINE,AIQ,"1,24,150","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",ANATOMY,AIQ,"41,650","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",ANAESTHESIOLOGY,AIQ,"1,24,150","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",BIOCHEMISTRY,AIQ,"41,650","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",FORENSIC MEDICINE,AIQ,"69,150","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",MICROBIOLOGY,AIQ,"69,150","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",ORTHOPAEDICS,AIQ,"1,24,150","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",PATHOLOGY,AIQ,"69,150","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",PHARMACOLOGY,AIQ,"69,150","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Karnataka,"Koppal Inst of MS, Koppal",PHYSIOLOGY,AIQ,"41,650","56,250",3,"50,00,000",Info Not Available,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",ORTHOPAEDICS,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",SPM,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",MICROBIOLOGY,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",BIOCHEMISTRY,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",ANATOMY,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",OPHTHALMOLOGY,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",GENERAL MEDICINE,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",ENT,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",DERMATOLOGY,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",RADIO DIAGNOSIS,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",OBG,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",PATHOLOGY,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",GENERAL SURGERY,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",PHARMACOLOGY,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",PHYSIOLOGY,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",PAEDIATRICS,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",FORENSIC MEDICINE,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",ANAESTHESIOLOGY,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",TBRD,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",PSYCHIATRY,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,"Kurnool Med Coll, Kurnool",RADIATION ONCOLOGY,AIQ,"48,600","60,823",0,0,1150,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",OPHTHALMOLOGY,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",ANAESTHESIOLOGY,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",PMR,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",PATHOLOGY,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",BIOCHEMISTRY,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",SPM,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",GENERAL SURGERY,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",OBG,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",PHARMACOLOGY,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",FORENSIC MEDICINE,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",ENT,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",PHYSIOLOGY,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",MICROBIOLOGY,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",DERMATOLOGY,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",ANATOMY,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",PSYCHIATRY,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Delhi,"Lady Hardinge, Delhi",ORTHOPAEDICS,AIQ,"57,600","1,26,927",0,0,877,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",SPM,AIQ,"20,000","67,500",2,"50,00,000",500,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",FORENSIC MEDICINE,AIQ,"20,000","67,500",2,"50,00,000",500,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",OPHTHALMOLOGY,AIQ,"20,000","67,500",2,"50,00,000",500,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",TBRD,AIQ,"20,000","67,500",2,"50,00,000",500,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",ANAESTHESIOLOGY,AIQ,"20,000","67,500",2,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",ANATOMY,AIQ,"20,000","67,500",2,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",FORENSIC MEDICINE,AIQ,"20,000","67,500",2,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PSYCHIATRY,AIQ,"20,000","67,500",2,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",ENT,AIQ,"20,000","67,500",2,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",BIOCHEMISTRY,AIQ,"20,000","67,500",2,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PHYSIOLOGY,AIQ,"20,000","67,500",2,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",SPM,AIQ,"20,000","67,500",2,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",ORTHOPAEDICS,AIQ,"20,000","67,500",2,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PATHOLOGY,AIQ,"20,000","67,500",2,"50,00,000",650,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"LLRM Med Coll, Meerut",ORTHOPAEDICS,AIQ,"40,000","1,00,980",2,"40,00,000",1090,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"LLRM Med Coll, Meerut",GENERAL SURGERY,AIQ,"40,000","1,00,980",2,"40,00,000",1090,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"LLRM Med Coll, Meerut",PHYSIOLOGY,AIQ,"40,000","1,00,980",2,"40,00,000",1090,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"LLRM Med Coll, Meerut",DERMATOLOGY,AIQ,"40,000","1,00,980",2,"40,00,000",1090,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"LLRM Med Coll, Meerut",RADIO DIAGNOSIS,AIQ,"40,000","1,00,980",2,"40,00,000",1090,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"LLRM Med Coll, Meerut",ANATOMY,AIQ,"40,000","1,00,980",2,"40,00,000",1090,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"LLRM Med Coll, Meerut",DCH,AIQ,"40,000","1,00,980",2,"20,00,000",1090,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"LLRM Med Coll, Meerut",DO,AIQ,"40,000","1,00,980",2,"20,00,000",1090,,,,,,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,"LLRM Med Coll, Meerut",DORTHO,AIQ,"40,000","1,00,980",2,"20,00,000",1090,,,,,,,,,,,,,,,,,,,,,,,,,
