State,Institute,Course,Quota,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds
Andhra Pradesh,"Kurnool Med Coll, Kurnool",BIOCHEMISTRY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"SV Med Coll, Tirupati",BIOCHEMISTRY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Govt Siddhartha, Vijaywada",BIOCHEMISTRY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",BIOCHEMISTRY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",715
Andhra Pradesh,"Govt Med Coll, Ananthapuram",BIOCHEMISTRY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Govt Siddhartha, Vijaywada",BIOCHEMISTRY,AP Govt-Serv LOC (OU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Narayana Med Coll, Nellore",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"VMC, Kurnool",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Maharajah IMS, Vizianagaram",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*",Info not available*,1*,"?40,00,000*",850
Andhra Pradesh,"Konaseema IMS, Amalapuram",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"Santhiram Med Coll, Nandyal",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"GSL Med Coll, Rajahmundry",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"Katuri Med Coll, Guntur",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*",Info not available*,1*,"?40,00,000*",1100
Andhra Pradesh,"NRI Med Coll, Guntur",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"PES IMS, Kuppam",BIOCHEMISTRY,AP Govt-NS APUR,"?70,380*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Andhra Med Coll, Vizag",BIOCHEMISTRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"Guntur Med Coll, Guntur",BIOCHEMISTRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"Kurnool Med Coll, Kurnool",BIOCHEMISTRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",BIOCHEMISTRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",1450
Andhra Pradesh,"SV Med Coll, Tirupati",BIOCHEMISTRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Govt Siddhartha, Vijaywada",BIOCHEMISTRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",BIOCHEMISTRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",715
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",BIOCHEMISTRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",BIOCHEMISTRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Govt Med Coll, Ananthapuram",BIOCHEMISTRY,AP Govt-NS APUR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"VMC, Kurnool",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Narayana Med Coll, Nellore",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"Maharajah IMS, Vizianagaram",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*",Info not available*,1*,"?40,00,000*",850
Andhra Pradesh,"Konaseema IMS, Amalapuram",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"Santhiram Med Coll, Nandyal",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"GSL Med Coll, Rajahmundry",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"Katuri Med Coll, Guntur",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*",Info not available*,1*,"?40,00,000*",1100
Andhra Pradesh,"NRI Med Coll, Guntur",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"PES IMS, Kuppam",BIOCHEMISTRY,AP Govt-Serv APUR,"?70,380*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Andhra Med Coll, Vizag",BIOCHEMISTRY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"Guntur Med Coll, Guntur",BIOCHEMISTRY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"Kurnool Med Coll, Kurnool",BIOCHEMISTRY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",BIOCHEMISTRY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",1450
Andhra Pradesh,"SV Med Coll, Tirupati",BIOCHEMISTRY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Govt Siddhartha, Vijaywada",BIOCHEMISTRY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",BIOCHEMISTRY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",715
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",BIOCHEMISTRY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",BIOCHEMISTRY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Govt Med Coll, Ananthapuram",BIOCHEMISTRY,AP Govt-Serv APUR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Narayana Med Coll, Nellore",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"GVP Med Coll, Vizag",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",750
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"Apollo IMS&R, Chittoor",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",850
Andhra Pradesh,"VMC, Kurnool",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"Fathima IMS,Kadapa",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?25,000*",1*,"?40,00,000*",750
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Konaseema IMS, Amalapuram",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"Santhiram Med Coll, Nandyal",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"GSL Med Coll, Rajahmundry",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"Katuri Med Coll, Guntur",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*",Info not available*,1*,"?40,00,000*",1100
Andhra Pradesh,"Maharajah IMS, Vizianagaram",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*",Info not available*,1*,"?40,00,000*",850
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"NRI Med Coll, Guntur",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"PES IMS, Kuppam",DERMATOLOGY,AP Govt-NS UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",DERMATOLOGY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",1450
Andhra Pradesh,"Govt Siddhartha, Vijaywada",DERMATOLOGY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Kurnool Med Coll, Kurnool",DERMATOLOGY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"Guntur Med Coll, Guntur",DERMATOLOGY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"Govt Med Coll, Ananthapuram",DERMATOLOGY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"SV Med Coll, Tirupati",DERMATOLOGY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",DERMATOLOGY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",DERMATOLOGY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",DERMATOLOGY,AP Govt-NS UNR,"?48,600*","?60,823",1*,"?40,00,000*",715
Andhra Pradesh,"Narayana Med Coll, Nellore",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"GVP Med Coll, Vizag",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",750
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"Apollo IMS&R, Chittoor",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",850
Andhra Pradesh,"VMC, Kurnool",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"Fathima IMS,Kadapa",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?25,000*",1*,"?40,00,000*",750
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Konaseema IMS, Amalapuram",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"Santhiram Med Coll, Nandyal",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"GSL Med Coll, Rajahmundry",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"Katuri Med Coll, Guntur",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*",Info not available*,1*,"?40,00,000*",1100
Andhra Pradesh,"Maharajah IMS, Vizianagaram",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*",Info not available*,1*,"?40,00,000*",850
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"NRI Med Coll, Guntur",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"PES IMS, Kuppam",DERMATOLOGY,AP Govt-Serv UNR,"?4,96,800*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",DERMATOLOGY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",1450
Andhra Pradesh,"Govt Siddhartha, Vijaywada",DERMATOLOGY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Kurnool Med Coll, Kurnool",DERMATOLOGY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"Guntur Med Coll, Guntur",DERMATOLOGY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"Govt Med Coll, Ananthapuram",DERMATOLOGY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"SV Med Coll, Tirupati",DERMATOLOGY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",DERMATOLOGY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",DERMATOLOGY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",DERMATOLOGY,AP Govt-Serv UNR,"?48,600*","?60,823",1*,"?40,00,000*",715
Andhra Pradesh,"GVP Med Coll, Vizag",DERMATOLOGY,AP Govt-Serv LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",750
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",DERMATOLOGY,AP Govt-Serv LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",DERMATOLOGY,AP Govt-Serv LOC (AU),"?4,96,800*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",DERMATOLOGY,AP Govt-Serv LOC (AU),"?4,96,800*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Konaseema IMS, Amalapuram",DERMATOLOGY,AP Govt-Serv LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"GSL Med Coll, Rajahmundry",DERMATOLOGY,AP Govt-Serv LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"Katuri Med Coll, Guntur",DERMATOLOGY,AP Govt-Serv LOC (AU),"?4,96,800*",Info not available*,1*,"?40,00,000*",1100
Andhra Pradesh,"Maharajah IMS, Vizianagaram",DERMATOLOGY,AP Govt-Serv LOC (AU),"?4,96,800*",Info not available*,1*,"?40,00,000*",850
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,AP Govt-Serv LOC (AU),"?4,96,800*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"NRI Med Coll, Guntur",DERMATOLOGY,AP Govt-Serv LOC (AU),"?4,96,800*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",DERMATOLOGY,AP Govt-Serv LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",1450
Andhra Pradesh,"Govt Siddhartha, Vijaywada",DERMATOLOGY,AP Govt-Serv LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Guntur Med Coll, Guntur",DERMATOLOGY,AP Govt-Serv LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-Serv LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",DERMATOLOGY,AP Govt-Serv LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",DERMATOLOGY,AP Govt-Serv LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"GVP Med Coll, Vizag",DERMATOLOGY,AP Govt-NS LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",750
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",DERMATOLOGY,AP Govt-NS LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",DERMATOLOGY,AP Govt-NS LOC (AU),"?4,96,800*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",DERMATOLOGY,AP Govt-NS LOC (AU),"?4,96,800*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Konaseema IMS, Amalapuram",DERMATOLOGY,AP Govt-NS LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"GSL Med Coll, Rajahmundry",DERMATOLOGY,AP Govt-NS LOC (AU),"?4,96,800*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"Katuri Med Coll, Guntur",DERMATOLOGY,AP Govt-NS LOC (AU),"?4,96,800*",Info not available*,1*,"?40,00,000*",1100
Andhra Pradesh,"Maharajah IMS, Vizianagaram",DERMATOLOGY,AP Govt-NS LOC (AU),"?4,96,800*",Info not available*,1*,"?40,00,000*",850
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,AP Govt-NS LOC (AU),"?4,96,800*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"NRI Med Coll, Guntur",DERMATOLOGY,AP Govt-NS LOC (AU),"?4,96,800*","?27,000*",1*,"?40,00,000*",1050
Andhra Pradesh,"Rangaraya Med Coll, Kakinada",DERMATOLOGY,AP Govt-NS LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",1450
Andhra Pradesh,"Govt Siddhartha, Vijaywada",DERMATOLOGY,AP Govt-NS LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Guntur Med Coll, Guntur",DERMATOLOGY,AP Govt-NS LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",1170
Andhra Pradesh,"Andhra Med Coll, Vizag",DERMATOLOGY,AP Govt-NS LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",1030
Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",DERMATOLOGY,AP Govt-NS LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",DERMATOLOGY,AP Govt-NS LOC (AU),"?48,600*","?60,823",1*,"?40,00,000*",532
Andhra Pradesh,"Govt Siddhartha, Vijaywada",DERMATOLOGY,AP Govt-NS LOC (OU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Narayana Med Coll, Nellore",DERMATOLOGY,AP Govt-NS LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"Apollo IMS&R, Chittoor",DERMATOLOGY,AP Govt-NS LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",850
Andhra Pradesh,"VMC, Kurnool",DERMATOLOGY,AP Govt-NS LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"Fathima IMS,Kadapa",DERMATOLOGY,AP Govt-NS LOC (SVU),"?4,96,800*","?25,000*",1*,"?40,00,000*",750
Andhra Pradesh,"Santhiram Med Coll, Nandyal",DERMATOLOGY,AP Govt-NS LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"PES IMS, Kuppam",DERMATOLOGY,AP Govt-NS LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Govt Siddhartha, Vijaywada",DERMATOLOGY,AP Govt-NS LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Kurnool Med Coll, Kurnool",DERMATOLOGY,AP Govt-NS LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"Govt Med Coll, Ananthapuram",DERMATOLOGY,AP Govt-NS LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"SV Med Coll, Tirupati",DERMATOLOGY,AP Govt-NS LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",DERMATOLOGY,AP Govt-NS LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",715
Andhra Pradesh,"Narayana Med Coll, Nellore",DERMATOLOGY,AP Govt-Serv LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"Apollo IMS&R, Chittoor",DERMATOLOGY,AP Govt-Serv LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",850
Andhra Pradesh,"VMC, Kurnool",DERMATOLOGY,AP Govt-Serv LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"Fathima IMS,Kadapa",DERMATOLOGY,AP Govt-Serv LOC (SVU),"?4,96,800*","?25,000*",1*,"?40,00,000*",750
Andhra Pradesh,"Santhiram Med Coll, Nandyal",DERMATOLOGY,AP Govt-Serv LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"PES IMS, Kuppam",DERMATOLOGY,AP Govt-Serv LOC (SVU),"?4,96,800*","?30,000*",1*,"?40,00,000*",975
Andhra Pradesh,"Govt Siddhartha, Vijaywada",DERMATOLOGY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Kurnool Med Coll, Kurnool",DERMATOLOGY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",1150
Andhra Pradesh,"Govt Med Coll, Ananthapuram",DERMATOLOGY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",500
Andhra Pradesh,"SV Med Coll, Tirupati",DERMATOLOGY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",940
Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",DERMATOLOGY,AP Govt-Serv LOC (SVU),"?48,600*","?60,823",1*,"?40,00,000*",715
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,AP Govt-Serv LOC (SVU),"?4,96,800*","?28,000*",1*,"?40,00,000*",790
Andhra Pradesh,"Govt Siddhartha, Vijaywada",DERMATOLOGY,AP Govt-Serv LOC (OU),"?48,600*","?60,823",1*,"?40,00,000*",707
Andhra Pradesh,"Narayana Med Coll, Nellore",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1430
Andhra Pradesh,"GVP Med Coll, Vizag",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",750
Andhra Pradesh,"Alluri Sitaram Raju, Eluru",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1200
Andhra Pradesh,"Apollo IMS&R, Chittoor",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",850
Andhra Pradesh,"VMC, Kurnool",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",650
Andhra Pradesh,"Fathima IMS,Kadapa",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*","?25,000*",1*,"?40,00,000*",750
Andhra Pradesh,"NRI Inst of Med Sci, Vizag",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*","?40,000*",1*,"?40,00,000*",980
Andhra Pradesh,"GreatEastern MedSch,Srikakulam",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*",Info not available*,1*,"?40,00,000*",780
Andhra Pradesh,"Konaseema IMS, Amalapuram",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",840
Andhra Pradesh,"Santhiram Med Coll, Nandyal",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",930
Andhra Pradesh,"GSL Med Coll, Rajahmundry",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*","?30,000*",1*,"?40,00,000*",1140
Andhra Pradesh,"Katuri Med Coll, Guntur",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*",Info not available*,1*,"?40,00,000*",1100
Andhra Pradesh,"Maharajah IMS, Vizianagaram",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*",Info not available*,1*,"?40,00,000*",850
Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,AP Govt-NS APUR,"?4,96,800*","?28,000*",1*,"?40,00,000*",790
