State,Institute,Course,Quota,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,,,,
Chhattisgarh,"Raipur IMS, Raipur",PAEDIATRICS,CG MBBS or Ins-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PAEDIATRICS,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",PAEDIATRICS,CG Domicile-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PAEDIATRICS,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",PAEDIATRICS,CG Other State-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PAEDIATRICS,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",PATHOLOGY,CG MBBS or Ins,"?7,92,600*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PATHOLOGY,CG MBBS or Ins,"?8,48,200*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",PATHOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"CIMS, Bilaspur",PATHOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",PATHOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PATHOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",PATHOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"CIMS, Bilaspur",PATHOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",PATHOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Raipur IMS, Raipur",PATHOLOGY,CG Domicile,"?7,92,600*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PATHOLOGY,CG Domicile,"?8,48,200*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",PATHOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"CIMS, Bilaspur",PATHOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",PATHOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Raipur IMS, Raipur",PATHOLOGY,Other State,"?7,92,600*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PATHOLOGY,Other State,"?8,48,200*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",PATHOLOGY,CG MBBS or Ins-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PATHOLOGY,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",PATHOLOGY,CG Domicile-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PATHOLOGY,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",PATHOLOGY,CG Other State-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PATHOLOGY,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",PHARMACOLOGY,CG MBBS or Ins,"?7,92,600*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PHARMACOLOGY,CG MBBS or Ins,"?8,48,200*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",PHARMACOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"CIMS, Bilaspur",PHARMACOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",PHARMACOLOGY,CG MBBS or Ins,"?8,48,200*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",PHARMACOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"CIMS, Bilaspur",PHARMACOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Raipur IMS, Raipur",PHARMACOLOGY,CG Domicile,"?7,92,600*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PHARMACOLOGY,CG Domicile,"?8,48,200*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",PHARMACOLOGY,CG Domicile,"?8,48,200*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",PHARMACOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"CIMS, Bilaspur",PHARMACOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Raipur IMS, Raipur",PHARMACOLOGY,Other State,"?7,92,600*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PHARMACOLOGY,Other State,"?8,48,200*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",PHARMACOLOGY,Other State,"?8,48,200*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Raipur IMS, Raipur",PHARMACOLOGY,CG MBBS or Ins-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PHARMACOLOGY,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",PHARMACOLOGY,CG Domicile-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PHARMACOLOGY,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",PHARMACOLOGY,CG Other State-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PHARMACOLOGY,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",PHYSIOLOGY,CG MBBS or Ins,"?8,48,200*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",PHYSIOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",PHYSIOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PHYSIOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",PHYSIOLOGY,CG MBBS or Ins,"?8,48,200*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",PHYSIOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",PHYSIOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PHYSIOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PHYSIOLOGY,CG Domicile,"?8,48,200*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",PHYSIOLOGY,CG Domicile,"?8,48,200*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",PHYSIOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",PHYSIOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PHYSIOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"SSIMS, Bhilai",PHYSIOLOGY,Other State,"?8,48,200*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",PHYSIOLOGY,Other State,"?8,48,200*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"SSIMS, Bhilai",PHYSIOLOGY,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",PHYSIOLOGY,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",PHYSIOLOGY,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",PSYCHIATRY,CG MBBS or Ins,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"CIMS, Bilaspur",PSYCHIATRY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PSYCHIATRY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",PSYCHIATRY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Raipur IMS, Raipur",PSYCHIATRY,CG MBBS or Ins,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"CIMS, Bilaspur",PSYCHIATRY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PSYCHIATRY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",PSYCHIATRY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"SSIMS, Bhilai",PSYCHIATRY,CG Domicile,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"CIMS, Bilaspur",PSYCHIATRY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",PSYCHIATRY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",PSYCHIATRY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"SSIMS, Bhilai",PSYCHIATRY,Other State,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",PSYCHIATRY,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",PSYCHIATRY,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",PSYCHIATRY,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIATION ONCOLOGY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIATION ONCOLOGY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIATION ONCOLOGY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"SSIMS, Bhilai",RADIO DIAGNOSIS,CG MBBS or Ins,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",RADIO DIAGNOSIS,CG MBBS or Ins,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIO DIAGNOSIS,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIO DIAGNOSIS,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"SSIMS, Bhilai",RADIO DIAGNOSIS,CG Domicile,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",RADIO DIAGNOSIS,CG Domicile,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIO DIAGNOSIS,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"SSIMS, Bhilai",RADIO DIAGNOSIS,Other State,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",RADIO DIAGNOSIS,Other State,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",RADIO DIAGNOSIS,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",RADIO DIAGNOSIS,CG MBBS or Ins-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",RADIO DIAGNOSIS,CG MBBS or Ins-NRI,"?75,15,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"SSIMS, Bhilai",RADIO DIAGNOSIS,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",RADIO DIAGNOSIS,CG Domicile-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",RADIO DIAGNOSIS,CG Domicile-NRI,"?75,15,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"SSIMS, Bhilai",RADIO DIAGNOSIS,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",RADIO DIAGNOSIS,CG Other State-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",RADIO DIAGNOSIS,CG Other State-NRI,"?75,15,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Raipur IMS, Raipur",SPM,CG MBBS or Ins,"?7,92,600*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",SPM,CG MBBS or Ins,"?8,48,200*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",SPM,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",500,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",SPM,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",SPM,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Govt Med Coll, Rajnandgaon",SPM,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",SPM,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"CIMS, Bilaspur",SPM,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",SPM,CG MBBS or Ins,"?8,48,200*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",SPM,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",500,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",SPM,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",SPM,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Govt Med Coll, Rajnandgaon",SPM,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",SPM,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"CIMS, Bilaspur",SPM,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Raipur IMS, Raipur",SPM,CG Domicile,"?7,92,600*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",SPM,CG Domicile,"?8,48,200*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",SPM,CG Domicile,"?8,48,200*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",SPM,Other State,"?20,000*","?67,500",2*,"?50,00,000*",500,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",SPM,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",SPM,Other State,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Govt Med Coll, Rajnandgaon",SPM,Other State,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",SPM,Other State,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"CIMS, Bilaspur",SPM,Other State,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Raipur IMS, Raipur",SPM,Other State,"?7,92,600*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",SPM,Other State,"?8,48,200*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",SPM,Other State,"?8,48,200*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Raipur IMS, Raipur",SPM,CG MBBS or Ins-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",SPM,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",SPM,CG Domicile-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",SPM,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",SPM,CG Other State-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",SPM,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",TBRD,CG MBBS or Ins,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",TBRD,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",TBRD,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",500,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",TBRD,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"SSIMS, Bhilai",TBRD,CG Domicile,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",TBRD,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"SSIMS, Bhilai",TBRD,Other State,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",TBRD,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",TBRD,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",TBRD,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",ENT,CG MBBS or Ins,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",ENT,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Rajnandgaon",ENT,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",ENT,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",ENT,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"CIMS, Bilaspur",ENT,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Raipur IMS, Raipur",ENT,CG MBBS or Ins,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",ENT,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Rajnandgaon",ENT,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",ENT,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",ENT,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"CIMS, Bilaspur",ENT,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"SSIMS, Bhilai",ENT,CG Domicile,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",ENT,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Rajnandgaon",ENT,Other State,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",ENT,Other State,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",ENT,Other State,"?20,000*","?67,500",2*,"?50,00,000*",650,,,,
Chhattisgarh,"CIMS, Bilaspur",ENT,Other State,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"SSIMS, Bhilai",ENT,Other State,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",ENT,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",ENT,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",ENT,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"SSIMS, Bhilai",GENERAL SURGERY,CG MBBS or Ins,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",GENERAL SURGERY,CG MBBS or Ins,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL SURGERY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",GENERAL SURGERY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",GENERAL SURGERY,CG MBBS or Ins,"?10,54,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"CIMS, Bilaspur",GENERAL SURGERY,CG MBBS or Ins,"?20,000*","?67,500",2*,"?50,00,000*",550,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL SURGERY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",GENERAL SURGERY,CG Domicile,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"SSIMS, Bhilai",GENERAL SURGERY,CG Domicile,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",GENERAL SURGERY,CG Domicile,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",GENERAL SURGERY,CG Domicile,"?10,54,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL SURGERY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",1246,,,,
Chhattisgarh,"Govt Med Coll, Ambikapur",GENERAL SURGERY,Other State,"?20,000*","?67,500",2*,"?50,00,000*",785,,,,
Chhattisgarh,"SSIMS, Bhilai",GENERAL SURGERY,Other State,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",GENERAL SURGERY,Other State,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Shri Balaji Inst of MS, Raipur",GENERAL SURGERY,Other State,"?10,54,000*",Info not available,1,"?25,00,000",Info Not Available,,,,
Chhattisgarh,"SSIMS, Bhilai",GENERAL SURGERY,CG MBBS or Ins-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",GENERAL SURGERY,CG MBBS or Ins-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",GENERAL SURGERY,CG Domicile-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",GENERAL SURGERY,CG Domicile-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",GENERAL SURGERY,CG Other State-NRI,Info not available*,"?67,000",1,"?10,00,000",896,,,,
Chhattisgarh,"Raipur IMS, Raipur",GENERAL SURGERY,CG Other State-NRI,"?79,33,000*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"Raipur IMS, Raipur",OBG,CG MBBS or Ins,"?9,84,500*","?67,000",1,"?25,00,000",650,,,,
Chhattisgarh,"SSIMS, Bhilai",OBG,CG MBBS or Ins,"?10,54,000*","?67,000",1,"?10,00,000",896,,,,
