Round,Quota,Category,State,Institute,Course,Seats,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
1,DNB Post MBBS,GEN,Haryana,"QRG Medicare, Faridabad",DNBGENERAL SURGERY,1,"₹1,25,000","₹70,000",0,₹0,325,18625(1),21066(1),22868(1),-,-,18152(1),18152(1),19721(1),-,-
2,DNB Post MBBS,GEN,Haryana,"QRG Medicare, Faridabad",DNBGENERAL SURGERY,0+1(VV),"₹1,25,000","₹70,000",0,₹0,325,18625(1),21066(1),22868(1),-,-,18152(1),18152(1),19721(1),-,-
3,DNB Post MBBS,GEN,Haryana,"QRG Medicare, Faridabad",DNBGENERAL SURGERY,0+1(VV),"₹1,25,000","₹70,000",0,₹0,325,18625(1),21066(1),22868(1),-,-,18152(1),18152(1),19721(1),-,-
1,NBE Diploma,GEN,Maharashtra,"Daga Mem Women Hosp, Nagpur",DCH(NBEMS),3,"₹1,25,000","₹75,144*",1,"₹50,00,000",Info Not Available,18067(2),21549(2),20028(2),-,-,19728(3),19728(3),19728(3),-,-
2,NBE Diploma,GEN,Maharashtra,"Daga Mem Women Hosp, Nagpur",DCH(NBEMS),1+2(VV),"₹1,25,000","₹75,144*",1,"₹50,00,000",Info Not Available,18067(2),21549(2),20028(2),-,-,19728(3),19728(3),19728(3),-,-
3,NBE Diploma,GEN,Maharashtra,"Daga Mem Women Hosp, Nagpur",DCH(NBEMS),1+2(VV),"₹1,25,000","₹75,144*",1,"₹50,00,000",Info Not Available,18067(2),21549(2),20028(2),-,-,19728(3),19728(3),19728(3),-,-
1,AIQ,OBC,Tamil Nadu,Govt Theni Med Coll,ANAESTHESIOLOGY,1,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,-,-,-,-,-,14647(1),14647(1),19730(1),-,-
2,AIQ,OBC,Tamil Nadu,Govt Theni Med Coll,ANAESTHESIOLOGY,0+1(VV),"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,-,-,-,-,-,14647(1),14647(1),19730(1),-,-
3,AIQ,OBC,Tamil Nadu,Govt Theni Med Coll,ANAESTHESIOLOGY,1,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,-,-,-,-,-,14647(1),14647(1),19730(1),-,-
4,AIQ,GEN,Delhi,"ESI, Basaidarpur, Delhi",PATHOLOGY,1,"₹2,50,000*","₹1,15,000*",2*,"₹10,00,000*",600,15871(1),20260(1),23610(1),33640(1),-,-,-,19731(1),23507(1),26083(1)
5,AIQ,GEN,Delhi,"ESI, Basaidarpur, Delhi",PATHOLOGY,1,"₹2,50,000*","₹1,15,000*",2*,"₹10,00,000*",600,15871(1),20260(1),23610(1),33640(1),-,-,-,19731(1),23507(1),26083(1)
1,MNG,GEN,Gujarat,"SBKS, Vadodara",DERMATOLOGY,2,"₹35,00,000*","₹1,00,800*",0*,₹0*,1340,14851(2),22474(2),22474(2),-,-,15771(2),19747(2),19747(2),-,-
2,MNG,GEN,Gujarat,"SBKS, Vadodara",DERMATOLOGY,2,"₹35,00,000*","₹1,00,800*",0*,₹0*,1340,14851(2),22474(2),22474(2),-,-,15771(2),19747(2),19747(2),-,-
3,MNG,GEN,Gujarat,"SBKS, Vadodara",DERMATOLOGY,0+1(VV),"₹35,00,000*","₹1,00,800*",0*,₹0*,1340,14851(2),22474(2),22474(2),-,-,15771(2),19747(2),19747(2),-,-
1,NBE Diploma,GEN,West Bengal,"Islampur SDH-ISSH,Sukantapally",DGO(NBEMS),1,"₹1,25,000","₹49,884",0,₹0,Info Not Available,33515(1),34319(1),37501(1),-,-,19748(1),19748(1),19748(1),-,-
2,NBE Diploma,GEN,West Bengal,"Islampur SDH-ISSH,Sukantapally",DGO(NBEMS),0+1(VV),"₹1,25,000","₹49,884",0,₹0,Info Not Available,33515(1),34319(1),37501(1),-,-,19748(1),19748(1),19748(1),-,-
3,NBE Diploma,GEN,West Bengal,"Islampur SDH-ISSH,Sukantapally",DGO(NBEMS),0+1(VV),"₹1,25,000","₹49,884",0,₹0,Info Not Available,33515(1),34319(1),37501(1),-,-,19748(1),19748(1),19748(1),-,-
1,DNB Post MBBS,GEN,Bihar,"Paras HMRI Hospital, Patna",DNBGENERAL SURGERY,1,"₹1,25,000","₹82,000",0,₹0,350,18794(2),18794(2),18794(2),-,-,18326(1),17711(1),19750(1),-,-
2,DNB Post MBBS,GEN,Bihar,"Paras HMRI Hospital, Patna",DNBGENERAL SURGERY,1,"₹1,25,000","₹82,000",0,₹0,350,18794(2),18794(2),18794(2),-,-,18326(1),17711(1),19750(1),-,-
3,DNB Post MBBS,GEN,Bihar,"Paras HMRI Hospital, Patna",DNBGENERAL SURGERY,0+1(VV),"₹1,25,000","₹82,000",0,₹0,350,18794(2),18794(2),18794(2),-,-,18326(1),17711(1),19750(1),-,-
1,DNB Post MBBS,GEN,Delhi,"Dr B L Kapur Mem Hosp, Delhi",DNBENT,1,"₹1,25,000","₹60,000",0,₹0,465,-,-,-,-,-,16161(1),16161(1),19751(1),-,-
2,DNB Post MBBS,GEN,Delhi,"Dr B L Kapur Mem Hosp, Delhi",DNBENT,0+1(VV),"₹1,25,000","₹60,000",0,₹0,465,-,-,-,-,-,16161(1),16161(1),19751(1),-,-
3,DNB Post MBBS,GEN,Delhi,"Dr B L Kapur Mem Hosp, Delhi",DNBENT,0+1(VV),"₹1,25,000","₹60,000",0,₹0,465,-,-,-,-,-,16161(1),16161(1),19751(1),-,-
1,DNB Post MBBS,GEN,Punjab,"Fortis Hospital, Mohali",DNBGENERAL SURGERY,4,"₹1,25,000","₹68,000*",0,₹0,360,19269(4),19989(4),24503(4),-,-,19479(4),19479(4),19753(4),22974(1),-
2,DNB Post MBBS,GEN,Punjab,"Fortis Hospital, Mohali",DNBGENERAL SURGERY,1+3(VV),"₹1,25,000","₹68,000*",0,₹0,360,19269(4),19989(4),24503(4),-,-,19479(4),19479(4),19753(4),22974(1),-
3,DNB Post MBBS,GEN,Punjab,"Fortis Hospital, Mohali",DNBGENERAL SURGERY,1+3(VV),"₹1,25,000","₹68,000*",0,₹0,360,19269(4),19989(4),24503(4),-,-,19479(4),19479(4),19753(4),22974(1),-
4,DNB Post MBBS,GEN,Punjab,"Fortis Hospital, Mohali",DNBGENERAL SURGERY,1,"₹1,25,000","₹68,000*",0,₹0,360,19269(4),19989(4),24503(4),-,-,19479(4),19479(4),19753(4),22974(1),-
1,AIQ,GEN,Andhra Pradesh,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,3,"₹48,600*","₹60,823",0*,₹0*,940,12923(3),13943(3),17879(3),19990(1),-,14802(3),16455(3),19761(4),-,-
2,AIQ,GEN,Andhra Pradesh,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,2+1(VV),"₹48,600*","₹60,823",0*,₹0*,940,12923(3),13943(3),17879(3),19990(1),-,14802(3),16455(3),19761(4),-,-
3,AIQ,GEN,Andhra Pradesh,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,2+1(VV),"₹48,600*","₹60,823",0*,₹0*,940,12923(3),13943(3),17879(3),19990(1),-,14802(3),16455(3),19761(4),-,-
1,NBE Diploma,GEN,Telangana,"LittleStarsChildHosp,Hyderabad",DCH(NBEMS),2,"₹1,25,000","₹50,686*",0,₹0,30,24598(2),24648(2),24648(2),-,-,19098(2),19762(2),19762(2),-,-
2,NBE Diploma,GEN,Telangana,"LittleStarsChildHosp,Hyderabad",DCH(NBEMS),1+1(VV),"₹1,25,000","₹50,686*",0,₹0,30,24598(2),24648(2),24648(2),-,-,19098(2),19762(2),19762(2),-,-
3,NBE Diploma,GEN,Telangana,"LittleStarsChildHosp,Hyderabad",DCH(NBEMS),0+2(VV),"₹1,25,000","₹50,686*",0,₹0,30,24598(2),24648(2),24648(2),-,-,19098(2),19762(2),19762(2),-,-
1,AIQ,SC,Telangana,"Gandhi Med Coll, Secunderabad",PAEDIATRICS,1,"₹25,000*","₹58,289",1,"₹20,00,000",1200,14439(2),14439(2),18395(2),-,-,13996(1),13996(1),19764(1),-,-
2,AIQ,SC,Telangana,"Gandhi Med Coll, Secunderabad",PAEDIATRICS,1,"₹25,000*","₹58,289",1,"₹20,00,000",1200,14439(2),14439(2),18395(2),-,-,13996(1),13996(1),19764(1),-,-
3,AIQ,SC,Telangana,"Gandhi Med Coll, Secunderabad",PAEDIATRICS,1,"₹25,000*","₹58,289",1,"₹20,00,000",1200,14439(2),14439(2),18395(2),-,-,13996(1),13996(1),19764(1),-,-
1,AIQ,GEN,Karnataka,"Bidar IMS, Bidar",OPHTHALMOLOGY,1,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",500,-,-,-,-,-,11009(1),15038(1),19765(1),-,-
2,AIQ,GEN,Karnataka,"Bidar IMS, Bidar",OPHTHALMOLOGY,1,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",500,-,-,-,-,-,11009(1),15038(1),19765(1),-,-
3,AIQ,GEN,Karnataka,"Bidar IMS, Bidar",OPHTHALMOLOGY,1,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",500,-,-,-,-,-,11009(1),15038(1),19765(1),-,-
1,NBE Diploma,OBC,Maharashtra,"Khan Bahadur Bhabha Hosp,Mumbai",DGO(NBEMS),1,"₹1,25,000","₹75,144*",0,₹0,336,21348(2),21348(2),21348(2),-,-,19766(1),19766(1),19766(1),-,-
2,NBE Diploma,OBC,Maharashtra,"Khan Bahadur Bhabha Hosp,Mumbai",DGO(NBEMS),1,"₹1,25,000","₹75,144*",0,₹0,336,21348(2),21348(2),21348(2),-,-,19766(1),19766(1),19766(1),-,-
3,NBE Diploma,OBC,Maharashtra,"Khan Bahadur Bhabha Hosp,Mumbai",DGO(NBEMS),0+1(VV),"₹1,25,000","₹75,144*",0,₹0,336,21348(2),21348(2),21348(2),-,-,19766(1),19766(1),19766(1),-,-
1,DNB Post MBBS,GEN,Haryana,"Sarvodaya Hospital, Faridabad",DNBORTHOPAEDICS,1,"₹1,25,000","₹73,000",0,₹0,300,17510(1),17510(1),20920(1),-,-,19254(1),16865(1),19768(1),-,-
2,DNB Post MBBS,GEN,Haryana,"Sarvodaya Hospital, Faridabad",DNBORTHOPAEDICS,0+1(VV),"₹1,25,000","₹73,000",0,₹0,300,17510(1),17510(1),20920(1),-,-,19254(1),16865(1),19768(1),-,-
3,DNB Post MBBS,GEN,Haryana,"Sarvodaya Hospital, Faridabad",DNBORTHOPAEDICS,0+1(VV),"₹1,25,000","₹73,000",0,₹0,300,17510(1),17510(1),20920(1),-,-,19254(1),16865(1),19768(1),-,-
1,DNB Post MBBS,GEN,Pondicherry,"IndiraGandhi MC&RI,Pondicherry",DNBEMERGENCY MEDICINE,1,"₹1,25,000","₹43,000",0,₹0,750,-,-,-,-,-,13673(1),15998(1),19779(2),-,-
2,DNB Post MBBS,GEN,Pondicherry,"IndiraGandhi MC&RI,Pondicherry",DNBEMERGENCY MEDICINE,1,"₹1,25,000","₹43,000",0,₹0,750,-,-,-,-,-,13673(1),15998(1),19779(2),-,-
3,DNB Post MBBS,GEN,Pondicherry,"IndiraGandhi MC&RI,Pondicherry",DNBEMERGENCY MEDICINE,1,"₹1,25,000","₹43,000",0,₹0,750,-,-,-,-,-,13673(1),15998(1),19779(2),-,-
1,NBE Diploma,OBC,Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DGO(NBEMS),1,"₹1,25,000","₹95,358*",0,₹0,366,17893(1),17665(1),19254(1),-,-,19786(1),19786(1),19786(1),-,-
2,NBE Diploma,OBC,Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DGO(NBEMS),0+1(VV),"₹1,25,000","₹95,358*",0,₹0,366,17893(1),17665(1),19254(1),-,-,19786(1),19786(1),19786(1),-,-
3,NBE Diploma,OBC,Maharashtra,"Dr AmbedkarCentRlwyHosp, MUM",DGO(NBEMS),0+1(VV),"₹1,25,000","₹95,358*",0,₹0,366,17893(1),17665(1),19254(1),-,-,19786(1),19786(1),19786(1),-,-
1,AIQ,SC,Kerala,"Govt Med Coll, Kottayam",GENERAL SURGERY,1,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,2672(1),2672(1),2672(1),-,-,19791(1),19791(1),19791(1),-,-
2,AIQ,SC,Kerala,"Govt Med Coll, Kottayam",GENERAL SURGERY,0+1(VV),"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,2672(1),2672(1),2672(1),-,-,19791(1),19791(1),19791(1),-,-
3,AIQ,SC,Kerala,"Govt Med Coll, Kottayam",GENERAL SURGERY,0+1(VV),"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,2672(1),2672(1),2672(1),-,-,19791(1),19791(1),19791(1),-,-
1,AIQ,SC,Chhattisgarh,"Pt JNM Med Coll, Raipur",PAEDIATRICS,1,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,16620(1),16620(1),16620(1),-,-,18699(1),18699(1),19793(1),34683(1),-
2,AIQ,SC,Chhattisgarh,"Pt JNM Med Coll, Raipur",PAEDIATRICS,1,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,16620(1),16620(1),16620(1),-,-,18699(1),18699(1),19793(1),34683(1),-
3,AIQ,SC,Chhattisgarh,"Pt JNM Med Coll, Raipur",PAEDIATRICS,1,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,16620(1),16620(1),16620(1),-,-,18699(1),18699(1),19793(1),34683(1),-
4,AIQ,SC,Chhattisgarh,"Pt JNM Med Coll, Raipur",PAEDIATRICS,1,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,16620(1),16620(1),16620(1),-,-,18699(1),18699(1),19793(1),34683(1),-
1,DNB Post MBBS,GEN,Maharashtra,"Nandadeep Eye Hosp, Sangli",DNBOPHTHALMOLOGY,1,"₹1,25,000","₹64,000",0,₹0,30,17788(1),19819(1),24242(1),-,-,16898(1),15455(1),19794(1),-,-
2,DNB Post MBBS,GEN,Maharashtra,"Nandadeep Eye Hosp, Sangli",DNBOPHTHALMOLOGY,1,"₹1,25,000","₹64,000",0,₹0,30,17788(1),19819(1),24242(1),-,-,16898(1),15455(1),19794(1),-,-
3,DNB Post MBBS,GEN,Maharashtra,"Nandadeep Eye Hosp, Sangli",DNBOPHTHALMOLOGY,1,"₹1,25,000","₹64,000",0,₹0,30,17788(1),19819(1),24242(1),-,-,16898(1),15455(1),19794(1),-,-
1,AIQ,GEN,Tamil Nadu,Govt Thiruvarur Med Coll,ANAESTHESIOLOGY,1,"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,12494(1),12494(1),19046(2),-,-,15017(1),17049(1),19796(1),-,-
2,AIQ,GEN,Tamil Nadu,Govt Thiruvarur Med Coll,ANAESTHESIOLOGY,1,"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,12494(1),12494(1),19046(2),-,-,15017(1),17049(1),19796(1),-,-
3,AIQ,GEN,Tamil Nadu,Govt Thiruvarur Med Coll,ANAESTHESIOLOGY,0+1(VV),"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,12494(1),12494(1),19046(2),-,-,15017(1),17049(1),19796(1),-,-
1,NBE Diploma,GEN,Jammu and Kashmir,"Govt Med Coll Hosp, Rajouri",DGO(NBEMS),1,"₹1,25,000","₹59,500*",0,₹0,300,-,-,-,-,-,23441(1),19805(1),19805(1),-,-
2,NBE Diploma,GEN,Jammu and Kashmir,"Govt Med Coll Hosp, Rajouri",DGO(NBEMS),1,"₹1,25,000","₹59,500*",0,₹0,300,-,-,-,-,-,23441(1),19805(1),19805(1),-,-
3,NBE Diploma,GEN,Jammu and Kashmir,"Govt Med Coll Hosp, Rajouri",DGO(NBEMS),0+1(VV),"₹1,25,000","₹59,500*",0,₹0,300,-,-,-,-,-,23441(1),19805(1),19805(1),-,-
1,DNB Post MBBS,GEN,Karnataka,"Sri Sathya Sai, Chikkaballapura",DNBGENERAL SURGERY,2,"₹1,25,000","₹45,000*",0,₹0,300,19944(2),18861(2),18861(2),-,-,17437(2),19017(2),19811(2),-,-
2,DNB Post MBBS,GEN,Karnataka,"Sri Sathya Sai, Chikkaballapura",DNBGENERAL SURGERY,1+1(VV),"₹1,25,000","₹45,000*",0,₹0,300,19944(2),18861(2),18861(2),-,-,17437(2),19017(2),19811(2),-,-
3,DNB Post MBBS,GEN,Karnataka,"Sri Sathya Sai, Chikkaballapura",DNBGENERAL SURGERY,0+2(VV),"₹1,25,000","₹45,000*",0,₹0,300,19944(2),18861(2),18861(2),-,-,17437(2),19017(2),19811(2),-,-
1,AIQ,ST,Andhra Pradesh,"Andhra Med Coll, Vizag",DERMATOLOGY,1,"₹48,600*","₹60,823",0*,₹0*,1030,-,-,-,-,-,19812(1),19812(1),19812(1),-,-
2,AIQ,ST,Andhra Pradesh,"Andhra Med Coll, Vizag",DERMATOLOGY,0+1(VV),"₹48,600*","₹60,823",0*,₹0*,1030,-,-,-,-,-,19812(1),19812(1),19812(1),-,-
3,AIQ,ST,Andhra Pradesh,"Andhra Med Coll, Vizag",DERMATOLOGY,0+1(VV),"₹48,600*","₹60,823",0*,₹0*,1030,-,-,-,-,-,19812(1),19812(1),19812(1),-,-
1,DNB Post MBBS,GEN,Tamil Nadu,"Dr Rangarajan Mem Hosp,Chennai",DNBGENERAL SURGERY,2,"₹1,25,000","₹50,923",0,₹0,176,16356(2),18656(2),17574(2),-,-,17084(2),17084(2),19813(2),24724(1),-
2,DNB Post MBBS,GEN,Tamil Nadu,"Dr Rangarajan Mem Hosp,Chennai",DNBGENERAL SURGERY,1+1(VV),"₹1,25,000","₹50,923",0,₹0,176,16356(2),18656(2),17574(2),-,-,17084(2),17084(2),19813(2),24724(1),-
3,DNB Post MBBS,GEN,Tamil Nadu,"Dr Rangarajan Mem Hosp,Chennai",DNBGENERAL SURGERY,2,"₹1,25,000","₹50,923",0,₹0,176,16356(2),18656(2),17574(2),-,-,17084(2),17084(2),19813(2),24724(1),-
4,DNB Post MBBS,GEN,Tamil Nadu,"Dr Rangarajan Mem Hosp,Chennai",DNBGENERAL SURGERY,1,"₹1,25,000","₹50,923",0,₹0,176,16356(2),18656(2),17574(2),-,-,17084(2),17084(2),19813(2),24724(1),-
1,NBE Diploma,GEN,Telangana,"Amrutha Child Hosp, Hanamkonda",DCH(NBEMS),1,"₹1,25,000","₹58,289",0,₹0,100,-,27100(2),27398(2),-,-,18804(1),19815(1),19815(1),31551(1),-
2,NBE Diploma,GEN,Telangana,"Amrutha Child Hosp, Hanamkonda",DCH(NBEMS),1,"₹1,25,000","₹58,289",0,₹0,100,-,27100(2),27398(2),-,-,18804(1),19815(1),19815(1),31551(1),-
3,NBE Diploma,GEN,Telangana,"Amrutha Child Hosp, Hanamkonda",DCH(NBEMS),1,"₹1,25,000","₹58,289",0,₹0,100,-,27100(2),27398(2),-,-,18804(1),19815(1),19815(1),31551(1),-
4,NBE Diploma,GEN,Telangana,"Amrutha Child Hosp, Hanamkonda",DCH(NBEMS),1,"₹1,25,000","₹58,289",0,₹0,100,-,27100(2),27398(2),-,-,18804(1),19815(1),19815(1),31551(1),-
1,DNB Post MBBS,GEN,Kerala,"Aster Medcity, Kochi",DNBENT,1,"₹1,25,000","₹57,876",0,₹0,500,14890(1),16540(1),16540(1),-,-,17953(1),19817(1),19817(1),-,-
2,DNB Post MBBS,GEN,Kerala,"Aster Medcity, Kochi",DNBENT,0+1(VV),"₹1,25,000","₹57,876",0,₹0,500,14890(1),16540(1),16540(1),-,-,17953(1),19817(1),19817(1),-,-
3,DNB Post MBBS,GEN,Kerala,"Aster Medcity, Kochi",DNBENT,0+1(VV),"₹1,25,000","₹57,876",0,₹0,500,14890(1),16540(1),16540(1),-,-,17953(1),19817(1),19817(1),-,-
1,AIQ,GEN,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ANAESTHESIOLOGY,3,"₹48,600*","₹60,823",0*,₹0*,1150,13069(1),8784(1),16043(1),-,-,15891(3),17291(3),19821(3),-,-
2,AIQ,GEN,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ANAESTHESIOLOGY,3,"₹48,600*","₹60,823",0*,₹0*,1150,13069(1),8784(1),16043(1),-,-,15891(3),17291(3),19821(3),-,-
3,AIQ,GEN,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ANAESTHESIOLOGY,1+2(VV),"₹48,600*","₹60,823",0*,₹0*,1150,13069(1),8784(1),16043(1),-,-,15891(3),17291(3),19821(3),-,-
1,DNB Post MBBS,GEN,Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DNBNEUROSURGERY 6 YRS,3,"₹1,25,000","₹52,451",0,₹0,745,17126(3),17126(3),21566(3),28669(1),-,16085(3),17590(3),19824(3),-,-
2,DNB Post MBBS,GEN,Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DNBNEUROSURGERY 6 YRS,1+2(VV),"₹1,25,000","₹52,451",0,₹0,745,17126(3),17126(3),21566(3),28669(1),-,16085(3),17590(3),19824(3),-,-
3,DNB Post MBBS,GEN,Tamil Nadu,"Apollo Hosp, Greams Rd,Chennai",DNBNEUROSURGERY 6 YRS,1+1(VV),"₹1,25,000","₹52,451",0,₹0,745,17126(3),17126(3),21566(3),28669(1),-,16085(3),17590(3),19824(3),-,-
1,DNB Post MBBS,GEN,Uttar Pradesh,"Yashoda SS Hosp,Ghaziabad",DNBGENERAL SURGERY,2,"₹1,25,000","₹70,000",0,₹0,306,19461(2),21608(2),22825(2),-,-,18621(2),18621(2),19830(2),-,-
2,DNB Post MBBS,GEN,Uttar Pradesh,"Yashoda SS Hosp,Ghaziabad",DNBGENERAL SURGERY,0+2(VV),"₹1,25,000","₹70,000",0,₹0,306,19461(2),21608(2),22825(2),-,-,18621(2),18621(2),19830(2),-,-
3,DNB Post MBBS,GEN,Uttar Pradesh,"Yashoda SS Hosp,Ghaziabad",DNBGENERAL SURGERY,0+2(VV),"₹1,25,000","₹70,000",0,₹0,306,19461(2),21608(2),22825(2),-,-,18621(2),18621(2),19830(2),-,-
1,AIQ,GEN,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ANAESTHESIOLOGY,4,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,16511(3),18665(3),21879(3),25931(1),-,15491(4),17543(4),19835(4),18544(1),24252(1)
2,AIQ,GEN,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ANAESTHESIOLOGY,3+1(VV),"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,16511(3),18665(3),21879(3),25931(1),-,15491(4),17543(4),19835(4),18544(1),24252(1)
3,AIQ,GEN,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ANAESTHESIOLOGY,2+2(VV),"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,16511(3),18665(3),21879(3),25931(1),-,15491(4),17543(4),19835(4),18544(1),24252(1)
4,AIQ,GEN,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ANAESTHESIOLOGY,1,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,16511(3),18665(3),21879(3),25931(1),-,15491(4),17543(4),19835(4),18544(1),24252(1)
5,AIQ,GEN,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ANAESTHESIOLOGY,1,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,16511(3),18665(3),21879(3),25931(1),-,15491(4),17543(4),19835(4),18544(1),24252(1)
1,AIQ,OBC,Uttar Pradesh,"Dr RML IMS, Lucknow",ANAESTHESIOLOGY,2,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,16013(2),16833(2),16833(2),-,-,15133(2),18202(2),19837(2),-,-
2,AIQ,OBC,Uttar Pradesh,"Dr RML IMS, Lucknow",ANAESTHESIOLOGY,2,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,16013(2),16833(2),16833(2),-,-,15133(2),18202(2),19837(2),-,-
3,AIQ,OBC,Uttar Pradesh,"Dr RML IMS, Lucknow",ANAESTHESIOLOGY,1+1(VV),"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,16013(2),16833(2),16833(2),-,-,15133(2),18202(2),19837(2),-,-
1,DNB Post MBBS,GEN,Tamil Nadu,"Kovai MedicalCentre,Coimbatore",DNBANAESTHESIOLOGY,5,"₹1,25,000","₹52,451",0,₹0,950,14784(5),17590(5),17476(5),-,-,17553(5),18003(5),19838(5),-,-
2,DNB Post MBBS,GEN,Tamil Nadu,"Kovai MedicalCentre,Coimbatore",DNBANAESTHESIOLOGY,0+5(VV),"₹1,25,000","₹52,451",0,₹0,950,14784(5),17590(5),17476(5),-,-,17553(5),18003(5),19838(5),-,-
3,DNB Post MBBS,GEN,Tamil Nadu,"Kovai MedicalCentre,Coimbatore",DNBANAESTHESIOLOGY,1+3(VV),"₹1,25,000","₹52,451",0,₹0,950,14784(5),17590(5),17476(5),-,-,17553(5),18003(5),19838(5),-,-
1,DNB Post MBBS,GEN,Maharashtra,"Jupiter Hospital, Thane",DNBRADIATION ONCOLOGY,1,"₹1,25,000","₹80,000",0,₹0,350,25277(1),28118(1),30858(1),-,-,19846(1),19846(1),19846(1),-,-
2,DNB Post MBBS,GEN,Maharashtra,"Jupiter Hospital, Thane",DNBRADIATION ONCOLOGY,0+1(VV),"₹1,25,000","₹80,000",0,₹0,350,25277(1),28118(1),30858(1),-,-,19846(1),19846(1),19846(1),-,-
3,DNB Post MBBS,GEN,Maharashtra,"Jupiter Hospital, Thane",DNBRADIATION ONCOLOGY,0+1(VV),"₹1,25,000","₹80,000",0,₹0,350,25277(1),28118(1),30858(1),-,-,19846(1),19846(1),19846(1),-,-
1,AIQ,ST,Odisha,"SCB, Cuttack",GENERAL MEDICINE,1,"₹38,500*","₹70,686",2*,"₹53,30,000*",2106,31759(1),31759(1),43721(1),-,-,19856(1),19856(1),19856(1),-,-
2,AIQ,GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",RADIATION ONCOLOGY,1,"₹48,600*","₹60,823",0*,₹0*,1030,-,-,-,-,-,-,19857(1),19857(1),-,-
3,AIQ,GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",RADIATION ONCOLOGY,0+1(VV),"₹48,600*","₹60,823",0*,₹0*,1030,-,-,-,-,-,-,19857(1),19857(1),-,-
1,AIQ,SC,Karnataka,"Gadag IMS, Gadag",GENERAL MEDICINE,1,"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,12791(1),13750(1),19080(1),23057(1),-,12151(1),12151(1),19860(1),-,-
2,AIQ,SC,Karnataka,"Gadag IMS, Gadag",GENERAL MEDICINE,0+1(VV),"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,12791(1),13750(1),19080(1),23057(1),-,12151(1),12151(1),19860(1),-,-
3,AIQ,SC,Karnataka,"Gadag IMS, Gadag",GENERAL MEDICINE,0+1(VV),"₹1,24,150*","₹56,250",3*,"₹50,00,000*",Info Not Available,12791(1),13750(1),19080(1),23057(1),-,12151(1),12151(1),19860(1),-,-
1,DNB Post MBBS,GEN,Uttar Pradesh,"Max SS Hosp, Ghaziabad",DNBEMERGENCY MEDICINE,2,"₹1,25,000","₹60,000",0,₹0,436,17577(2),19088(2),19088(2),-,-,16143(2),17849(2),19861(2),-,-
2,DNB Post MBBS,GEN,Uttar Pradesh,"Max SS Hosp, Ghaziabad",DNBEMERGENCY MEDICINE,0+2(VV),"₹1,25,000","₹60,000",0,₹0,436,17577(2),19088(2),19088(2),-,-,16143(2),17849(2),19861(2),-,-
