Round,AI Rank,State,Institute,Course,Quota,Category,Fee,Beds,Bond Years,Bond Penalty,Stipend Year 1
1,1,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,2,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,3,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,4,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,5,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,6,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,7,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,8,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,9,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,10,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,11,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,12,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,13,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,14,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,15,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,16,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,17,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,18,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,19,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,20,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,21,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,22,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,23,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,24,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,25,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,26,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,27,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,28,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,29,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,30,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,31,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,32,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,33,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,34,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,35,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,36,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,37,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,38,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,39,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,40,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,41,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,42,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,43,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,44,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,45,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,46,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,47,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,48,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,Open,1350,3194,0,0,30700
1,49,Delhi,"VMMC, Delhi",MBBS,AI,Open,41000,1550,1,1500000,26300
1,50,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,51,Delhi,"VMMC, Delhi",MBBS,AI,Open,41000,1550,1,1500000,26300
1,52,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,53,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,SC,1350,3194,0,0,30700
1,54,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,55,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,56,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,57,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,58,Delhi,"VMMC, Delhi",MBBS,AI,Open,41000,1550,1,1500000,26300
1,59,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,60,Odisha,"AIIMS, Bhubaneswar",MBBS,AIIMS SO,Open,1350,1165,0,0,30700
1,61,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,62,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,63,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,64,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,65,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,66,Delhi,"VMMC, Delhi",MBBS,AI,Open,41000,1550,1,1500000,26300
1,67,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,EWS,1350,3194,0,0,30700
1,68,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,69,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,70,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,71,Gujarat,"Govt Med Coll, Surat",MBBS,AI,Open,25000,1150,1,2000000,21840
1,72,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,73,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,74,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,75,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,76,Delhi,"MAMC, Delhi",MBBS,DU,Open,2095,2800,1,1500000,23000
1,77,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,78,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,79,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,EWS,1350,3194,0,0,30700
1,80,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,81,Delhi,"VMMC, Delhi",MBBS,AI,Open,41000,1550,1,1500000,26300
1,82,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,83,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,84,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,85,Delhi,"VMMC, Delhi",MBBS,AI,Open,41000,1550,1,1500000,26300
1,86,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,87,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,88,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,89,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,90,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,91,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,92,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,93,Gujarat,"AIIMS, Rajkot",MBBS,AIIMS SO,Open,1350,750,0,0,30700
1,94,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,EWS,1350,3194,0,0,30700
1,95,Delhi,"VMMC, Delhi",MBBS,AI,Open,41000,1550,1,1500000,26300
1,96,Maharashtra,"Seth GS, Mumbai",MBBS,AI,Open,158600,2250,1,1000000,18000
1,97,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,98,Chandigarh,"GMC, Chandigarh",MBBS,AI,Open,24979,967,0,0,Info not available
1,99,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,100,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,101,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,EWS,1350,3194,0,0,30700
1,102,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,103,Delhi,"MAMC, Delhi",MBBS,AI,Open,2095,2800,1,1500000,23000
1,104,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,EWS,1350,3194,0,0,30700
1,105,Delhi,"VMMC, Delhi",MBBS,AI,Open,41000,1550,1,1500000,26300
1,106,Odisha,"AIIMS, Bhubaneswar",MBBS,AIIMS SO,Open,1350,1165,0,0,30700
1,107,Delhi,"MAMC, Delhi",MBBS,DU,Open,2095,2800,1,1500000,23000
1,108,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,109,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,110,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,SC,1350,3194,0,0,30700
1,111,Delhi,"VMMC, Delhi",MBBS,AI,Open,41000,1550,1,1500000,26300
1,112,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,113,Maharashtra,"Seth GS, Mumbai",MBBS,AI,Open,158600,2250,1,1000000,18000
1,114,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,115,Delhi,"MAMC, Delhi",MBBS,DU,Open,2095,2800,1,1500000,23000
1,116,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,117,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,118,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,119,Maharashtra,"Seth GS, Mumbai",MBBS,AI,Open,158600,2250,1,1000000,18000
1,120,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,121,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,122,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,123,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,124,Delhi,"MAMC, Delhi",MBBS,DU,Open,2095,2800,1,1500000,23000
1,125,Delhi,"MAMC, Delhi",MBBS,DU,Open,2095,2800,1,1500000,23000
1,126,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,127,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,128,Odisha,"AIIMS, Bhubaneswar",MBBS,AIIMS SO,Open,1350,1165,0,0,30700
1,129,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,130,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,131,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,EWS,1350,3194,0,0,30700
1,132,Delhi,"VMMC, Delhi",MBBS,AI,Open,41000,1550,1,1500000,26300
1,133,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,134,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,135,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,136,Maharashtra,"AIIMS, Nagpur",MBBS,AIIMS SO,Open,1350,500,0,0,30700
1,137,Delhi,"VMMC, Delhi",MBBS,IP,Open,41000,1550,1,1500000,26300
1,138,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,139,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,140,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,141,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,142,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,143,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,144,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,145,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,AI,Open,41000,1626,1,1500000,30070
1,146,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,AI,Open,41000,1626,1,1500000,30070
1,147,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,SC,1350,3194,0,0,30700
1,148,Madhya Pradesh,"AIIMS, Bhopal",MBBS,AIIMS SO,Open,1350,833,0,0,30700
1,149,Delhi,"MAMC, Delhi",MBBS,DU,Open,2095,2800,1,1500000,23000
1,150,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,151,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,AI,Open,41000,1626,1,1500000,30070
1,152,Maharashtra,"Seth GS, Mumbai",MBBS,AI,Open,158600,2250,1,1000000,18000
1,153,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,154,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,155,Chandigarh,"GMC, Chandigarh",MBBS,AI,Open,24979,967,0,0,Info not available
1,156,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,SC,1350,3194,0,0,30700
1,157,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,EWS,1350,3194,0,0,30700
1,158,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,SC,1350,3194,0,0,30700
1,159,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,160,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,161,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,162,Madhya Pradesh,"AIIMS, Bhopal",MBBS,AIIMS SO,Open,1350,833,0,0,30700
1,163,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,AI,Open,41000,1626,1,1500000,30070
1,164,Madhya Pradesh,"AIIMS, Bhopal",MBBS,AIIMS SO,Open,1350,833,0,0,30700
1,165,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,166,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,167,Delhi,"VMMC, Delhi",MBBS,IP,Open,41000,1550,1,1500000,26300
1,168,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,169,Chandigarh,"GMC, Chandigarh",MBBS,AI,Open,24979,967,0,0,Info not available
1,170,Delhi,"VMMC, Delhi",MBBS,IP,Open,41000,1550,1,1500000,26300
1,171,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,172,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,173,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,174,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,EWS,1350,3194,0,0,30700
1,175,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,176,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,177,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,178,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,179,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,EWS,1350,3194,0,0,30700
1,180,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,SC,1350,3194,0,0,30700
1,181,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,182,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,183,Delhi,"VMMC, Delhi",MBBS,IP,Open,41000,1550,1,1500000,26300
1,184,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,185,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,186,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,187,Delhi,"MAMC, Delhi",MBBS,DU,Open,2095,2800,1,1500000,23000
1,188,Uttar Pradesh,"KGMU, Lucknow",MBBS,AI,Open,47600,4500,2,1000000,12000
1,189,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,190,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,191,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,192,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,193,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,194,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,195,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,196,Delhi,"VMMC, Delhi",MBBS,IP,Open,41000,1550,1,1500000,26300
1,197,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,ST,1350,3194,0,0,30700
1,198,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,EWS,1350,3194,0,0,30700
1,199,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,200,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,201,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,202,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,203,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,204,Odisha,"AIIMS, Bhubaneswar",MBBS,AIIMS SO,Open,1350,1165,0,0,30700
1,205,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,206,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,OBC,1350,3194,0,0,30700
1,207,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,208,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,209,Delhi,"VMMC, Delhi",MBBS,AI,OBC,41000,1550,1,1500000,26300
1,210,Delhi,"VMMC, Delhi",MBBS,AI,OBC,41000,1550,1,1500000,26300
1,211,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,212,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,213,Kerala,"Medical College, Trivandrum",MBBS,AI,Open,23150,2126,0,0,27300
1,214,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,215,Delhi,"ABVIMS (Dr RML Hosp), Delhi",MBBS,AI,Open,41000,1626,1,1500000,30070
1,216,Delhi,"MAMC, Delhi",MBBS,DU,Open,2095,2800,1,1500000,23000
1,217,Delhi,"UCMS, Delhi",MBBS,AI,Open,31340,1000,1,1500000,28000
1,218,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,219,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,EWS,1350,3194,0,0,30700
1,220,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,ST,1350,3194,0,0,30700
1,221,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,222,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,223,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,224,Delhi,"VMMC, Delhi",MBBS,AI,OBC,41000,1550,1,1500000,26300
1,225,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,226,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,227,Delhi,"VMMC, Delhi",MBBS,AI,OBC,41000,1550,1,1500000,26300
1,228,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,229,Gujarat,"BJMC, Ahmedabad",MBBS,AI,Open,25000,1557,1,2000000,21840
1,230,Uttarakhand,"AIIMS, Rishikesh",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,231,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,232,Delhi,"VMMC, Delhi",MBBS,AI,OBC,41000,1550,1,1500000,26300
1,233,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,234,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,235,Uttar Pradesh,"IMS(BHU), Varanasi",MBBS,BHU SO,Open,33739,1165,0,0,Info not available
1,236,Delhi,"MAMC, Delhi",MBBS,DU,Open,2095,2800,1,1500000,23000
1,237,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,238,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,239,Delhi,"UCMS, Delhi",MBBS,AI,Open,31340,1000,1,1500000,28000
1,240,Odisha,"AIIMS, Bhubaneswar",MBBS,AIIMS SO,Open,1350,1165,0,0,30700
1,241,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,242,Delhi,"UCMS, Delhi",MBBS,AI,Open,31340,1000,1,1500000,28000
1,243,Delhi,"MAMC, Delhi",MBBS,DU,Open,2095,2800,1,1500000,23000
1,244,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,245,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,246,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,247,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,SC,1350,3194,0,0,30700
1,248,Delhi,"VMMC, Delhi",MBBS,IP,Open,41000,1550,1,1500000,26300
1,249,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,251,Delhi,"MAMC, Delhi",MBBS,AI,OBC,2095,2800,1,1500000,23000
1,252,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,253,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,254,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,EWS,1350,3194,0,0,30700
1,255,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,256,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,257,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,SC,1350,3194,0,0,30700
1,258,Pondicherry,"JIPMER, Puducherry",MBBS,JPMR SO,Open,1200,2059,0,0,26300
1,259,Madhya Pradesh,"AIIMS, Bhopal",MBBS,AIIMS SO,Open,1350,833,0,0,30700
1,260,Tamil Nadu,"Madras Med Coll, Chennai",MBBS,AI,Open,18073,7285,0,0,27315
1,261,Delhi,"MAMC, Delhi",MBBS,AI,OBC,2095,2800,1,1500000,23000
1,262,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,SC,1350,3194,0,0,30700
1,263,Delhi,"AIIMS, Delhi",MBBS,AIIMS SO,SC,1350,3194,0,0,30700
1,264,Maharashtra,"AIIMS, Nagpur",MBBS,AIIMS SO,Open,1350,500,0,0,30700
1,265,Madhya Pradesh,"AIIMS, Bhopal",MBBS,AIIMS SO,Open,1350,833,0,0,30700
1,266,Delhi,"VMMC, Delhi",MBBS,AI,EWS,41000,1550,1,1500000,26300
1,267,Delhi,"MAMC, Delhi",MBBS,AI,OBC,2095,2800,1,1500000,23000
1,268,Delhi,"VMMC, Delhi",MBBS,IP,Open,41000,1550,1,1500000,26300
1,269,Madhya Pradesh,"AIIMS, Bhopal",MBBS,AIIMS SO,Open,1350,833,0,0,30700
1,270,Odisha,"AIIMS, Bhubaneswar",MBBS,AIIMS SO,Open,1350,1165,0,0,30700
1,271,Maharashtra,"AIIMS, Nagpur",MBBS,AIIMS SO,Open,1350,500,0,0,30700
1,272,Uttar Pradesh,"IMS(BHU), Varanasi",MBBS,BHU SO,Open,33739,1165,0,0,Info not available
1,273,Delhi,"VMMC, Delhi",MBBS,IP,Open,41000,1550,1,1500000,26300
1,274,Madhya Pradesh,"AIIMS, Bhopal",MBBS,AIIMS SO,Open,1350,833,0,0,30700
1,275,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
1,276,Rajasthan,"AIIMS, Jodhpur",MBBS,AIIMS SO,Open,1350,960,0,0,30700
