Round,AI Rank,State,Institute,Course,Quota,Category,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds
2,8253,Tamil Nadu,"Dr Kamakshi Mem, Chennai",DMRD(NBEMS),NBE Diploma,GEN,"125,000","52,451",0,0,220
2,8254,Uttar Pradesh,"MLB Med Coll, Jhansi",ORTHOPAEDICS,AIQ,GEN,"40,000","1,00,980",2,"40,00,000",700
2,8256,Telangana,"Osmania Med Coll, Hyderabad",GENERAL SURGERY,AIQ,EWS,"25,000","58,289",1,2000000,4800
2,8257,Karnataka,"Belagavi IMS, Belagavi",GENERAL SURGERY,AIQ,GEN,"1,24,150","56,250",3,"50,00,000",1000
2,8260,Delhi,"NorthernRailway CentHosp,Delhi",DNBGENERAL SURGERY,DNB Post MBBS,GEN,"125,000","126,927",0,0,413
2,8261,Gujarat,"Medical College, Baroda",GENERAL SURGERY,AIQ,OBC,"30,000","100,800",1,"40,00,000",1250
2,8262,Tamil Nadu,"Madurai Med Coll, Madurai",PSYCHIATRY,AIQ,GEN,"50,000","52,451",2,"40,00,000",3518
2,8263,Uttar Pradesh,"GSVM Med Coll, Kanpur",OPHTHALMOLOGY,AIQ,GEN,"40,000","1,00,980",2,"40,00,000",2083
2,8266,Karnataka,"Manipal Hosp, Rustum Bagh, BLR",DNBPAEDIATRICS,DNB Post MBBS,GEN,"125,000","56,250",0,0,600
2,8268,Kerala,"Govt Med Coll, Thrissur",ORTHOPAEDICS,AIQ,OBC,"69,470","57,876",1,"50,00,000",1400
2,8270,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ORTHOPAEDICS,AIQ,GEN,"48,600","60,823",0,0,1150
2,8274,Delhi,"Dr B L Kapur Mem Hosp, Delhi",DNBPAEDIATRICS,DNB Post MBBS,GEN,"125,000","60,000",0,0,465
2,8275,Gujarat,"Govt Med Coll, Surat",OBG,AIQ,OBC,"30,000","100,800",1,"40,00,000",1150
2,8276,Karnataka,"Mysore Med Coll, Mysore",GENERAL MEDICINE,AIQ,SC,"1,24,150","56,250",3,"50,00,000",1050
2,8277,Madhya Pradesh,"Gandhi Med Coll, Bhopal",OPHTHALMOLOGY,AIQ,GEN,"1,01,500","75,444",1,1000000,1135
2,8278,Maharashtra,"Ruby Hall Clinic, Pune",DNBPAEDIATRICS,DNB Post MBBS,GEN,"125,000","89,000",0,0,600
2,8279,Gujarat,"Medical College, Baroda",OBG,AIQ,OBC,"30,000","100,800",1,"40,00,000",1250
2,8281,Madhya Pradesh,"Gandhi Med Coll, Bhopal",OBG,AIQ,OBC,"1,01,500","75,444",1,1000000,1135
2,8283,Rajasthan,"Kothari Med & RI, Bikaner",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","55,200",0,0,200
2,8284,Tamil Nadu,"Mohan Kumaramangalam, Salem",OBG,AIQ,OBC,"50,000","52,451",2,"40,00,000",1642
2,8287,Maharashtra,"MPGIMER, Nashik",ORTHOPAEDICS,AIQ,GEN,"1,43,300","92,522",1,5000000,-
2,8291,West Bengal,Burdwan Medical College,RADIO DIAGNOSIS,AIQ,SC,"12,000","49,884",3,"30,00,000",1099
2,8294,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ORTHOPAEDICS,AIQ,GEN,"1,01,500","75,444",1,1000000,1150
2,8295,Delhi,"UCMS, Delhi",ANAESTHESIOLOGY,AIQ,GEN,"57,600","1,26,927",0,0,1000
2,8296,Kerala,"Amrita School of Med, Kochi",RADIO DIAGNOSIS,MNG,GEN,"40,00,000","43,000",0,0,1110
2,8298,Pondicherry,"IGMC & RI, Pondicherry",OBG,AIQ,GEN,"1,10,000","43,000",0,0,750
2,8299,Kerala,"Govt Med Coll, Kozhikode",OPHTHALMOLOGY,AIQ,OBC,"69,470","57,876",1,"50,00,000",3025
2,8300,Delhi,"ABVIMS (Dr RML Hosp), Delhi",OPHTHALMOLOGY,IP,GEN,"41,000","1,20,965",0,0,1626
2,8303,Jammu and Kashmir,"Govt Med Coll, Srinagar",ORTHOPAEDICS,AIQ,GEN,"35,750","59,500",0,0,2150
2,8305,Odisha,"SCB, Cuttack",GENERAL SURGERY,AIQ,OBC,"38,500","70,686",2,"53,30,000",2106
2,8306,Odisha,"MKCG, Berhampur",GENERAL SURGERY,AIQ,EWS,"38,500","70,686",2,"53,30,000",1140
2,8308,Telangana,"Osmania Med Coll, Hyderabad",TBRD,AIQ,OBC,"25,000","58,289",1,2000000,4800
2,8309,Odisha,"Care Hospital, Bhubaneswar",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","68,801",0,0,230
2,8310,Gujarat,"PDU Med Coll, Rajkot",ORTHOPAEDICS,AIQ,GEN,"30,000","100,800",1,"40,00,000",750
2,8311,Tamil Nadu,"Madurai Med Coll, Madurai",ORTHOPAEDICS,AIQ,OBC,"50,000","52,451",2,"40,00,000",3518
2,8314,Bihar,"AN Magadh, Gaya",OBG,AIQ,GEN,"9,000","82,000",3,"25,00,000",425
2,8315,Delhi,"St Stephen's Hospital, Delhi",DNBOBG,DNB Post MBBS,GEN,"125,000","63,000",0,0,595
2,8316,Bihar,"IGIMS, Patna",OPHTHALMOLOGY,AIQ,GEN,"1,60,000","1,05,000",0,0,1062
2,8317,Maharashtra,"Indira Gandhi MedColl, Nagpur",GENERAL SURGERY,AIQ,OBC,"1,43,300","92,522",1,5000000,822
2,8319,Bihar,"Jawaharlal Nehru, Bhagalpur",PAEDIATRICS,AIQ,OBC,"9,000","82,000",3,"25,00,000",800
2,8323,Rajasthan,"Govt Med Coll, Kota",OPHTHALMOLOGY,AIQ,GEN,"12,812","82,800",2,"25,00,000",2581
2,8324,Rajasthan,"Jhalawar Med Coll, Jhalawar",OBG,AIQ,OBC,"88,265","82,800",2,"25,00,000",Info Not Available
2,8325,Delhi,"Lady Hardinge, Delhi",ANAESTHESIOLOGY,AIQ,GEN,"57,600","1,26,927",0,0,877
2,8326,Andhra Pradesh,"Govt Siddhartha, Vijaywada",OBG,AIQ,EWS,"48,600","60,823",0,0,707
2,8327,Rajasthan,"SNMC, Jodhpur",ORTHOPAEDICS,AIQ,OBC,"12,812","82,800",2,"25,00,000",3101
2,8328,Bihar,"AN Magadh, Gaya",PAEDIATRICS,AIQ,OBC,"9,000","82,000",3,"25,00,000",425
2,8331,Telangana,"Kakatiya Med Coll, Warangal",GENERAL SURGERY,AIQ,OBC,"25,000","58,289",1,2000000,1150
2,8332,Tamil Nadu,"Apollo Spec Hospital, Madurai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","48,000",0,0,300
2,8333,Uttar Pradesh,"Kailash Hosp, Sector 27, Noida",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","60,000",0,0,325
2,8337,Gujarat,"PDU Med Coll, Rajkot",ORTHOPAEDICS,AIQ,GEN,"30,000","100,800",1,"40,00,000",750
2,8339,Tamil Nadu,Tirunelveli Med Coll,GENERAL SURGERY,AIQ,GEN,"50,000","52,451",2,"40,00,000",1737
2,8340,Delhi,"ABVIMS (Dr RML Hosp), Delhi",ENT,AIQ,OBC,"41,000","1,20,965",0,0,1626
2,8342,Karnataka,"Sagar Hosp, Banashankari, BLR",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","45,000",0,0,150
2,8345,Delhi,"MAMC, Delhi",RADIATION ONCOLOGY,DU,GEN,"57,600","1,26,927",0,0,2800
2,8348,Jammu and Kashmir,"Gove Med Coll, Jammu",PAEDIATRICS,AIQ,OBC,"25,000","59,500",0,0,1700
2,8349,Uttar Pradesh,"Kailash Hosp, Sector 27, Noida",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","60,000",0,0,325
2,8350,Gujarat,"MP Shah, Jamnagar",ORTHOPAEDICS,AIQ,GEN,"30,000","100,800",1,"40,00,000",1250
2,8351,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",OPHTHALMOLOGY,AIQ,GEN,"11,000","82,000",0,0,Info Not Available
2,8352,Karnataka,"Inst of Aero, IAF, Bangaluru",AVIATION MEDICINE,AFMS,GEN,"26,000","56,250",5,"57,50,000",Info Not Available
2,8353,Kerala,"Baby Mem Hosp, Nadal, Kannur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","53,000",0,0,400
2,8354,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBTBRD,DNB Post MBBS,GEN,"125,000","92,000",0,0,675
2,8355,Karnataka,Karwar Inst of Med Sciences,OBG,AIQ,OBC,"1,24,150","56,250",3,"50,00,000",650
2,8357,Delhi,"Kalra Hosp & SRCNC, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","65,000",0,0,116
2,8359,Assam,"Assam Med Coll, Dibrugarh",OBG,AIQ,GEN,"17,900","55,200",2,"20,00,000",1365
2,8360,Manipur,"RIMS, Imphal",GENERAL SURGERY,AIQ,GEN,"5,000","106,380",1,"20,00,000",1074
2,8361,Maharashtra,"Indira Gandhi MedColl, Nagpur",GENERAL MEDICINE,AIQ,SC,"1,43,300","92,522",1,5000000,822
2,8364,Delhi,"UCMS, Delhi",ANAESTHESIOLOGY,AIQ,GEN,"57,600","1,26,927",0,0,1000
2,8366,Rajasthan,"Jhalawar Med Coll, Jhalawar",ORTHOPAEDICS,AIQ,GEN,"88,265","82,800",2,"25,00,000",Info Not Available
2,8367,Maharashtra,"Govt Med Coll, Miraj",OBG,AIQ,OBC,"1,43,300","92,522",1,5000000,725
2,8368,Telangana,"ESIC Med Coll,Sanath Nagar",GENERAL MEDICINE,AIQ,SC,"2,50,000","1,26,927",2,"10,00,000",690
2,8370,Andhra Pradesh,"Kurnool Med Coll, Kurnool",OBG,AIQ,OBC,"48,600","60,823",0,0,1150
2,8371,Andhra Pradesh,"Kurnool Med Coll, Kurnool",GENERAL SURGERY,AIQ,OBC,"48,600","60,823",0,0,1150
2,8372,Uttar Pradesh,"S N Med Coll, Agra",OPHTHALMOLOGY,AIQ,GEN,"40,000","1,00,980",2,"40,00,000",976
2,8373,Andhra Pradesh,"Kurnool Med Coll, Kurnool",GENERAL SURGERY,AIQ,EWS,"48,600","60,823",0,0,1150
2,8374,Andhra Pradesh,"SV Med Coll, Tirupati",OBG,AIQ,OBC,"48,600","60,823",0,0,940
2,8375,Chhattisgarh,"Govt Med Coll, Ambikapur",OBG,AIQ,GEN,"20,000","67,500",2,"50,00,000",785
2,8376,Andhra Pradesh,"Guntur Med Coll, Guntur",GENERAL SURGERY,AIQ,GEN,"48,600","60,823",0,0,1170
2,8380,Telangana,"Osmania Med Coll, Hyderabad",OPHTHALMOLOGY,AIQ,EWS,"25,000","58,289",1,2000000,4800
2,8381,Telangana,"Osmania Med Coll, Hyderabad",OPHTHALMOLOGY,AIQ,GEN,"25,000","58,289",1,2000000,4800
2,8384,Assam,"Gauhati Med Coll, Guwahati",PAEDIATRICS,AIQ,OBC,"17,900","55,200",2,"20,00,000",2185
2,8386,Rajasthan,"Santokbha Durlabhji Mem,Jaipur",DNBOBG,DNB Post MBBS,GEN,"125,000","82,800",0,0,525
2,8387,Delhi,"UCMS, Delhi",PAEDIATRICS,AIQ,SC,"57,600","1,26,927",0,0,1000
2,8389,Maharashtra,"Indira Gandhi MedColl, Nagpur",GENERAL SURGERY,AIQ,EWS,"1,43,300","92,522",1,5000000,822
2,8390,Karnataka,"NarayanaHrudyalaya,Bommasandra",DNBTBRD,DNB Post MBBS,GEN,"125,000","56,250",0,0,2000
2,8392,Karnataka,"Sri Sathya Sai, Chikkaballapura",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","45,000",0,0,300
2,8393,Maharashtra,"BVDU, Sangli",DERMATOLOGY,MNG,GEN,"42,44,625","76,000",1,"12,00,000",853
2,8394,Delhi,"ABVIMS (Dr RML Hosp), Delhi",PAEDIATRICS,IP,OBC,"41,000","1,20,965",0,0,1626
2,8398,Uttar Pradesh,"IMS(BHU), Varanasi",ANAESTHESIOLOGY,AIQ,GEN,"48,226","1,00,706",0,0,1165
2,8400,Tamil Nadu,"Madurai Med Coll, Madurai",PATHOLOGY,AIQ,GEN,"50,000","52,451",2,"40,00,000",3518
2,8401,Tamil Nadu,"Southern Railway Hosp, Chennai",DNBGENERAL SURGERY,DNB Post MBBS,GEN,"125,000","52,451",0,0,505
2,8402,Odisha,"JaiprakashHosp,Rourkela,Odisha",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","90,000",0,0,307
2,8403,Assam,"Gauhati Med Coll, Guwahati",ORTHOPAEDICS,AIQ,OBC,"17,900","55,200",2,"20,00,000",2185
2,8404,Punjab,"Govt Med Coll, Patiala",OBG,AIQ,OBC,"1,25,000","67,968",1,"10,00,000",1130
2,8405,Uttar Pradesh,"MLN Med Coll, Allahabad",OBG,AIQ,OBC,"40,000","1,00,980",2,"40,00,000",Info Not Available
2,8407,Maharashtra,"Govt Med Coll, Nanded",TBRD,AIQ,GEN,"1,43,300","92,522",1,5000000,750
2,8409,Rajasthan,"Govt Med Coll, Kota",ORTHOPAEDICS,AIQ,OBC,"12,812","82,800",2,"25,00,000",2581
2,8410,Madhya Pradesh,"Govt Med Coll, Ratlam",PAEDIATRICS,AIQ,OBC,"1,01,500","75,444",1,1000000,300
2,8412,Rajasthan,"SMS, Jaipur",PSYCHIATRY,AIQ,OBC,"11,647","82,800",2,"25,00,000",5702
2,8414,Uttar Pradesh,"JNMC (AMU), Aligarh",OBG,AMU,GEN,"38,000","1,08,000",0,0,1269
2,8415,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",ANAESTHESIOLOGY,AIQ,GEN,"11,000","82,000",0,0,Info Not Available
2,8418,Maharashtra,"PGIMS, Navi Mumbai",ORTHOPAEDICS,AIQ,OBC,"1,43,300","92,522",1,5000000,-
2,8419,Maharashtra,"Seth GS, Mumbai",TBRD,AIQ,OBC,"1,43,300","92,522",1,5000000,2250
2,8420,Maharashtra,"RainbowInstofMedSci,Amravati,MH",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","35,000",0,0,140
2,8421,Maharashtra,"Govt Med Coll, Jalgaon",GENERAL SURGERY,AIQ,GEN,"1,43,300","92,522",1,5000000,441
2,8422,Jammu and Kashmir,"Govt Med Coll, Srinagar",RADIO DIAGNOSIS,AIQ,ST,"35,750","59,500",0,0,2150
2,8426,Karnataka,"Manipal Hospital, Malleshwaram",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","45,000",0,0,100
2,8429,Tamil Nadu,"SRMC & RI, Chennai",OBG,MNG,GEN,"32,00,000","48,000",0,0,1800
2,8431,Tamil Nadu,Govt Thoothukudi Med Coll,PAEDIATRICS,AIQ,EWS,"50,000","52,451",2,"40,00,000",1212
2,8434,Uttar Pradesh,"JNMC (AMU), Aligarh",ORTHOPAEDICS,AIQ,OBC,"38,000","1,08,000",0,0,1269
2,8435,Kerala,"Govt Med Coll, Thrissur",OBG,AIQ,GEN,"69,470","57,876",1,"50,00,000",1400
2,8437,Gujarat,"GMERS MedColl Hosp,Mehsana",DMRD(NBEMS),NBE Diploma,GEN,"125,000","75,600",0,0,Info Not Available
2,8439,Assam,"Assam Med Coll, Dibrugarh",GENERAL MEDICINE,AIQ,SC,"17,900","55,200",2,"20,00,000",1365
2,8440,Maharashtra,"HCG Manavata Cancer, Nashik",DMRD(NBEMS),NBE Diploma,GEN,"125,000","45,000",0,0,200
2,8441,Chhattisgarh,"Maharani Hospital, Jagdalpur",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","67,500",0,0,-
2,8445,Tamil Nadu,"Vijaya Hospital, Chennai",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","52,451",0,0,281
2,8446,West Bengal,Malda Med Coll,OBG,AIQ,GEN,"12,000","49,884",3,"30,00,000",Info Not Available
2,8447,Uttar Pradesh,"LLRM Med Coll, Meerut",PSYCHIATRY,AIQ,GEN,"40,000","1,00,980",2,"40,00,000",1090
2,8449,Tamil Nadu,"Rainbow Child,Chennai",DNBPAEDIATRICS,DNB Post MBBS,GEN,"125,000","52,451",0,0,135
2,8450,Delhi,"UCMS, Delhi",ANAESTHESIOLOGY,AIQ,GEN,"57,600","1,26,927",0,0,1000
2,8452,Karnataka,"Mysore Med Coll, Mysore",TBRD,AIQ,OBC,"1,24,150","56,250",3,"50,00,000",1050
2,8453,Karnataka,Kodagu Inst of Med Sciences,OBG,AIQ,GEN,"1,24,150","56,250",3,"50,00,000",600
2,8455,Chhattisgarh,"Pt JNM Med Coll, Raipur",OBG,AIQ,EWS,"20,000","67,500",2,"50,00,000",1246
2,8456,Tamil Nadu,"Madras Med Coll, Chennai",OPHTHALMOLOGY,AIQ,GEN,"50,000","52,451",2,"40,00,000",7285
2,8457,Rajasthan,"SMS, Jaipur",EMERGENCY MEDICINE,AIQ,GEN,"11,647","82,800",2,"25,00,000",5702
2,8458,Gujarat,"ShethVadilalGenHosp,Ahmedabad",DNBOBG,DNB Post MBBS,GEN,"125,000","1,00,800",0,0,500
2,8459,Andhra Pradesh,"Seven Hills Hospital, Vizag",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","60,823",0,0,275
2,8460,Punjab,"SGL SSCharitableHosp,Jalandhar",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","67,898",0,0,250
2,8461,Maharashtra,"Indira Gandhi MedColl, Nagpur",ORTHOPAEDICS,AIQ,EWS,"1,43,300","92,522",1,5000000,822
2,8462,Himachal Pradesh,"RPG, Tanda",GENERAL SURGERY,AIQ,GEN,"39,000","40,000",3,"40,00,000",802
2,8463,Himachal Pradesh,"IGMC, Shimla",GENERAL SURGERY,AIQ,GEN,"39,000","40,000",3,"40,00,000",1031
2,8465,Andhra Pradesh,"Guntur Med Coll, Guntur",OBG,AIQ,OBC,"48,600","60,823",0,0,1170
2,8466,Tamil Nadu,Tirunelveli Med Coll,ORTHOPAEDICS,AIQ,OBC,"50,000","52,451",2,"40,00,000",1737
2,8468,Maharashtra,"Deenanath Mangeshkar, Pune",DNBGENERAL SURGERY,DNB Post MBBS,GEN,"125,000","89,698",0,0,876
2,8470,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBPAEDIATRIC SURGERY 6 YRS,DNB Post MBBS,GEN,"125,000","92,000",0,0,675
2,8473,Kerala,"Govt Med Coll, Thrissur",OBG,AIQ,GEN,"69,470","57,876",1,"50,00,000",1400
2,8475,Telangana,"Osmania Med Coll, Hyderabad",PSYCHIATRY,AIQ,GEN,"25,000","58,289",1,2000000,4800
2,8477,Maharashtra,"SRTT, Ambajogai",GENERAL SURGERY,AIQ,GEN,"1,43,300","92,522",1,5000000,518
2,8478,Delhi,"ABVIMS (Dr RML Hosp), Delhi",DERMATOLOGY,AIQ,ST,"41,000","1,20,965",0,0,1626
2,8479,Gujarat,"BJMC, Ahmedabad",ENT,AIQ,EWS,"30,000","100,800",1,"40,00,000",1557
2,8480,Madhya Pradesh,"SSMC, Rewa",GENERAL SURGERY,AIQ,GEN,"1,01,500","75,444",1,1000000,1140
2,8481,Telangana,"Osmania Med Coll, Hyderabad",OPHTHALMOLOGY,AIQ,OBC,"25,000","58,289",1,2000000,4800
2,8482,Maharashtra,"SRCC Children's Hosp, Mumbai",DNBPAEDIATRICS,DNB Post MBBS,GEN,"125,000","85,000",0,0,207
2,8483,Tamil Nadu,"Stanley Med Coll, Chennai",DERMATOLOGY,AIQ,SC,"50,000","52,451",2,"40,00,000",1661
2,8484,Jammu and Kashmir,"Gove Med Coll, Jammu",PAEDIATRICS,AIQ,OBC,"25,000","59,500",0,0,1700
2,8489,Tamil Nadu,"Christian F Hosp, Oddanchatram",DNBPAEDIATRICS,DNB Post MBBS,GEN,"125,000","52,451",0,0,299
2,8490,Maharashtra,"Seth GS, Mumbai",ANAESTHESIOLOGY,AIQ,GEN,"1,43,300","92,522",1,5000000,2250
2,8491,Jammu and Kashmir,"Govt Med Coll, Srinagar",ORTHOPAEDICS,AIQ,GEN,"35,750","59,500",0,0,2150
2,8493,Kerala,"Govt Med Coll, Kozhikode",ENT,AIQ,GEN,"69,470","57,876",1,"50,00,000",3025
2,8494,Tamil Nadu,"Naruvi Hospitals, Vellore, TN",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","52,451",0,0,475
2,8495,Karnataka,"Kamakshi Hospital, Mysuru",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","45,000",0,0,230
2,8497,Andhra Pradesh,"Kurnool Med Coll, Kurnool",OBG,AIQ,OBC,"48,600","60,823",0,0,1150
2,8498,West Bengal,"IPGMER, Kolkata",ANAESTHESIOLOGY,AIQ,GEN,"12,000","49,884",3,"30,00,000",2300
2,8499,Dadra and Nagar Haveli,"VinobaBhaveCivilHosp, Silvassa",DMRD(NBEMS),NBE Diploma,GEN,"125,000","35,000",1,"10,00,000",316
2,8501,Punjab,"Govt Med Coll, Patiala",OBG,AIQ,OBC,"1,25,000","67,968",1,"10,00,000",1130
2,8502,Tamil Nadu,Tirunelveli Med Coll,GENERAL MEDICINE,AIQ,SC,"50,000","52,451",2,"40,00,000",1737
2,8505,Kerala,"GG Hospital, Trivandrum",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","57,876",0,0,190
2,8509,Haryana,"Pt BD Sharma, Rohtak",ORTHOPAEDICS,AIQ,OBC,"1,25,000","1,00,980",0,0,2080
2,8510,Uttar Pradesh,"TejBahadurSapru Hosp,Allahabad",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","70,000",0,0,171
2,8511,Madhya Pradesh,"BHEL Kasturba Hosp, Bhopal",DNBGENERAL MEDICINE,DNB Post MBBS,OBC,"125,000","75,444",0,0,375
2,8514,Rajasthan,"Jhalawar Med Coll, Jhalawar",ORTHOPAEDICS,AIQ,GEN,"88,265","82,800",2,"25,00,000",Info Not Available
2,8516,Telangana,"Kakatiya Med Coll, Warangal",OBG,AIQ,EWS,"25,000","58,289",1,2000000,1150
2,8518,Uttar Pradesh,"S N Med Coll, Agra",OPHTHALMOLOGY,AIQ,GEN,"40,000","1,00,980",2,"40,00,000",976
2,8519,Odisha,"IMS & SUM, Bhubaneswar",RADIO DIAGNOSIS,MNG,GEN,"30,00,000","60,000",0,0,1410
2,8521,Karnataka,"Gadag IMS, Gadag",OBG,AIQ,EWS,"1,24,150","56,250",3,"50,00,000",Info Not Available
2,8523,Bihar,"AN Magadh, Gaya",OBG,AIQ,GEN,"9,000","82,000",3,"25,00,000",425
2,8524,Himachal Pradesh,"IGMC, Shimla",GENERAL SURGERY,AIQ,OBC,"39,000","40,000",3,"40,00,000",1031
2,8525,Karnataka,"Kasturba Med Coll, Mangalore",GENERAL MEDICINE,MNG,GEN,"27,92,000","45,000",0,0,1290
2,8526,Punjab,"Guru Govind Singh, Faridkot",DERMATOLOGY,AIQ,SC,"1,25,000","67,968",1,"10,00,000",1000
2,8528,Kerala,"Medical College, Trivandrum",ENT,AIQ,GEN,"69,470","57,876",1,"50,00,000",2126
2,8531,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ORTHOPAEDICS,AIQ,GEN,"1,01,500","75,444",1,1000000,1150
2,8533,Kerala,"Medical College, Trivandrum",OBG,AIQ,OBC,"69,470","57,876",1,"50,00,000",2126
2,8534,Andhra Pradesh,"SV Med Coll, Tirupati",OBG,AIQ,OBC,"48,600","60,823",0,0,940
2,8535,Gujarat,"Govt Med Coll, Bhavnagar",ORTHOPAEDICS,AIQ,GEN,"30,000","100,800",1,"40,00,000",720
2,8537,Andhra Pradesh,"Kurnool Med Coll, Kurnool",GENERAL SURGERY,AIQ,OBC,"48,600","60,823",0,0,1150
2,8538,Uttar Pradesh,"MLN Med Coll, Allahabad",OBG,AIQ,OBC,"40,000","1,00,980",2,"40,00,000",Info Not Available
2,8540,Rajasthan,"Jhalawar Med Coll, Jhalawar",OBG,AIQ,OBC,"88,265","82,800",2,"25,00,000",Info Not Available
2,8541,Maharashtra,"Deenanath Mangeshkar, Pune",DNBOBG,DNB Post MBBS,GEN,"125,000","89,698",0,0,876
2,8545,Delhi,"ESI, Basaidarpur, Delhi",ANAESTHESIOLOGY,AIQ,GEN,"2,50,000","1,15,000",2,"10,00,000",600
2,8546,Uttar Pradesh,"MLB Med Coll, Jhansi",ORTHOPAEDICS,AIQ,GEN,"40,000","1,00,980",2,"40,00,000",700
2,8547,Kerala,"Amrita School of Med, Kochi",RADIO DIAGNOSIS,MNG,GEN,"40,00,000","43,000",0,0,1110
2,8548,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBFAMILY MEDICINE,DNB Post MBBS,GEN,"125,000","92,000",0,0,675
2,8549,Maharashtra,"KEM Hospital, Pune",DNBOBG,DNB Post MBBS,GEN,"125,000","90,000",0,0,550
2,8552,Uttar Pradesh,"MLB Med Coll, Jhansi",GENERAL SURGERY,AIQ,GEN,"40,000","1,00,980",2,"40,00,000",700
2,8553,Karnataka,"Shimoga IMS, Shimoga",GENERAL SURGERY,AIQ,OBC,"1,24,150","56,250",3,"50,00,000",950
2,8554,Punjab,"Mohandai Oswal Hosp, Ludhiana",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","67,968",0,0,300
2,8556,Karnataka,"General Hospital, Jayanagar",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","45,000",1,2000000,300
2,8557,Rajasthan,"SMS, Jaipur",OPHTHALMOLOGY,AIQ,OBC,"11,647","82,800",2,"25,00,000",5702
2,8558,Jharkhand,"Rajendra IMS, Ranchi",OBG,AIQ,OBC,"1,500","1,00,770",3,"30,00,000",1754
2,8559,Kerala,"Govt Med Coll, Kozhikode",PATHOLOGY,AIQ,GEN,"69,470","57,876",1,"50,00,000",3025
2,8560,Tamil Nadu,Coimbatore Med Coll,RADIO DIAGNOSIS,AIQ,SC,"50,000","52,451",2,"40,00,000",1182
2,8561,Uttar Pradesh,"UP Univ of Med Sci, Etawah",GENERAL SURGERY,AIQ,GEN,"40,000","1,00,980",2,"40,00,000",1268
2,8562,Tamil Nadu,"KAPV Med Coll, Trichy",GENERAL SURGERY,AIQ,GEN,"50,000","52,451",2,"40,00,000",2500
2,8563,Goa,"Goa Med Coll, Panaji",GENERAL SURGERY,AIQ,OBC,"1,22,522","60,000",1,"50,00,000",1160
2,8565,Haryana,"Maharaja Agrasen MCHosp,Agroha",DNBOBG,DNB Post MBBS,GEN,"125,000","100,980",0,0,541
2,8566,Uttar Pradesh,"IMS(BHU), Varanasi",ANAESTHESIOLOGY,AIQ,GEN,"48,226","1,00,706",0,0,1165
2,8569,Karnataka,"Manipal Hospital,Ambalipura,BLR",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,"125,000","45,000",0,0,206
2,8574,Tamil Nadu,"Kilpauk Med Coll, Chennai",ORTHOPAEDICS,AIQ,GEN,"50,000","52,451",2,"40,00,000",1700
2,8575,Tamil Nadu,Coimbatore Med Coll,GENERAL SURGERY,AIQ,OBC,"50,000","52,451",2,"40,00,000",1182
2,8577,Himachal Pradesh,"IGMC, Shimla",PAEDIATRICS,AIQ,OBC,"39,000","40,000",3,"40,00,000",1031
2,8578,Gujarat,"BJMC, Ahmedabad",ORTHOPAEDICS,AIQ,OBC,"30,000","100,800",1,"40,00,000",1557
2,8580,Tamil Nadu,"SRMC & RI, Chennai",GENERAL MEDICINE,MNG,GEN,"32,00,000","48,000",0,0,1800
2,8581,Tamil Nadu,Kanyakumari Med Coll,ANAESTHESIOLOGY,AIQ,GEN,"50,000","52,451",2,"40,00,000",840
2,8582,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",GENERAL SURGERY,AIQ,GEN,"2,50,000","1,11,780",2,"10,00,000",470
