Round,AI Rank,State,Institute,Course,Quota,Category,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds
2,77,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,OBC,"41,000","1,20,965",0,0,1626
2,78,Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,2800
2,79,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"57,600","1,26,927",0,0,1000
2,80,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,1462
2,81,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,2800
2,82,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,2844
2,83,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,84,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,2844
2,85,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,86,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,AIQ,GEN,"72,000",111780,1,2000000,1498
2,87,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,2800
2,88,Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993
2,89,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,90,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,1462
2,91,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,92,Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,2800
2,93,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,94,Tamil Nadu,"Stanley Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,GEN,"50,000","52,451",2,"40,00,000",1661
2,95,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,96,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,1462
2,97,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"50,000","52,451",2,"40,00,000",7285
2,98,Delhi,"Lady Hardinge, Delhi",PAEDIATRICS,AIQ,GEN,"57,600","1,26,927",0,0,877
2,99,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,877
2,100,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"41,000","1,20,965",0,0,1550
2,101,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,AIQ,GEN,"57,600","1,26,927",0,0,714
2,102,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,AIQ,GEN,"48,226","1,00,706",0,0,1165
2,103,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,2800
2,104,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,OBC,"41,000","1,20,965",0,0,1626
2,106,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,1462
2,107,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,AIQ,GEN,"61,600",111780,2,"40,00,000",1609
2,108,Delhi,"VMMC, Delhi",DERMATOLOGY,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,109,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBRADIO DIAGNOSIS,DNB Post MBBS,GEN,125000,92000,0,0,675
2,110,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"50,000","52,451",2,"40,00,000",7285
2,111,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,877
2,112,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,877
2,113,Karnataka,"Bangalore Med Coll, Bangalore",DERMATOLOGY,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993
2,114,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,AIQ,GEN,"72,000",111780,1,2000000,1498
2,115,Karnataka,"Bangalore Med Coll, Bangalore",RADIO DIAGNOSIS,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993
2,117,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,AIQ,GEN,"72,000",111780,1,2000000,1498
2,118,Gujarat,"BJMC, Ahmedabad",OBG,AIQ,GEN,"30,000",100800,1,"40,00,000",1557
2,119,Chandigarh,"GMC, Chandigarh",RADIO DIAGNOSIS,AIQ,GEN,"34,500","1,07,000",0,0,967
2,120,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,OBC,"50,000","52,451",2,"40,00,000",7285
2,121,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"57,600","1,26,927",0,0,2800
2,122,Delhi,"MAMC, Delhi",PAEDIATRICS,AIQ,GEN,"57,600","1,26,927",0,0,2800
2,123,Punjab,"Govt Med Coll, Patiala",RADIO DIAGNOSIS,AIQ,GEN,"1,25,000","67,968",1,"10,00,000",1130
2,124,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,GEN,"30,000",100800,1,"40,00,000",1557
2,125,Maharashtra,"Grant Med Coll, Mumbai",GENERAL SURGERY,AIQ,GEN,"1,43,300",92522,1,5000000,2844
2,126,Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,2800
2,127,Maharashtra,"Seth GS, Mumbai",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,2250
2,130,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,1462
2,131,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,877
2,132,Delhi,"UCMS, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,1000
2,133,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,134,Maharashtra,"Grant Med Coll, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,2844
2,135,Uttar Pradesh,"SGPGI, Lucknow",RADIO DIAGNOSIS,AIQ,GEN,"61,600",111780,2,"40,00,000",1609
2,136,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,IP,GEN,"41,000","1,20,965",0,0,1626
2,137,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,AIQ,GEN,"12,000",49884,3,"30,00,000",2300
2,138,Maharashtra,"Tata Memorial, Mumbai",NUCLEAR MEDICINE,AIQ,GEN,"1,05,500",100800,1,"25,00,000",614
2,139,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,AIQ,EWS,"41,000","1,20,965",0,0,1550
2,140,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,141,Delhi,"VMMC, Delhi",ENT,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,142,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,877
2,143,Uttar Pradesh,"Dr RML IMS, Lucknow",RADIO DIAGNOSIS,AIQ,GEN,"37,500",108672,2,"40,00,000",Info Not Available
2,144,West Bengal,"IPGMER, Kolkata",RADIO DIAGNOSIS,AIQ,GEN,"12,000",49884,3,"30,00,000",2300
2,145,Delhi,"UCMS, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,1000
2,146,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,GEN,"30,000",100800,1,"40,00,000",1557
2,147,Kerala,"Govt Med Coll, Kozhikode",RADIO DIAGNOSIS,AIQ,OBC,"69,470",57876,1,"50,00,000",3025
2,148,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,AIQ,GEN,"69,470",57876,1,"50,00,000",3025
2,149,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,AIQ,GEN,"69,470",57876,1,"50,00,000",2126
2,150,Delhi,"UCMS, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,1000
2,151,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993
2,153,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"57,600","1,26,927",0,0,2800
2,154,Gujarat,"BJMC, Ahmedabad",GENERAL SURGERY,AIQ,GEN,"30,000",100800,1,"40,00,000",1557
2,155,Delhi,"VMMC, Delhi",OBG,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,156,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993
2,158,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"11,647","82,800",2,"25,00,000",5702
2,159,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,1462
2,160,Tamil Nadu,Tirunelveli Med Coll,GENERAL MEDICINE,AIQ,GEN,"50,000","52,451",2,"40,00,000",1737
2,161,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"41,000","1,20,965",0,0,1550
2,162,Jammu and Kashmir,"Sher-I-Kashmir, Srinagar",RADIO DIAGNOSIS,AIQ,GEN,"11,000",82000,0,0,Info Not Available
2,163,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,1000
2,164,Delhi,"GB Pant IPGMER, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,714
2,165,Delhi,"MAMC, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,2800
2,166,Delhi,"UCMS, Delhi",GENERAL MEDICINE,AIQ,GEN,"57,600","1,26,927",0,0,1000
2,167,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,OBC,"41,000","1,20,965",0,0,1626
2,168,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"11,647","82,800",2,"25,00,000",5702
2,169,Delhi,"Lady Hardinge, Delhi",DERMATOLOGY,AIQ,GEN,"57,600","1,26,927",0,0,877
2,170,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,877
2,172,Telangana,"NIMS, Hyderabad",GENERAL MEDICINE,AIQ,GEN,"72,000",111780,1,2000000,1498
2,173,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,OBC,"41,000","1,20,965",0,0,1626
2,174,Maharashtra,"Seth GS, Mumbai",OBG,AIQ,GEN,"1,43,300",92522,1,5000000,2250
2,175,Karnataka,"Mysore Med Coll, Mysore",RADIO DIAGNOSIS,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1050
2,176,Telangana,"Osmania Med Coll, Hyderabad",OBG,AIQ,GEN,"25,000",58289,1,2000000,4800
2,177,Punjab,"Govt Med Coll, Patiala",DERMATOLOGY,AIQ,GEN,"1,25,000","67,968",1,"10,00,000",1130
2,178,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,AIQ,GEN,"48,226","1,00,706",0,0,1165
2,179,Maharashtra,"Seth GS, Mumbai",ORTHOPAEDICS,AIQ,GEN,"1,43,300",92522,1,5000000,2250
2,180,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,GEN,"41,000","1,20,965",0,0,1550
2,181,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,IP,GEN,"41,000","1,20,965",0,0,1626
2,183,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,AIQ,OBC,"1,43,300",92522,1,5000000,2250
2,184,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,877
2,185,Delhi,"VMMC, Delhi",RADIO DIAGNOSIS,IP,OBC,"41,000","1,20,965",0,0,1550
2,186,Delhi,"UCMS, Delhi",RADIO DIAGNOSIS,DU,GEN,"57,600","1,26,927",0,0,1000
2,187,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,AIQ,EWS,"48,226","1,00,706",0,0,1165
2,188,Delhi,"VMMC, Delhi",GENERAL SURGERY,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,189,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,1462
2,190,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,AIQ,GEN,"69,470",57876,1,"50,00,000",2126
2,191,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,92000,0,0,675
2,192,Karnataka,"Bangalore Med Coll, Bangalore",GENERAL MEDICINE,AIQ,GEN,"1,24,150",56250,3,"50,00,000",1993
2,193,Maharashtra,"BJMC, Pune",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,1296
2,194,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,AIQ,EWS,"57,600","1,26,927",0,0,877
2,195,Maharashtra,"Grant Med Coll, Mumbai",GENERAL SURGERY,AIQ,GEN,"1,43,300",92522,1,5000000,2844
2,196,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,AIQ,GEN,"50,000","52,451",2,"40,00,000",7285
2,197,Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,AIQ,GEN,"25,000",58289,1,2000000,4800
2,199,West Bengal,"IPGMER, Kolkata",GENERAL MEDICINE,AIQ,GEN,"12,000",49884,3,"30,00,000",2300
2,200,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,EWS,"57,600","1,26,927",0,0,2800
2,201,West Bengal,"IPGMER, Kolkata",GENERAL MEDICINE,AIQ,GEN,"12,000",49884,3,"30,00,000",2300
2,205,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,AIQ,EWS,"41,000","1,20,965",0,0,1626
2,206,Rajasthan,"SMS, Jaipur",RADIO DIAGNOSIS,AIQ,GEN,"11,647","82,800",2,"25,00,000",5702
2,207,Delhi,"VMMC, Delhi",GENERAL SURGERY,AIQ,GEN,"41,000","1,20,965",0,0,1550
2,208,Gujarat,"BJMC, Ahmedabad",RADIO DIAGNOSIS,AIQ,GEN,"30,000",100800,1,"40,00,000",1557
2,209,Telangana,"Gandhi Med Coll, Secunderabad",DERMATOLOGY,AIQ,GEN,"25,000",58289,1,2000000,1200
2,212,Delhi,"Lady Hardinge, Delhi",RADIO DIAGNOSIS,AIQ,OBC,"57,600","1,26,927",0,0,877
2,213,Chandigarh,"GMC, Chandigarh",RADIO DIAGNOSIS,AIQ,OBC,"34,500","1,07,000",0,0,967
2,214,Delhi,"ABVIMS (Dr RML Hosp), Delhi",GENERAL MEDICINE,AIQ,OBC,"41,000","1,20,965",0,0,1626
2,216,Chandigarh,"GMC, Chandigarh",GENERAL MEDICINE,AIQ,GEN,"34,500","1,07,000",0,0,967
2,217,Delhi,"ABVIMS (Dr RML Hosp), Delhi",RADIO DIAGNOSIS,IP,GEN,"41,000","1,20,965",0,0,1626
2,218,Delhi,"MAMC, Delhi",RADIO DIAGNOSIS,AIQ,EWS,"57,600","1,26,927",0,0,2800
2,220,Delhi,"Lady Hardinge, Delhi",GENERAL MEDICINE,DU,GEN,"57,600","1,26,927",0,0,877
2,222,Delhi,"Sir Ganga Ram Hospital, Delhi",DNBGENERAL MEDICINE,DNB Post MBBS,GEN,125000,92000,0,0,675
2,225,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,AIQ,GEN,"1,25,000","1,00,980",0,0,2080
2,226,Tamil Nadu,"Madras Med Coll, Chennai",RADIO DIAGNOSIS,AIQ,OBC,"50,000","52,451",2,"40,00,000",7285
2,227,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,OBC,"57,600","1,26,927",0,0,2800
2,228,Uttar Pradesh,"IMS(BHU), Varanasi",RADIO DIAGNOSIS,AIQ,OBC,"48,226","1,00,706",0,0,1165
2,230,Maharashtra,"Seth GS, Mumbai",RADIO DIAGNOSIS,AIQ,EWS,"1,43,300",92522,1,5000000,2250
2,231,Maharashtra,"Tata Memorial, Mumbai",RADIO DIAGNOSIS,AIQ,GEN,"1,05,500",100800,1,"25,00,000",614
2,232,Himachal Pradesh,"IGMC, Shimla",RADIO DIAGNOSIS,AIQ,GEN,"39,000","40,000",3,"40,00,000",1031
2,233,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,AIQ,GEN,"1,25,000","1,00,980",0,0,2080
2,234,Telangana,"NIMS, Hyderabad",RADIO DIAGNOSIS,AIQ,OBC,"72,000",111780,1,2000000,1498
2,235,Uttar Pradesh,"IMS(BHU), Varanasi",GENERAL MEDICINE,AIQ,GEN,"48,226","1,00,706",0,0,1165
2,236,Delhi,"VMMC, Delhi",GENERAL MEDICINE,AIQ,OBC,"41,000","1,20,965",0,0,1550
2,237,Delhi,"MAMC, Delhi",GENERAL MEDICINE,AIQ,OBC,"57,600","1,26,927",0,0,2800
2,238,Gujarat,"BJMC, Ahmedabad",GENERAL MEDICINE,AIQ,GEN,"30,000",100800,1,"40,00,000",1557
2,240,Maharashtra,"Tata Memorial, Mumbai",NUCLEAR MEDICINE,AIQ,GEN,"1,05,500",100800,1,"25,00,000",614
2,242,Maharashtra,"BJMC, Pune",RADIO DIAGNOSIS,AIQ,GEN,"1,43,300",92522,1,5000000,1296
2,243,Delhi,"UCMS, Delhi",DERMATOLOGY,AIQ,GEN,"57,600","1,26,927",0,0,1000
2,244,Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,AIQ,GEN,"25,000",58289,1,2000000,4800
2,245,Delhi,"Lady Hardinge, Delhi",DERMATOLOGY,AIQ,GEN,"57,600","1,26,927",0,0,877
2,246,Maharashtra,"Govt Med Coll, Nagpur",GENERAL MEDICINE,AIQ,GEN,"1,43,300",92522,1,5000000,1866
