Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
WB Govt Quota,EWS Open,West Bengal,"Nilratan Sircar, Kolkata",ANAESTHESIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1920,-,-,-,-,-,-,847(1),1237(1),1093(1),-,-
WB Govt Quota,SC Open,West Bengal,"NBMC, Darjeeling",GENERAL SURGERY,"₹12,000*","₹49,884",3*,"₹30,00,000*",843,864(1),862(1),775(1),775(1),-,-,1089(1),1100(1),1100(1),-,-
WB Govt Quota,OBC A Open,West Bengal,Midnapore Medical College,ANAESTHESIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1051,-,-,-,-,-,-,-,-,1102(1),-,-
WB Govt Quota,SC Open,West Bengal,Midnapore Medical College,OBG,"₹12,000*","₹49,884",3*,"₹30,00,000*",1051,758(1),865(1),906(1),906(1),-,-,910(2),1050(2),1113(2),-,-
WB Govt Quota,UR Open,West Bengal,"Shri Ramkrishna IMS, Durgapur",ORTHOPAEDICS,"₹16,80,000*","₹60,000",0,₹0,-,-,-,-,-,-,-,730(1),992(1),1114(1),247(1),305(1)
WB Govt Quota,OBC B Open,West Bengal,Midnapore Medical College,GENERAL SURGERY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1051,-,-,-,-,-,-,801(1),786(1),1116(1),-,-
WB Govt Quota,EWS Open,West Bengal,"School of Tropical Med,Kolkata",TROPICAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",173,-,-,-,-,-,-,951(1),1267(1),1122(1),-,-
WB Govt Quota,SC Service,West Bengal,"College of Med & SDH, Kolkata",GENERAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",500,1248(1),1280(1),1199(1),1199(1),-,-,-,-,1125(1),-,-
WB Govt Quota,SC Open,West Bengal,Malda Med Coll,OBG,"₹12,000*","₹49,884",3*,"₹30,00,000*",Info Not Available,-,-,-,-,-,-,987(1),1075(1),1126(1),-,-
WB Govt Quota,UR Open,West Bengal,Calcutta National Med Coll,SPM,"₹12,000*","₹49,884",3*,"₹30,00,000*",1470,1047(1),1064(1),1408(1),1408(1),-,-,1151(1),1272(1),1127(1),-,-
WB Mgmt Quota,MQ,West Bengal,"Shri Ramkrishna IMS, Durgapur",GENERAL MEDICINE,"₹40,00,000*","₹60,000",0,₹0,-,1033(2),584(2),593(2),206(2),-,-,968(4),963(4),1131(4),489(4),292(1)
WB Govt Quota,UR Service,West Bengal,"Nilratan Sircar, Kolkata",GENERAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",1920,904(1),903(1),816(1),816(1),-,-,1293(2),1293(2),1134(2),-,-
WB Mgmt Quota,MQ,West Bengal,"IQ-City Med Coll, Burdwan",PAEDIATRICS,"₹27,00,000*","₹40,000",0*,₹0*,800,1156(3),1234(3),1234(3),1234(3),-,-,1142(2),1277(2),1135(2),494(2),-
WB Mgmt Quota,MQ,West Bengal,"IQ-City Med Coll, Burdwan",GENERAL MEDICINE,"₹27,00,000*","₹40,000",0*,₹0*,800,1069(3),1174(3),1159(3),1159(3),-,-,815(1),1262(1),1146(1),310(1),243(1)
WB Govt Quota,UR Open,West Bengal,"Gouri Devi Inst of MS,Durgapur",PAEDIATRICS,"₹14,00,000*","₹44,000",0,₹0,-,-,-,-,-,-,-,550(1),719(1),1148(1),-,-
WB Govt Quota,OBC A Open,West Bengal,"VIMS, Kolkata",ANAESTHESIOLOGY,"₹18,000*","₹49,884*",0,₹0,Info Not Available,839(1),871(1),1158(1),1158(1),-,-,1023(1),1011(1),1149(2),-,-
WB Govt Quota,SC Open,West Bengal,Burdwan Medical College,GENERAL SURGERY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1099,773(1),762(1),878(2),878(2),-,-,1074(1),1065(1),1151(1),-,-
WB Govt Quota,UR Open,West Bengal,"IQ-City Med Coll, Burdwan",PAEDIATRICS,"₹9,00,000*","₹40,000",0*,₹0*,800,-,-,-,-,-,-,534(1),676(1),1153(1),258(1),237(1)
WB Govt Quota,SC Open,West Bengal,Calcutta National Med Coll,GENERAL SURGERY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1470,-,-,-,-,-,-,985(1),973(1),1156(2),-,-
WB Govt Quota,OBC A Open,West Bengal,"RG Kar Med Coll, Kolkata",OPHTHALMOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1663,-,-,-,-,-,-,976(1),1158(1),1161(1),-,-
WB Govt Quota,UR Open,West Bengal,"ICARE IMS & R, Haldia",PAEDIATRICS,"₹14,00,000*","₹40,000",0,₹0,Info Not Available,392(1),524(1),485(1),485(1),-,-,559(1),819(1),1162(1),-,-
WB Govt Quota,OBC A Service,West Bengal,"IPGMER, Kolkata",GENERAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",2300,-,-,-,-,-,-,1167(1),1167(1),1167(1),-,-
WB Govt Quota,SC Open,West Bengal,Bankura Sammilani Med Coll,TBRD,"₹12,000*","₹49,884",3*,"₹30,00,000*",1441,-,-,-,-,-,-,884(1),1032(1),1167(1),-,-
WB Govt Quota,ST Open,West Bengal,"VIMS, Kolkata",GENERAL MEDICINE,"₹18,000*","₹49,884*",0,₹0,Info Not Available,-,-,-,-,-,-,1162(1),1315(1),1169(1),-,-
WB Govt Quota,SC Open,West Bengal,Midnapore Medical College,GENERAL SURGERY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1051,774(1),910(1),954(1),954(1),-,-,1110(1),1094(1),1171(1),-,-
WB Govt Quota,SC Open,West Bengal,"KPC Med Coll, Jadavpur",RADIO DIAGNOSIS,"₹8,50,000*","₹43,758",0,₹0,750,-,-,-,-,-,-,1134(1),1146(1),1178(1),-,-
WB Govt Quota,UR Open,West Bengal,"Gouri Devi Inst of MS,Durgapur",ORTHOPAEDICS,"₹14,00,000*","₹44,000",0,₹0,-,-,-,-,-,-,-,447(1),714(1),1188(1),217(1),234(1)
WB Govt Quota,UR Open,West Bengal,"RG Kar Med Coll, Kolkata",PATHOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1663,770(1),778(1),986(1),986(1),-,-,863(1),1035(1),1190(1),-,-
WB Govt Quota,SC Open,West Bengal,"Medical College, Kolkata",DORTHO,"₹12,000*","₹49,884",2*,"₹20,00,000*",2668,-,-,-,-,-,-,1352(1),1341(1),1194(1),-,-
WB DNB Serv,UR Service,West Bengal,"Imambara Dist Hospital,Hooghly",DNBPAEDIATRICS,"₹1,25,000","₹49,884",Info Not Available,Info not available,625,-,-,-,-,-,-,-,-,1198(1),-,-
WB Govt Quota,UR Open,West Bengal,"IPGMER, Kolkata",PATHOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",2300,765(3),895(3),1051(3),1051(3),-,-,755(2),860(2),1201(3),-,-
WB Govt Quota,SC Open,West Bengal,"School of Tropical Med,Kolkata",TROPICAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",173,-,-,-,-,-,-,-,-,1203(1),298(1),-
WB Govt Quota,UR Service,West Bengal,"Medical College, Kolkata",GENERAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",2668,935(3),935(3),935(3),935(3),-,-,1204(2),1204(2),1204(2),-,-
WB Govt Quota,UR Open,West Bengal,"Shri Ramkrishna IMS, Durgapur",PAEDIATRICS,"₹16,80,000*","₹60,000",0,₹0,-,-,-,-,-,-,-,603(1),712(1),1207(1),-,-
WB Govt Quota,OBC B Open,West Bengal,"Medical College, Kolkata",PATHOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",2668,-,-,-,-,-,-,1650(1),1639(1),1210(1),-,-
WB Govt Quota,UR Open,West Bengal,"Jagannath Gupta IMS, Kolkata",TBRD,"₹9,00,000*","₹43,600",0,₹0,-,-,-,-,-,-,-,-,898(1),1213(1),-,-
WB Govt Quota,UR Open,West Bengal,Burdwan Medical College,PATHOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1099,789(1),1085(1),1201(2),1201(2),-,-,930(1),1060(1),1218(1),-,-
WB Govt Quota,UR Open,West Bengal,"KPC Med Coll, Jadavpur",PSYCHIATRY,"₹8,50,000*","₹43,758",0,₹0,750,-,-,-,-,-,-,605(1),842(1),1219(1),214(1),-
WB Mgmt Quota,MQ,West Bengal,"IQ-City Med Coll, Burdwan",OPHTHALMOLOGY,"₹27,00,000*","₹40,000",0*,₹0*,800,1451(2),1557(2),1421(2),1421(2),-,-,1368(2),1292(2),1220(2),535(2),-
WB Govt Quota,SC Open,West Bengal,"KPC Med Coll, Jadavpur",ORTHOPAEDICS,"₹8,50,000*","₹43,758",0,₹0,750,-,-,-,-,-,-,1227(1),1211(1),1223(1),-,-
WB Govt Quota,SC Open,West Bengal,"RG Kar Med Coll, Kolkata",RADIATION ONCOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1663,1045(1),1181(1),1137(1),391(1),-,-,903(1),1209(1),1224(1),-,-
WB DNB Serv,UR Service,West Bengal,"M R Bangur Hospital, Kolkata",DNBGENERAL MEDICINE,"₹1,25,000","₹49,884",Info Not Available,Info not available,1125,982(1),982(1),903(1),903(1),-,-,1225(1),1225(1),1225(1),-,-
WB Govt Quota,UR Open,West Bengal,"ICARE IMS & R, Haldia",PSYCHIATRY,"₹14,00,000*","₹40,000",0,₹0,Info Not Available,768(1),691(1),612(1),612(1),-,-,-,-,1226(1),-,-
WB Govt Quota,UR Open,West Bengal,"VIMS, Kolkata",PATHOLOGY,"₹18,000*","₹49,884*",0,₹0,Info Not Available,943(1),1043(1),1306(1),1306(1),-,-,953(1),1059(1),1228(1),-,-
WB Mgmt Quota,MQ,West Bengal,"Shri Ramkrishna IMS, Durgapur",OBG,"₹40,00,000*","₹60,000",0,₹0,-,1199(3),1170(3),1088(3),1088(3),-,-,1147(1),996(1),1229(1),415(1),-
WB Govt Quota,UR Open,West Bengal,"Medical College, Kolkata",SPM,"₹12,000*","₹49,884",3*,"₹30,00,000*",2668,-,-,1310(1),431(1),-,-,1068(1),1055(1),1237(1),-,-
WB Govt Quota,OBC A Service,West Bengal,Bankura Sammilani Med Coll,RADIO DIAGNOSIS,"₹12,000*","₹49,884",3*,"₹30,00,000*",1441,-,-,-,-,-,-,1393(1),1393(1),1238(1),-,-
WB Govt Quota,UR Open,West Bengal,"IQ-City Med Coll, Burdwan",GENERAL SURGERY,"₹9,00,000*","₹40,000",0*,₹0*,800,622(1),619(1),818(1),818(1),-,-,-,-,1239(1),-,-
WB Govt Quota,UR Open,West Bengal,"Medical College, Kolkata",DLO,"₹12,000*","₹49,884",2*,"₹20,00,000*",2668,-,-,-,-,-,-,-,-,1243(1),282(1),-
WB Govt Quota,OBC A Open,West Bengal,Midnapore Medical College,ENT,"₹12,000*","₹49,884",3*,"₹30,00,000*",1051,-,-,-,-,-,-,-,-,1248(1),-,-
WB Govt Quota,UR Open,West Bengal,Murshidabad Med Coll,PATHOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1208,1001(1),1087(1),1192(1),382(1),-,-,950(1),1137(1),1250(1),-,-
WB Govt Quota,SC Open,West Bengal,"Medical College, Kolkata",OPHTHALMOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",2668,870(2),950(2),928(2),928(2),-,-,773(1),759(1),1251(1),-,-
WB Govt Quota,SC Open,West Bengal,"VIMS, Kolkata",ENT,"₹18,000*","₹49,884*",0,₹0,Info Not Available,-,-,-,-,-,-,1136(1),1186(1),1256(1),-,-
WB Mgmt Quota,MQ,West Bengal,"KPC Med Coll, Jadavpur",ORTHOPAEDICS,"₹27,00,000*","₹43,758",0,₹0,750,991(4),1262(4),1255(4),1255(4),-,-,1259(2),1351(2),1257(3),-,-
WB Govt Quota,UR Open,West Bengal,"Nilratan Sircar, Kolkata",SPM,"₹12,000*","₹49,884",3*,"₹30,00,000*",1920,-,-,-,-,-,-,-,-,1267(1),-,-
WB Govt Quota,SC Open,West Bengal,"ESI, Joka, Kolkata",ENT,"₹2,50,000*","₹1,00,980*",2*,"₹10,00,000*",470,-,-,-,-,-,-,1140(1),1123(1),1268(1),293(1),-
WB Govt Quota,SC Open,West Bengal,"NBMC, Darjeeling",ENT,"₹12,000*","₹49,884",3*,"₹30,00,000*",843,-,-,-,-,-,-,1115(1),1111(1),1269(1),-,-
WB Govt Quota,EWS Open,West Bengal,Malda Med Coll,OBG,"₹12,000*","₹49,884",3*,"₹30,00,000*",Info Not Available,-,-,-,-,-,-,856(1),934(1),1273(1),-,-
WB Govt Quota,EWS Open,West Bengal,Calcutta National Med Coll,ANAESTHESIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1470,919(1),920(1),1014(1),1014(1),-,-,1137(1),1124(1),1278(1),-,-
WB Govt Quota,SC Open,West Bengal,"Medical College, Kolkata",ANAESTHESIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",2668,995(1),985(1),1061(1),1061(1),-,-,1061(2),1180(2),1279(2),-,-
WB Govt Quota,UR Service,West Bengal,Malda Med Coll,PAEDIATRICS,"₹12,000*","₹49,884",3*,"₹30,00,000*",Info Not Available,1303(1),1303(1),1303(1),1303(1),-,-,1439(1),1439(1),1281(1),-,-
WB Govt Quota,SC Open,West Bengal,Bankura Sammilani Med Coll,OPHTHALMOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1441,-,-,-,-,-,-,887(1),1231(1),1286(1),-,-
WB Govt Quota,UR Open,West Bengal,"College of Med & SDH, Kolkata",PATHOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",500,899(1),1077(1),1135(1),337(1),-,-,920(1),1076(1),1290(1),-,-
WB DNB Serv,UR Service,West Bengal,"Coochbehar Govt Med Coll, WB",DMRD(NBEMS),"₹1,25,000","₹49,884",Info Not Available,Info not available,400,-,-,-,-,-,-,1450(1),1450(1),1293(1),-,-
WB Govt Quota,SC Open,West Bengal,"NBMC, Darjeeling",OPHTHALMOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",843,-,-,-,-,-,-,1161(1),1255(1),1294(1),-,-
WB Govt Quota,OBC B Open,West Bengal,Murshidabad Med Coll,OBG,"₹12,000*","₹49,884",3*,"₹30,00,000*",1208,-,-,-,-,-,-,854(1),1090(1),1297(2),-,-
WB Govt Quota,UR Open,West Bengal,"Gouri Devi Inst of MS,Durgapur",ANAESTHESIOLOGY,"₹14,00,000*","₹44,000",0,₹0,-,-,-,-,-,-,-,1037(1),1033(1),1299(1),-,-
WB Govt Quota,OBC B Open,West Bengal,"Shri Ramkrishna IMS, Durgapur",OBG,"₹16,80,000*","₹60,000",0,₹0,-,-,-,-,-,-,-,1461(1),1450(1),1301(1),-,-
WB Govt Quota,EWS Open,West Bengal,"NBMC, Darjeeling",ANAESTHESIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",843,922(1),924(1),1035(1),1035(1),-,-,1252(1),1451(1),1302(1),-,-
WB Govt Quota,SC Open,West Bengal,Burdwan Medical College,ANAESTHESIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1099,1086(1),1035(1),1035(1),1035(1),-,-,1193(1),1226(1),1303(1),-,-
WB Govt Quota,OBC A Open,West Bengal,"Nilratan Sircar, Kolkata",RADIATION ONCOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1920,-,-,-,-,-,-,860(1),844(1),1312(1),-,-
WB DNB Serv,UR Service,West Bengal,"District Hospital, Howrah",DNBGENERAL MEDICINE,"₹1,25,000","₹49,884",Info Not Available,Info not available,642,1081(2),1081(2),1081(2),1081(2),-,-,1314(1),1314(1),1314(1),-,-
WB Govt Quota,UR Open,West Bengal,"AIIHPH, Kolkata",EPIDEMIOLOGY,"₹12,000","₹1,11,780",0,₹0,Info Not Available,-,-,-,-,-,-,1113(1),1097(1),1321(1),-,-
WB Govt Quota,SC Open,West Bengal,"VIMS, Kolkata",OPHTHALMOLOGY,"₹18,000*","₹49,884*",0,₹0,Info Not Available,966(1),1097(1),1013(1),1013(1),-,-,1104(1),1089(1),1329(1),-,-
WB Govt Quota,SC Service,West Bengal,"NBMC, Darjeeling",RADIO DIAGNOSIS,"₹12,000*","₹49,884",3*,"₹30,00,000*",843,1037(1),1037(1),1037(1),1037(1),-,-,1331(1),1331(1),1331(1),-,-
WB Govt Quota,OBC A Open,West Bengal,"VIMS, Kolkata",DGO,"₹13,000*","₹49,884*",0,₹0,Info Not Available,-,-,-,-,-,-,913(1),793(1),1332(1),-,-
WB Govt Quota,SC Open,West Bengal,Midnapore Medical College,OPHTHALMOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1051,-,-,-,-,-,-,890(1),1288(1),1334(1),-,-
WB Govt Quota,UR Open,West Bengal,"ICARE IMS & R, Haldia",TBRD,"₹14,00,000*","₹40,000",0,₹0,Info Not Available,-,-,-,-,-,-,778(1),850(1),1336(1),-,-
WB Govt Quota,SC Open,West Bengal,"NBMC, Darjeeling",ANAESTHESIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",843,-,-,-,-,-,-,1156(1),1260(1),1337(1),-,-
WB Govt Quota,SC Open,West Bengal,"Medical College, Kolkata",DGO,"₹12,000*","₹49,884",2*,"₹20,00,000*",2668,1257(2),1219(2),1219(2),1219(2),-,-,1256(1),1241(1),1346(1),-,-
WB Govt Quota,SC Open,West Bengal,Burdwan Medical College,PSYCHIATRY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1099,-,-,-,-,-,-,943(1),988(1),1348(1),-,-
WB Govt Quota,UR Open,West Bengal,"VIMS, Kolkata",DLO,"₹13,000*","₹49,884*",0,₹0,Info Not Available,-,-,-,-,-,-,-,-,1354(1),288(1),-
WB Govt Quota,SC Open,West Bengal,"IPGMER, Kolkata",PATHOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",2300,-,-,-,-,-,-,1202(1),1234(1),1355(1),-,-
WB Govt Quota,SC Open,West Bengal,"Nilratan Sircar, Kolkata",PATHOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1920,1119(1),1292(1),1212(1),1212(1),-,-,1423(1),1443(1),1356(1),637(1),-
WB Govt Quota,UR Open,West Bengal,"Shri Ramkrishna IMS, Durgapur",ANAESTHESIOLOGY,"₹16,80,000*","₹60,000",0,₹0,-,913(1),893(1),852(1),398(1),-,505(1),-,-,1358(2),377(2),453(1)
WB Govt Quota,UR Open,West Bengal,"IPGMER, Kolkata",PHARMACOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",2300,1209(1),1270(1),1428(1),1428(1),-,-,1096(1),1516(1),1366(1),-,-
WB Govt Quota,SC Open,West Bengal,"NBMC, Darjeeling",PSYCHIATRY,"₹12,000*","₹49,884",3*,"₹30,00,000*",843,-,-,-,-,-,-,1002(1),1318(1),1370(1),-,-
WB Govt Quota,ST Open,West Bengal,Burdwan Medical College,RADIO DIAGNOSIS,"₹12,000*","₹49,884",3*,"₹30,00,000*",1099,-,-,-,-,-,-,-,-,1374(1),-,-
WB Govt Quota,UR Open,West Bengal,"Medical College, Kolkata",DO,"₹12,000*","₹49,884",2*,"₹20,00,000*",2668,967(2),971(2),1027(2),1027(2),-,-,1185(3),1323(3),1376(3),-,-
WB Govt Quota,SC Open,West Bengal,"RG Kar Med Coll, Kolkata",ANAESTHESIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1663,1034(2),1034(2),1054(2),1034(2),-,-,1164(2),1150(2),1379(2),276(1),-
WB Govt Quota,UR Service,West Bengal,Calcutta National Med Coll,ORTHOPAEDICS,"₹12,000*","₹49,884",3*,"₹30,00,000*",1470,1161(1),1185(1),1102(1),1102(1),-,-,1379(1),1379(1),1379(1),-,-
WB Govt Quota,SC Open,West Bengal,"College of Med & SDH, Kolkata",ANAESTHESIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",500,-,-,-,-,-,-,1192(1),1346(1),1396(1),284(1),-
WB Govt Quota,UR Service,West Bengal,"RG Kar Med Coll, Kolkata",ORTHOPAEDICS,"₹12,000*","₹49,884",3*,"₹30,00,000*",1663,1023(1),1023(1),1023(1),1023(1),-,-,1397(1),1397(1),1397(1),-,-
WB Govt Quota,SC Open,West Bengal,Bankura Sammilani Med Coll,ANAESTHESIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1441,1095(1),1110(1),1131(1),1131(1),-,-,1195(1),1271(1),1402(1),-,-
WB Govt Quota,UR Open,West Bengal,"NBMC, Darjeeling",PATHOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",843,976(1),982(1),897(1),897(1),-,-,973(1),1095(1),1404(2),-,-
WB Govt Quota,SC Open,West Bengal,Murshidabad Med Coll,ANAESTHESIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1208,-,-,-,-,-,-,1230(1),1372(1),1406(1),-,-
WB Govt Quota,SC Open,West Bengal,"Jagannath Gupta IMS, Kolkata",GENERAL SURGERY,"₹9,00,000*","₹43,600",0,₹0,-,-,-,-,-,-,-,1246(1),1285(1),1407(1),-,-
WB Govt Quota,SC Open,West Bengal,"Medical College, Kolkata",PATHOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",2668,-,-,-,-,-,-,1249(1),1419(1),1411(1),-,-
WB Govt Quota,SC Service,West Bengal,"RG Kar Med Coll, Kolkata",GENERAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",1663,1246(1),1278(1),1195(1),1195(1),-,-,1572(1),1562(1),1412(1),-,-
WB Govt Quota,OBC Open,West Bengal,"AIIHPH, Kolkata",SPM,"₹12,000","₹1,11,780",0,₹0,Info Not Available,1014(2),1014(2),948(2),948(2),-,-,1413(2),1413(2),1413(2),-,-
WB Govt Quota,OBC B Open,West Bengal,"Gouri Devi Inst of MS,Durgapur",PAEDIATRICS,"₹14,00,000*","₹44,000",0,₹0,-,-,-,-,-,-,-,-,-,1414(1),-,-
WB Govt Quota,OBC B Open,West Bengal,"Jagannath Gupta IMS, Kolkata",GENERAL SURGERY,"₹9,00,000*","₹43,600",0,₹0,-,-,-,-,-,-,-,-,-,1421(1),-,-
WB Govt Quota,OBC B Service,West Bengal,"Medical College, Kolkata",GENERAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",2668,1057(1),1057(1),1057(1),1057(1),-,-,1425(1),1425(1),1425(1),-,-
WB Govt Quota,SC Open,West Bengal,"Gouri Devi Inst of MS,Durgapur",GENERAL SURGERY,"₹14,00,000*","₹44,000",0,₹0,-,-,-,-,-,-,-,-,-,1426(1),-,-
WB Govt Quota,UR Open,West Bengal,Bankura Sammilani Med Coll,MICROBIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1441,-,-,-,-,-,-,1343(1),1580(1),1430(1),-,-
WB Govt Quota,UR Open,West Bengal,"School of Tropical Med,Kolkata",MICROBIOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",173,-,-,-,-,-,-,1336(1),1554(1),1431(1),-,-
WB Govt Quota,UR Open,West Bengal,"ICARE IMS & R, Haldia",ANAESTHESIOLOGY,"₹14,00,000*","₹40,000",0,₹0,Info Not Available,831(1),912(1),1103(1),442(1),-,-,-,-,1432(1),266(1),539(1)
WB Govt Quota,UR Service,West Bengal,Calcutta National Med Coll,GENERAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",1470,1020(2),1037(2),955(2),955(2),-,-,1435(3),1549(3),1435(3),-,-
WB Govt Quota,OBC A Open,West Bengal,"Medical College, Kolkata",DO,"₹12,000*","₹49,884",2*,"₹20,00,000*",2668,1217(1),-,2018(2),2018(1),1058(1),-,-,-,1436(1),-,-
WB Govt Quota,UR Service,West Bengal,"RG Kar Med Coll, Kolkata",GENERAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",1663,965(1),970(1),884(1),884(1),-,-,1499(2),1499(2),1442(2),-,-
WB Mgmt Quota,MQ,West Bengal,"Jagannath Gupta IMS, Kolkata",GENERAL MEDICINE,"₹27,00,000*","₹43,600",0,₹0,-,823(1),861(1),861(1),861(1),-,-,1116(2),799(2),1451(2),-,-
WB Govt Quota,OBC B Open,West Bengal,"Nilratan Sircar, Kolkata",PSYCHIATRY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1920,-,-,-,-,-,-,749(1),1259(1),1458(1),-,-
WB Govt Quota,SC Service,West Bengal,"Medical College, Kolkata",GENERAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",2668,1237(1),1237(1),1237(1),1237(1),-,-,1459(1),1459(1),1459(1),-,-
WB Govt Quota,UR Open,West Bengal,"IQ-City Med Coll, Burdwan",PATHOLOGY,"₹2,16,000*","₹40,000",0*,₹0*,800,1022(1),1340(1),1339(1),600(1),-,-,1297(1),1359(1),1462(1),-,-
WB Govt Quota,UR Service,West Bengal,"Medical College, Kolkata",PAEDIATRICS,"₹12,000*","₹49,884",3*,"₹30,00,000*",2668,1139(2),1161(2),1079(2),1079(2),-,-,1465(2),1465(2),1465(2),-,-
WB Govt Quota,UR Open,West Bengal,"Jagannath Gupta IMS, Kolkata",ANAESTHESIOLOGY,"₹9,00,000*","₹43,600",0,₹0,-,-,-,-,-,-,-,1041(1),945(1),1467(2),-,-
WB Govt Quota,SC Open,West Bengal,"Shri Ramkrishna IMS, Durgapur",GENERAL SURGERY,"₹16,80,000*","₹60,000",0,₹0,-,-,-,-,-,-,-,1568(1),1557(1),1470(1),-,-
WB Govt Quota,OBC A Service,West Bengal,Burdwan Medical College,GENERAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",1099,-,-,-,-,-,-,1637(1),1626(1),1474(1),-,-
WB Govt Quota,SC Open,West Bengal,"IQ-City Med Coll, Burdwan",ANAESTHESIOLOGY,"₹9,00,000*","₹40,000",0*,₹0*,800,-,-,-,-,-,-,1497(1),1627(1),1475(1),-,-
WB Govt Quota,SC Service,West Bengal,Calcutta National Med Coll,GENERAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",1470,-,-,-,-,-,-,1640(1),1640(1),1476(1),-,-
WB Govt Quota,OBC B Open,West Bengal,"Nilratan Sircar, Kolkata",OPHTHALMOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1920,-,-,-,-,-,-,1018(1),995(1),1486(1),-,-
WB Govt Quota,OBC B Open,West Bengal,"IPGMER, Kolkata",ENT,"₹12,000*","₹49,884",3*,"₹30,00,000*",2300,-,-,-,-,-,-,875(1),875(1),1493(2),-,-
WB Govt Quota,EWS Open,West Bengal,"Nilratan Sircar, Kolkata",ENT,"₹12,000*","₹49,884",3*,"₹30,00,000*",1920,-,-,-,-,-,-,1122(1),1107(1),1494(1),-,-
WB Govt Quota,ST Open,West Bengal,"Gouri Devi Inst of MS,Durgapur",DERMATOLOGY,"₹14,00,000*","₹44,000",0,₹0,-,-,-,-,-,-,-,1661(1),1651(1),1497(1),-,-
WB Govt Quota,SC Open,West Bengal,Calcutta National Med Coll,PATHOLOGY,"₹12,000*","₹49,884",3*,"₹30,00,000*",1470,1168(1),1192(1),1109(1),1109(1),-,-,1453(1),1561(1),1499(1),698(1),-
WB Govt Quota,UR Service,West Bengal,"NBMC, Darjeeling",GENERAL MEDICINE,"₹12,000*","₹49,884",3*,"₹30,00,000*",843,1263(2),1263(2),1263(2),1263(2),-,-,1662(2),1652(2),1504(2),-,-
WB Govt Quota,OBC B Open,West Bengal,"Jagannath Gupta IMS, Kolkata",PAEDIATRICS,"₹9,00,000*","₹43,600",0,₹0,-,-,-,-,-,-,-,1670(1),1660(1),1505(1),-,-
