Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
RAJ Govt - Govt Quota,SC,Rajasthan,"SNMC, Jodhpur",RADIATION ONCOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",3101,-,-,-,-,-,-,1740(1),-,2113(1),-,-
RAJ Govt - Govt Quota,OBC,Rajasthan,"RNT, Udaipur",SPM,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,-,-,-,-,-,-,-,2108(1),2115(1),-,-
RAJ Govt - Govt Quota,OBC,Rajasthan,"RNT, Udaipur",MICROBIOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,2245(1),2353(1),2440(1),-,-,-,2089(1),2128(1),2135(1),-,-
Raj DNB Serv,OBC,Rajasthan,"District Hospital, Baran",DGO(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,-,1420(2),1457(2),1481(1),-,-,-,1776(1),2130(2),2137(2),-,-
RAJ Priv-All India,GEN,Rajasthan,"Ananta IMS & RC, Rajsamand",GENERAL MEDICINE,"₹32,55,000*","₹25,000",0,₹0,775,1936(5),1999(5),2042(4),-,-,-,2030(4),2138(3),2145(3),-,-
RAJ Govt - Mgmt Quota,GEN,Rajasthan,"Jhalawar Med Coll, Jhalawar",PATHOLOGY,"₹8,68,200*","₹82,800*",2*,"₹25,00,000*",Info Not Available,-,-,-,-,-,-,-,2141(1),2148(1),-,-
Raj DNB Serv,SC,Rajasthan,"Govt Medical College, Rampura",DTBCD(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,3753(1),-,-,-,2127(1),2146(1),2153(1),-,-
Raj DNB Serv,ST-STA,Rajasthan,"Govt DB Dist Hosp, Churu",DMRD(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,2128(1),2147(1),2154(1),-,-
RAJ Priv-All India,OBC,Rajasthan,"Ananta IMS & RC, Rajsamand",GENERAL MEDICINE,"₹32,55,000*","₹25,000",0,₹0,775,-,-,-,2151(1),-,-,-,2152(1),2160(1),-,-
RAJ Govt - Govt Quota,GEN,Rajasthan,"SNMC, Jodhpur",IHBT,"₹12,812*","₹82,800*",2*,"₹25,00,000*",3101,613(1),619(1),620(1),-,-,-,1579(3),2163(1),2171(1),-,-
RAJ Priv-Govt Quota,OBC,Rajasthan,"MGMC&H, Sitapur, Jaipur",PALLIATIVE MEDICINE,"₹15,00,000*","₹55,000",0,₹0,1400,-,-,-,-,-,-,-,2168(1),2176(1),-,-
RAJ Priv-Mgmt Quota,GEN,Rajasthan,"MGMC&H, Sitapur, Jaipur",RADIO DIAGNOSIS,"₹72,50,000*","₹55,000",0,₹0,1400,1245(4),1691(4),1720(4),-,-,-,1983(2),2256(4),2178(4),-,-
RAJ Govt - Govt Quota,OBC,Rajasthan,"Govt Med Coll, Churu",SPM,"₹12,812*","₹82,800*",2*,"₹25,00,000*",-,2074(2),2168(1),2223(1),-,-,-,2158(1),2177(1),2185(1),-,-
RAJ Priv-Mgmt Quota,GEN,Rajasthan,"MGMC&H, Sitapur, Jaipur",DERMATOLOGY,"₹75,00,000*","₹55,000",0,₹0,1400,1301(1),1562(1),-,1865(1),-,-,2165(2),2184(2),2192(2),-,-
RAJ Govt - Govt Quota,EWS,Rajasthan,"Jhalawar Med Coll, Jhalawar",ANAESTHESIOLOGY,"₹88,265*","₹82,800*",2*,"₹25,00,000*",Info Not Available,-,2235(2),-,-,-,-,-,1967(2),2194(1),-,-
Raj DNB Serv,OBC,Rajasthan,"Govt DB Dist Hosp, Churu",DTBCD(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,1626(1),1682(1),1711(1),-,-,-,2177(2),2197(2),2205(2),-,-
RAJ Govt - Mgmt Quota,EWS,Rajasthan,"Jhalawar Med Coll, Jhalawar",ANAESTHESIOLOGY,"₹8,68,200*","₹82,800*",2*,"₹25,00,000*",Info Not Available,-,-,-,-,-,-,2167(1),2186(1),2222(1),-,-
RAJ Govt - Govt Quota,SC,Rajasthan,"SNMC, Jodhpur",ANAESTHESIOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",3101,2014(6),2103(3),2150(2),-,-,-,2201(3),2221(2),2229(2),-,-
Raj DNB Serv,GEN,Rajasthan,"Govt General Hosp, Madhopur",DTBCD(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,2028(2),1443(2),1328(1),-,-,-,-,2222(1),2230(1),-,-
RAJ Priv-Govt Quota,SC,Rajasthan,"Ananta IMS & RC, Rajsamand",GENERAL MEDICINE,"₹32,55,000*","₹25,000",0,₹0,775,-,-,-,-,-,-,2221(1),2241(1),2249(1),-,-
RAJ Govt - Govt Quota,ST-STA,Rajasthan,"SMS, Jaipur",GENERAL SURGERY,"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,-,-,-,-,-,-,2228(2),2248(2),2256(2),-,-
RAJ Priv-All India,GEN,Rajasthan,"MGMC&H, Sitapur, Jaipur",GENERAL MEDICINE,"₹48,50,000*","₹55,000",0,₹0,1400,1619(5),1611(5),1639(5),-,-,-,2029(4),2251(4),2259(4),-,-
RAJ Govt - Govt Quota,SC,Rajasthan,"SMS, Jaipur",ANAESTHESIOLOGY,"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,1880(8),1903(7),2418(6),-,-,-,1975(7),2253(7),2261(6),-,-
RAJ Govt - Govt Quota,ST,Rajasthan,"JLNMC, Ajmer",ENT,"₹10,982*","₹82,800*",2*,"₹25,00,000*",1428,-,-,-,-,-,-,-,2254(1),2262(1),-,-
RAJ Priv-All India,GEN,Rajasthan,"American Intl IMS, Bedwas",PAEDIATRICS,"₹32,55,000*","₹20,000",0,₹0,700,2133(1),-,-,-,-,-,2247(1),2267(1),2275(1),-,-
RAJ Priv-All India,GEN,Rajasthan,Jaipur National Univ IMS,RADIO DIAGNOSIS,"₹75,00,000*",Info not available*,0,₹0,810,1714(1),2643(1),2768(1),-,-,-,2250(1),2270(1),2278(1),-,-
RAJ Govt - Govt Quota,OBC,Rajasthan,"JLNMC, Ajmer",PATHOLOGY,"₹10,982*","₹82,800*",2*,"₹25,00,000*",1428,1385(2),1421(2),866(1),-,-,-,1657(1),1777(2),2279(2),-,-
RAJ Govt - Govt Quota,ST-STA,Rajasthan,"SMS, Jaipur",OBG,"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,1755(2),1819(2),1853(2),-,-,-,2260(1),2280(1),2288(1),-,-
RAJ Priv-Govt Quota,GEN,Rajasthan,"MGMC&H, Sitapur, Jaipur",NUCLEAR MEDICINE,"₹27,00,000*","₹55,000",0,₹0,1400,1043(1),1062(1),1075(1),-,-,-,-,2287(1),2295(1),-,-
Raj DNB Serv,SC,Rajasthan,"Govt MedColl Hosp,RamasiyaPali",DCH(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,-,2301(3),2309(3),-,-
Raj DNB Serv,ST,Rajasthan,"Govt District Hosp, Bundi",DGO(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,3070(1),-,-,-,2291(1),2312(1),2320(1),-,-
RAJ Govt - Govt Quota,EWS,Rajasthan,"SP Med Coll, Bikaner",PATHOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,-,-,-,-,-,-,-,2323(1),2331(1),-,-
RAJ Govt - Mgmt Quota,GEN,Rajasthan,"Govt Med Coll, Pali",PATHOLOGY,"₹8,68,200*","₹82,800*",2*,"₹25,00,000*",-,-,-,-,-,-,-,2307(1),2328(1),2336(1),-,-
RAJ Govt - Govt Quota,ST,Rajasthan,"RNT, Udaipur",GENERAL SURGERY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,-,1847(1),-,-,-,-,2037(2),2257(1),2352(2),-,-
RAJ Govt - Govt Quota,OBC,Rajasthan,"SMS, Jaipur",SPM,"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,1082(2),1684(2),1713(2),-,-,-,-,2353(2),2361(1),-,-
RAJ Govt - Govt Quota,GEN,Rajasthan,"SP Med Coll, Bikaner",SPM,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,1590(1),-,-,-,-,-,-,2361(1),2369(1),-,-
RAJ Priv-All India,GEN,Rajasthan,"Ananta IMS & RC, Rajsamand",PAEDIATRICS,"₹32,55,000*","₹25,000",0,₹0,775,2270(3),2602(2),2723(2),-,-,-,2343(3),2364(3),2372(3),-,-
RAJ Priv-All India,EWS,Rajasthan,"Ananta IMS & RC, Rajsamand",GENERAL MEDICINE,"₹32,55,000*","₹25,000",0,₹0,775,-,-,-,-,-,-,2351(1),2373(1),2381(1),-,-
RAJ Govt - Govt Quota,ST-STA,Rajasthan,"SNMC, Jodhpur",OBG,"₹12,812*","₹82,800*",2*,"₹25,00,000*",3101,-,-,-,-,-,-,2359(1),2381(1),2390(1),-,-
RAJ Priv-All India,OBC,Rajasthan,"MGMC&H, Sitapur, Jaipur",OBG,"₹48,50,000*","₹55,000",0,₹0,1400,-,-,-,-,-,-,-,2384(1),2393(1),-,-
RAJ Govt - Mgmt Quota,GEN,Rajasthan,"Govt Med Coll, Bharatpur",PATHOLOGY,"₹8,68,200*","₹82,800*",2*,"₹25,00,000*",-,-,-,-,-,-,-,-,2385(1),2394(1),-,-
RAJ Priv-Mgmt Quota,GEN,Rajasthan,"MGMC&H, Sitapur, Jaipur",OBG,"₹68,50,000*","₹55,000",0,₹0,1400,2077(3),2297(3),2375(3),-,-,-,2366(1),2388(1),2397(1),-,-
RAJ Govt - Govt Quota,MBC,Rajasthan,"Jhalawar Med Coll, Jhalawar",OBG,"₹88,265*","₹82,800*",2*,"₹25,00,000*",Info Not Available,-,-,1513(1),-,-,-,2367(1),2389(1),2398(1),-,-
RAJ Priv-Govt Quota,GEN,Rajasthan,"MGMC&H, Sitapur, Jaipur",RADIO DIAGNOSIS,"₹60,00,000*","₹55,000",0,₹0,1400,1314(3),1348(3),1369(3),-,-,-,2275(4),2405(6),2414(6),-,-
RAJ Govt - Mgmt Quota,MBC,Rajasthan,"Jhalawar Med Coll, Jhalawar",PAEDIATRICS,"₹8,68,200*","₹82,800*",2*,"₹25,00,000*",Info Not Available,-,-,-,-,-,-,2405(1),2428(1),2438(1),-,-
RAJ Govt - Govt Quota,OBC,Rajasthan,"SMS, Jaipur",FORENSIC MEDICINE,"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,1174(3),1200(1),1424(2),-,-,-,-,2440(3),2450(3),-,-
RAJ Govt - Govt Quota,GEN,Rajasthan,"Govt Med Coll, Kota",MICROBIOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2581,2759(2),2921(2),3131(2),-,-,-,3313(1),-,2451(1),-,-
RAJ Govt - Govt Quota,GEN,Rajasthan,"RNT, Udaipur",FORENSIC MEDICINE,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,-,-,-,-,-,-,-,2452(1),2462(1),-,-
RAJ Govt - Govt Quota,ST,Rajasthan,"Jhalawar Med Coll, Jhalawar",ENT,"₹88,265*","₹82,800*",2*,"₹25,00,000*",Info Not Available,1859(1),-,-,-,-,-,-,2460(1),2470(1),-,-
RAJ Govt - Govt Quota,SC,Rajasthan,"RNT, Udaipur",ANAESTHESIOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,1986(1),2070(1),-,-,-,-,2098(3),2461(4),2471(2),-,-
RAJ Priv-Govt Quota,GEN,Rajasthan,"MGMC&H, Sitapur, Jaipur",OBG,"₹48,50,000*","₹55,000",0,₹0,1400,1955(5),2037(3),2082(3),-,-,-,2091(2),2467(2),2477(2),-,-
RAJ Govt - Govt Quota,GEN,Rajasthan,"JLNMC, Ajmer",SPM,"₹10,982*","₹82,800*",2*,"₹25,00,000*",1428,1490(1),1865(1),1899(1),-,-,-,-,2474(2),2484(2),-,-
RAJ Priv-Govt Quota,GEN,Rajasthan,"Ananta IMS & RC, Rajsamand",GENERAL MEDICINE,"₹32,55,000*","₹25,000",0,₹0,775,2373(5),2488(4),2598(4),-,-,-,2455(4),2479(5),2489(5),-,-
Raj DNB Serv,GEN,Rajasthan,"MGM Govt Dist Hosp,Hanumangarh",DO(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,2457(1),2481(1),2491(1),-,-
RAJ Govt - Govt Quota,SC,Rajasthan,"SMS, Jaipur",PATHOLOGY,"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,1861(2),1932(2),2453(4),-,-,-,1957(2),2487(2),2497(2),-,-
Raj DNB Serv,GEN,Rajasthan,"Rajiv Gandhi Gen Hosp, Alwar",DFAM(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,1793(1),1858(1),3533(2),-,-,-,2547(2),-,2509(1),-,-
RAJ Govt - Govt Quota,SC,Rajasthan,"SP Med Coll, Bikaner",ANAESTHESIOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,-,-,2735(1),-,-,-,1745(1),2503(2),2513(2),-,-
RAJ Govt - Govt Quota,SC,Rajasthan,"Govt Med Coll, Kota",ANAESTHESIOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2581,2172(2),2124(2),2966(3),-,-,-,2331(2),2506(2),2516(2),-,-
Raj DNB Serv,OBC,Rajasthan,"Rajiv Gandhi Gen Hosp, Alwar",DFAM(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,1751(2),1719(1),1750(1),-,-,-,3528(1),2265(1),2540(2),-,-
RAJ Govt - Govt Quota,GEN,Rajasthan,"Govt Med Coll, Kota",SPM,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2581,-,-,-,-,-,-,1689(1),2532(1),2542(1),-,-
Raj DNB Serv,EWS,Rajasthan,"General Hospital, Karauli",DCH(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,2518(1),2542(1),2552(1),-,-
Raj DNB Serv,OBC,Rajasthan,"Govt General Hosp, Madhopur",DTBCD(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,2271(1),-,-,-,-,2543(1),2553(1),-,-
RAJ Priv-Govt Quota,OBC,Rajasthan,"American Intl IMS, Bedwas",PAEDIATRICS,"₹32,55,000*","₹20,000",0,₹0,700,3103(1),3317(1),3935(1),-,-,-,2522(1),2546(1),2557(1),-,-
RAJ Priv-Govt Quota,GEN,Rajasthan,"American Intl IMS, Bedwas",PAEDIATRICS,"₹32,55,000*","₹20,000",0,₹0,700,2619(1),2758(1),2914(1),-,-,-,2022(1),2551(1),2562(1),-,-
Raj DNB Serv,OBC,Rajasthan,"Govt Dist Hosp, Sri Ganganagar",DTBCD(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,1882(1),1978(1),2020(1),-,-,-,-,2556(1),2567(1),-,-
Raj DNB Serv,SC,Rajasthan,"Govt Hosp, Barmer",DCH(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,2532(1),2557(2),2568(2),-,-
RAJ Govt - Govt Quota,EWS,Rajasthan,"SP Med Coll, Bikaner",IHBT,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,1849(1),-,-,-,-,-,-,2558(1),2569(1),-,-
Raj DNB Serv,EWS,Rajasthan,"Govt General Hosp, Madhopur",DGO(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,2537(1),2562(1),2573(1),-,-
RAJ Priv-Govt Quota,OBC,Rajasthan,"Ananta IMS & RC, Rajsamand",GENERAL MEDICINE,"₹32,55,000*","₹25,000",0,₹0,775,3113(3),3332(4),3991(4),-,-,-,2544(2),2569(1),2580(1),-,-
RAJ Govt - Govt Quota,MBC,Rajasthan,"JLNMC, Ajmer",TBRD,"₹10,982*","₹82,800*",2*,"₹25,00,000*",1428,1276(1),-,-,-,-,-,-,2571(1),2582(1),-,-
Raj DNB Serv,GEN,Rajasthan,"Govt Medical College, Rampura",DO(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,-,2572(1),2583(1),-,-
RAJ Govt - Govt Quota,MBC,Rajasthan,"SP Med Coll, Bikaner",GENERAL SURGERY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,-,-,1780(1),-,-,-,2559(1),2585(1),2596(1),-,-
RAJ Govt - Govt Quota,SC,Rajasthan,"JLNMC, Ajmer",ANAESTHESIOLOGY,"₹10,982*","₹82,800*",2*,"₹25,00,000*",1428,2046(1),2248(1),2603(1),-,-,-,2420(2),2587(1),2598(2),-,-
Raj DNB Serv,SC,Rajasthan,"Govt Dist Hosp, Sri Ganganagar",DCH(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,-,2589(1),2600(1),-,-
RAJ Govt - Govt Quota,GEN,Rajasthan,"SMS, Jaipur",MICROBIOLOGY,"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,2132(5),2099(5),2146(4),-,-,-,2580(3),2591(3),2602(3),-,-
Raj DNB Serv,SC,Rajasthan,"MGM Govt Dist Hosp,Hanumangarh",DTBCD(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,-,-,2609(1),-,-
RAJ Govt - Govt Quota,MBC,Rajasthan,"SNMC, Jodhpur",OPHTHALMOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",3101,-,-,-,-,-,-,-,2602(1),2613(1),-,-
RAJ Govt - Govt Quota,GEN-PwD,Rajasthan,"RNT, Udaipur",DERMATOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,-,-,-,-,-,-,2579(1),2606(1),2617(1),-,-
RAJ Govt - Govt Quota,SC,Rajasthan,"RNT, Udaipur",PATHOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,2254(2),2363(1),2876(1),-,-,-,2581(1),2608(1),2619(1),-,-
Raj DNB Serv,SC,Rajasthan,"Mahatma Gandhi Hosp, Bhilwara",DTBCD(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,2592(1),2619(1),2630(1),-,-
RAJ Govt - Govt Quota,MBC,Rajasthan,"JLNMC, Ajmer",GENERAL SURGERY,"₹10,982*","₹82,800*",2*,"₹25,00,000*",1428,-,-,-,-,-,-,2607(1),2634(1),2645(1),-,-
RAJ Priv-All India,EWS,Rajasthan,"American Intl IMS, Bedwas",GENERAL MEDICINE,"₹32,55,000*","₹20,000",0,₹0,700,-,-,-,-,-,-,2615(1),2642(1),2653(1),-,-
Raj DNB Serv,EWS,Rajasthan,"SDH Nathdwara, Nathdwara",DCH(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,2621(1),2649(1),2661(1),-,-
RAJ Govt - Govt Quota,SC,Rajasthan,"Govt Med Coll, Kota",PATHOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2581,-,2799(3),3387(3),-,-,-,-,2663(1),2675(1),-,-
RAJ Priv-All India,OBC,Rajasthan,"MGMC&H, Sitapur, Jaipur",PAEDIATRICS,"₹48,50,000*","₹55,000",0,₹0,1400,-,-,-,-,-,-,2646(1),2676(1),2688(1),-,-
RAJ Priv-All India,GEN,Rajasthan,"Ananta IMS & RC, Rajsamand",OBG,"₹32,55,000*","₹25,000",0,₹0,775,1856(3),1968(2),2009(2),-,-,-,2651(2),2681(2),2693(2),-,-
RAJ Govt - Govt Quota,ST-STA,Rajasthan,"Govt Med Coll, Kota",PAEDIATRICS,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2581,-,-,-,-,-,-,-,2698(1),2710(1),-,-
RAJ Govt - Govt Quota,SC,Rajasthan,"SP Med Coll, Bikaner",PATHOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,1830(1),1899(1),3216(2),-,-,-,2669(2),2700(2),2712(2),-,-
RAJ Govt - Govt Quota,SC,Rajasthan,"JLNMC, Ajmer",IHBT,"₹10,982*","₹82,800*",2*,"₹25,00,000*",1428,-,-,4028(1),-,-,-,-,3316(2),2724(1),-,-
RAJ Govt - Govt Quota,GEN,Rajasthan,"Jhalawar Med Coll, Jhalawar",SPM,"₹88,265*","₹82,800*",2*,"₹25,00,000*",Info Not Available,1789(1),1970(1),-,-,-,-,-,2725(1),2737(1),-,-
RAJ Govt - Govt Quota,ST,Rajasthan,"SMS, Jaipur",SPM,"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,-,-,-,-,-,-,4129(1),2733(1),2745(1),-,-
RAJ Govt - Mgmt Quota,SC,Rajasthan,"Govt Med Coll, Bhilwara",ANAESTHESIOLOGY,"₹8,68,200*","₹82,800*",2*,"₹25,00,000*",Info Not Available,-,-,-,-,-,-,2704(1),2736(1),2748(1),-,-
Raj DNB Serv,OBC,Rajasthan,"Govt General Hosp, Madhopur",DFAM(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,3788(2),-,2752(1),-,-
RAJ Priv-All India,GEN,Rajasthan,Jaipur National Univ IMS,GENERAL MEDICINE,"₹55,00,000*",Info not available*,0,₹0,810,2206(1),2308(1),2387(1),-,-,-,2329(1),2519(1),2758(1),-,-
RAJ Govt - Govt Quota,GEN,Rajasthan,"RNT, Udaipur",PHARMACOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,2321(1),2923(2),3133(4),-,-,-,2924(4),2759(3),2772(3),-,-
RAJ Govt - Govt Quota,MBC,Rajasthan,"SMS, Jaipur",ANAESTHESIOLOGY,"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,2102(3),2296(6),2635(1),-,-,-,2730(1),2762(1),2775(1),-,-
RAJ Priv-All India,OBC,Rajasthan,"Ananta IMS & RC, Rajsamand",OBG,"₹32,55,000*","₹25,000",0,₹0,775,-,2045(1),-,2677(1),-,-,2735(1),2767(1),2780(1),-,-
RAJ Priv-All India,GEN,Rajasthan,"MGMC&H, Sitapur, Jaipur",PAEDIATRICS,"₹48,50,000*","₹55,000",0,₹0,1400,1589(1),1697(1),1727(1),-,-,-,2267(1),2768(1),2781(1),-,-
RAJ Govt - Govt Quota,ST-STA,Rajasthan,"RNT, Udaipur",OBG,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,2523(3),2651(3),2777(3),-,-,-,2737(5),2769(4),2782(4),-,-
RAJ Priv-Mgmt Quota,GEN,Rajasthan,"MGMC&H, Sitapur, Jaipur",NUCLEAR MEDICINE,"₹56,00,000*","₹55,000",0,₹0,1400,-,-,-,-,-,-,1828(1),2773(1),2786(1),-,-
RAJ Govt - Govt Quota,MBC,Rajasthan,"Govt Med Coll, Pali",GENERAL SURGERY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",-,-,-,-,-,-,-,-,-,2796(1),-,-
Raj DNB Serv,OBC,Rajasthan,"Govt Dist Hosp, Sri Ganganagar",DFAM(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,-,2004(1),2799(2),-,-
Raj DNB Serv,GEN,Rajasthan,"SK Hospital, Sikar, Rajasthan",DO(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,2145(1),-,-,-,-,-,-,2789(1),2802(1),-,-
Raj DNB Serv,SC,Rajasthan,"Govt MedColl Hosp,RamasiyaPali",DLO(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,4344(1),-,2803(1),-,-
Raj DNB Serv,OBC,Rajasthan,"JLN Govt Hosp, Nagaur",DO(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,-,-,2811(1),-,-
RAJ Govt - Govt Quota,OBC,Rajasthan,"SP Med Coll, Bikaner",FORENSIC MEDICINE,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,1812(2),2206(2),2269(1),-,-,-,1790(1),2810(2),2825(2),-,-
RAJ Priv-All India,OBC,Rajasthan,"American Intl IMS, Bedwas",OBG,"₹32,55,000*","₹20,000",0,₹0,700,-,-,-,-,-,-,2780(1),2813(1),2828(1),-,-
RAJ Priv-Govt Quota,GEN,Rajasthan,"MGMC&H, Sitapur, Jaipur",ENT,"₹25,00,000*","₹55,000",0,₹0,1400,-,-,1874(1),-,-,-,2633(2),2817(2),2832(2),-,-
RAJ Govt - Govt Quota,SC,Rajasthan,"SNMC, Jodhpur",SPM,"₹12,812*","₹82,800*",2*,"₹25,00,000*",3101,-,-,-,-,-,-,-,2828(1),2843(1),-,-
RAJ Govt - Govt Quota,ST,Rajasthan,"SP Med Coll, Bikaner",RADIATION ONCOLOGY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",Info Not Available,2148(1),-,-,-,-,-,-,2847(1),2862(1),-,-
RAJ Govt - Govt Quota,OBC,Rajasthan,"SMS, Jaipur",PHYSIOLOGY,"₹11,647*","₹82,800*",2*,"₹25,00,000*",5702,-,-,4240(1),-,-,-,2949(1),2986(1),2867(1),-,-
Raj DNB Serv,GEN,Rajasthan,"SK Hospital, Sikar, Rajasthan",DLO(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,3923(2),2857(1),2872(1),-,-
Raj DNB Serv,MBC,Rajasthan,"Govt RDBP Jaipuria Hosp,Jaipur",DNBGENERAL SURGERY,"₹1,25,000","₹70,656*",Info Not Available,Info not available,521,-,-,-,-,-,-,-,2859(1),2874(1),-,-
Raj DNB Serv,GEN,Rajasthan,"District Hospital, Dholpur",DFAM(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,5185(3),-,-,-,2966(2),-,2889(1),-,-
RAJ Priv-Govt Quota,OBC,Rajasthan,"American Intl IMS, Bedwas",ORTHOPAEDICS,"₹32,55,000*","₹20,000",0,₹0,700,-,-,-,-,-,-,2847(1),2880(1),2895(1),-,-
Raj DNB Serv,SC,Rajasthan,"Govt General Hosp, Madhopur",DGO(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,2699(3),2851(2),3036(2),-,-,-,2865(1),2898(1),2914(1),-,-
RAJ Govt - Govt Quota,ST-STA,Rajasthan,"RNT, Udaipur",ORTHOPAEDICS,"₹12,812*","₹82,800*",2*,"₹25,00,000*",2206,2506(2),-,-,-,-,-,2869(3),2902(3),2918(2),-,-
RAJ Priv-Govt Quota,OBC,Rajasthan,"American Intl IMS, Bedwas",GENERAL SURGERY,"₹32,55,000*","₹20,000",0,₹0,700,-,-,2964(1),-,-,-,-,2910(1),2927(1),-,-
Raj DNB Serv,EWS,Rajasthan,"MGM Govt Dist Hosp,Hanumangarh",DCH(NBEMS),"₹1,25,000","₹60,375*",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,2886(1),2919(1),2936(1),-,-
RAJ Govt - Govt Quota,OBC,Rajasthan,"RUHS, Jaipur",BIOCHEMISTRY,"₹12,812*","₹82,800*",2*,"₹25,00,000*",300,-,-,2968(1),-,-,-,-,-,2943(1),-,-
