Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
CG MBBS or Ins,OBC-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIO DIAGNOSIS,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,8(1),-,-,-,-,19(1),-,-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"CIMS, Bilaspur",GENERAL MEDICINE,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,17(2),-,-,-,-,7(1),21(1),-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL MEDICINE,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,26(1),-,-,-,-,26(1),-,-,-
CG MBBS or Ins,EWS,Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIO DIAGNOSIS,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,98(1),-,-,-,-,30(1),-,-,-,-
CG MBBS or Ins,OBC-Female,Chhattisgarh,"CIMS, Bilaspur",DERMATOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,31(1),-,-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Govt Med Coll, Ambikapur",GENERAL MEDICINE,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,-,-,-,-,-,31(1),-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"SSIMS, Bhilai",GENERAL MEDICINE,"₹10,54,000*","₹67,000",1,"₹10,00,000",896,-,-,-,-,-,44(1),-,-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",OBG,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,36(3),71(3),-,-,-,35(1),46(2),-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Govt Med Coll, Ambikapur",GENERAL SURGERY,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,-,-,-,-,78(1),78(1),-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Govt Med Coll, Ambikapur",OBG,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,-,-,-,-,-,79(1),-,-,-
CG MBBS or Ins,OBC-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",OBG,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,66(1),82(1),-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIO DIAGNOSIS,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,45(1),39(1),-,-,-,100(1),-,-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"CIMS, Bilaspur",PSYCHIATRY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,102(1),97(1),-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",DERMATOLOGY,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,41(1),103(1),-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"CIMS, Bilaspur",DERMATOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,-,48(1),-,108(1),-
CG MBBS or Ins,OBC,Chhattisgarh,"Pt JNM Med Coll, Raipur",TBRD,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,67(1),110(1),-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Raipur IMS, Raipur",RADIO DIAGNOSIS,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,113(1),-,-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",GENERAL MEDICINE,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,121(1),-,-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL MEDICINE,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,206(1),-,-,-,128(1),-,-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"CIMS, Bilaspur",ORTHOPAEDICS,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,45(1),133(1),-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Pt JNM Med Coll, Raipur",ENT,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,133(1),-,-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Govt Med Coll, Ambikapur",OBG,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,-,-,-,-,82(1),134(1),-,-,-
CG MBBS or Ins,SC-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",OPHTHALMOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,284(1),250(1),-,-,-,137(1),-,-,-,-
CG MBBS or Ins,SC-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",PAEDIATRICS,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,-,137(1),-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",ORTHOPAEDICS,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,138(1),-,-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Raipur IMS, Raipur",GENERAL MEDICINE,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,134(1),181(1),-,-,-,81(1),149(1),-,-,-
CG MBBS or Ins,OBC-Female,Chhattisgarh,"CIMS, Bilaspur",PSYCHIATRY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,-,150(1),-,-,-
CG MBBS or Ins,SC-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL MEDICINE,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,65(1),-,-,-,-,-,155(1),-,-,-
CG MBBS or Ins,SC-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",OBG,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,155(1),-,-,-,-
CG MBBS or Ins,EWS,Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL MEDICINE,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,120(1),-,-,-,-,156(1),-,-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"SSIMS, Bhilai",OBG,"₹10,54,000*","₹67,000",1,"₹10,00,000",896,-,-,-,-,-,157(1),-,-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"Pt JNM Med Coll, Raipur",OBG,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,-,163(1),-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Raipur IMS, Raipur",PAEDIATRICS,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,232(1),-,-,-,-,164(2),-,-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OBG,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,125(1),165(1),-,-,-
CG MBBS or Ins,ST-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",DERMATOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,167(1),-,-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"CIMS, Bilaspur",OPHTHALMOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,68(1),171(1),-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",ENT,"₹20,000*","₹67,500",2*,"₹50,00,000*",650,-,-,-,-,-,149(1),172(1),-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"SSIMS, Bhilai",PAEDIATRICS,"₹10,54,000*","₹67,000",1,"₹10,00,000",896,107(1),96(1),-,-,-,103(1),177(1),-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Raipur IMS, Raipur",ENT,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,179(1),-,-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"SSIMS, Bhilai",TBRD,"₹10,54,000*","₹67,000",1,"₹10,00,000",896,-,-,-,-,-,177(1),191(1),-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Govt Med Coll, Ambikapur",ANAESTHESIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,171(1),-,-,-,134(1),193(1),-,-,-
CG MBBS or Ins,EWS,Chhattisgarh,"Pt JNM Med Coll, Raipur",PAEDIATRICS,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,114(1),-,-,-,-,195(1),-,-,-,-
CG MBBS or Ins,OBC-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",ENT,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,-,197(1),-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"Govt Med Coll, Ambikapur",PAEDIATRICS,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,-,-,-,-,163(1),199(1),-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Raipur IMS, Raipur",PAEDIATRICS,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,203(1),-,-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"CIMS, Bilaspur",ANAESTHESIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,150(1),227(1),-,-,-
CG MBBS or Ins,SC-Female,Chhattisgarh,"CIMS, Bilaspur",GENERAL SURGERY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,228(1),-,-,-,-
CG MBBS or Ins,EWS,Chhattisgarh,"Pt JNM Med Coll, Raipur",ANAESTHESIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,235(1),-,-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"CIMS, Bilaspur",ENT,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,160(1),247(1),-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",GENERAL SURGERY,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,249(2),244(2),-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OPHTHALMOLOGY,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,251(2),-,-,-,-
CG MBBS or Ins,OBC-Female,Chhattisgarh,"Raipur IMS, Raipur",PAEDIATRICS,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,-,254(1),-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Raipur IMS, Raipur",GENERAL SURGERY,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,257(2),359(1),-,-,-,250(1),262(1),-,-,-
CG MBBS or Ins,EWS,Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL SURGERY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,263(1),-,-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL MEDICINE,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,271(3),-,-,-,-,273(2),-,-,-,-
CG MBBS or Ins,ST-Female,Chhattisgarh,"CIMS, Bilaspur",DERMATOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,185(1),-,-,-,-,275(1),-,-,-,-
CG MBBS or Ins,ST-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",OBG,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,307(2),272(1),-,-,-,288(1),-,-,-,-
CG MBBS or Ins,ST-Female,Chhattisgarh,"CIMS, Bilaspur",OBG,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,289(1),-,-,-,-
CG MBBS or Ins,EWS,Chhattisgarh,"CIMS, Bilaspur",GENERAL SURGERY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,293(1),-,-,-,-
CG MBBS or Ins,ST-Female,Chhattisgarh,"CIMS, Bilaspur",GENERAL MEDICINE,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,272(1),-,-,-,-,298(1),298(1),-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"SSIMS, Bhilai",ORTHOPAEDICS,"₹10,54,000*","₹67,000",1,"₹10,00,000",896,-,-,34(1),386(1),-,255(2),320(1),-,-,-
CG MBBS or Ins,OBC-Female,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OPHTHALMOLOGY,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,342(1),-,-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"SSIMS, Bhilai",RADIO DIAGNOSIS,"₹10,54,000*","₹67,000",1,"₹10,00,000",896,328(1),-,-,-,-,243(1),350(1),-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"Pt JNM Med Coll, Raipur",ANAESTHESIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,256(1),356(1),-,-,-
CG MBBS or Ins,ST-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",PAEDIATRICS,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,360(1),-,-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Raipur IMS, Raipur",PSYCHIATRY,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,364(2),347(1),-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Pt JNM Med Coll, Raipur",PATHOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,233(1),331(1),55(1),123(1),-,171(1),375(1),-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"SSIMS, Bhilai",ORTHOPAEDICS,"₹10,54,000*","₹67,000",1,"₹10,00,000",896,357(1),-,-,-,-,317(1),394(1),-,-,-
CG MBBS or Ins,SC-Female,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",GENERAL MEDICINE,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,396(1),-,-,-,-
CG MBBS or Ins,ST-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",GENERAL SURGERY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,397(1),-,-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"Pt JNM Med Coll, Raipur",PAEDIATRICS,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,403(1),-,-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"Pt JNM Med Coll, Raipur",ORTHOPAEDICS,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,297(1),-,-,-,-,409(1),210(1),-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",GENERAL SURGERY,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,411(1),-,-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Raipur IMS, Raipur",ORTHOPAEDICS,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,418(1),-,-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"CIMS, Bilaspur",OBG,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,332(1),-,-,-,-,-,419(1),-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",ANAESTHESIOLOGY,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,426(1),-,-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"Govt Med Coll, Ambikapur",GENERAL MEDICINE,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,-,-,-,-,431(1),-,-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"SSIMS, Bhilai",GENERAL SURGERY,"₹10,54,000*","₹67,000",1,"₹10,00,000",896,251(2),344(2),-,-,-,304(2),-,-,433(1),-
CG MBBS or Ins,UR,Chhattisgarh,"Raipur IMS, Raipur",ORTHOPAEDICS,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,234(1),-,-,-,-,412(2),436(1),-,-,-
CG MBBS or Ins,SC-Female,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OBG,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,437(1),-,-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Raipur IMS, Raipur",GENERAL SURGERY,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,441(1),-,-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"SSIMS, Bhilai",ANAESTHESIOLOGY,"₹10,54,000*","₹67,000",1,"₹10,00,000",896,318(1),-,-,-,-,408(2),449(1),-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",ANAESTHESIOLOGY,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,445(2),454(1),-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",ANAESTHESIOLOGY,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,461(1),-,-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Govt Med Coll, Ambikapur",PATHOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,-,-,-,-,318(1),466(1),-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Raipur IMS, Raipur",ANAESTHESIOLOGY,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,323(1),-,-,-,-,-,470(1),-,-,-
CG MBBS or Ins,ST-Female,Chhattisgarh,"Pt JNM Med Coll, Raipur",ANAESTHESIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,382(1),-,-,-,-,475(2),-,-,-,-
CG MBBS or Ins,OBC-Female,Chhattisgarh,"SSIMS, Bhilai",TBRD,"₹10,54,000*","₹67,000",1,"₹10,00,000",896,259(1),-,-,-,-,480(1),-,-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Raipur IMS, Raipur",ANAESTHESIOLOGY,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,486(1),-,-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Raipur IMS, Raipur",ANAESTHESIOLOGY,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,296(1),475(3),-,-,-,464(3),496(2),-,-,-
CG MBBS or Ins-NRI,UR-Female,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",GENERAL MEDICINE,"₹75,15,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,505(1),-,-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",ANAESTHESIOLOGY,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,521(1),521(1),-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",EMERGENCY MEDICINE,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,227(1),428(1),-,541(1),-
CG MBBS or Ins,ST-Female,Chhattisgarh,"Govt Med Coll, Ambikapur",OPHTHALMOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,380(1),353(1),-,-,-,542(1),-,-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Pt JNM Med Coll, Raipur",MICROBIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,550(1),-,-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Pt JNM Med Coll, Raipur",MICROBIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,559(1),-,-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",OPHTHALMOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",500,379(1),402(1),-,-,-,535(1),570(1),-,-,-
CG MBBS or Ins,UR-Female,Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",SPM,"₹20,000*","₹67,500",2*,"₹50,00,000*",650,-,-,-,-,-,587(1),-,-,-,-
CG MBBS or Ins,SC-Female,Chhattisgarh,"Raipur IMS, Raipur",OBG,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,588(1),-,-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"Govt Med Coll, Ambikapur",ANAESTHESIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,415(1),428(1),-,-,-,514(1),608(1),-,-,-
CG MBBS or Ins,ST-Female,Chhattisgarh,"Govt Med Coll, Ambikapur",ENT,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,-,-,-,-,583(1),620(1),-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"Pt JNM Med Coll, Raipur",RADIATION ONCOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,416(1),622(1),-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"Pt JNM Med Coll, Raipur",PATHOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,372(1),-,-,-,-,384(1),635(1),-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"BaliramKashyap NDMC, Jagdalpur",FORENSIC MEDICINE,"₹20,000*","₹67,500",2*,"₹50,00,000*",500,536(1),635(1),-,-,-,640(1),-,-,-,-
CG MBBS or Ins,ST-Female,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",OBG,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,645(2),-,-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"Pt JNM Med Coll, Raipur",PATHOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,511(2),-,-,-,-,650(1),-,-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"SSIMS, Bhilai",PAEDIATRICS,"₹10,54,000*","₹67,000",1,"₹10,00,000",896,477(1),-,-,-,-,655(1),-,-,-,-
CG MBBS or Ins,EWS,Chhattisgarh,"Pt JNM Med Coll, Raipur",PATHOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,334(1),656(1),-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"CIMS, Bilaspur",MICROBIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,660(1),-,-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Govt Med Coll, Ambikapur",PHYSIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,649(1),244(1),367(1),-,-,695(1),-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"CIMS, Bilaspur",PATHOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,-,-,-,675(1),696(1)
CG MBBS or Ins,OBC-Female,Chhattisgarh,"Raipur IMS, Raipur",PATHOLOGY,"₹7,92,600*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,698(1),-,-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Raipur IMS, Raipur",SPM,"₹7,92,600*","₹67,000",1,"₹25,00,000",650,-,697(3),-,-,-,-,716(1),-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Pt JNM Med Coll, Raipur",BIOCHEMISTRY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,576(1),584(1),-,342(1),-,633(1),728(1),-,-,-
CG MBBS or Ins-NRI,UR,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",RADIO DIAGNOSIS,"₹75,15,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,-,-,-,729(1),-
CG MBBS or Ins,SC-Female,Chhattisgarh,"CIMS, Bilaspur",BIOCHEMISTRY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,-,730(1),-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"Raipur IMS, Raipur",ENT,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,731(1),-,-,-,-
CG MBBS or Ins,UR,Chhattisgarh,"Govt Med Coll, Ambikapur",SPM,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,-,-,-,-,-,-,-,736(1),-
CG MBBS or Ins,ST-Female,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",GENERAL MEDICINE,"₹10,54,000*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,747(1),-,-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"SSIMS, Bhilai",PATHOLOGY,"₹8,48,200*","₹67,000",1,"₹10,00,000",896,609(1),621(1),276(1),-,-,756(1),-,-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"Govt Med Coll, Ambikapur",PATHOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,-,-,-,-,723(1),762(1),-,-,-
CG MBBS or Ins,SC-Female,Chhattisgarh,"SSIMS, Bhilai",OPHTHALMOLOGY,"₹10,54,000*","₹67,000",1,"₹10,00,000",896,-,-,-,-,-,764(1),-,-,-,-
CG MBBS or Ins,ST-Female,Chhattisgarh,"Raipur IMS, Raipur",PAEDIATRICS,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,776(2),-,-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"Lakhi Ram Agrawal, Raigarh",SPM,"₹20,000*","₹67,500",2*,"₹50,00,000*",650,-,-,-,-,-,783(1),-,-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"Pt JNM Med Coll, Raipur",MICROBIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,604(1),-,-,-,787(1),-,-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"CIMS, Bilaspur",PHARMACOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,595(1),665(1),256(1),-,-,788(1),760(1),-,-,-
CG MBBS or Ins,OBC-Female,Chhattisgarh,"Shri Balaji Inst of MS, Raipur",SPM,"₹8,48,200*",Info not available,1,"₹25,00,000",-,-,-,-,-,-,790(1),-,-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Pt JNM Med Coll, Raipur",PHYSIOLOGY,"₹20,000*","₹67,500",2*,"₹50,00,000*",1246,-,-,-,-,-,-,790(1),-,-,-
CG MBBS or Ins,OBC,Chhattisgarh,"Raipur IMS, Raipur",PATHOLOGY,"₹7,92,600*","₹67,000",1,"₹25,00,000",650,-,711(1),-,-,-,-,794(1),-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"Govt Med Coll, Ambikapur",SPM,"₹20,000*","₹67,500",2*,"₹50,00,000*",785,-,627(1),-,-,-,796(1),-,-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"Raipur IMS, Raipur",PATHOLOGY,"₹7,92,600*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,797(1),-,-,-,-
CG MBBS or Ins,SC,Chhattisgarh,"CIMS, Bilaspur",BIOCHEMISTRY,"₹20,000*","₹67,500",2*,"₹50,00,000*",550,-,-,-,-,-,802(1),-,-,-,-
CG MBBS or Ins,ST,Chhattisgarh,"Raipur IMS, Raipur",ORTHOPAEDICS,"₹9,84,500*","₹67,000",1,"₹25,00,000",650,-,-,-,-,-,805(1),-,-,-,-
