Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 3.5,CR 2024 4,CR 2024 5
TN Govt Quota,MBC Open,Tamil Nadu,"KAPV Med Coll, Trichy",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,1346(1),2219(1),2219(1),-,-,1165(1),1578(1),2767(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"KAPV Med Coll, Trichy",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,1245(2),1245(2),1245(2),-,-,2538(2),2764(2),2776(2),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Kilpauk Med Coll, Chennai",RADIATION ONCOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,-,-,-,-,-,1325(1),1691(1),2790(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Tirunelveli Med Coll,OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,1696(1),2414(1),2490(1),-,-,1186(1),1635(1),2794(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Thanjavur Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,517(1),517(1),517(1),-,-,2784(1),2784(1),2796(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Madras Med Coll, Chennai",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,684(1),1807(1),1807(1),-,-,1630(1),2785(1),2797(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Kilpauk Med Coll, Chennai",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,2554(1),2554(1),2554(1),-,-,2789(1),2789(1),2801(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",TBRD,"₹3,50,000*","₹10,000*",0,₹0,550,-,5722(1),5722(1),-,-,-,-,2803(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Sri Muthukumaran, Chennai",GENERAL SURGERY,"₹3,50,000*","₹25,000",0,₹0,720,2168(1),2529(1),2529(1),-,-,1725(1),1725(1),2804(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,2650(1),2650(1),2650(1),-,-,4935(1),2804(1),2816(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Reg CancerCenter,Adyar,Chennai",RADIATION ONCOLOGY,"₹3,50,000*","₹48,000",0,₹0,535,2191(1),3498(1),3498(1),-,-,1738(1),1937(1),2817(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Tagore Med Coll, Chennai",ORTHOPAEDICS,"₹3,50,000*","₹35,000*",0,₹0,818,-,-,-,-,-,-,-,2828(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"KAPV Med Coll, Trichy",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,971(1),971(1),971(1),-,-,1391(1),1780(1),2833(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,1378(3),1378(3),1378(3),-,-,2764(3),2822(3),2834(3),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Chengalpattu Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,299(1),299(1),299(1),-,-,1314(1),1314(1),2835(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Theni Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,1248(1),1248(1),1248(1),-,-,3234(1),3234(1),2836(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madurai Med Coll, Madurai",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,1692(2),1692(2),1692(2),-,-,2255(2),2255(2),2837(2),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",ENT,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,2092(1),2092(1),2841(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,1225(2),1547(2),1547(2),-,-,2844(2),2844(2),2856(2),-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,"Govt Med Coll, Omandurar",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,1197(1),1197(1),1197(1),-,-,1583(1),1583(1),2861(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Govt Villupuram Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,1524(1),2320(1),2221(1),2751(1),-,1278(1),1733(1),2862(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Coimbatore Med Coll,OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,1663(1),1911(1),2792(1),3842(1),-,1392(1),1932(1),2869(1),-,-,-
TN Govt Quota,SCA Serv,Tamil Nadu,"Madurai Med Coll, Madurai",RADIO DIAGNOSIS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,1335(1),1335(1),1335(1),-,-,2858(1),2858(1),2870(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Rajah Muthiah, Annamalainagar",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,1475(1),2465(1),2465(1),-,-,1258(1),1590(1),2874(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,Govt Vellore Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,2144(1),3543(1),3543(1),-,-,2378(1),2863(1),2875(1),-,-,-
TN-CMC Minority 20,CMC 20% Minority,Tamil Nadu,"CMC, Vellore",GERIATRICS,"₹65,470*","₹51,000",2,"₹40,00,000",2879,-,1690(1),1690(1),-,-,761(1),761(1),2877(1),-,-,-
TN-CMC Minority 20,CMC 20% Minority,Tamil Nadu,"CMC, Vellore",PHARMACOLOGY,"₹65,470*","₹51,000",0,₹0,2879,4885(1),6074(1),6972(1),-,-,2875(1),2875(1),2887(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Kilpauk Med Coll, Chennai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,3115(1),3773(1),3773(1),-,-,2443(1),2888(1),2900(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",GENERAL MEDICINE,"₹3,50,000*","₹10,000*",0,₹0,550,-,-,-,-,-,992(1),1652(1),2901(1),-,-,-
TN Govt Quota,SCA Open,Tamil Nadu,Govt Thiruvannamalai Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",500,2786(1),2786(1),2786(1),-,-,2195(1),2195(1),2905(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,1694(1),1694(1),1694(1),-,-,2894(1),2894(1),2906(1),-,-,-
MBC Open,Tamil Nadu,Govt Theni Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,1501(1),2294(1),2320(1),-,-,1239(1),1655(1),2907(1),-,-,-,
TN Govt Quota,BC Open,Tamil Nadu,Govt Thiruvarur Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,1459(1),2428(1),1450(1),-,-,1294(1),1587(1),2919(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Kilpauk Med Coll, Chennai",ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,3117(1),4104(1),4104(1),-,-,2746(1),2914(1),2926(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Madras Med Coll, Chennai",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,2925(1),2925(1),2925(1),-,-,2916(1),2916(1),2928(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Vellore Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2858,1831(2),1831(2),1831(2),-,-,3185(2),2917(2),2929(2),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Velammal Med Col, Madurai",OPHTHALMOLOGY,"₹3,50,000*","₹37,000*",0,₹0,1024,-,-,-,-,-,1618(1),1618(1),2931(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",OBG,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,1306(1),1306(1),2932(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Chengalpattu Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,1019(1),1019(1),1019(1),-,-,2934(1),2934(1),2946(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Coimbatore Med Coll,PSYCHIATRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,3432(1),3432(1),3432(1),-,-,2935(1),2935(1),2947(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,Govt Sivagangai Med Coll,ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,1510(1),2199(1),2199(1),-,-,1293(1),1588(1),2948(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Rajah Muthiah, Annamalainagar",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,1595(1),2419(1),2499(1),2907(1),3585(1),1390(1),1584(1),2954(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Sri Muthukumaran, Chennai",GENERAL MEDICINE,"₹3,50,000*","₹25,000",0,₹0,720,1578(1),1578(1),1578(1),-,-,-,-,2963(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,Melmaruvathur Adiparasakthi,ENT,"₹3,50,000*","₹35,000*",0,₹0,700,2613(1),2971(1),3616(1),-,-,1471(1),1704(1),2966(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Tirunelveli Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,1646(1),2235(1),2235(1),-,-,2966(1),2966(1),2978(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Kilpauk Med Coll, Chennai",PMR,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,-,-,-,-,-,2237(1),2968(1),2980(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Stanley Med Coll, Chennai",SPM,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,2548(1),4034(1),4034(1),-,-,2079(1),2971(1),2983(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Madras Med Coll, Chennai",OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,2821(1),3115(1),3115(1),-,-,1904(1),2973(1),2985(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Mohan Kumaramangalam, Salem",PSYCHIATRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,1789(1),2176(1),2048(1),-,-,1382(1),1792(1),2987(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",GENERAL MEDICINE,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,2977(1),2977(1),2989(1),-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",GENERAL SURGERY,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,2990(1),2990(1),3002(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",EMERGENCY MEDICINE,"₹3,50,000*","₹10,000*",0,₹0,550,-,-,-,-,-,-,-,3013(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",GENERAL SURGERY,"₹3,50,000*","₹10,000*",0,₹0,550,-,3276(1),3276(1),-,-,-,-,3014(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Madras Med Coll, Chennai",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,670(2),670(2),670(2),-,-,2229(2),2229(2),3016(2),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Rajah Muthiah, Annamalainagar",PSYCHIATRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,-,-,-,-,-,3005(1),3005(1),3017(1),-,-,-
TN Govt Quota,SCA Open,Tamil Nadu,Govt Thiruvarur Med Coll,GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,3562(1),3600(1),3600(1),-,-,3014(1),3014(1),3026(1),-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,Coimbatore Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,1360(1),2081(1),2081(1),-,-,1128(1),1665(1),3027(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"ESI PGIMSR, KK Nagar, Chennai",PSYCHIATRY,"₹2,50,000*","₹1,11,780*",2*,"₹10,00,000*",470,-,-,-,-,-,1219(1),1650(1),3041(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,"Mohan Kumaramangalam, Salem",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,2504(1),2504(1),2504(1),-,-,3030(1),3030(1),3042(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"KAPV Med Coll, Trichy",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,3072(1),3898(1),3794(1),-,-,2633(1),3041(1),3053(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Sivagangai Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,884(1),884(1),884(1),-,-,2491(1),2491(1),3054(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Coimbatore Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,2048(1),2048(1),1805(1),-,-,1154(1),1154(1),3055(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Madurai Med Coll, Madurai",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,1909(1),2172(1),2172(1),-,-,391(1),808(1),3069(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Madurai Med Coll, Madurai",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,1848(1),3573(1),3632(1),-,-,1916(1),3059(1),3071(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",TBRD,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,-,-,-,-,-,2168(1),2824(1),3072(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Theni Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,3091(1),3091(1),3091(1),-,-,3061(1),3061(1),3073(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Thiruvannamalai Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",500,1222(1),2021(1),2021(1),-,-,3062(1),3062(1),3074(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"KAPV Med Coll, Trichy",GENERAL SURGERY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",2500,2970(1),3000(1),2948(1),-,-,1980(1),2575(1),3080(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,1003(1),1162(1),1162(1),-,-,2603(1),2825(1),3094(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Mohan Kumaramangalam, Salem",BIOCHEMISTRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1642,5521(1),5692(1),5692(1),-,-,3886(1),5671(1),3095(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Govt Villupuram Med Coll,PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,1279(1),1396(1),1396(1),-,-,890(1),3084(1),3096(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,1377(1),1351(1),1948(1),-,-,3086(1),3086(1),3098(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Madha Medical College, Chennai",GENERAL MEDICINE,"₹3,50,000*",Info not available,0,₹0,-,-,-,-,-,-,1097(1),1234(1),3100(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Rajah Muthiah, Annamalainagar",PAEDIATRICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1400,1396(1),1645(1),1645(1),-,-,3094(1),3094(1),3106(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",GENERAL SURGERY,"₹3,50,000*","₹35,000*",0,₹0,1575,-,3114(1),-,-,-,-,-,3108(2),-,-,-
TN-CMC Minority 20,CMC 20% Minority,Tamil Nadu,"CMC, Vellore",ENT,"₹65,470*","₹51,000",2,"₹40,00,000",2879,1960(2),1960(2),1960(2),-,-,1065(2),1202(2),3119(2),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Tagore Med Coll, Chennai",GENERAL SURGERY,"₹3,50,000*","₹35,000*",0,₹0,818,2241(1),3452(1),3452(1),-,-,1334(1),1852(1),3120(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",PSYCHIATRY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,3380(1),3380(1),3380(1),-,-,3111(1),3111(1),3123(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"CMC, Vellore",ANAESTHESIOLOGY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,3491(1),3491(1),3898(1),-,-,2888(1),3119(1),3131(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Villupuram Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,1850(1),1871(1),1871(1),-,-,2917(1),3122(1),3134(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Govt Med Coll, Omandurar",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",Info Not Available,1591(1),1591(1),1591(1),-,-,3123(1),3123(1),3135(1),-,-,-
SC Open,Tamil Nadu,"Madurai Med Coll, Madurai",ANAESTHESIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,2669(1),3485(1),3996(1),-,-,2207(1),2726(1),3139(1),-,-,-,
,,,,,,,,,,,,,,,,,,,,
TN-CMC Minority 20,CMC 20% Minority,Tamil Nadu,"CMC, Vellore",ANAESTHESIOLOGY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,2388(6),3135(6),3135(6),5998(1),-,1221(7),1628(7),3141(7),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Madha Medical College, Chennai",OBG,"₹3,50,000*",Info not available,0,₹0,-,2478(1),2478(1),2478(1),-,-,1736(1),2321(1),3143(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,Govt Theni Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",940,1872(1),3632(1),3651(1),-,-,2589(1),3132(1),3144(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Velammal Med Col, Madurai",ANAESTHESIOLOGY,"₹3,50,000*","₹37,000*",0,₹0,1024,1742(1),1742(1),1742(1),-,-,1664(1),1664(1),3146(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Velammal Med Col, Madurai",DERMATOLOGY,"₹3,50,000*","₹37,000*",0,₹0,1024,1994(1),2047(1),2047(1),-,-,3138(1),3138(1),3150(1),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,Tirunelveli Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,1921(1),1921(1),1921(1),-,-,3139(1),3139(1),3151(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Dhanalakshmi Srin, Perambalur",GENERAL SURGERY,"₹3,50,000*","₹35,000*",0,₹0,800,-,-,-,-,-,-,-,3167(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,Tirunelveli Med Coll,ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,2687(1),3020(1),3020(1),-,-,2992(1),3157(1),3169(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Tirunelveli Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,1728(1),1728(1),1728(1),-,-,2465(1),2465(1),3180(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,"Madras Med Coll, Chennai",EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,-,-,-,-,-,3169(1),3169(1),3181(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Govt Thoothukudi Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1212,1832(1),1450(1),1191(1),-,-,1951(1),3170(1),3182(1),-,-,-
TN-CMC Minority 20,CMC 20% Minority,Tamil Nadu,"CMC, Vellore",PSYCHIATRY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,3473(2),3473(2),3473(2),-,-,1539(2),2186(2),3187(2),-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,"Madras Med Coll, Chennai",PHYSIOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,4639(1),6487(1),6941(1),-,-,3182(1),3182(1),3194(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,"Madras Med Coll, Chennai",IHBT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,3615(1),1546(1),1546(1),-,-,1691(1),2580(1),3196(1),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Chengalpattu Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",700,1806(1),1806(1),1806(1),-,-,2707(1),3185(1),3197(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Coimbatore Med Coll,ENT,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,1863(1),2452(1),2452(1),-,-,1411(1),1549(1),3209(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,"Stanley Med Coll, Chennai",SPM,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,4333(1),3313(1),3313(1),-,-,3198(1),3198(1),3210(1),-,-,-
TN-CMC Minority 20,CMC 20% Minority,Tamil Nadu,"CMC, Vellore",SPM,"₹65,470*","₹51,000",0,₹0,2879,3784(1),4166(1),4800(1),-,-,2588(1),3204(1),3216(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"KarpagaVinayaga,Maduranthagam",EMERGENCY MEDICINE,"₹3,50,000*","₹10,000*",0,₹0,550,2743(1),3749(1),3749(1),-,-,1520(1),2372(1),3218(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Madras Med Coll, Chennai",PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",7285,1559(2),2754(2),1886(2),2407(1),-,546(2),1872(2),3220(2),-,-,-
TN Govt Quota,BC Serv,Tamil Nadu,Govt Thiruvarur Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",555,1852(1),1852(1),1852(1),-,-,3217(1),3217(1),3229(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Karpagam Faculty, Coimbatore",ANAESTHESIOLOGY,"₹3,50,000*","₹38,000*",0,₹0,675,2939(1),3616(1),3762(1),4165(1),-,2250(1),2628(1),3232(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,Coimbatore Med Coll,GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,867(1),867(1),867(1),-,-,2825(1),3168(1),3246(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Sri Muthukumaran, Chennai",ANAESTHESIOLOGY,"₹3,50,000*","₹25,000",0,₹0,720,3211(1),3211(1),3211(1),-,-,1764(1),1764(1),3258(1),-,-,-
TN Govt Quota,OC Open,Tamil Nadu,"Rajah Muthiah, Annamalainagar",DLO,"₹50,000*","₹52,451*",1*,"₹20,00,000*",1400,1602(1),3912(1),2861(1),-,-,2224(1),3159(1),3260(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Stanley Med Coll, Chennai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1661,1934(1),1934(1),2284(1),-,-,1793(1),2270(1),3261(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Kilpauk Med Coll, Chennai",OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,1987(1),1826(1),1826(1),-,-,1897(1),2369(1),3286(1),-,-,-
TN Govt Quota,MBC Serv,Tamil Nadu,"Kilpauk Med Coll, Chennai",GENERAL MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1700,1719(2),1868(2),1868(2),-,-,3018(2),3082(2),3292(2),-,-,-
TN-CMC Minority 20,CMC 20% Minority,Tamil Nadu,"CMC, Vellore",RADIATION ONCOLOGY,"₹65,470*","₹51,000",2,"₹40,00,000",2879,2985(2),2985(2),2985(2),-,-,1352(1),1976(1),3299(1),-,-,-
TN Govt Quota,BC Open,Tamil Nadu,"Trichy SRM Med Coll, Trichy",GENERAL SURGERY,"₹3,50,000*","₹35,000*",0,₹0,1575,-,-,-,-,-,1507(1),1400(1),3300(2),-,-,-
TN Govt Quota,SC Serv,Tamil Nadu,Thanjavur Med Coll,OBG,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1466,3709(1),3709(1),3709(1),-,-,3290(1),3290(1),3302(1),-,-,-
TN Govt Quota,OC Serv,Tamil Nadu,Coimbatore Med Coll,OPHTHALMOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1182,2124(1),2124(1),2124(1),-,-,3291(1),3291(1),3303(1),-,-,-
TN Govt Quota,BCM Open,Tamil Nadu,Govt Villupuram Med Coll,EMERGENCY MEDICINE,"₹50,000*","₹52,451*",2*,"₹40,00,000*",670,1235(1),2573(1),2397(1),-,-,1225(1),1519(1),3311(1),-,-,-
TN Govt Quota,SC Open,Tamil Nadu,"Madurai Med Coll, Madurai",ORTHOPAEDICS,"₹50,000*","₹52,451*",2*,"₹40,00,000*",3518,2142(1),2933(1),2933(1),-,-,2423(1),2423(1),3314(1),-,-,-
TN Govt Quota,MBC Open,Tamil Nadu,Tirunelveli Med Coll,PATHOLOGY,"₹50,000*","₹52,451*",2*,"₹40,00,000*",1737,2521(1),4203(1),4203(1),-,-,1747(1),2632(1),3315(1),-,-,-
