Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
PY-Govt Quota,UOB,Pondicherry,"SriVenkateswaraa, Pondicherry",ANAESTHESIOLOGY,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,-,-,296(1),-,-,-,-,196(1),301(1),384(1),-,-
PY-Govt Quota,UGE-MSP,Pondicherry,"PIMS, Pondicherry",TBRD,"₹7,95,000","₹43,000",0,₹0,740,-,-,-,-,-,-,-,389(1),390(1),393(1),-,-
PY-Govt Quota,UOB,Pondicherry,"SriVenkateswaraa, Pondicherry",PSYCHIATRY,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,-,-,-,-,-,-,-,236(1),382(1),396(1),-,-
PY-Govt Quota,UGE-FF,Pondicherry,"SriVenkateswaraa, Pondicherry",RADIO DIAGNOSIS,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,-,-,-,-,-,-,-,-,89(1),403(1),-,-
PY-Govt Quota,UGE,Pondicherry,"SMVMCH, Pondicherry",PHYSIOLOGY,"₹1,00,000*",₹0*,0,₹0,900,-,-,-,-,-,-,-,253(1),-,405(1),-,-
PY-Govt Quota,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",SPM,"₹6,55,000*","₹7,000*",2*,Info not available*,1120,-,-,-,579(1),596(2),-,-,273(1),347(1),415(1),-,-
PY-Govt Quota,USC,Pondicherry,"SMVMCH, Pondicherry",PSYCHIATRY,"₹7,95,000",₹0*,0,₹0,900,-,-,-,-,-,-,-,311(1),346(1),421(1),-,-
PY-Govt Quota,UGE,Pondicherry,"SMVMCH, Pondicherry",SPM,"₹5,00,000*",₹0*,0,₹0,900,179(1),417(1),436(1),-,-,-,-,241(1),306(1),433(1),-,-
PY-Govt Quota,USC,Pondicherry,"IGMC & RI, Pondicherry",ANATOMY,"₹1,10,000*","₹43,000",0,₹0,750,-,-,-,-,-,-,-,330(1),-,436(1),-,-
PY-Govt Quota,USC,Pondicherry,"IGMC & RI, Pondicherry",FORENSIC MEDICINE,"₹1,10,000*","₹43,000",0,₹0,750,-,-,-,-,-,-,-,288(1),330(1),437(1),-,-
PY-Govt Quota,UGE,Pondicherry,"IGMC & RI, Pondicherry",PHARMACOLOGY,"₹1,10,000*","₹43,000",0,₹0,750,58(1),331(1),331(1),-,-,-,-,159(1),214(1),440(2),-,-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",TBRD,"₹23,90,000*",₹0*,0,₹0,900,58(1),427(1),733(1),-,-,-,-,82(2),315(2),453(2),-,-
PY-Govt Quota,USC,Pondicherry,"SriVenkateswaraa, Pondicherry",SPM,"₹6,55,000*","₹7,000*",2*,Info not available*,1120,333(1),-,429(1),-,-,-,-,372(1),378(1),459(1),-,-
PY-Govt Quota,UGE,Pondicherry,"PIMS, Pondicherry",MICROBIOLOGY,"₹6,55,000","₹43,000",0,₹0,740,204(1),346(1),346(1),-,-,-,-,178(1),305(1),463(1),-,-
PY-Govt Quota,UOB,Pondicherry,"IGMC & RI, Pondicherry",MICROBIOLOGY,"₹1,10,000*","₹43,000",0,₹0,750,-,-,-,-,-,-,-,192(1),333(1),472(1),-,-
PY-Govt Quota,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",PHARMACOLOGY,"₹1,00,000*","₹7,000*",0,₹0,1120,303(1),-,-,-,-,-,-,341(1),384(1),475(2),-,-
PY-Govt Quota,UGE,Pondicherry,"SMVMCH, Pondicherry",PATHOLOGY,"₹5,00,000*",₹0*,0,₹0,900,212(2),368(3),589(3),-,-,-,-,260(1),266(1),477(3),-,-
PY-Govt Quota,UMB,Pondicherry,"PIMS, Pondicherry",MICROBIOLOGY,"₹6,55,000","₹43,000",0,₹0,740,-,-,-,-,-,-,-,255(1),375(1),479(1),-,-
PY-Govt Quota,UGE,Pondicherry,"SMVMCH, Pondicherry",PHARMACOLOGY,"₹1,00,000*",₹0*,0,₹0,900,285(1),482(1),547(1),-,-,-,-,287(1),-,493(1),-,493(1)
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",GENERAL SURGERY,"₹23,90,000","₹43,000",0,₹0,740,-,575(3),558(2),-,-,-,-,-,-,569(3),1278(1),-
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",OPHTHALMOLOGY,"₹23,90,000","₹43,000",0,₹0,740,-,1401(2),1021(2),-,-,-,-,-,-,614(1),878(1),-
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",ANAESTHESIOLOGY,"₹23,90,000","₹43,000",0,₹0,740,-,1555(3),1565(3),-,-,-,-,-,-,679(3),1170(1),-
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",ENT,"₹23,90,000","₹43,000",0,₹0,740,-,878(1),878(1),-,-,-,-,-,-,689(2),-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",GENERAL MEDICINE,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,-,943(9),943(8),-,-,-,-,-,-,714(8),928(2),-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",ORTHOPAEDICS,"₹23,90,000*",₹0*,0,₹0,900,79(3),1242(3),910(3),-,-,-,-,185(3),611(3),786(3),-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",PAEDIATRICS,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,-,815(4),815(3),-,-,-,-,-,-,837(4),1206(2),-
PY Mgmt-Chris.Min,UGE,Pondicherry,"PIMS, Pondicherry",OBG,"₹23,90,000","₹43,000",0,₹0,740,-,-,-,-,-,-,-,866(1),-,866(1),-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",OBG,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,-,777(5),777(5),-,-,-,-,-,-,998(5),-,-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",OPHTHALMOLOGY,"₹23,90,000*",₹0*,0,₹0,900,131(3),1539(3),1541(3),-,-,-,-,228(2),1002(2),1002(2),-,-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",GENERAL SURGERY,"₹23,90,000*",₹0*,0,₹0,900,91(5),856(5),856(5),-,-,-,-,121(4),626(4),1024(4),-,-
PY Mgmt-Chris.Min,UGE,Pondicherry,"PIMS, Pondicherry",PAEDIATRICS,"₹23,90,000","₹43,000",0,₹0,740,-,-,-,-,-,-,-,1176(1),1176(1),1176(1),-,-
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",PSYCHIATRY,"₹23,90,000","₹43,000",0,₹0,740,-,1130(1),1130(1),-,-,-,-,-,-,1179(2),-,-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",ANAESTHESIOLOGY,"₹23,90,000*",₹0*,0,₹0,900,99(6),-,1832(6),-,-,-,-,236(6),1226(6),1226(6),1372(1),-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",EMERGENCY MEDICINE,"₹33,00,000*","₹7,000*",2*,Info not available*,1120,-,1604(1),1737(1),-,-,-,-,-,-,1288(2),1572(1),-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",ENT,"₹23,90,000*",₹0*,0,₹0,900,147(3),1621(1),1654(3),1816(1),-,-,-,229(3),850(3),1346(3),-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",OPHTHALMOLOGY,"₹33,00,000*","₹7,000*",2*,Info not available*,1120,-,1543(2),1548(2),-,-,-,1936(1),-,-,1356(3),-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",ORTHOPAEDICS,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,-,1569(4),1588(4),-,-,-,1586(1),-,-,1370(4),-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",ENT,"₹33,00,000*","₹7,000*",2*,Info not available*,1120,-,-,1682(2),-,-,-,-,-,-,1433(1),-,-
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",PATHOLOGY,"₹6,55,000","₹43,000",0,₹0,740,-,1549(2),1554(2),-,-,-,-,-,-,1501(2),-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",GENERAL SURGERY,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,-,1359(9),1359(9),-,-,-,-,-,-,1515(10),1564(4),-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",PSYCHIATRY,"₹23,90,000*",₹0*,0,₹0,900,159(3),1638(2),1684(3),-,-,-,-,241(3),1472(3),1535(3),-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",ANAESTHESIOLOGY,"₹33,00,000*","₹7,000*",2*,Info not available*,1120,-,-,1964(7),-,-,-,1839(1),-,-,1560(6),1556(2),-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",PSYCHIATRY,"₹33,00,000*","₹7,000*",2*,Info not available*,1120,-,-,1853(2),-,-,-,-,-,-,1567(1),1531(1),-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",PHARMACOLOGY,"₹1,00,000*",₹0*,0,₹0,900,361(2),-,-,-,-,-,-,661(2),-,1628(1),-,2035(1)
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",SPM,"₹6,55,000","₹43,000",0,₹0,740,-,1353(2),1569(2),-,-,-,-,-,-,1727(2),1770(1),-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",PHARMACOLOGY,"₹1,00,000*","₹7,000*",0,₹0,1120,-,-,-,-,-,2220(1),-,-,-,1735(1),-,2215(1)
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",PATHOLOGY,"₹5,00,000*",₹0*,0,₹0,900,253(3),1576(1),2135(2),1937(1),-,-,-,629(3),-,1753(3),-,-
PY Mgmt-TeluguMin,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",RADIO DIAGNOSIS,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,1231(3),460(1),460(1),-,-,-,-,1666(3),1666(3),1785(5),-,-
PY Mgmt-Chris.Min,UGE,Pondicherry,"PIMS, Pondicherry",RADIO DIAGNOSIS,"₹23,90,000","₹43,000",0,₹0,740,1418(2),1418(2),1418(2),-,-,-,-,-,-,1798(1),-,-
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",PHARMACOLOGY,"₹6,55,000","₹43,000",0,₹0,740,-,1556(1),-,1882(1),-,-,-,-,-,1818(1),-,-
PY Mgmt-Chris.Min,UGE,Pondicherry,"PIMS, Pondicherry",DERMATOLOGY,"₹23,90,000","₹43,000",0,₹0,740,-,-,-,-,-,-,-,864(1),864(1),1823(2),-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",PATHOLOGY,"₹13,05,000*","₹7,000*",2*,Info not available*,1120,-,-,2168(1),-,-,2181(1),-,-,-,1859(2),-,-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",SPM,"₹5,00,000*",₹0*,0,₹0,900,171(1),-,2090(1),-,-,-,-,508(2),-,1962(2),2079(1),-
PY Mgmt-TeluguMin,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",PAEDIATRICS,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,101(1),-,2044(1),-,-,-,-,-,-,1993(1),-,-
PY Mgmt-TeluguMin,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",GENERAL MEDICINE,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,1217(1),1217(1),1824(2),-,-,-,-,1103(1),-,2006(1),-,-
PY Mgmt-Chris.Min,UGE,Pondicherry,"PIMS, Pondicherry",TBRD,"₹23,90,000","₹43,000",0,₹0,740,-,-,-,-,-,-,-,-,-,2037(1),-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",SPM,"₹13,05,000*","₹7,000*",2*,Info not available*,1120,-,-,2048(1),2033(1),-,-,-,-,-,2124(2),-,2217(1)
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",MICROBIOLOGY,"₹1,00,000*","₹7,000*",0,₹0,1120,-,-,-,-,-,-,-,-,-,2172(1),-,2216(1)
PY Mgmt-TeluguMin,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",DERMATOLOGY,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,1079(1),-,1861(2),-,-,-,-,-,-,2182(2),-,-
PY Mgmt-TeluguMin,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",TBRD,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,-,-,-,-,-,-,-,-,-,2214(1),-,-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",PHYSIOLOGY,"₹1,00,000*",₹0*,0,₹0,900,364(2),-,-,-,-,-,-,40(1),-,-,-,-
PY-Govt Quota,UMB-FF,Pondicherry,"SriVenkateswaraa, Pondicherry",RADIO DIAGNOSIS,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,-,-,-,-,-,-,-,89(1),-,-,-,-
PY-Govt Quota,UGE-ESM,Pondicherry,"SriVenkateswaraa, Pondicherry",GENERAL MEDICINE,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,-,-,-,-,-,-,-,111(1),-,-,-,-
PY-Govt Quota,UOB,Pondicherry,"IGMC & RI, Pondicherry",PHARMACOLOGY,"₹1,10,000*","₹43,000",0,₹0,750,-,-,-,-,-,-,-,208(1),-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"PIMS, Pondicherry",ANATOMY,"₹6,55,000","₹43,000",0,₹0,740,-,-,-,580(1),-,-,-,218(1),-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"PIMS, Pondicherry",BIOCHEMISTRY,"₹6,55,000","₹43,000",0,₹0,740,133(1),-,-,-,-,-,-,225(1),-,-,-,-
PY-Govt Quota,UMB-FF,Pondicherry,"SriVenkateswaraa, Pondicherry",GENERAL SURGERY,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,-,-,-,-,-,-,-,254(1),-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"PIMS, Pondicherry",PHYSIOLOGY,"₹6,55,000","₹43,000",0,₹0,740,201(1),-,-,-,-,-,-,257(1),-,-,-,-
PY-Govt Quota,USC,Pondicherry,"SriVenkateswaraa, Pondicherry",GENERAL SURGERY,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,326(2),329(2),329(2),-,-,-,-,275(1),-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"SMVMCH, Pondicherry",ANATOMY,"₹1,00,000*",₹0*,0,₹0,900,257(2),-,-,-,-,-,-,305(1),-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"SMVMCH, Pondicherry",BIOCHEMISTRY,"₹1,00,000*",₹0*,0,₹0,900,309(1),-,593(1),-,-,-,-,312(1),-,-,-,-
PY-Govt Quota,USC-FF,Pondicherry,"SMVMCH, Pondicherry",OPHTHALMOLOGY,"₹7,95,000",₹0*,0,₹0,900,-,-,-,-,-,-,-,318(1),-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",ANATOMY,"₹1,00,000*","₹7,000*",0,₹0,1120,295(1),-,-,-,-,-,-,333(1),-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"SMVMCH, Pondicherry",ANATOMY,"₹1,00,000*",₹0*,0,₹0,900,-,-,-,-,-,-,-,344(1),-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"SMVMCH, Pondicherry",PHARMACOLOGY,"₹1,00,000*",₹0*,0,₹0,900,-,-,-,-,-,-,-,353(1),-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"SriVenkateswaraa, Pondicherry",MICROBIOLOGY,"₹1,00,000*","₹7,000*",0,₹0,1120,347(1),-,-,-,-,-,-,355(1),-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"SMVMCH, Pondicherry",PATHOLOGY,"₹5,00,000*",₹0*,0,₹0,900,-,-,-,-,-,-,-,266(1),360(1),-,-,-
PY-Govt Quota,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",PHYSIOLOGY,"₹1,00,000*","₹7,000*",0,₹0,1120,321(1),-,-,-,-,-,-,368(1),-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"SMVMCH, Pondicherry",PHYSIOLOGY,"₹1,00,000*",₹0*,0,₹0,900,-,-,-,-,-,-,-,378(1),-,-,-,-
PY-Govt Quota,UOB,Pondicherry,"SMVMCH, Pondicherry",PATHOLOGY,"₹5,00,000*",₹0*,0,₹0,900,-,-,-,-,-,-,-,328(1),380(1),-,-,-
PY-Govt Quota,USC,Pondicherry,"SriVenkateswaraa, Pondicherry",PHARMACOLOGY,"₹1,00,000*","₹7,000*",0,₹0,1120,-,-,-,-,-,-,-,383(1),-,-,-,-
PY-Govt Quota,UOB,Pondicherry,"SriVenkateswaraa, Pondicherry",ANATOMY,"₹1,00,000*","₹7,000*",0,₹0,1120,-,-,-,-,-,-,-,391(1),-,-,-,-
PY-Govt Quota,USC,Pondicherry,"SriVenkateswaraa, Pondicherry",MICROBIOLOGY,"₹1,00,000*","₹7,000*",0,₹0,1120,-,-,-,-,-,-,-,394(1),-,-,-,-
PY-Govt Quota,USC,Pondicherry,"PIMS, Pondicherry",PHYSIOLOGY,"₹6,55,000","₹43,000",0,₹0,740,-,-,-,-,-,-,-,413(1),-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"SMVMCH, Pondicherry",MICROBIOLOGY,"₹1,00,000*",₹0*,0,₹0,900,-,-,-,-,-,-,-,281(1),-,-,451(1),-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",BIOCHEMISTRY,"₹1,00,000*",₹0*,0,₹0,900,241(1),-,-,-,-,-,-,486(2),-,-,-,-
PY Mgmt-Chris.Min,UGE,Pondicherry,"PIMS, Pondicherry",ANAESTHESIOLOGY,"₹23,90,000","₹43,000",0,₹0,740,1564(1),-,-,-,-,-,-,587(1),-,-,-,-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",ANATOMY,"₹1,00,000*",₹0*,0,₹0,900,207(2),-,-,-,-,-,-,362(2),-,-,1839(1),-
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",MICROBIOLOGY,"₹6,55,000","₹43,000",0,₹0,740,-,-,-,-,-,-,-,-,-,-,1929(2),-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",ANATOMY,"₹1,00,000*","₹7,000*",0,₹0,1120,-,-,-,-,-,-,-,-,-,-,2107(1),-
PY Mgmt-Open,AGE,Pondicherry,"SMVMCH, Pondicherry",MICROBIOLOGY,"₹1,00,000*",₹0*,0,₹0,900,302(1),-,-,-,-,-,-,526(1),-,-,2154(1),-
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",DERMATOLOGY,"₹23,90,000","₹43,000",0,₹0,740,-,55(1),55(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UBM,Pondicherry,"PIMS, Pondicherry",DERMATOLOGY,"₹7,95,000","₹43,000",0,₹0,740,95(1),99(1),99(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB,Pondicherry,"SMVMCH, Pondicherry",GENERAL MEDICINE,"₹7,95,000",₹0*,0,₹0,900,63(1),101(1),101(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"SMVMCH, Pondicherry",RADIO DIAGNOSIS,"₹7,95,000",₹0*,0,₹0,900,104(1),104(1),104(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB,Pondicherry,"PIMS, Pondicherry",PAEDIATRICS,"₹7,95,000","₹43,000",0,₹0,740,30(1),107(1),112(1),-,-,-,-,-,-,-,-,-
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",PAEDIATRICS,"₹23,90,000","₹43,000",0,₹0,740,-,124(2),124(2),-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"IGMC & RI, Pondicherry",GENERAL SURGERY,"₹1,10,000*","₹43,000",0,₹0,750,135(1),135(1),135(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"IGMC & RI, Pondicherry",GENERAL MEDICINE,"₹1,10,000*","₹43,000",0,₹0,750,92(1),150(1),150(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"PIMS, Pondicherry",ANAESTHESIOLOGY,"₹7,95,000","₹43,000",0,₹0,740,61(2),161(2),161(2),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"SriVenkateswaraa, Pondicherry",DERMATOLOGY,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,88(1),169(1),169(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"PIMS, Pondicherry",TBRD,"₹7,95,000","₹43,000",0,₹0,740,32(1),119(1),175(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",OPHTHALMOLOGY,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,132(1),184(1),184(1),-,-,-,-,-,-,-,-,-
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",OBG,"₹23,90,000","₹43,000",0,₹0,740,-,192(2),192(2),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"PIMS, Pondicherry",ENT,"₹7,95,000","₹43,000",0,₹0,740,33(1),112(1),194(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"IGMC & RI, Pondicherry",OPHTHALMOLOGY,"₹1,10,000*","₹43,000",0,₹0,750,16(1),153(1),198(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"IGMC & RI, Pondicherry",ORTHOPAEDICS,"₹1,10,000*","₹43,000",0,₹0,750,8(1),64(1),201(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"PIMS, Pondicherry",ENT,"₹7,95,000","₹43,000",0,₹0,740,210(1),210(1),210(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",TBRD,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,84(1),211(1),211(1),-,-,-,-,-,-,-,-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",RADIO DIAGNOSIS,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,-,220(3),220(3),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB,Pondicherry,"SMVMCH, Pondicherry",OPHTHALMOLOGY,"₹7,95,000",₹0*,0,₹0,900,103(1),234(1),234(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"PIMS, Pondicherry",PATHOLOGY,"₹6,55,000","₹43,000",0,₹0,740,190(1),237(1),237(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"PIMS, Pondicherry",PHYSIOLOGY,"₹6,55,000","₹43,000",0,₹0,740,238(1),-,-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB-FF,Pondicherry,"SMVMCH, Pondicherry",ANAESTHESIOLOGY,"₹7,95,000",₹0*,0,₹0,900,241(1),-,-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"PIMS, Pondicherry",ORTHOPAEDICS,"₹7,95,000","₹43,000",0,₹0,740,151(1),255(1),255(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UBM,Pondicherry,"SriVenkateswaraa, Pondicherry",OBG,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,187(1),256(1),256(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UGE-FF,Pondicherry,"SMVMCH, Pondicherry",GENERAL MEDICINE,"₹7,95,000",₹0*,0,₹0,900,261(1),261(1),261(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB-FF,Pondicherry,"SriVenkateswaraa, Pondicherry",GENERAL MEDICINE,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,273(1),273(1),273(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB-FF,Pondicherry,"SMVMCH, Pondicherry",ANAESTHESIOLOGY,"₹7,95,000",₹0*,0,₹0,900,-,279(1),279(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB-FF,Pondicherry,"SriVenkateswaraa, Pondicherry",OBG,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,280(1),280(1),280(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"SMVMCH, Pondicherry",PAEDIATRICS,"₹7,95,000",₹0*,0,₹0,900,108(1),116(1),285(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"SMVMCH, Pondicherry",DERMATOLOGY,"₹7,95,000",₹0*,0,₹0,900,154(1),154(1),287(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB-FF,Pondicherry,"SriVenkateswaraa, Pondicherry",ANAESTHESIOLOGY,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,284(1),293(1),-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB,Pondicherry,"SMVMCH, Pondicherry",MICROBIOLOGY,"₹1,00,000*",₹0*,0,₹0,900,293(1),-,-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"SMVMCH, Pondicherry",PAEDIATRICS,"₹7,95,000",₹0*,0,₹0,900,308(1),308(1),308(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UEB,Pondicherry,"PIMS, Pondicherry",OBG,"₹7,95,000","₹43,000",0,₹0,740,27(1),332(1),332(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"SMVMCH, Pondicherry",TBRD,"₹7,95,000",₹0*,0,₹0,900,287(1),287(1),334(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB,Pondicherry,"SriVenkateswaraa, Pondicherry",PHARMACOLOGY,"₹1,00,000*","₹7,000*",0,₹0,1120,345(1),-,-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB,Pondicherry,"SriVenkateswaraa, Pondicherry",PHYSIOLOGY,"₹1,00,000*","₹7,000*",0,₹0,1120,346(1),-,-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"IGMC & RI, Pondicherry",PHARMACOLOGY,"₹1,10,000*","₹43,000",0,₹0,750,73(1),354(1),354(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"SMVMCH, Pondicherry",BIOCHEMISTRY,"₹1,00,000*",₹0*,0,₹0,900,356(1),-,-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"SriVenkateswaraa, Pondicherry",EMERGENCY MEDICINE,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,322(1),357(1),357(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"IGMC & RI, Pondicherry",ANATOMY,"₹1,10,000*","₹43,000",0,₹0,750,156(1),359(1),-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,UBM,Pondicherry,"PIMS, Pondicherry",ANATOMY,"₹6,55,000","₹43,000",0,₹0,740,379(1),-,-,-,-,-,-,-,-,-,-,-
