Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
PY-Govt Quota,UGE-ESM,Pondicherry,"SriVenkateswaraa, Pondicherry",PAEDIATRICS,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,115(1),384(1),384(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"SMVMCH, Pondicherry",PHYSIOLOGY,"₹1,00,000*",₹0*,0,₹0,900,386(1),-,-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"IGMC & RI, Pondicherry",PATHOLOGY,"₹1,10,000*","₹43,000",0,₹0,750,262(1),407(1),407(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UEB,Pondicherry,"IGMC & RI, Pondicherry",SPM,"₹1,10,000*","₹43,000",0,₹0,750,147(1),412(1),412(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB,Pondicherry,"SMVMCH, Pondicherry",PSYCHIATRY,"₹7,95,000",₹0*,0,₹0,900,207(1),290(1),418(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UGE-ESM,Pondicherry,"SMVMCH, Pondicherry",PATHOLOGY,"₹5,00,000*",₹0*,0,₹0,900,420(1),-,-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB-FF,Pondicherry,"SriVenkateswaraa, Pondicherry",GENERAL SURGERY,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,271(1),425(1),425(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB,Pondicherry,"SriVenkateswaraa, Pondicherry",PATHOLOGY,"₹6,55,000*","₹7,000*",2*,Info not available*,1120,283(1),427(1),-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"SriVenkateswaraa, Pondicherry",ORTHOPAEDICS,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,176(1),392(1),430(1),-,-,-,-,-,-,-,-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",DERMATOLOGY,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,-,432(2),-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB-MSP,Pondicherry,"SriVenkateswaraa, Pondicherry",RADIO DIAGNOSIS,"₹7,95,000*","₹7,000*",2*,Info not available*,1120,445(1),445(1),445(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"PIMS, Pondicherry",PSYCHIATRY,"₹7,95,000","₹43,000",0,₹0,740,137(1),172(1),470(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"SMVMCH, Pondicherry",SPM,"₹5,00,000*",₹0*,0,₹0,900,235(1),479(1),482(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UST,Pondicherry,"PIMS, Pondicherry",RADIO DIAGNOSIS,"₹7,95,000","₹43,000",0,₹0,740,481(1),481(1),484(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UMB,Pondicherry,"IGMC & RI, Pondicherry",FORENSIC MEDICINE,"₹1,10,000*","₹43,000",0,₹0,750,173(1),402(1),485(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UGE-FF,Pondicherry,"PIMS, Pondicherry",SPM,"₹6,55,000","₹43,000",0,₹0,740,141(1),496(1),-,-,-,-,-,-,-,-,-,-
PY-Govt Quota,UBT,Pondicherry,"IGMC & RI, Pondicherry",OBG,"₹1,10,000*","₹43,000",0,₹0,750,-,-,520(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"IGMC & RI, Pondicherry",MICROBIOLOGY,"₹1,10,000*","₹43,000",0,₹0,750,150(1),-,538(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"IGMC & RI, Pondicherry",ANATOMY,"₹1,10,000*","₹43,000",0,₹0,750,-,-,561(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"PIMS, Pondicherry",MICROBIOLOGY,"₹6,55,000","₹43,000",0,₹0,740,330(1),-,574(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UOB,Pondicherry,"PIMS, Pondicherry",PHARMACOLOGY,"₹6,55,000","₹43,000",0,₹0,740,242(1),345(1),581(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"SriVenkateswaraa, Pondicherry",BIOCHEMISTRY,"₹1,00,000*","₹7,000*",0,₹0,1120,410(1),-,588(1),-,-,-,-,-,-,-,-,-
PY-Govt Quota,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",MICROBIOLOGY,"₹1,00,000*","₹7,000*",0,₹0,1120,239(1),-,-,-,-,598(1),-,-,-,-,-,-
PY-Govt Quota,USC,Pondicherry,"SMVMCH, Pondicherry",PHARMACOLOGY,"₹1,00,000*",₹0*,0,₹0,900,405(1),-,601(1),-,-,-,-,-,-,-,-,-
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",TBRD,"₹23,90,000","₹43,000",0,₹0,740,-,477(2),734(2),-,-,-,-,-,-,-,-,-
PY Mgmt-Open,AGE,Pondicherry,"SriVenkateswaraa, Pondicherry",TBRD,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,-,848(1),848(1),-,-,-,-,-,-,-,-,-
PY Mgmt-TeluguMin,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",PATHOLOGY,"₹13,05,000*","₹7,000*",2*,Info not available*,1120,1393(1),-,-,-,-,-,-,-,-,-,-,-
PY Mgmt-Chris.Min,UGE,Pondicherry,"PIMS, Pondicherry",ORTHOPAEDICS,"₹23,90,000","₹43,000",0,₹0,740,1406(1),1406(1),1406(1),-,-,-,-,-,-,-,-,-
PY Mgmt-TeluguMin,UGE,Pondicherry,"SriVenkateswaraa, Pondicherry",OBG,"₹39,00,000*","₹7,000*",2*,Info not available*,1120,1563(1),1563(1),1579(1),-,-,-,-,-,-,-,-,-
PY Mgmt-Chris.Min,UGE,Pondicherry,"PIMS, Pondicherry",GENERAL SURGERY,"₹23,90,000","₹43,000",0,₹0,740,1228(1),-,1906(1),-,-,-,-,-,-,-,-,-
PY Mgmt-Open,AGE,Pondicherry,"PIMS, Pondicherry",ANATOMY,"₹6,55,000","₹43,000",0,₹0,740,-,-,2157(1),-,-,-,-,-,-,-,-,-
