Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
GUJ Mgmt Quota,MQ-MQ,Gujarat,"NHL Med Coll, Ahmedabad",DERMATOLOGY,"₹29,70,000*","₹84,000*",0,₹0,2220,250(1),501(1),501(1),-,-,-,-,209(1),209(1),878(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"Surat Municipal, Surat",DERMATOLOGY,"₹18,64,000*","₹84,000*",0,₹0,750,-,-,-,-,-,-,-,550(1),390(1),880(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"NHL Med Coll, Ahmedabad",PSYCHIATRY,"₹7,93,000*","₹84,000*",0,₹0,2220,-,-,-,-,-,-,-,412(1),883(1),883(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"AMCET, Ahmedabad",PAEDIATRICS,"₹9,67,000*","₹1,00,800*",0,₹0,1050,637(3),733(3),866(3),-,-,-,-,709(3),755(3),884(3),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"NHL Med Coll, Ahmedabad",PSYCHIATRY,"₹7,93,000*","₹84,000*",0,₹0,2220,-,-,-,-,-,-,-,634(2),886(2),886(2),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"Surat Municipal, Surat",RADIO DIAGNOSIS,"₹18,64,000*","₹84,000*",0,₹0,750,-,-,-,-,-,-,-,888(1),888(1),888(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"BJMC, Ahmedabad",GENERAL SURGERY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,282(2),393(3),393(3),-,-,-,-,478(2),501(3),889(3),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"PDU Med Coll, Rajkot",PSYCHIATRY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",750,-,-,-,-,-,-,-,-,894(1),894(1),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"Govt Med Coll, Surat",ANAESTHESIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1150,-,-,-,-,-,-,-,896(1),896(1),896(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"AMCET, Ahmedabad",GENERAL SURGERY,"₹9,67,000*","₹1,00,800*",0,₹0,1050,611(1),737(1),861(1),-,-,-,-,672(1),672(1),898(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Govt Med Coll, Bhavnagar",ORTHOPAEDICS,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",720,556(1),739(2),886(2),-,-,-,-,734(1),965(1),901(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Parul IMS&R, Vadodara",DERMATOLOGY,"₹31,00,000*","₹1,00,800*",0,₹0,750,936(1),1228(1),1000(1),-,-,-,-,878(1),905(1),905(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"GCS Med Coll, Ahmedabad",PAEDIATRICS,"₹19,00,000*","₹84,000*",0,₹0,750,619(1),619(1),926(1),-,-,-,-,590(1),678(1),907(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",GENERAL MEDICINE,"₹25,00,000*","₹84,000*",0,₹0,350,1061(2),1061(2),1222(2),-,-,-,-,791(1),791(1),908(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"GMERS, Sola",ORTHOPAEDICS,"₹11,25,000*","₹84,000*",0,₹0,900,-,-,-,-,-,-,-,716(2),818(2),917(2),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"CU Shah, Surendra Nagar",GENERAL MEDICINE,"₹27,00,000*","₹84,000*",0,₹0,590,608(1),746(1),972(1),-,-,-,-,908(1),908(1),918(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"GMERS, Gandhinagar",GENERAL SURGERY,"₹15,00,000*","₹84,000*",0,₹0,980,-,-,-,-,-,-,-,-,801(1),920(1),-,-
GUJ Govt-Inst. Pref,UQ-EW,Gujarat,"NHL Med Coll, Ahmedabad",PAEDIATRICS,"₹7,93,000*","₹84,000*",0,₹0,2220,483(1),483(1),655(1),-,-,-,-,485(1),485(1),921(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Adani Institute, Bhuj",RADIO DIAGNOSIS,"₹33,00,000*","₹84,000*",0,₹0,750,-,-,-,-,-,-,-,797(1),797(1),923(1),2345(1),-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"PDU Med Coll, Rajkot",TBRD,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",750,-,895(1),895(1),-,-,-,-,926(1),926(1),926(1),-,-
GUJ Govt-Inst. Pref,UQ-EW,Gujarat,"NHL Med Coll, Ahmedabad",OBG,"₹7,93,000*","₹84,000*",0,₹0,2220,650(1),650(1),781(1),-,-,-,-,777(1),780(1),937(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"Pramukhswami Med Coll, Karmsad",RADIO DIAGNOSIS,"₹52,00,000*","₹84,000*",0,₹0,1000,-,1073(1),1073(1),-,-,-,-,-,940(1),940(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"PDU Med Coll, Rajkot",DCH,"₹20,000*","₹75,600*",1*,"₹40,00,000*",750,-,-,-,-,-,-,-,735(1),661(1),941(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"AMCET, Ahmedabad",PSYCHIATRY,"₹9,67,000*","₹1,00,800*",0,₹0,1050,722(1),743(1),931(1),-,-,-,-,769(2),929(2),943(2),-,-
GUJ Govt-Inst. Pref,UQ-SC,Gujarat,"Govt Med Coll, Bhavnagar",GENERAL MEDICINE,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",720,-,-,-,-,-,-,-,952(1),952(1),952(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"AMCET, Ahmedabad",PAEDIATRICS,"₹25,00,000*","₹1,00,800*",0,₹0,1050,514(2),780(5),911(5),-,-,-,-,545(1),613(2),953(2),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"Surat Municipal, Surat",DERMATOLOGY,"₹37,15,000*","₹84,000*",0,₹0,750,-,609(1),609(1),-,-,-,-,-,878(1),955(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"NHL Med Coll, Ahmedabad",GENERAL SURGERY,"₹7,93,000*","₹84,000*",0,₹0,2220,668(2),801(2),1170(2),-,-,-,-,687(2),768(2),957(2),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"GMERS, Sola",ORTHOPAEDICS,"₹11,25,000*","₹84,000*",0,₹0,900,-,-,-,-,-,-,-,1000(1),1146(1),957(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",RADIO DIAGNOSIS,"₹33,00,000*","₹84,000*",0,₹0,350,-,-,-,-,-,-,-,961(1),961(1),961(1),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"NHL Med Coll, Ahmedabad",DERMATOLOGY,"₹7,93,000*","₹84,000*",0,₹0,2220,-,-,-,-,-,-,-,513(1),513(1),965(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"GMERS, Gotri, Vadodara",GENERAL SURGERY,"₹10,00,000*","₹84,000*",0,₹0,730,-,-,-,-,-,-,-,700(1),800(1),967(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"Zydus Med Coll & Hosp, Dahod",RADIO DIAGNOSIS,"₹35,20,000*","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,779(1),971(1),971(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Zydus Med Coll & Hosp, Dahod",RADIO DIAGNOSIS,"₹35,20,000*","₹84,000*",0,₹0,-,1035(1),1035(1),1035(1),-,-,-,-,905(1),976(1),976(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"GMERS, Gotri, Vadodara",PSYCHIATRY,"₹13,13,000*","₹84,000*",0,₹0,730,-,1106(1),1253(1),-,-,-,-,-,943(1),977(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",RADIO DIAGNOSIS,"₹45,50,000*","₹84,000*",0,₹0,350,945(1),1139(2),1506(2),-,-,-,-,795(1),978(1),978(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"BJMC, Ahmedabad",TBRD,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,520(1),751(1),775(1),-,-,-,-,515(1),968(1),981(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",GENERAL MEDICINE,"₹25,00,000*","₹84,000*",0,₹0,350,-,-,-,-,-,-,-,518(1),641(1),982(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"GMERS, Sola",ORTHOPAEDICS,"₹11,25,000*","₹84,000*",0,₹0,900,-,-,-,-,-,-,-,770(1),927(1),983(1),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"PDU Med Coll, Rajkot",ORTHOPAEDICS,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",750,-,-,-,-,-,-,-,836(1),986(1),986(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"AMCET, Ahmedabad",ORTHOPAEDICS,"₹9,67,000*","₹1,00,800*",0,₹0,1050,513(2),595(2),816(2),-,-,-,-,586(4),716(4),988(4),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"AMCET, Ahmedabad",OBG,"₹25,00,000*","₹1,00,800*",0,₹0,1050,515(2),605(2),790(2),-,-,-,-,904(2),945(5),989(5),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",DERMATOLOGY,"₹23,00,000*","₹84,000*",0,₹0,350,844(1),844(1),844(1),-,-,-,-,998(1),998(1),998(1),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"AMCET, Ahmedabad",ORTHOPAEDICS,"₹9,67,000*","₹1,00,800*",0,₹0,1050,767(1),767(1),864(1),-,-,-,-,957(1),957(1),1000(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"MP Shah, Jamnagar",OPHTHALMOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,502(1),1030(1),1257(1),-,-,-,-,407(1),407(1),1001(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"Govt Med Coll, Bhavnagar",GENERAL MEDICINE,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",720,512(1),645(1),645(1),-,-,-,-,837(1),1003(1),1003(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"NHL Med Coll, Ahmedabad",ORTHOPAEDICS,"₹7,93,000*","₹84,000*",0,₹0,2220,-,-,-,-,-,-,-,784(2),922(2),1004(2),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"Govt Med Coll, Bhavnagar",ORTHOPAEDICS,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",720,-,-,-,-,-,-,-,964(1),1005(1),1005(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",PAEDIATRICS,"₹23,00,000*","₹84,000*",0,₹0,350,623(1),799(1),938(1),-,-,-,-,955(1),1008(1),1008(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"AMCET, Ahmedabad",ORTHOPAEDICS,"₹9,67,000*","₹1,00,800*",0,₹0,1050,534(1),672(1),830(1),-,-,-,-,680(1),728(1),1010(1),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"CU Shah, Surendra Nagar",GENERAL MEDICINE,"₹27,00,000*","₹84,000*",0,₹0,590,-,-,-,-,-,-,-,1011(1),1011(1),1011(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"GCS Med Coll, Ahmedabad",PAEDIATRICS,"₹19,00,000*","₹84,000*",0,₹0,750,1082(1),1082(1),1082(1),-,-,-,-,928(2),928(2),1014(2),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"NHL Med Coll, Ahmedabad",OBG,"₹7,93,000*","₹84,000*",0,₹0,2220,889(5),928(5),1050(5),-,-,-,-,963(5),963(5),1015(5),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"BJMC, Ahmedabad",EMERGENCY MEDICINE,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,-,-,-,-,-,-,-,-,1016(1),1016(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"GCS Med Coll, Ahmedabad",PAEDIATRICS,"₹19,00,000*","₹84,000*",0,₹0,750,681(1),635(1),1011(1),-,-,-,-,661(1),1020(1),1020(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Govt Med Coll, Bhavnagar",ENT,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",720,-,-,-,-,-,-,-,630(1),841(1),1022(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Pramukhswami Med Coll, Karmsad",GENERAL MEDICINE,"₹32,00,000*","₹84,000*",0,₹0,1000,979(1),979(1),997(1),-,-,-,-,1023(1),1023(1),1023(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"BJMC, Ahmedabad",ANAESTHESIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,742(9),984(11),1133(11),-,-,-,-,568(5),685(7),1026(7),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"BJMC, Ahmedabad",ENT,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,-,-,-,-,-,-,-,523(1),941(1),1027(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"NHL Med Coll, Ahmedabad",ENT,"₹7,93,000*","₹84,000*",0,₹0,2220,1087(2),1347(2),1347(2),-,-,-,-,1114(1),1028(1),1028(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Medical College, Baroda",PHARMACOLOGY,"₹30,000*","₹1,00,800",0*,₹0*,1250,724(1),1585(1),1585(1),-,-,-,-,1029(1),1029(1),1029(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"CU Shah, Surendra Nagar",DERMATOLOGY,"₹41,00,000*","₹84,000*",0,₹0,590,-,463(1),649(1),-,-,-,-,1031(1),1031(1),1031(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"MP Shah, Jamnagar",DGO,"₹20,000*","₹75,600*",1*,"₹40,00,000*",1250,-,810(1),1014(1),-,-,-,-,708(2),835(2),1032(2),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",OBG,"₹22,00,000*","₹84,000*",0,₹0,350,790(2),1115(2),1477(2),-,-,-,-,945(1),1037(1),1037(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"PDU Med Coll, Rajkot",GENERAL MEDICINE,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",750,437(1),663(1),1002(1),-,-,-,-,881(1),1042(1),1042(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"CU Shah, Surendra Nagar",PAEDIATRICS,"₹25,00,000*","₹84,000*",0,₹0,590,-,-,-,-,-,-,-,493(1),1047(1),1047(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"BJMC, Ahmedabad",TBRD,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,157(1),542(1),542(1),-,-,-,-,459(1),696(1),1049(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"PDU Med Coll, Rajkot",ANAESTHESIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",750,1080(1),1175(1),1323(1),-,-,-,-,763(1),1060(1),1060(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"AMCET, Ahmedabad",OBG,"₹9,67,000*","₹1,00,800*",0,₹0,1050,847(3),859(3),889(3),-,-,-,-,914(4),914(4),1061(4),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"MP Shah, Jamnagar",GENERAL SURGERY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,406(1),696(1),808(1),-,-,-,-,830(1),836(2),1070(2),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"CU Shah, Surendra Nagar",RADIO DIAGNOSIS,"₹33,00,000*","₹84,000*",0,₹0,590,839(1),839(1),839(1),-,-,-,-,1067(2),1071(2),1071(2),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"NHL Med Coll, Ahmedabad",ORTHOPAEDICS,"₹7,93,000*","₹84,000*",0,₹0,2220,583(4),800(4),956(4),-,-,-,-,602(4),722(4),1072(4),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"CU Shah, Surendra Nagar",RADIO DIAGNOSIS,"₹33,00,000*","₹84,000*",0,₹0,590,-,-,-,-,-,-,-,1073(1),1073(1),1073(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Govt Med Coll, Bhavnagar",GENERAL SURGERY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",720,498(1),837(1),837(1),-,-,-,-,620(1),981(1),1077(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"PDU Med Coll, Rajkot",DERMATOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",750,-,-,-,-,-,-,-,852(1),852(1),1078(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"GMERS, Gandhinagar",OBG,"₹11,25,000*","₹84,000*",0,₹0,980,-,-,-,-,-,-,-,984(1),994(1),1080(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"AMCET, Ahmedabad",ENT,"₹9,67,000*","₹1,00,800*",0,₹0,1050,868(1),851(1),1392(1),-,-,-,-,913(1),958(1),1085(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"AMCET, Ahmedabad",OPHTHALMOLOGY,"₹9,67,000*","₹1,00,800*",0,₹0,1050,784(2),1057(2),1351(2),-,-,-,-,820(2),820(2),1087(2),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"GMERS, Gandhinagar",ENT,"₹8,75,000*","₹84,000*",0,₹0,980,-,-,-,-,-,-,-,826(1),1093(1),1093(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",OBG,"₹22,00,000*","₹84,000*",0,₹0,350,896(2),1039(2),1214(2),-,-,-,-,959(3),1094(3),1094(3),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"BJMC, Ahmedabad",EMERGENCY MEDICINE,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,-,-,-,-,-,-,-,1096(1),1096(1),1096(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"MP Shah, Jamnagar",ANAESTHESIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,930(1),1270(1),1573(1),-,-,-,-,990(1),990(1),1097(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"GMERS, Sola",OPHTHALMOLOGY,"₹15,00,000*","₹84,000*",0,₹0,900,947(1),1252(2),1725(2),-,-,-,-,-,1098(1),1098(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Govt Med Coll, Surat",ORTHOPAEDICS,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1150,527(2),685(2),739(2),-,-,-,-,660(1),901(2),1102(2),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Parul IMS&R, Vadodara",GENERAL MEDICINE,"₹30,00,000*","₹1,00,800*",0,₹0,750,714(1),818(1),986(1),-,-,-,-,636(1),748(1),1105(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Adani Institute, Bhuj",ORTHOPAEDICS,"₹30,00,000*","₹84,000*",0,₹0,750,1195(1),1264(1),1365(1),-,-,-,-,1107(1),1107(1),1107(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"NHL Med Coll, Ahmedabad",EMERGENCY MEDICINE,"₹7,93,000*","₹84,000*",0,₹0,2220,-,-,-,-,-,-,-,897(1),1110(1),1110(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"GMERS, Sola",ORTHOPAEDICS,"₹16,88,000*","₹84,000*",0,₹0,900,-,-,-,-,-,-,-,730(1),832(1),1111(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"NHL Med Coll, Ahmedabad",ORTHOPAEDICS,"₹7,93,000*","₹84,000*",0,₹0,2220,730(1),853(1),1032(1),-,-,-,-,603(1),770(1),1114(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",OBG,"₹22,00,000*","₹84,000*",0,₹0,350,-,-,-,-,-,-,-,1037(1),1117(1),1117(1),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"NHL Med Coll, Ahmedabad",OBG,"₹7,93,000*","₹84,000*",0,₹0,2220,1077(2),1077(2),1077(2),-,-,-,-,667(2),845(2),1120(2),-,-
GUJ Govt-Inst. Pref,UQ-EW,Gujarat,"GMERS, Sola",ORTHOPAEDICS,"₹11,25,000*","₹84,000*",0,₹0,900,-,-,-,-,-,-,-,792(1),1122(1),1122(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"Parul IMS&R, Vadodara",GENERAL MEDICINE,"₹30,00,000*","₹1,00,800*",0,₹0,750,973(1),986(1),1085(1),-,-,-,-,676(1),1124(1),1124(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Medical College, Baroda",PSYCHIATRY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,575(1),742(1),903(1),-,-,-,-,666(1),666(1),1126(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",GENERAL MEDICINE,"₹32,00,000*","₹84,000*",0,₹0,350,664(1),883(3),883(3),-,-,-,-,581(1),955(3),1129(3),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"Adani Institute, Bhuj",GENERAL MEDICINE,"₹30,00,000*","₹84,000*",0,₹0,750,536(1),766(1),588(1),-,-,-,-,698(1),847(1),1131(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Zydus Med Coll & Hosp, Dahod",PAEDIATRICS,"₹27,60,000*","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,1103(1),1365(1),1135(1),1646(1),-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"Surat Municipal, Surat",GENERAL SURGERY,"₹18,64,000*","₹84,000*",0,₹0,750,712(2),712(2),1398(2),-,-,-,-,1041(2),1138(2),1138(2),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"NHL Med Coll, Ahmedabad",OBG,"₹23,76,000*","₹84,000*",0,₹0,2220,780(3),863(6),1123(6),-,-,-,-,935(3),1092(8),1141(8),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Adani Institute, Bhuj",OBG,"₹27,00,000*","₹84,000*",0,₹0,750,988(3),934(3),1007(3),-,-,-,-,989(1),989(1),1143(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"MP Shah, Jamnagar",ORTHOPAEDICS,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,537(1),676(1),676(1),-,-,-,-,-,930(1),1146(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"CU Shah, Surendra Nagar",OBG,"₹25,00,000*","₹84,000*",0,₹0,590,993(2),1021(2),1153(2),-,-,-,-,937(1),1151(1),1151(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Pramukhswami Med Coll, Karmsad",PSYCHIATRY,"₹21,00,000*","₹84,000*",0,₹0,1000,-,-,-,-,-,-,-,1154(1),1154(1),1154(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"MP Shah, Jamnagar",TBRD,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,-,-,-,-,-,-,-,-,1157(1),1157(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"AMCET, Ahmedabad",GENERAL MEDICINE,"₹9,67,000*","₹1,00,800*",0,₹0,1050,645(1),805(1),1088(1),-,-,-,-,1003(1),1078(1),1160(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"BJMC, Ahmedabad",PATHOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,1156(1),1594(1),1594(1),-,-,-,-,1162(2),1162(2),1162(2),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Medical College, Baroda",GENERAL SURGERY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,393(2),654(2),921(2),-,-,-,-,486(1),705(2),1166(2),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"MP Shah, Jamnagar",GENERAL SURGERY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,572(3),855(3),1016(4),-,-,-,-,542(1),882(2),1169(2),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"PDU Med Coll, Rajkot",ANAESTHESIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",750,-,1040(1),1310(1),-,-,-,-,842(2),1072(2),1170(2),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"GMERS, Sola",TBRD,"₹8,75,000*","₹84,000*",0,₹0,900,-,-,-,-,-,-,-,766(1),766(1),1172(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",PSYCHIATRY,"₹13,00,000*","₹84,000*",0,₹0,350,796(1),1029(1),1226(1),1812(1),-,-,-,883(1),1175(1),1175(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"BJMC, Ahmedabad",OPHTHALMOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,899(2),1126(3),1356(3),-,-,-,-,1081(3),1178(3),1178(3),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Surat Municipal, Surat",OBG,"₹18,64,000*","₹84,000*",0,₹0,750,1050(2),1046(2),1122(2),-,-,-,-,1095(3),1095(3),1179(3),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"PDU Med Coll, Rajkot",ORTHOPAEDICS,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",750,-,692(1),810(1),-,-,-,-,693(1),964(1),1180(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"GCS Med Coll, Ahmedabad",OBG,"₹18,00,000*","₹84,000*",0,₹0,750,1145(1),1145(1),1145(1),-,-,-,-,994(1),1120(1),1182(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Medical College, Baroda",ENT,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,-,-,-,-,-,-,-,1185(1),1185(1),1185(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"AMCET, Ahmedabad",PSYCHIATRY,"₹21,00,000*","₹1,00,800*",0,₹0,1050,1226(1),1254(1),1557(1),-,-,-,-,-,1186(1),1186(1),-,-
