Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
GUJ Govt-Inst. Pref,UQ-ST,Gujarat,"GMERS, Sola",OBG,"₹11,25,000*","₹84,000*",0,₹0,900,-,-,-,-,-,-,-,3354(1),3354(1),3354(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"GMERS, Gotri, Vadodara",PATHOLOGY,"₹6,25,000*","₹84,000*",0,₹0,730,-,-,-,-,-,-,-,3357(1),3357(1),3357(1),-,-
GUJ Govt-Inservice,IQ-OP,Gujarat,"Medical College, Baroda",GENERAL MEDICINE,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,885(1),885(1),885(1),-,-,-,-,3363(1),3363(1),3363(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Dr ND Desai FMS & Res, Nadiad",PATHOLOGY,"₹10,00,000*","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,2447(2),2777(3),3370(3),2815(1),3626(1)
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Adani Institute, Bhuj",DERMATOLOGY,"₹35,00,000*","₹84,000*",0,₹0,750,-,-,-,-,-,-,-,2907(1),2907(1),3371(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"GMERS, Gandhinagar",PHARMACOLOGY,"₹5,75,000*","₹84,000*",0,₹0,980,-,-,-,-,-,-,-,3372(1),3372(1),3372(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Pramukhswami Med Coll, Karmsad",OBG,"₹32,00,000*","₹84,000*",0,₹0,1000,3654(1),3743(1),3846(1),-,-,-,-,3377(1),3377(1),3377(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Parul IMS&R, Vadodara",MICROBIOLOGY,"₹1,000*","₹1,00,800*",0,₹0,750,-,3975(2),4269(2),-,-,-,-,3129(1),3385(1),3385(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",ANAESTHESIOLOGY,"₹16,50,000*","₹84,000*",0,₹0,350,-,-,-,-,-,-,-,3023(1),3322(1),3387(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Govt Med Coll, Surat",MICROBIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1150,2530(2),2679(2),3392(2),-,-,-,-,2963(3),3136(3),3392(3),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Surat Municipal, Surat",PHARMACOLOGY,"₹12,50,000*","₹84,000*",0,₹0,750,2706(1),2989(1),4234(1),-,-,-,-,3120(2),3732(2),3401(2),4176(1),-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"CU Shah, Surendra Nagar",GENERAL MEDICINE,"₹27,00,000*","₹84,000*",0,₹0,590,2985(1),2985(1),2985(1),-,-,-,-,3405(1),3405(1),3405(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Nootan Med Coll & RC, Mehsana",PATHOLOGY,"₹5,00,000*","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,2483(1),2773(1),3406(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"BJMC, Ahmedabad",MICROBIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,2864(2),3568(2),3722(2),-,-,-,-,2869(2),3291(2),3407(2),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Surat Municipal, Surat",PATHOLOGY,"₹12,50,000*","₹84,000*",0,₹0,750,2260(2),2474(2),2941(2),-,-,-,-,2460(3),2767(4),3408(4),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"Dr ND Desai FMS & Res, Nadiad",PATHOLOGY,"₹15,00,000*","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,2578(1),2860(1),3415(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"Parul IMS&R, Vadodara",ORTHOPAEDICS,"₹32,00,000*","₹1,00,800*",0,₹0,750,-,-,-,-,-,-,-,-,3423(1),3423(1),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"Adani Institute, Bhuj",ORTHOPAEDICS,"₹30,00,000*","₹84,000*",0,₹0,750,-,-,-,-,-,-,-,2780(1),3433(1),3433(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"PDU Med Coll, Rajkot",MICROBIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",750,-,-,-,-,-,-,-,3291(1),3604(1),3436(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"Pramukhswami Med Coll, Karmsad",PATHOLOGY,"₹17,00,000*","₹84,000*",0,₹0,1000,2469(2),3293(3),3741(3),-,-,-,-,2427(1),2989(2),3440(2),3279(1),-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"GMERS, Sola",PATHOLOGY,"₹6,25,000*","₹84,000*",0,₹0,900,2808(1),3260(1),3724(1),4225(1),-,-,-,3460(1),3443(1),3443(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Pramukhswami Med Coll, Karmsad",IHBT,"₹8,00,000*","₹84,000*",0,₹0,1000,2524(1),3094(2),3696(2),4224(1),4393(1),4485(1),-,2390(1),3258(2),3444(2),3679(1),-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"BJMC, Ahmedabad",PHYSIOLOGY,"₹30,000*","₹1,00,800",0*,₹0*,1557,-,2924(3),4006(3),-,-,-,-,2716(2),3454(2),3454(2),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"MP Shah, Jamnagar",MICROBIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,-,-,-,-,-,-,-,3459(1),3459(1),3459(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Dr ND Desai FMS & Res, Nadiad",SPM,"₹30,000*","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,3466(2),3466(2),3466(2),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"NHL Med Coll, Ahmedabad",PAEDIATRICS,"₹7,93,000*","₹84,000*",0,₹0,2220,2658(2),2658(2),2693(2),-,-,-,-,2656(2),2991(2),3478(2),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"Adani Institute, Bhuj",PATHOLOGY,"₹9,40,000*","₹84,000*",0,₹0,750,-,-,-,-,-,-,-,2537(1),2542(1),3480(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"GCS Med Coll, Ahmedabad",PATHOLOGY,"₹18,00,000*","₹84,000*",0,₹0,750,-,3111(1),3111(1),-,-,-,-,2365(1),2730(1),3485(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"BJMC, Ahmedabad",ANATOMY,"₹30,000*","₹1,00,800",0*,₹0*,1557,3724(2),4220(1),4560(4),4648(2),-,-,-,-,4376(3),3489(3),3810(1),-
GUJ Govt-Inst. Pref,UQ-SC,Gujarat,"Govt Med Coll, Surat",SPM,"₹30,000*","₹1,00,800",0*,₹0*,1150,-,-,-,-,-,-,-,3387(1),3387(1),3491(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"BJMC, Ahmedabad",PHYSIOLOGY,"₹30,000*","₹1,00,800",0*,₹0*,1557,-,-,-,-,-,-,-,2788(1),3492(1),3492(1),-,-
GUJ Govt-Inst. Pref,UQ-ST,Gujarat,"Govt Med Coll, Bhavnagar",GENERAL SURGERY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",720,-,-,-,-,-,-,-,3493(1),3493(1),3493(1),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"GMERS, Gandhinagar",SPM,"₹5,75,000*","₹84,000*",0,₹0,980,-,-,-,-,-,-,-,3495(1),3495(1),3495(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"Parul IMS&R, Vadodara",MICROBIOLOGY,"₹1,000*","₹1,00,800*",0,₹0,750,2328(1),4038(1),4338(1),-,-,-,-,3027(1),3504(1),3504(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"NHL Med Coll, Ahmedabad",PATHOLOGY,"₹7,93,000*","₹84,000*",0,₹0,2220,2623(1),3142(1),4078(1),-,-,-,-,3184(1),3266(1),3505(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Zydus Med Coll & Hosp, Dahod",MICROBIOLOGY,"₹5,000*","₹84,000*",0,₹0,-,-,3772(1),4370(3),-,-,-,-,-,3510(1),3510(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"BJMC, Ahmedabad",MICROBIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,2608(1),3659(1),4246(1),-,-,-,-,1833(2),3174(2),3534(2),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"PDU Med Coll, Rajkot",GENERAL SURGERY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",750,-,3217(1),3226(1),-,-,-,-,3062(1),3211(1),3541(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Zydus Med Coll & Hosp, Dahod",GENERAL MEDICINE,"₹28,50,000*","₹84,000*",0,₹0,-,3356(1),3356(1),3356(1),-,-,-,-,3374(1),3542(1),3542(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"NHL Med Coll, Ahmedabad",PHARMACOLOGY,"₹7,93,000*","₹84,000*",0,₹0,2220,2518(1),2593(1),3782(1),-,-,-,-,2959(1),3543(1),3543(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"Govt Med Coll, Surat",PHYSIOLOGY,"₹30,000*","₹1,00,800",0*,₹0*,1150,-,-,-,-,-,-,-,3158(1),3544(1),3544(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Govt Med Coll, Surat",IHBT,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1150,-,-,-,-,-,-,-,3002(1),3161(1),3545(1),-,-
GUJ Mgmt-NRI,NQ-NRI,Gujarat,"GMERS, Gandhinagar",GENERAL MEDICINE,"₹33,75,000*","₹84,000*",0,₹0,980,-,-,-,-,-,-,-,3550(1),3550(1),3550(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"GMERS, Gotri, Vadodara",SPM,"₹5,72,000*","₹84,000*",0,₹0,730,-,-,-,-,-,-,-,2828(1),3552(2),3552(2),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Zydus Med Coll & Hosp, Dahod",OBG,"₹32,00,000*","₹84,000*",0,₹0,-,3660(1),3660(1),3829(1),-,-,-,-,3112(1),3562(1),3562(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"GCS Med Coll, Ahmedabad",PAEDIATRICS,"₹19,00,000*","₹84,000*",0,₹0,750,3506(1),2755(1),3570(1),-,-,-,-,3072(1),3257(1),3575(1),-,-
GUJ Govt-Inst. Pref,UQ-SC,Gujarat,"GMERS, Gotri, Vadodara",PATHOLOGY,"₹6,25,000*","₹84,000*",0,₹0,730,-,-,-,-,-,-,-,3043(1),3043(1),3583(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Govt Med Coll, Surat",ANAESTHESIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1150,-,3081(1),3081(1),-,-,-,-,2683(1),3587(1),3587(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Pramukhswami Med Coll, Karmsad",PATHOLOGY,"₹11,00,000*","₹84,000*",0,₹0,1000,2560(1),3041(1),3538(1),-,-,-,-,3176(2),3194(2),3589(2),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"BJMC, Ahmedabad",OPHTHALMOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,2891(1),2903(2),2903(2),-,-,-,-,3590(2),3590(2),3590(2),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"Adani Institute, Bhuj",GENERAL SURGERY,"₹24,00,000*","₹84,000*",0,₹0,750,-,-,-,-,-,-,-,-,2793(1),3595(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"CU Shah, Surendra Nagar",SPM,"₹2,50,000*","₹84,000*",0,₹0,590,-,-,-,-,-,-,-,3025(1),3697(1),3596(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"AMCET, Ahmedabad",PHARMACOLOGY,"₹9,67,000*","₹1,00,800*",0,₹0,1050,-,-,-,-,-,-,-,2879(1),3601(1),3601(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"Dr ND Desai FMS & Res, Nadiad",SPM,"₹30,000*","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,3605(1),3605(1),3605(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"CU Shah, Surendra Nagar",OBG,"₹25,00,000*","₹84,000*",0,₹0,590,-,-,-,-,-,-,-,3608(1),3608(1),3608(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Adani Institute, Bhuj",PATHOLOGY,"₹9,40,000*","₹84,000*",0,₹0,750,2395(1),3189(1),3489(1),3604(1),3862(1),-,-,2703(1),2923(1),3610(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"GMERS, Gandhinagar",SPM,"₹5,75,000*","₹84,000*",0,₹0,980,-,-,-,-,-,-,-,3472(3),3618(4),3618(4),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Surat Municipal, Surat",PATHOLOGY,"₹12,50,000*","₹84,000*",0,₹0,750,2458(1),3019(1),3262(1),-,-,-,-,2881(1),3380(1),3620(1),-,3851(1)
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"Govt Med Coll, Bhavnagar",SPM,"₹30,000*","₹1,00,800",0*,₹0*,720,-,-,-,-,-,-,-,3348(1),3707(1),3624(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"MP Shah, Jamnagar",DCH,"₹20,000*","₹75,600*",1*,"₹40,00,000*",1250,-,-,-,-,-,-,-,3827(1),3627(1),3627(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Dr ND Desai FMS & Res, Nadiad",MICROBIOLOGY,"₹30,000*","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,3559(2),3628(2),3628(2),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Govt Med Coll, Surat",PHYSIOLOGY,"₹30,000*","₹1,00,800",0*,₹0*,1150,1558(1),4153(3),4399(4),-,-,-,-,-,3630(1),3630(1),-,-
GUJ Mgmt-NRI,NQ-NRI,Gujarat,"AMCET, Ahmedabad",RADIO DIAGNOSIS,"₹52,81,000*","₹1,00,800*",0,₹0,1050,1474(1),-,-,-,-,-,-,2720(2),2720(2),3633(2),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"PDU Med Coll, Rajkot",PHYSIOLOGY,"₹30,000*","₹1,00,800",0*,₹0*,750,-,-,-,-,-,-,-,3250(1),3639(1),3639(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"PDU Med Coll, Rajkot",ANAESTHESIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",750,-,3650(1),3766(1),-,-,-,-,3646(1),3646(1),3646(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"GCS Med Coll, Ahmedabad",PHARMACOLOGY,"₹7,00,000*","₹84,000*",0,₹0,750,-,-,-,-,-,-,-,3663(1),3663(1),3663(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Shantabaa Medical Coll, Amreli",MICROBIOLOGY,"₹1,00,000","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,-,3664(1),3664(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Govt Med Coll, Bhavnagar",ANAESTHESIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",720,-,-,-,-,-,-,-,3211(1),3873(1),3666(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"PDU Med Coll, Rajkot",PHYSIOLOGY,"₹30,000*","₹1,00,800",0*,₹0*,750,3987(1),-,-,-,-,-,-,2794(1),3669(1),3669(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"NHL Med Coll, Ahmedabad",PHARMACOLOGY,"₹7,93,000*","₹84,000*",0,₹0,2220,2987(1),2894(1),3405(1),-,-,-,-,3676(1),3676(1),3676(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Medical College, Baroda",MICROBIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,3129(1),3670(1),3765(1),-,-,-,-,3175(2),3420(2),3678(2),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"AMCET, Ahmedabad",PATHOLOGY,"₹9,67,000*","₹1,00,800*",0,₹0,1050,2853(1),3236(1),4297(1),4272(1),-,-,-,3266(1),3549(1),3682(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"BJMC, Ahmedabad",EMERGENCY MEDICINE,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,2390(1),2852(1),2852(1),-,-,-,-,-,3683(1),3683(1),-,-
GUJ Govt-Inst. Pref,UQ-ST,Gujarat,"BJMC, Ahmedabad",RADIATION ONCOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1557,-,-,-,-,-,-,-,3686(1),3686(1),3686(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Parul IMS&R, Vadodara",DERMATOLOGY,"₹31,00,000*","₹1,00,800*",0,₹0,750,-,-,-,-,-,-,-,3255(1),3689(1),3689(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Pramukhswami Med Coll, Karmsad",SPM,"₹2,50,000*","₹84,000*",0,₹0,1000,-,3328(1),3328(1),-,-,-,-,2635(2),3271(2),3695(2),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Adani Institute, Bhuj",OBG,"₹27,00,000*","₹84,000*",0,₹0,750,3553(1),3553(1),3553(1),-,-,-,-,3696(1),3696(1),3696(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"PDU Med Coll, Rajkot",FORENSIC MEDICINE,"₹30,000*","₹1,00,800",0*,₹0*,750,2510(1),4072(1),4181(1),-,-,-,-,3227(1),3401(1),3699(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Govt Med Coll, Bhavnagar",FORENSIC MEDICINE,"₹30,000*","₹1,00,800",0*,₹0*,720,-,3869(1),4331(1),4345(1),-,-,-,3247(1),3699(1),3702(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"PDU Med Coll, Rajkot",SPM,"₹30,000*","₹1,00,800",0*,₹0*,750,-,-,-,-,-,-,-,-,3491(1),3707(1),-,-
GUJ Govt-Inst. Pref,UQ-SE,Gujarat,"MP Shah, Jamnagar",SPM,"₹30,000*","₹1,00,800",0*,₹0*,1250,-,-,-,-,-,-,-,3081(1),3225(1),3711(1),-,-
GUJ Mgmt-NRI,NQ-NRI,Gujarat,"Dr MK Shah Med Coll, Ahmedabad",RADIO DIAGNOSIS,"₹60,12,000*","₹84,000*",0,₹0,350,-,-,-,-,-,-,-,3633(1),3633(1),3719(1),4948(1),-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"AMCET, Ahmedabad",ENT,"₹9,67,000*","₹1,00,800*",0,₹0,1050,-,-,-,-,-,-,-,3720(1),4286(1),3720(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"CU Shah, Surendra Nagar",PSYCHIATRY,"₹17,00,000*","₹84,000*",0,₹0,590,-,-,-,-,-,-,-,-,3165(1),3728(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Medical College, Baroda",ORTHOPAEDICS,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,2396(1),2396(1),2396(1),-,-,-,-,-,2919(1),3732(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"Pramukhswami Med Coll, Karmsad",PATHOLOGY,"₹11,00,000*","₹84,000*",0,₹0,1000,-,-,-,-,-,-,-,3583(1),3734(1),3734(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Dr ND Desai FMS & Res, Nadiad",PATHOLOGY,"₹10,00,000*","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,2910(1),3317(1),3737(1),-,-
GUJ Govt-Inst. Pref,UQ-ST,Gujarat,"NHL Med Coll, Ahmedabad",GENERAL SURGERY,"₹7,93,000*","₹84,000*",0,₹0,2220,3613(1),3613(1),3613(1),-,-,-,-,3982(1),3982(1),3737(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"GCS Med Coll, Ahmedabad",SPM,"₹6,00,000*","₹84,000*",0,₹0,750,2582(1),3679(1),3679(1),-,-,-,-,3739(1),3739(1),3739(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Zydus Med Coll & Hosp, Dahod",SPM,"₹6,000*","₹84,000*",0,₹0,-,2915(1),3406(1),3406(1),-,-,-,-,3711(1),3570(1),3742(1),4166(1),-
GUJ Mgmt-NRI,NQ-NRI,Gujarat,"GMERS, Gandhinagar",ENT,"₹26,25,000*","₹84,000*",0,₹0,980,-,-,-,-,-,-,-,3746(1),3746(1),3746(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Medical College, Baroda",BIOCHEMISTRY,"₹30,000*","₹1,00,800",0*,₹0*,1250,-,3750(1),3750(1),-,-,-,-,2888(2),2955(2),3747(2),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Pramukhswami Med Coll, Karmsad",GENERAL MEDICINE,"₹32,00,000*","₹84,000*",0,₹0,1000,2873(1),2935(1),2935(1),-,-,-,-,3210(1),3749(1),3749(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Govt Med Coll, Bhavnagar",ORTHOPAEDICS,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",720,-,-,-,-,-,-,-,2919(1),3756(1),3756(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"Medical College, Baroda",MICROBIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1250,-,-,-,-,-,-,-,2596(1),3277(1),3758(1),-,-
GUJ Govt-AllGujStud.,GQ-EW,Gujarat,"Medical College, Baroda",PHYSIOLOGY,"₹30,000*","₹1,00,800",0*,₹0*,1250,-,-,-,-,-,-,-,3764(1),3764(1),3764(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"Zydus Med Coll & Hosp, Dahod",ENT,"₹24,00,000*","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,-,3765(1),3765(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Parul IMS&R, Vadodara",PHYSIOLOGY,"₹1,000*","₹1,00,800*",0,₹0,750,3576(1),-,4613(3),-,-,-,-,3792(1),3948(1),3766(1),-,-
GUJ Mgmt-NRI,NQ-NRI,Gujarat,"AMCET, Ahmedabad",PAEDIATRICS,"₹43,21,000*","₹1,00,800*",0,₹0,1050,-,-,-,-,-,-,-,3768(3),3768(2),3768(2),-,-
GUJ Govt-Inst. Pref,UQ-ST,Gujarat,"NHL Med Coll, Ahmedabad",PAEDIATRICS,"₹7,93,000*","₹84,000*",0,₹0,2220,2911(1),2911(1),3572(1),-,-,-,-,2104(1),3776(1),3776(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"MP Shah, Jamnagar",ANATOMY,"₹30,000*","₹1,00,800",0*,₹0*,1250,1717(1),-,4846(2),-,-,-,-,3295(1),3779(2),3779(2),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Dr ND Desai FMS & Res, Nadiad",OBG,"₹40,00,000*","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,3783(1),3783(1),3783(1),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"Surat Municipal, Surat",ENT,"₹18,64,000*","₹84,000*",0,₹0,750,2287(1),2656(1),2656(1),-,-,-,-,2754(1),2619(1),3786(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Surat Municipal, Surat",PAEDIATRICS,"₹18,64,000*","₹84,000*",0,₹0,750,3120(1),3120(1),3120(1),-,-,-,-,3257(1),3791(1),3791(1),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"Parul IMS&R, Vadodara",BIOCHEMISTRY,"₹1,000*","₹1,00,800*",0,₹0,750,3551(1),-,-,-,-,-,-,3742(1),3792(1),3792(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Adani Institute, Bhuj",GENERAL MEDICINE,"₹30,00,000*","₹84,000*",0,₹0,750,3114(1),3114(1),2541(1),-,-,-,-,3800(1),3800(2),3800(2),-,-
GUJ Govt-AllGujStud.,GQ-SC,Gujarat,"Govt Med Coll, Surat",MICROBIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",1150,-,-,-,-,-,-,-,3274(1),3803(1),3803(1),-,-
GUJ Govt-Inst. Pref,UQ-SC,Gujarat,"Pramukhswami Med Coll, Karmsad",OPHTHALMOLOGY,"₹33,00,000*","₹84,000*",0,₹0,1000,-,-,-,-,-,-,-,3812(1),3812(1),3812(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"GMERS, Gandhinagar",SPM,"₹5,75,000*","₹84,000*",0,₹0,980,-,-,-,-,-,-,-,3814(1),3814(1),3814(1),-,-
GUJ Govt-AllGujStud.,GQ-OP,Gujarat,"Govt Med Coll, Bhavnagar",PHYSIOLOGY,"₹30,000*","₹1,00,800",0*,₹0*,720,3238(2),3395(1),4533(3),-,-,-,-,3384(2),3819(3),3819(3),-,-
GUJ Mgmt Quota,MQ-MQ,Gujarat,"Shantabaa Medical Coll, Amreli",SPM,"₹1,30,000","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,-,3820(1),3820(1),-,-
GUJ Govt-AllGujStud.,GQ-SE,Gujarat,"Govt Med Coll, Bhavnagar",MICROBIOLOGY,"₹30,000*","₹1,00,800",1*,"₹40,00,000*",720,3199(1),3259(1),4449(1),-,-,-,-,-,3821(1),3821(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"CU Shah, Surendra Nagar",MICROBIOLOGY,"₹2,75,000*","₹84,000*",0,₹0,590,-,-,-,-,-,-,-,3758(1),3824(1),3824(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Parul IMS&R, Vadodara",GENERAL MEDICINE,"₹30,00,000*","₹1,00,800*",0,₹0,750,-,-,-,-,-,-,-,3749(1),3827(1),3827(1),-,-
GUJ Govt-AllGujStud.,GQ-ST,Gujarat,"Dr ND Desai FMS & Res, Nadiad",GENERAL MEDICINE,"₹40,00,000*","₹84,000*",0,₹0,-,-,-,-,-,-,-,-,3833(1),3833(1),3833(1),-,-
GUJ Mgmt-NRI,NQ-NRI,Gujarat,"GMERS, Gotri, Vadodara",GENERAL MEDICINE,"₹33,75,000*","₹84,000*",0,₹0,730,-,-,-,-,-,-,-,3766(1),3766(1),3837(1),-,-
GUJ Govt-Inst. Pref,UQ-OP,Gujarat,"Medical College, Baroda",FORENSIC MEDICINE,"₹30,000*","₹1,00,800",0*,₹0*,1250,-,-,-,-,-,-,-,2325(1),2325(1),3856(1),-,-
