Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2023 8,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6
MAHA-Govt Quota,OPEN-PH,Maharashtra,"SRTT, Ambajogai",ENT,"₹1,43,300*","₹92,522",1,"₹50,00,000",518,-,-,-,-,-,-,-,-,-,-,2356(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"VMMC, Solapur",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",763,1105(1),1946(1),2231(1),2744(1),2744(1),-,-,-,1206(1),1940(1),2357(1),3123(1),-,-
MAHA-Govt Quota,OPEN,Maharashtra,"BKL Walawalkar, Ratnagiri",GENERAL SURGERY,"₹9,67,000*","₹62,000",0,₹0,520,1670(2),1851(2),2326(2),2326(2),2326(2),-,-,-,1325(1),1518(1),2362(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Govt Med Coll, Latur",ENT,"₹1,43,300*","₹92,522",1,"₹50,00,000",750,-,-,-,-,-,-,-,-,1074(1),1610(1),2363(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Panjabrao Deshmukh, Amravati",PAEDIATRICS,"₹11,90,000*","₹76,429",0,₹0,760,-,-,-,-,-,-,-,-,1699(1),1699(1),2371(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Vithalrao Patil, Ahmednagar",GENERAL SURGERY,"₹10,00,000*","₹76,629",0,₹0,960,-,-,-,-,-,-,-,-,2115(1),2115(1),2375(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"MIMSR, Latur",RADIO DIAGNOSIS,"₹31,30,428*","₹76,249",0,₹0,775,-,-,-,-,-,-,-,-,2417(1),2380(1),2380(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Govt Med Coll, Aurangabad",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1177,1584(2),1961(2),2703(2),2957(2),2957(2),-,-,-,1303(2),1904(2),2386(2),3364(1),-,-
MAHA-Govt Quota,SC,Maharashtra,"Kashibai Navale, Pune",GENERAL MEDICINE,"₹12,94,000*","₹76,429",0,₹0,1094,-,-,-,-,-,-,-,-,2387(1),2387(1),2387(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Ulhas Patil Med Coll, Jalgaon",EMERGENCY MEDICINE,"₹9,00,000*","₹52,769",0,₹0,500,-,-,-,-,-,-,-,-,2296(1),2388(1),2388(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"PGI of Swasthiyog, Miraj",ORTHOPAEDICS,"₹9,50,000*","₹64,500",0,₹0,110,-,-,-,-,-,-,-,-,2393(1),2472(1),2391(1),-,-,-
MAHA-Govt Quota,NT2,Maharashtra,"Shri VR Naik Govt, Yavatmal",OPHTHALMOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",756,-,-,-,-,-,-,-,-,1333(1),1793(1),2392(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"NKP Salve IMS, Nagpur",TBRD,"₹9,00,000*","₹64,551",0,₹0,1272,-,-,-,-,-,-,-,-,2328(1),2393(1),2393(1),-,-,-
MAHA-Govt Quota,NT1,Maharashtra,"Govt Med Coll, Chandrapur",PSYCHIATRY,"₹1,43,300*","₹92,522",1,"₹50,00,000",650,-,-,-,-,-,-,-,-,2394(1),2394(1),2394(1),-,-,-
MAHA-Govt Quota,EWS,Maharashtra,"Govt Med Coll, Akola",OPHTHALMOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",840,-,-,-,-,-,-,-,-,1106(1),1739(1),2397(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Govt Med Coll, Chandrapur",ENT,"₹1,43,300*","₹92,522",1,"₹50,00,000",650,-,-,-,-,-,-,-,-,1114(1),1619(1),2400(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Prakash Inst of MS & R, Sangli",PAEDIATRICS,"₹16,00,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,805(1),1297(1),2413(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Vedantaa Inst of MS, Palghar",GENERAL MEDICINE,"₹19,32,000*","₹65,000",0,₹0,-,792(1),1457(1),1457(1),1457(1),1457(1),-,-,-,928(1),1080(1),2415(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Topiwala, Mumbai",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1300,-,-,-,-,-,-,-,-,1792(1),1939(1),2426(1),-,-,-
MAHA-Govt Quota,EWS,Maharashtra,"Tata Memorial, Mumbai",ANAESTHESIOLOGY,"₹1,05,500*","₹1,00,800",1*,"₹25,00,000*",614,1232(1),1715(1),1715(1),1715(1),1715(1),-,-,-,1030(1),2431(1),2431(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"Vasantrao Pawar, Nasik",DERMATOLOGY,"₹45,00,000*","₹69,105",0,₹0,1000,3186(1),3186(1),3186(1),3186(1),3186(1),-,-,-,2241(1),2706(1),2436(1),2879(1),7003(1),-
MAHA-Govt Quota,SC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",PAEDIATRICS,"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,753(1),753(1),753(1),753(1),753(1),-,-,-,1417(1),1417(1),2437(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"SMBT IMS, Nashik",PAEDIATRICS,"₹15,16,000*","₹60,000",0,₹0,850,-,-,-,-,-,-,-,-,1394(1),1394(1),2439(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"BJMC, Pune",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,-,-,-,-,-,-,-,-,1830(1),2010(1),2448(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Govt Med Coll, Miraj",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",725,1374(2),1981(2),2450(2),2450(2),2450(2),-,-,-,1222(1),1981(1),2457(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Govt Med Coll, Gondia",ENT,"₹1,43,300*","₹92,522",1,"₹50,00,000",500,1529(1),2008(1),2886(1),2886(1),2886(1),-,-,-,1080(1),1972(1),2465(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",665,-,-,-,-,-,-,-,-,1267(1),2035(1),2471(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Bombay Hospital IMS, Mumbai",GENERAL SURGERY,"₹8,92,858*","₹70,000",0,₹0,725,-,-,-,-,-,-,-,-,1188(1),1970(1),2472(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",OBG,"₹1,43,300*","₹92,522",1,"₹50,00,000",665,2006(1),2338(1),2650(1),2650(1),2650(1),-,-,-,1523(1),1911(1),2474(1),-,-,-
MAHA-Govt Quota,EWS,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,1201(2),1543(2),1954(2),1954(2),1954(2),-,-,-,964(1),2302(1),2475(1),-,-,-
MAHA-Govt Quota,NT1,Maharashtra,"BJMC, Pune",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,-,-,-,-,-,-,-,-,1751(1),1980(1),2477(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Ashwini Rural, Solapur",RADIO DIAGNOSIS,"₹11,81,000*","₹65,000",0,₹0,520,-,-,-,-,-,-,-,-,2481(1),2481(1),2481(1),-,-,-
MAHA-Govt Quota,NT3,Maharashtra,"SRTT, Ambajogai",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",518,-,-,-,-,-,-,-,-,2183(1),2486(1),2486(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Govt Med Coll, Aurangabad",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1177,-,-,-,-,-,-,-,-,1818(1),1818(1),2487(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Govt Med Coll, Nanded",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",750,-,-,-,-,-,-,-,-,1316(1),1995(1),2489(1),-,-,-
MAHA-Govt Quota,OPEN Service,Maharashtra,"Govt Med Coll, Aurangabad",RADIO DIAGNOSIS,"₹1,43,300*","₹92,522",1,"₹50,00,000",1177,-,-,-,-,-,-,-,-,2490(1),2490(1),2490(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Ashwini Rural, Solapur",GENERAL SURGERY,"₹11,81,000*","₹65,000",0,₹0,520,1666(2),1943(2),2449(2),2449(2),2449(2),-,-,-,1357(1),1708(1),2496(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Vithalrao Patil, Ahmednagar",PAEDIATRICS,"₹10,00,000*","₹76,629",0,₹0,960,-,-,-,-,-,-,-,-,1820(1),1820(1),2498(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Vedantaa Inst of MS, Palghar",GENERAL MEDICINE,"₹19,32,000*","₹65,000",0,₹0,-,-,-,-,-,-,-,-,-,1639(1),1738(1),2499(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Prakash Inst of MS & R, Sangli",OBG,"₹16,00,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,1870(1),1870(1),2501(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Govt Med Coll, Aurangabad",RADIO DIAGNOSIS,"₹1,43,300*","₹92,522",1,"₹50,00,000",1177,-,-,-,-,-,-,-,-,2017(1),2503(1),2503(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Grant Med Coll, Mumbai",PAEDIATRICS,"₹1,43,300*","₹92,522",1,"₹50,00,000",2844,1269(1),1588(1),2293(1),2293(1),2293(1),-,-,-,1327(1),1327(1),2504(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"MIMSR, Latur",ORTHOPAEDICS,"₹7,82,607*","₹76,249",0,₹0,775,-,-,-,-,-,-,-,-,1346(1),1346(1),2505(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Kashibai Navale, Pune",TBRD,"₹12,94,000*","₹76,429",0,₹0,1094,-,-,-,-,-,-,-,-,1531(1),1842(1),2506(1),-,-,-
MAHA-Govt Quota,EWS,Maharashtra,"Topiwala, Mumbai",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1300,1262(1),1811(1),2118(1),2118(1),2118(1),-,-,-,983(1),2397(1),2507(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Sancheti Inst Of Ortho, Pune",ORTHOPAEDICS,"₹9,00,000*","₹77,000",0,₹0,Info Not Available,1792(2),1792(2),2283(2),2283(2),2283(2),-,-,-,1559(2),1723(2),2510(2),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"SMBT IMS, Nashik",GENERAL SURGERY,"₹15,16,000*","₹60,000",0,₹0,850,1368(2),1533(2),2253(2),2253(2),2253(2),-,-,-,1198(1),1198(1),2514(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Govt Med Coll, Latur",RADIO DIAGNOSIS,"₹1,43,300*","₹92,522",1,"₹50,00,000",750,-,-,-,-,-,-,-,-,2503(1),2516(1),2516(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",ORTHOPAEDICS,"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,2553(1),3182(1),3182(1),3182(1),3182(1),-,-,-,2517(1),2517(1),2517(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"HBT & RN Cooper, Mumbai",GENERAL SURGERY,"₹1,43,300*","₹92,522",1,"₹50,00,000",940,1769(1),1782(1),2537(1),2537(1),2537(1),-,-,-,2231(1),2504(1),2519(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Vedantaa Inst of MS, Palghar",DERMATOLOGY,"₹19,32,000*","₹65,000",0,₹0,-,-,-,-,-,-,-,-,-,2523(1),2523(1),2523(1),-,-,-
MAHA-Govt Quota,NT2,Maharashtra,"Prakash Inst of MS & R, Sangli",GENERAL MEDICINE,"₹16,00,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,1197(1),1197(1),2525(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Indira Gandhi MedColl, Nagpur",GENERAL SURGERY,"₹1,43,300*","₹92,522",1,"₹50,00,000",822,1785(1),1785(1),1785(1),1785(1),1785(1),-,-,-,2300(1),2528(1),2528(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Vithalrao Patil, Ahmednagar",OPHTHALMOLOGY,"₹10,00,000*","₹76,629",0,₹0,960,-,-,-,-,-,-,-,-,1782(1),1782(1),2530(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",PSYCHIATRY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,-,-,-,-,-,-,-,-,1045(1),1485(1),2536(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Tata Memorial, Mumbai",PATHOLOGY,"₹1,05,500*","₹1,00,800",1*,"₹25,00,000*",614,710(1),554(1),2391(1),2391(1),2391(1),-,-,-,1490(2),1490(2),2542(2),-,-,-
MAHA-Govt Quota,SC-PH,Maharashtra,"Seth GS, Mumbai",PAEDIATRICS,"₹1,43,300*","₹92,522",1,"₹50,00,000",2250,-,-,-,-,-,-,-,-,-,-,2547(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"MPGIMER, Nashik",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",-,1381(1),2010(1),2349(1),2349(1),2349(1),-,-,-,1326(2),2056(2),2552(2),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Kashibai Navale, Pune",ENT,"₹12,94,000*","₹76,429",0,₹0,1094,2009(1),2009(1),2373(1),2373(1),2373(1),-,-,-,1534(1),2211(1),2555(1),2720(1),-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Sri Bhausaheb, Dhule",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",545,1378(1),2061(1),2511(1),2511(1),2511(1),-,-,-,1339(1),2088(1),2556(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",DERMATOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,-,-,-,-,-,-,-,-,1001(1),2559(1),2559(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Tata Memorial, Mumbai",RADIATION ONCOLOGY,"₹1,05,500*","₹1,00,800",1*,"₹25,00,000*",614,-,-,-,-,-,-,-,-,2560(1),2560(1),2560(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Govt Med Coll, Akola",RADIO DIAGNOSIS,"₹1,43,300*","₹92,522",1,"₹50,00,000",840,-,-,-,-,-,-,-,-,2559(1),2564(1),2564(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"BKL Walawalkar, Ratnagiri",GENERAL SURGERY,"₹9,67,000*","₹62,000",0,₹0,520,-,-,-,-,-,-,-,-,1979(1),2069(1),2566(1),-,-,-
MAHA-Govt Quota,EWS,Maharashtra,"BJMC, Pune",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,1310(1),1816(1),2302(1),2302(1),2302(1),-,-,-,1049(1),2319(1),2568(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Topiwala, Mumbai",PATHOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1300,1845(3),2581(3),3106(3),3210(3),3210(3),-,-,-,1500(1),2569(1),2569(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Kashibai Navale, Pune",PSYCHIATRY,"₹12,94,000*","₹76,429",0,₹0,1094,938(1),938(1),3093(1),3093(1),3093(1),-,-,-,1475(1),1028(1),2573(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"NKP Salve IMS, Nagpur",GENERAL SURGERY,"₹9,00,000*","₹64,551",0,₹0,1272,1698(2),1698(2),2569(2),2569(2),2569(2),-,-,-,1562(2),1596(2),2577(2),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Topiwala, Mumbai",PSYCHIATRY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1300,-,-,-,-,-,-,-,-,625(1),758(1),2581(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Kashibai Navale, Pune",DERMATOLOGY,"₹51,76,000*","₹76,429",0,₹0,1094,1459(1),2289(1),2289(1),2289(1),2289(1),-,-,-,1477(1),2584(1),2584(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Tern Med Coll, Navi Mumbai",RADIO DIAGNOSIS,"₹38,18,180*","₹51,000*",0,₹0,700,-,-,-,-,-,-,-,-,1846(2),2586(2),2586(2),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"BJMC, Pune",PSYCHIATRY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,-,-,-,-,-,-,-,-,1079(1),1565(1),2590(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Govt Med Coll, Aurangabad",PAEDIATRICS,"₹1,43,300*","₹92,522",1,"₹50,00,000",1177,-,-,-,-,-,-,-,-,1393(1),1393(1),2598(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Ashwini Rural, Solapur",PAEDIATRICS,"₹11,81,000*","₹65,000",0,₹0,520,-,-,-,-,-,-,-,-,1859(1),1859(1),2602(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"NKP Salve IMS, Nagpur",GENERAL SURGERY,"₹9,00,000*","₹64,551",0,₹0,1272,-,-,-,-,-,-,-,-,2603(1),2603(1),2603(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Govt Med Coll, Jalgaon",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",441,1482(1),2068(1),2587(1),2587(1),2587(1),-,-,-,1442(1),2190(1),2609(1),3209(1),-,-
MAHA-Govt Quota,EWS,Maharashtra,"VMMC, Solapur",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",763,-,-,-,-,-,-,-,-,1967(1),2568(1),2610(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Govt Med Coll, Gondia",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",500,-,-,-,-,-,-,-,-,1424(1),2174(1),2613(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Panjabrao Deshmukh, Amravati",ORTHOPAEDICS,"₹11,90,000*","₹76,429",0,₹0,760,-,-,-,-,-,-,-,-,2615(1),2615(1),2615(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"MPGIMER, Nashik",ENT,"₹1,43,300*","₹92,522",1,"₹50,00,000",-,-,-,-,-,-,-,-,-,-,2426(1),2616(1),-,-,-
MAHA-Govt Quota,NT2,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,1439(1),1608(1),1971(1),1971(1),1971(1),-,-,-,1688(1),2297(1),2621(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Seth GS, Mumbai",PATHOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",2250,1534(2),2079(2),2594(2),2594(2),2594(2),-,-,-,1448(2),2299(2),2622(2),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"MGIMS, Wardha",PSYCHIATRY,"₹1,43,300*","₹89,698",1,"₹50,00,000",1000,-,-,-,-,-,-,-,-,1183(1),1808(1),2624(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"MGIMS, Wardha",ANAESTHESIOLOGY,"₹1,43,300*","₹89,698",1,"₹50,00,000",1000,-,-,-,-,-,-,-,-,1314(1),2144(1),2626(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"BJMC, Pune",GENERAL SURGERY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,1696(1),1696(1),2743(1),2743(1),2743(1),-,-,-,1539(1),1539(1),2631(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Govt Med Coll, Baramati",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",310,-,-,-,-,-,-,-,-,1529(1),2065(1),2641(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Govt Med Coll, Nagpur",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1866,-,-,-,-,-,-,-,-,1841(1),2045(1),2642(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Govt Med Coll, Latur",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",750,-,-,-,-,-,-,-,-,1348(1),2016(1),2644(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"MPGIMER, Nashik",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",-,1623(1),2161(1),2882(1),2882(1),2882(1),-,-,-,1445(1),2102(1),2647(1),-,-,-
MAHA-Govt Quota,NT2,Maharashtra,"Govt Med Coll, Nagpur",ENT,"₹1,43,300*","₹92,522",1,"₹50,00,000",1866,-,-,-,-,-,-,-,-,1537(1),2650(1),2650(1),-,-,-
MAHA-Govt Quota,OPEN-PH,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",DA,"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,-,-,-,-,-,-,-,-,-,-,2651(1),-,-,-
MAHA-Govt Quota,SC-PH,Maharashtra,"BJMC, Pune",OBG,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,-,-,-,-,-,-,-,-,-,-,2653(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Sancheti Inst Of Ortho, Pune",ORTHOPAEDICS,"₹9,00,000*","₹77,000",0,₹0,Info Not Available,-,-,-,-,-,-,-,-,2499(2),2783(2),2655(2),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Kashibai Navale, Pune",ENT,"₹12,94,000*","₹76,429",0,₹0,1094,-,-,-,-,-,-,-,-,1972(1),2772(1),2660(1),-,-,-
MAHA-Govt Quota,EWS,Maharashtra,"Govt Med Coll, Gondia",ENT,"₹1,43,300*","₹92,522",1,"₹50,00,000",500,-,-,-,-,-,-,-,-,1802(1),1967(1),2664(1),-,-,-
MAHA-Govt Quota,EWS,Maharashtra,"Govt Med Coll, Nagpur",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1866,1316(1),1954(1),2345(1),2345(1),2345(1),-,-,-,1420(1),2475(1),2672(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"MIMSR, Latur",OPHTHALMOLOGY,"₹7,82,607*","₹76,249",0,₹0,775,-,-,-,-,-,-,-,-,2281(1),2184(1),2676(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Sri Bhausaheb, Dhule",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",545,-,-,-,-,-,-,-,-,1372(1),2136(1),2678(1),-,-,-
MAHA-Govt Quota,EWS,Maharashtra,"Indira Gandhi MedColl, Nagpur",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",822,-,-,-,-,-,-,-,-,1440(1),2508(1),2680(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"BKL Walawalkar, Ratnagiri",GENERAL SURGERY,"₹9,67,000*","₹62,000",0,₹0,520,-,-,-,-,-,-,-,-,2685(1),2685(1),2685(1),-,-,-
MAHA-Govt Quota,NT1,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",665,-,-,-,-,-,-,-,-,1980(1),2477(1),2690(1),-,-,-
MAHA-Govt Quota,NT1,Maharashtra,"SMBT IMS, Nashik",PAEDIATRICS,"₹15,16,000*","₹60,000",0,₹0,850,-,-,-,-,-,-,-,-,2694(1),2694(1),2694(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Indira Gandhi MedColl, Nagpur",PAEDIATRICS,"₹1,43,300*","₹92,522",1,"₹50,00,000",822,-,-,-,-,-,-,-,-,1245(1),1425(1),2695(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"KJ Somaiyya, Mumbai",ANAESTHESIOLOGY,"₹12,00,000*","₹64,000",0,₹0,550,-,-,-,-,-,-,-,-,1602(1),2377(1),2696(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"BJMC, Pune",DERMATOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,-,-,-,-,-,-,-,-,1989(1),2697(1),2697(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"NKP Salve IMS, Nagpur",GENERAL MEDICINE,"₹9,00,000*","₹64,551",0,₹0,1272,2333(1),2354(1),2354(1),2354(1),2354(1),-,-,-,2484(1),2160(1),2699(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Tata Memorial, Mumbai",PALLIATIVE MEDICINE,"₹1,05,500*","₹1,00,800",1*,"₹25,00,000*",614,2887(1),2547(1),2547(1),2547(1),2547(1),-,-,-,1762(1),2660(1),2702(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Vedantaa Inst of MS, Palghar",PAEDIATRICS,"₹19,32,000*","₹65,000",0,₹0,-,1207(2),1441(2),2255(2),2255(2),2255(2),-,-,-,966(2),1938(2),2704(2),2683(1),3997(1),-
MAHA-Govt Quota,OPEN,Maharashtra,"NKP Salve IMS, Nagpur",ANAESTHESIOLOGY,"₹9,00,000*","₹64,551",0,₹0,1272,2197(3),2647(3),3147(3),3147(3),3147(3),-,-,-,2398(2),2549(2),2707(2),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Panjabrao Deshmukh, Amravati",PSYCHIATRY,"₹11,90,000*","₹76,429",0,₹0,760,1768(1),2058(1),2526(1),2526(1),2526(1),-,-,-,968(1),1627(1),2711(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Govt Med Coll, Chandrapur",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",650,-,-,-,-,-,-,-,-,1486(1),2150(1),2729(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Prakash Inst of MS & R, Sangli",PAEDIATRICS,"₹16,00,000*",Info not available,Info Not Available,Info not available,-,-,-,-,-,-,-,-,-,2371(1),2371(1),2742(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Tern Med Coll, Navi Mumbai",ANAESTHESIOLOGY,"₹9,54,545*","₹51,000*",0,₹0,700,-,-,-,-,-,-,-,-,1744(1),2607(1),2749(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Sri Bhausaheb, Dhule",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",545,-,-,-,-,-,-,-,-,1939(1),2214(1),2750(1),-,-,-
