Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2023 8,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6
MAHA-Govt Quota,ST,Maharashtra,"BJMC, Pune",EMERGENCY MEDICINE,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,-,-,-,-,-,-,-,-,4189(1),4189(1),5060(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Govt Med Coll, Aurangabad",GENERAL SURGERY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1177,-,-,-,-,-,-,-,-,4420(1),4425(1),5063(1),5639(1),-,-
MAHA-Govt Quota,OBC Service,Maharashtra,"Govt Med Coll, Aurangabad",RADIO DIAGNOSIS,"₹1,43,300*","₹92,522",1,"₹50,00,000",1177,-,-,-,-,-,-,-,-,5064(1),5064(1),5064(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Tern Med Coll, Navi Mumbai",PATHOLOGY,"₹9,54,545*","₹51,000*",0,₹0,700,-,-,-,-,-,-,-,-,4310(1),4733(1),5065(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Vithalrao Patil, Ahmednagar",PATHOLOGY,"₹10,00,000*","₹76,629",0,₹0,960,-,-,-,-,-,-,-,-,4511(1),4465(1),5068(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Topiwala, Mumbai",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1300,-,-,-,-,-,-,-,-,4439(1),4439(1),5075(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Ashwini Rural, Solapur",GENERAL SURGERY,"₹11,81,000*","₹65,000",0,₹0,520,-,-,-,-,-,-,-,-,3575(1),3575(1),5079(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"Tern Med Coll, Navi Mumbai",GENERAL SURGERY,"₹47,72,725*","₹51,000*",0,₹0,700,-,-,-,-,-,-,-,-,-,-,5081(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"Ashwini Rural, Solapur",RADIO DIAGNOSIS,"₹59,05,000*","₹65,000",0,₹0,520,4807(1),4807(1),4807(1),4807(1),4807(1),-,-,-,4485(1),5083(1),5083(1),-,-,-
MAHA-Govt Quota,OPEN Service,Maharashtra,"MPGIMER, Nashik",GENERAL MEDICINE,"₹1,43,300*","₹92,522",1,"₹50,00,000",-,-,-,-,-,-,-,-,-,5084(1),5084(1),5084(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"Vasantrao Pawar, Nasik",ORTHOPAEDICS,"₹45,00,000*","₹69,105",0,₹0,1000,5049(1),5049(1),5170(2),5170(2),5170(2),-,-,-,5102(1),5102(1),5102(1),-,-,-
MAHA-Govt Quota,OPEN-Orphan,Maharashtra,"Topiwala, Mumbai",RADIO DIAGNOSIS,"₹1,43,300*","₹92,522",1,"₹50,00,000",1300,-,-,-,-,-,-,-,-,-,-,5106(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Kashibai Navale, Pune",TBRD,"₹51,76,000*","₹76,429",0,₹0,1094,4420(1),4356(1),4356(1),4356(1),4356(1),-,-,-,4476(1),5108(1),5108(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"MIMER, Talegaon, Pune",GENERAL SURGERY,"₹32,00,000*","₹64,551",0,₹0,720,4170(2),3885(2),3885(2),4441(2),4441(2),-,-,-,3878(2),4243(2),5110(2),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Sajeevan Medical(ENT), Miraj",ENT,"₹9,57,500*","₹52,569",0,₹0,Info Not Available,-,-,-,-,-,-,-,-,4143(1),4617(1),5113(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Vithalrao Patil, Ahmednagar",OPHTHALMOLOGY,"₹10,00,000*","₹76,629",0,₹0,960,-,-,-,-,-,-,-,-,3989(1),3989(1),5135(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Govt Med Coll, Nagpur",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",1866,4354(2),4383(2),4821(2),4821(2),4821(2),-,-,-,4417(1),5142(1),5142(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"Kashibai Navale, Pune",GENERAL MEDICINE,"₹64,70,000*","₹76,429",0,₹0,1094,4251(2),4251(2),4251(2),4251(2),4251(2),-,-,-,2762(1),2762(1),5144(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Tern Med Coll, Navi Mumbai",PAEDIATRICS,"₹38,18,180*","₹51,000*",0,₹0,700,-,-,-,-,-,-,-,-,-,-,5150(1),5298(1),-,-
MAHA-Govt Quota,VJ,Maharashtra,"Pimpri Chinchwad, Pimpri",MICROBIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",750,-,-,-,-,-,-,-,-,4868(1),-,5151(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Tern Med Coll, Navi Mumbai",ANAESTHESIOLOGY,"₹9,54,545*","₹51,000*",0,₹0,700,-,-,-,-,-,-,-,-,4031(1),4419(1),5152(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"NKP Salve IMS, Nagpur",ENT,"₹27,00,000*","₹64,551",0,₹0,1272,4671(2),4840(2),4840(2),4840(2),4840(2),-,-,-,4662(3),5153(3),5153(3),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Govt Med Coll, Aurangabad",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1177,-,-,-,-,-,-,-,-,4822(1),4936(1),5159(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"BKL Walawalkar, Ratnagiri",ANAESTHESIOLOGY,"₹9,67,000*","₹62,000",0,₹0,520,-,-,-,-,-,-,-,-,4316(1),4797(1),5161(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Rajiv Gandhi MC & CSMH, Thane",PHARMACOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",500,-,-,-,-,-,-,-,-,4324(1),4765(1),5163(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"BJMC, Pune",PATHOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,3071(1),3071(1),4629(1),4629(1),4629(1),-,-,-,2972(1),4275(1),5168(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Govt Med Coll, Nagpur",PHARMACOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1866,4207(2),4880(2),5941(2),5941(2),5941(2),-,-,-,3965(2),5169(2),5169(2),-,-,-
MAHA-Govt Quota,EWS,Maharashtra,"Govt Med Coll, Aurangabad",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",1177,4449(1),4313(1),4313(1),4313(1),4313(1),-,-,-,5000(1),5174(1),5174(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Ulhas Patil Med Coll, Jalgaon",EMERGENCY MEDICINE,"₹9,00,000*","₹52,769",0,₹0,500,-,-,-,-,-,-,-,-,3831(1),3831(1),5178(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Govt Med Coll, Aurangabad",PATHOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1177,3370(1),3650(1),4578(1),4578(1),4578(1),-,-,-,3025(1),4414(1),5183(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Govt Med Coll, Nagpur",PATHOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1866,3161(1),3370(1),4116(1),4116(1),4116(1),-,-,-,2668(1),3949(1),5185(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"NKP Salve IMS, Nagpur",ORTHOPAEDICS,"₹36,00,000*","₹64,551",0,₹0,1272,3839(3),3816(3),3816(3),3816(3),3816(3),-,-,-,3861(3),5016(3),5186(3),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Kashibai Navale, Pune",ENT,"₹38,82,000*","₹76,429",0,₹0,1094,4744(1),4790(1),4790(1),4790(1),4790(1),-,-,-,5146(1),5189(1),5189(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Rajarshee CSM Govt MC,Kolhapur",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",665,-,-,-,-,-,-,-,-,4301(1),4811(1),5193(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"MIMSR, Latur",ORTHOPAEDICS,"₹31,30,428*","₹76,249",0,₹0,775,4006(1),4006(1),4006(1),4006(1),4006(1),-,-,-,3661(1),5203(1),5203(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Govt Med Coll, Nanded",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",750,4166(1),4656(1),5016(1),5016(1),5016(1),-,-,-,4263(1),4523(1),5207(1),-,-,-
MAHA-Govt Quota,SC Service,Maharashtra,"Govt Med Coll, Nagpur",RADIO DIAGNOSIS,"₹1,43,300*","₹92,522",1,"₹50,00,000",1866,-,-,-,-,-,-,-,-,5209(1),5209(1),5209(1),-,-,-
MAHA-Govt Quota,SC-PH,Maharashtra,"Topiwala, Mumbai",PATHOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1300,-,-,-,-,-,-,-,-,-,-,5225(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Indira Gandhi MedColl, Nagpur",MICROBIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",822,-,-,-,-,-,-,-,-,5227(1),5227(1),5227(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Grant Med Coll, Mumbai",PATHOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",2844,3185(2),3559(2),4148(2),4148(2),4148(2),-,-,-,2983(1),4145(1),5237(1),5180(1),6422(1),-
MAHA-Govt Quota,OPEN,Maharashtra,"Topiwala, Mumbai",MICROBIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1300,3743(1),3743(1),5524(1),5524(1),5524(1),-,-,-,3695(1),4541(1),5244(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Vasantrao Pawar, Nasik",PSYCHIATRY,"₹36,00,000*","₹69,105",0,₹0,1000,4242(1),4842(1),4842(1),4842(1),4842(1),-,-,-,4578(1),5260(1),5249(1),6404(1),-,-
MAHA-Govt Quota,SC,Maharashtra,"Vedantaa Inst of MS, Palghar",GENERAL SURGERY,"₹19,32,000*","₹65,000",0,₹0,-,3589(1),3793(1),3996(1),3996(1),3996(1),-,-,-,3762(1),4416(1),5251(1),5685(1),5540(1),-
MAHA-Govt Quota,OBC Service,Maharashtra,"Tata Memorial, Mumbai",RADIO DIAGNOSIS,"₹1,05,500*","₹1,00,800",1*,"₹25,00,000*",614,-,-,-,-,-,-,-,-,5256(1),5256(1),5256(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"BKL Walawalkar, Ratnagiri",OBG,"₹38,68,000*","₹62,000",0,₹0,520,3626(1),3626(1),3626(1),3626(1),3626(1),-,-,-,3058(1),4008(1),5257(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Govt Med Coll, Akola",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",840,-,-,-,-,-,-,-,-,3793(1),4494(1),5259(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Kashibai Navale, Pune",PSYCHIATRY,"₹38,82,000*","₹76,429",0,₹0,1094,3351(1),4792(1),4792(1),4792(1),4792(1),-,-,-,2786(1),4309(1),5260(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"MIMER, Talegaon, Pune",GENERAL MEDICINE,"₹40,00,000*","₹64,551",0,₹0,720,4161(1),4367(1),3205(1),3205(1),3205(1),-,-,-,3964(1),4836(1),5270(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"VMMC, Solapur",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",763,-,-,-,-,-,-,-,-,4901(1),5039(1),5274(1),6045(1),-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Ulhas Patil Med Coll, Jalgaon",GENERAL SURGERY,"₹36,00,000*","₹52,769",0,₹0,500,4191(1),4302(1),4302(1),4302(1),4302(1),-,-,-,4872(2),5669(2),5277(2),-,-,-
MAHA-Govt Quota,OBC Service-PH,Maharashtra,"Govt Med Coll, Latur",RADIO DIAGNOSIS,"₹1,43,300*","₹92,522",1,"₹50,00,000",750,-,-,-,-,-,-,-,-,-,-,5278(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"Vedantaa Inst of MS, Palghar",PSYCHIATRY,"₹19,32,000*","₹65,000",0,₹0,-,-,-,-,-,-,-,-,-,3136(1),3261(1),5295(1),-,-,-
MAHA-Govt Quota,OBC,Maharashtra,"MIMSR, Latur",PATHOLOGY,"₹7,82,607*","₹76,249",0,₹0,775,-,-,-,-,-,-,-,-,3261(1),4513(1),5304(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"Panjabrao Deshmukh, Amravati",DERMATOLOGY,"₹59,50,000*","₹76,429",0,₹0,760,-,-,-,-,-,-,-,-,2939(1),5306(1),5306(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"IIMSR, Jalna",ORTHOPAEDICS,"₹36,00,000*","₹64,551",0,₹0,Info Not Available,4234(2),4212(2),3804(1),3804(1),3804(1),-,-,-,5587(2),5651(2),5307(1),-,-,-
MAHA-Govt Quota,OPEN Service,Maharashtra,"VMMC, Solapur",DERMATOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",763,-,-,-,-,-,-,-,-,-,5309(1),5309(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Vithalrao Patil, Ahmednagar",ANAESTHESIOLOGY,"₹10,00,000*","₹76,629",0,₹0,960,-,-,-,-,-,-,-,-,4411(1),4288(1),5312(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"MIMER, Talegaon, Pune",OPHTHALMOLOGY,"₹32,00,000*","₹64,551",0,₹0,720,4217(2),4418(2),4418(2),4418(2),4418(2),-,-,-,3283(1),5126(1),5313(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Vedantaa Inst of MS, Palghar",RADIO DIAGNOSIS,"₹77,28,000*","₹65,000",0,₹0,-,2911(1),4905(1),2349(1),4859(1),4859(1),-,-,-,3009(1),5314(1),5314(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Govt Med Coll, Aurangabad",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",1177,4516(1),-,5098(1),5761(1),5761(1),-,-,-,5322(1),5322(1),5322(1),-,-,-
MAHA Priv-Min Quota,Minority,Maharashtra,"IIMSR, Jalna",DERMATOLOGY,"₹9,00,000*","₹64,551",0,₹0,Info Not Available,597(1),965(1),965(1),965(1),965(1),-,-,-,802(1),802(1),5331(2),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"SRTT, Ambajogai",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",518,4286(2),4708(2),4713(2),4713(2),4713(2),-,-,-,3486(1),4771(1),5334(1),5438(1),-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Govt Med Coll, Baramati",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",310,-,-,-,-,-,-,-,-,4823(1),5340(1),5340(1),-,-,-
MAHA-Govt Quota,NT2,Maharashtra,"NKP Salve IMS, Nagpur",PSYCHIATRY,"₹9,00,000*","₹64,551",0,₹0,1272,-,-,-,-,-,-,-,-,2856(1),2958(1),5341(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"SRTT, Ambajogai",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",518,-,-,-,-,-,-,-,-,4882(1),5075(1),5348(1),6090(1),-,-
MAHA-Govt Quota,EWS,Maharashtra,"Govt Med Coll, Nagpur",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",1866,-,-,-,-,-,-,-,-,4517(1),-,5349(1),-,-,-
MAHA-Govt Quota,EWS Service,Maharashtra,"Govt Med Coll, Nanded",MICROBIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",750,-,-,-,-,-,-,-,-,-,-,5351(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"VMMC, Solapur",PHARMACOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",763,-,-,-,-,-,-,-,-,3915(1),3915(1),5354(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Vedantaa Inst of MS, Palghar",DERMATOLOGY,"₹19,32,000*","₹65,000",0,₹0,-,-,-,-,-,-,-,-,-,5356(1),5356(1),5356(1),-,-,-
MAHA-Govt Quota,NT1,Maharashtra,"BJMC, Pune",FORENSIC MEDICINE,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,-,-,-,-,-,-,-,-,5138(1),-,5359(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Govt Med Coll, Miraj",PHARMACOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",725,-,-,-,-,-,-,-,-,4305(1),4168(1),5362(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"NKP Salve IMS, Nagpur",OBG,"₹45,00,000*","₹64,551",0,₹0,1272,4169(2),4330(2),4330(2),4330(2),4330(2),-,-,-,4923(2),5363(2),5363(2),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Tata Memorial, Mumbai",ANAESTHESIOLOGY,"₹1,05,500*","₹1,00,800",1*,"₹25,00,000*",614,3326(1),4056(1),4266(1),4266(1),4266(1),-,-,-,4666(1),4011(1),5364(1),-,-,-
MAHA-Govt Quota,ST-PH,Maharashtra,"MPGIMER, Nashik",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",-,-,-,-,-,-,-,-,-,-,-,5367(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"MIMSR, Latur",OBG,"₹39,31,035*","₹76,249",0,₹0,775,4637(1),4637(1),4637(1),4637(1),4637(1),-,-,-,5368(1),5368(1),5368(1),-,-,-
MAHA-Govt Quota,EWS,Maharashtra,"HBT & RN Cooper, Mumbai",PHARMACOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",940,-,-,-,-,-,-,-,-,4392(1),5369(1),5369(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"Vasantrao Pawar, Nasik",PAEDIATRICS,"₹45,00,000*","₹69,105",0,₹0,1000,-,-,4898(1),4898(1),4898(1),-,-,-,5037(1),5372(1),5372(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Ashwini Rural, Solapur",OBG,"₹47,24,000*","₹65,000",0,₹0,520,3682(2),3768(2),3478(2),3478(2),3478(2),-,-,-,3732(2),4480(2),5374(2),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Govt Med Coll, Chandrapur",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",650,-,-,-,-,-,-,-,-,3897(1),5059(1),5376(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Ulhas Patil Med Coll, Jalgaon",TBRD,"₹36,00,000*","₹52,769",0,₹0,500,3779(1),3779(1),3779(1),3779(1),3779(1),-,-,-,4833(1),5049(1),5384(1),6092(1),6522(1),-
MAHA-NRI Quota,NRI,Maharashtra,"MIMER, Talegaon, Pune",GENERAL SURGERY,"₹40,00,000*","₹64,551",0,₹0,720,-,-,6008(1),6008(1),6008(1),-,-,-,5389(1),5389(1),5389(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Govt Med Coll, Nagpur",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",1866,-,-,-,-,-,-,-,-,4124(1),4992(1),5394(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Ashwini Rural, Solapur",OPHTHALMOLOGY,"₹47,24,000*","₹65,000",0,₹0,520,-,-,-,-,-,-,-,-,5126(1),5406(1),5406(1),-,-,-
MAHA-Govt Quota,OPEN Service,Maharashtra,"Lokmanya Tilak, Sion, Mumbai",DERMATOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1462,-,-,-,-,-,-,-,-,5414(1),5414(1),5414(1),-,-,-
MAHA-Govt Quota,OPEN Service-PH,Maharashtra,"Shri VR Naik Govt, Yavatmal",MICROBIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",756,-,-,-,-,-,-,-,-,-,-,5415(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"Vithalrao Patil, Ahmednagar",GENERAL MEDICINE,"₹50,00,000*","₹76,629",0,₹0,960,-,-,-,-,-,-,-,-,2565(1),2565(1),5417(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Ulhas Patil Med Coll, Jalgaon",PSYCHIATRY,"₹9,00,000*","₹52,769",0,₹0,500,-,-,-,-,-,-,-,-,6620(1),-,5418(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"Vithalrao Patil, Ahmednagar",ORTHOPAEDICS,"₹50,00,000*","₹76,629",0,₹0,960,-,-,4973(1),4973(1),4973(1),-,-,-,5423(1),5423(1),5423(1),-,-,-
MAHA Priv-Min Quota,Minority,Maharashtra,"IIMSR, Jalna",GENERAL SURGERY,"₹9,00,000*","₹64,551",0,₹0,Info Not Available,1719(2),2026(2),3457(2),3457(2),3457(2),-,-,-,1708(2),1612(2),5424(3),-,-,-
MAHA-Govt Quota,NT2,Maharashtra,"Topiwala, Mumbai",PHARMACOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1300,-,-,-,-,-,-,-,-,5437(1),5437(1),5437(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Vedantaa Inst of MS, Palghar",ENT,"₹19,32,000*","₹65,000",0,₹0,-,-,-,-,-,-,-,-,-,3312(1),4166(1),5441(1),-,-,-
MAHA-Govt Quota,SC,Maharashtra,"Govt Med Coll, Latur",PATHOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",750,-,-,-,-,-,-,-,-,3654(1),4432(1),5443(1),5767(1),6438(1),-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"KJ Somaiyya, Mumbai",PATHOLOGY,"₹24,00,000*","₹64,000",0,₹0,550,-,-,5182(1),5182(1),5182(1),-,-,-,6319(1),3844(1),5444(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Govt Med Coll, Gondia",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",500,4567(1),5017(1),4941(1),4941(1),4941(1),-,-,-,3929(1),5035(1),5448(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"Ulhas Patil Med Coll, Jalgaon",PATHOLOGY,"₹9,00,000*","₹52,769",0,₹0,500,-,-,-,-,-,-,-,-,4922(1),5451(1),5451(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"BKL Walawalkar, Ratnagiri",ORTHOPAEDICS,"₹38,68,000*","₹62,000",0,₹0,520,4434(1),4434(1),4434(1),4434(1),4434(1),-,-,-,4377(1),5460(1),5460(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Vithalrao Patil, Ahmednagar",ORTHOPAEDICS,"₹10,00,000*","₹76,629",0,₹0,960,-,-,-,-,-,-,-,-,5472(1),5472(1),5472(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"BJMC, Pune",ENT,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,3197(1),4079(1),4079(1),4079(1),4079(1),-,-,-,4497(1),4810(1),5473(1),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"Ulhas Patil Med Coll, Jalgaon",GENERAL MEDICINE,"₹45,00,000*","₹52,769",0,₹0,500,4803(1),4803(1),4803(1),4803(1),4803(1),-,-,-,4641(1),5243(1),5477(1),-,-,-
MAHA-Govt Quota,NT2,Maharashtra,"Govt Med Coll, Akola",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",840,-,-,-,-,-,-,-,-,4120(1),5341(1),5478(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"MIMER, Talegaon, Pune",ORTHOPAEDICS,"₹8,00,000*","₹64,551",0,₹0,720,-,-,-,-,-,-,-,-,5487(1),5487(1),5487(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Grant Med Coll, Mumbai",MICROBIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",2844,3594(2),4310(2),5353(2),5353(2),5353(2),-,-,-,3084(1),3695(1),5490(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"NKP Salve IMS, Nagpur",OBG,"₹9,00,000*","₹64,551",0,₹0,1272,-,-,-,-,-,-,-,-,5492(1),5492(1),5492(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Panjabrao Deshmukh, Amravati",PAEDIATRICS,"₹47,60,000*","₹76,429",0,₹0,760,-,-,-,-,-,-,-,-,3988(1),4858(1),5498(1),-,-,-
MAHA-Govt Quota,EWS,Maharashtra,"MPGIMER, Nashik",MICROBIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",-,-,-,-,-,-,-,-,-,5508(1),5508(1),5508(1),-,-,-
MAHA-Govt Quota,ST,Maharashtra,"Govt Med Coll, Nagpur",ENT,"₹1,43,300*","₹92,522",1,"₹50,00,000",1866,-,-,-,-,-,-,-,-,4728(1),4972(1),5514(1),-,-,-
MAHA-Govt Quota,EWS,Maharashtra,"Grant Med Coll, Mumbai",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",2844,4188(1),4196(1),6503(1),6503(1),6503(1),-,-,-,3986(1),5524(1),5524(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"SMBT IMS, Nashik",OBG,"₹60,64,000*","₹60,000",0,₹0,850,3869(1),3682(1),3682(1),3682(1),3682(1),-,-,-,3947(1),4825(1),5526(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Vasantrao Pawar, Nasik",ENT,"₹36,00,000*","₹69,105",0,₹0,1000,3350(1),4753(1),4753(1),4753(1),4753(1),-,-,-,5056(1),5529(1),5529(1),-,-,-
MAHA-Govt Quota,SEBC,Maharashtra,"SRTT, Ambajogai",SPM,"₹1,43,300*","₹92,522",1,"₹50,00,000",518,-,-,-,-,-,-,-,-,5078(1),5532(1),5532(1),-,-,-
MAHA-Govt Quota,OBC Service,Maharashtra,"BJMC, Pune",ANAESTHESIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,-,-,-,-,-,-,-,-,5536(1),5536(1),5536(1),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"BJMC, Pune",PHYSIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1296,4239(1),5043(1),5465(1),-,-,-,-,-,5544(1),5544(1),5544(1),-,-,-
MAHA Priv-Mgmt Quota,MGT,Maharashtra,"Kashibai Navale, Pune",ANAESTHESIOLOGY,"₹25,88,000*","₹76,429",0,₹0,1094,5046(3),5008(6),5008(7),5008(7),5008(7),-,-,-,5247(7),5546(7),5546(7),-,-,-
MAHA-Govt Quota,OPEN,Maharashtra,"Govt Med Coll, Aurangabad",MICROBIOLOGY,"₹1,43,300*","₹92,522",1,"₹50,00,000",1177,3984(1),4288(1),4288(1),4288(1),4288(1),-,-,-,4541(2),5021(2),5547(2),-,-,-
MAHA-NRI Quota,NRI,Maharashtra,"Vithalrao Patil, Ahmednagar",OPHTHALMOLOGY,"₹50,00,000*","₹76,629",0,₹0,960,-,-,-,-,-,-,-,-,5550(1),5550(1),5550(1),-,-,-
