Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7
KER Govt Quota,SC,Kerala,"Govt Med Coll, Kozhikode",OBG,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,1561(1),1561(1),1561(1),-,-,2176(1),2402(1),-,-,-,-,-
KER Govt Quota,SC,Kerala,"Govt Med Coll, Kottayam",ENT,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,-,-,-,-,-,2345(1),2404(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Malabar Med Coll, Kozhikode",GENERAL SURGERY,"₹18,49,748*","₹53,000",1,"₹20,00,000",720,1563(1),1563(1),1563(1),-,-,2150(2),2416(2),-,-,-,-,-
KER Govt Quota,EW,Kerala,"Govt Med Coll, Kozhikode",PATHOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,-,-,-,-,-,2417(1),2417(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"DM Wayanad IMS, Wayanad",ORTHOPAEDICS,"₹18,49,748*","₹53,000",0,₹0,700,-,-,-,-,-,2031(1),2418(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"Travancore Med Coll, Kollam",DERMATOLOGY,"₹38,86,680*","₹50,000",0*,₹0*,750,2746(1),2746(1),2866(1),-,-,2427(1),2427(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"Malankara Orthodox, Kolechery",GENERAL MEDICINE,"₹38,86,680*","₹53,000",0,₹0,1110,2290(1),2290(1),2290(1),-,-,2429(1),2429(1),-,-,-,-,-
KER Govt Quota,EW,Kerala,"Medical College, Trivandrum",PATHOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,1889(1),4417(1),4417(1),-,-,2437(1),2437(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Dr Somervel Mem, Karakonam",OBG,"₹18,49,748*","₹53,000",0,₹0,695,2153(1),2153(1),2153(1),-,-,1993(1),2440(1),-,-,-,-,-
KER Govt Quota,LA,Kerala,"Govt Med Coll, Kozhikode",PATHOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,-,-,-,-,-,2372(1),2441(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"MES Med Coll, Malappuram",PSYCHIATRY,"₹18,49,748*","₹53,000",1*,"₹10,00,000*",680,2312(1),2599(1),2599(1),-,-,2443(2),2443(2),-,-,-,-,-
KER Govt Quota,HQ Serv,Kerala,"Govt of Med Sci, Pariyaram",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",1752,-,-,-,-,-,2448(1),2448(1),-,-,-,-,-
KER Self Fin. Seats,SC,Kerala,"DM Wayanad IMS, Wayanad",PAEDIATRICS,"₹18,49,748*","₹53,000",0,₹0,700,-,-,-,-,-,1871(1),2453(1),-,-,-,-,-
KER Self Fin. Seats,EZ,Kerala,"Travancore Med Coll, Kollam",OBG,"₹18,49,748*","₹50,000",0*,₹0*,750,-,-,-,-,-,2463(1),2463(1),-,-,-,-,-
KER Govt Quota,SC,Kerala,"Medical College, Trivandrum",OBG,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,1788(1),1919(1),2295(2),-,-,2171(1),2465(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Sree Gokulam, Trivandrum",OPHTHALMOLOGY,"₹17,49,006*","₹53,000",0,₹0,760,1785(2),2773(2),2552(2),-,-,2478(1),2478(1),-,-,-,-,-
KER Self Fin. Seats,SC,Kerala,"Jubilee Mission, Thrissur",GENERAL SURGERY,"₹18,49,748*","₹53,000",0,₹0,1450,-,-,-,-,-,2484(1),2484(1),-,-,-,-,-
KER Govt Quota,HQ Serv,Kerala,"Govt Med Coll, Kottayam",OBG,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,-,-,3647(1),-,-,2505(1),2505(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Jubilee Mission, Thrissur",OPHTHALMOLOGY,"₹18,49,748*","₹53,000",0,₹0,1450,1990(1),2661(1),2661(1),-,-,1980(1),2512(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Al-Azhar Med Coll, Thodupuzha",ORTHOPAEDICS,"₹18,49,748*","₹40,000",0,₹0,700,-,-,2683(1),-,-,2540(1),2540(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"Jubilee Mission, Thrissur",PAEDIATRICS,"₹38,86,680*","₹53,000",0,₹0,1450,2771(1),2771(1),2771(1),-,-,2545(1),2545(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Malankara Orthodox, Kolechery",ANAESTHESIOLOGY,"₹18,49,748*","₹53,000",0,₹0,1110,2052(1),2052(1),2052(1),-,-,2139(2),2550(2),-,-,-,-,-
KER Self Fin. Seats,SC,Kerala,"Pushpagiri IMS, Tiruvalla",OBG,"₹18,49,748*","₹43,000",0,₹0,955,2245(1),2567(1),2748(1),-,-,2402(1),2552(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Travancore Med Coll, Kollam",PSYCHIATRY,"₹18,49,748*","₹50,000",0*,₹0*,750,2606(1),3266(1),2791(1),3137(1),-,2564(1),2564(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"DM Wayanad IMS, Wayanad",GENERAL SURGERY,"₹18,49,748*","₹53,000",0,₹0,700,1957(2),2186(2),2186(2),-,-,2544(1),2572(1),-,-,-,-,-
KER Self Fin. Seats,BH,Kerala,"KMCT Med Coll, Kozhikode",OBG,"₹18,49,748*","₹53,000",0,₹0,790,-,-,-,-,-,-,2588(1),-,-,-,-,-
KER Self Fin. Seats,BH,Kerala,"MES Med Coll, Malappuram",OPHTHALMOLOGY,"₹18,49,748*","₹53,000",1*,"₹10,00,000*",680,3081(1),3081(1),3081(1),-,-,2229(1),2589(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Amala IMS, Thrissur",PSYCHIATRY,"₹18,49,748*","₹53,000",0,₹0,640,2842(1),2842(1),2842(1),-,-,2593(1),2593(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Amala IMS, Thrissur",GENERAL SURGERY,"₹18,49,748*","₹53,000",0,₹0,640,2005(1),2005(1),2060(1),-,-,1913(1),2595(1),-,-,-,-,-
KER Self Fin. Seats,MU,Kerala,"Sree Narayana IMS, Ernakulam",ORTHOPAEDICS,"₹17,49,006*","₹53,000",0,₹0,Info Not Available,-,-,-,-,-,2614(1),2614(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"KMCT Med Coll, Kozhikode",RADIO DIAGNOSIS,"₹38,86,680*","₹53,000",0,₹0,790,1947(1),1947(1),1947(1),-,-,1829(1),2628(4),-,-,-,-,-
KER Self Fin. Seats,LA,Kerala,"KMCT Med Coll, Kozhikode",TBRD,"₹18,49,748*","₹53,000",0,₹0,790,-,-,-,-,-,2309(1),2630(2),-,-,-,-,-
KER Self Fin. Seats,SC,Kerala,"Malabar Med Coll, Kozhikode",GENERAL SURGERY,"₹18,49,748*","₹53,000",1,"₹20,00,000",720,2438(1),2438(1),2438(1),-,-,2416(1),2655(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Jubilee Mission, Thrissur",ANAESTHESIOLOGY,"₹18,49,748*","₹53,000",0,₹0,1450,2327(2),2395(2),2395(2),-,-,1933(2),2662(2),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Travancore Med Coll, Kollam",ANAESTHESIOLOGY,"₹18,49,748*","₹50,000",0*,₹0*,750,2504(2),2741(2),2752(2),-,-,2598(2),2665(2),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Dr Somervel Mem, Karakonam",OPHTHALMOLOGY,"₹18,49,748*","₹53,000",0,₹0,695,2835(2),3259(2),3259(2),-,-,2451(1),2669(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Jubilee Mission, Thrissur",ORTHOPAEDICS,"₹18,49,748*","₹53,000",0,₹0,1450,1766(1),1766(1),1766(1),-,-,2683(2),2683(2),-,-,-,-,-
KER Self Fin. Seats,MU,Kerala,"Travancore Med Coll, Kollam",OPHTHALMOLOGY,"₹18,49,748*","₹50,000",0*,₹0*,750,-,-,-,-,-,2689(1),2689(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"MES Med Coll, Malappuram",RADIO DIAGNOSIS,"₹38,86,680*","₹53,000",1*,"₹10,00,000*",680,2168(1),2168(1),2168(1),-,-,1698(1),2694(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Travancore Med Coll, Kollam",ORTHOPAEDICS,"₹18,49,748*","₹50,000",0*,₹0*,750,2180(1),2180(1),2721(1),-,-,2519(1),2704(1),-,-,-,-,-
KER Self Fin. Seats,SC,Kerala,"KMCT Med Coll, Kozhikode",PAEDIATRICS,"₹18,49,748*","₹53,000",0,₹0,790,-,-,-,-,-,-,2709(1),-,-,-,-,-
KER Self Fin. Seats,MU,Kerala,"Jubilee Mission, Thrissur",PSYCHIATRY,"₹18,49,748*","₹53,000",0,₹0,1450,-,-,-,-,-,2639(1),2717(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"Amala IMS, Thrissur",PAEDIATRICS,"₹38,86,680*","₹53,000",0,₹0,640,2866(1),2866(1),2741(1),-,-,2694(1),2724(1),-,-,-,-,-
KER Self Fin. Seats,EZ,Kerala,"Sree Gokulam, Trivandrum",GENERAL SURGERY,"₹17,49,006*","₹53,000",0,₹0,760,-,-,-,-,-,2038(1),2737(1),-,-,-,-,-
KER Govt Quota,EW,Kerala,"TD Med Coll, Allepey",PATHOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,-,-,-,-,-,2743(1),2743(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Pushpagiri IMS, Tiruvalla",ORTHOPAEDICS,"₹18,49,748*","₹43,000",0,₹0,955,2096(1),2133(1),2765(1),-,-,2745(1),2745(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Believers Church, Thiruvalla",ORTHOPAEDICS,"₹18,49,748*","₹53,000",0,₹0,750,2060(1),2560(1),2560(1),-,-,1463(1),2746(1),-,-,-,-,-
KER Self Fin. Seats,BH,Kerala,"Pushpagiri IMS, Tiruvalla",PSYCHIATRY,"₹18,49,748*","₹43,000",0,₹0,955,3442(1),3442(1),3442(1),-,-,2750(1),2750(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Amala IMS, Thrissur",ORTHOPAEDICS,"₹18,49,748*","₹53,000",0,₹0,640,1845(1),1845(1),1845(1),-,-,2761(1),2761(1),-,-,-,-,-
KER Self Fin. Seats,EZ,Kerala,"Malabar Med Coll, Kozhikode",OBG,"₹18,49,748*","₹53,000",1,"₹20,00,000",720,-,-,-,-,-,2763(1),2763(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"PK Das IMS, Palakkad",GENERAL SURGERY,"₹17,61,665*","₹53,000",1*,"₹10,00,000*",750,-,-,2397(1),-,-,2261(1),2773(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"SreeUthradomThirunal,Trivandrum",PSYCHIATRY,"₹18,49,748*","₹53,000",0,₹0,-,2404(1),2900(1),2047(1),-,-,2774(1),2774(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"MES Med Coll, Malappuram",ANAESTHESIOLOGY,"₹18,49,748*","₹53,000",1*,"₹10,00,000*",680,2456(3),2515(3),2515(3),-,-,2489(2),2780(2),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"Amala IMS, Thrissur",GENERAL MEDICINE,"₹38,86,680*","₹53,000",0,₹0,640,2960(2),3229(2),3229(1),-,-,2794(2),2794(2),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Pushpagiri IMS, Tiruvalla",GENERAL SURGERY,"₹18,49,748*","₹43,000",0,₹0,955,2041(2),2060(2),2145(2),-,-,2431(2),2800(2),-,-,-,-,-
KER Self Fin. Seats,LA,Kerala,"Sree Gokulam, Trivandrum",PAEDIATRICS,"₹17,49,006*","₹53,000",0,₹0,760,-,-,-,-,-,2801(1),2801(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Mount Zion, Pathanamthitta",GENERAL SURGERY,"₹18,49,748*","₹53,000",0,₹0,604,-,-,-,-,-,2766(1),2806(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"Jubilee Mission, Thrissur",DERMATOLOGY,"₹38,86,680*","₹53,000",0,₹0,1450,1862(1),1862(1),1862(1),-,-,1619(1),2818(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Dr Somervel Mem, Karakonam",GENERAL SURGERY,"₹18,49,748*","₹53,000",0,₹0,695,-,-,-,-,-,1985(1),2826(1),-,-,-,-,-
KER Self Fin. Seats,MM,Kerala,"Travancore Med Coll, Kollam",ANAESTHESIOLOGY,"₹18,49,748*","₹50,000",0*,₹0*,750,2774(1),2774(1),2774(1),-,-,2835(1),2835(1),-,-,-,-,-
KER Self Fin. Seats,SC,Kerala,"Travancore Med Coll, Kollam",OBG,"₹18,49,748*","₹50,000",0*,₹0*,750,-,-,-,-,-,2465(1),2843(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Dr Somervel Mem, Karakonam",OPHTHALMOLOGY,"₹18,49,748*","₹53,000",0,₹0,695,-,-,-,-,-,2235(1),2451(1),-,2844(1),-,-,-
KER Self Fin. Seats,AC,Kerala,"Malankara Orthodox, Kolechery",ANAESTHESIOLOGY,"₹18,49,748*","₹53,000",0,₹0,1110,2875(2),2875(2),2875(2),-,-,2804(2),2847(2),-,-,-,-,-
KER Govt Quota,HQ Serv,Kerala,"TD Med Coll, Allepey",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,-,1020(1),1020(1),-,-,2850(2),2850(2),-,-,-,-,-
KER Self Fin. Seats,BH,Kerala,"MES Med Coll, Malappuram",ANAESTHESIOLOGY,"₹18,49,748*","₹53,000",1*,"₹10,00,000*",680,-,-,-,-,-,2589(1),2863(1),-,-,-,-,-
KER Self Fin. Seats,EZ,Kerala,"KMCT Med Coll, Kozhikode",GENERAL SURGERY,"₹18,49,748*","₹53,000",0,₹0,790,2626(1),2626(1),2626(1),-,-,2737(1),2865(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Dr Somervel Mem, Karakonam",GENERAL SURGERY,"₹18,49,748*","₹53,000",0,₹0,695,2322(1),2322(1),2322(1),-,-,2470(1),2870(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"SreeUthradomThirunal,Trivandrum",ORTHOPAEDICS,"₹18,49,748*","₹53,000",0,₹0,-,2075(1),2204(1),2444(1),-,-,2170(1),2871(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Amala IMS, Thrissur",ANAESTHESIOLOGY,"₹18,49,748*","₹53,000",0,₹0,640,2611(3),3046(3),3046(3),-,-,2440(3),2888(3),-,-,-,-,-
KER Self Fin. Seats,EW,Kerala,"Sree Gokulam, Trivandrum",ANAESTHESIOLOGY,"₹17,49,006*","₹53,000",0,₹0,760,-,-,-,-,-,2900(1),2900(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Sree Narayana IMS, Ernakulam",PSYCHIATRY,"₹17,49,006*","₹53,000",0,₹0,Info Not Available,2276(1),3234(1),3234(1),-,-,2238(1),2903(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"Jubilee Mission, Thrissur",OBG,"₹38,86,680*","₹53,000",0,₹0,1450,3590(1),3994(1),3994(1),-,-,2909(1),2909(1),-,-,-,-,-
KER Self Fin. Seats,MU,Kerala,"KMCT Med Coll, Kozhikode",GENERAL SURGERY,"₹18,49,748*","₹53,000",0,₹0,790,-,-,-,-,-,-,2912(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"MES Med Coll, Malappuram",DERMATOLOGY,"₹38,86,680*","₹53,000",1*,"₹10,00,000*",680,2238(1),2238(1),2746(1),-,-,2324(1),2921(1),-,-,-,-,-
KER Self Fin. Seats,SC,Kerala,"Malabar Med Coll, Kozhikode",ORTHOPAEDICS,"₹18,49,748*","₹53,000",1,"₹20,00,000",720,-,-,-,-,-,2709(1),2923(1),-,-,-,-,-
KER Self Fin. Seats,MM,Kerala,"Travancore Med Coll, Kollam",GENERAL SURGERY,"₹18,49,748*","₹50,000",0*,₹0*,750,2670(1),2670(1),2670(1),-,-,2929(1),2929(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Malabar Med Coll, Kozhikode",PSYCHIATRY,"₹18,49,748*","₹53,000",1,"₹20,00,000",720,2526(1),2847(1),1500(1),3304(1),-,2869(1),2930(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"Sree Gokulam, Trivandrum",DERMATOLOGY,"₹38,86,680*","₹53,000",0,₹0,760,2113(1),2113(1),2113(1),-,-,2650(1),2950(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Dr Somervel Mem, Karakonam",ORTHOPAEDICS,"₹18,49,748*","₹53,000",0,₹0,695,2546(1),2546(1),2546(1),-,-,2953(1),2953(1),-,-,-,-,-
KER Self Fin. Seats,EZ,Kerala,"Dr Somervel Mem, Karakonam",OPHTHALMOLOGY,"₹18,49,748*","₹53,000",0,₹0,695,-,-,-,-,-,2955(1),2955(1),-,-,-,-,-
KER Self Fin. Seats,KU,Kerala,"Malabar Med Coll, Kozhikode",EMERGENCY MEDICINE,"₹18,49,748*","₹53,000",1,"₹20,00,000",720,-,-,-,-,-,1968(1),2961(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Dr Somervel Mem, Karakonam",OBG,"₹18,49,748*","₹53,000",0,₹0,695,2597(1),2597(1),2597(1),-,-,2213(1),2963(1),-,-,-,-,-
KER Self Fin. Seats,SC,Kerala,"Believers Church, Thiruvalla",ORTHOPAEDICS,"₹18,49,748*","₹53,000",0,₹0,750,-,-,-,-,-,2964(1),2964(1),-,-,-,-,-
KER SF NRI Seats,NC,Kerala,"Believers Church, Thiruvalla",RADIO DIAGNOSIS,"₹38,86,680*","₹53,000",0,₹0,750,-,-,-,-,-,-,2971(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"DM Wayanad IMS, Wayanad",ENT,"₹18,49,748*","₹53,000",0,₹0,700,2702(1),2702(1),2702(2),-,-,2616(1),2972(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"Malabar Med Coll, Kozhikode",GENERAL MEDICINE,"₹38,86,680*","₹53,000",1,"₹20,00,000",720,3595(1),3595(1),3595(1),-,-,2975(1),2975(1),-,-,-,-,-
KER Self Fin. Seats,BH,Kerala,"KMCT Med Coll, Kozhikode",OPHTHALMOLOGY,"₹18,49,748*","₹53,000",0,₹0,790,-,-,-,-,-,-,2976(1),-,-,-,-,-
KER Self Fin. Seats,SC,Kerala,"KMCT Med Coll, Kozhikode",PSYCHIATRY,"₹18,49,748*","₹53,000",0,₹0,790,-,-,-,-,-,2981(1),2981(1),-,-,-,-,-
KER SF NRI Seats,NC,Kerala,"Pushpagiri IMS, Tiruvalla",DERMATOLOGY,"₹38,86,680*","₹43,000",0,₹0,955,1952(1),1952(1),1952(1),-,-,2314(1),2982(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Pushpagiri IMS, Tiruvalla",ANAESTHESIOLOGY,"₹18,49,748*","₹43,000",0,₹0,955,2921(3),3062(3),3062(3),3089(1),-,2847(3),2987(3),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"MES Med Coll, Malappuram",GENERAL MEDICINE,"₹38,86,680*","₹53,000",1*,"₹10,00,000*",680,2424(1),2424(1),2424(1),-,-,2991(1),2991(1),-,-,-,-,-
KER Govt Quota,EW,Kerala,"Medical College, Trivandrum",SPM,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,-,-,-,-,-,2993(1),2993(1),-,-,-,-,-
KER Self Fin. Seats,EW,Kerala,"Malabar Med Coll, Kozhikode",DERMATOLOGY,"₹18,49,748*","₹53,000",1,"₹20,00,000",720,-,-,-,-,-,2995(1),2995(1),-,-,-,-,-
KER Self Fin. Seats,MU,Kerala,"Malankara Orthodox, Kolechery",ORTHOPAEDICS,"₹18,49,748*","₹53,000",0,₹0,1110,-,-,-,-,-,2113(1),3001(1),-,-,-,-,-
KER Self Fin. Seats,BX,Kerala,"MES Med Coll, Malappuram",OBG,"₹18,49,748*","₹53,000",1*,"₹10,00,000*",680,-,-,-,-,-,3003(1),3003(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Jubilee Mission, Thrissur",OPHTHALMOLOGY,"₹18,49,748*","₹53,000",0,₹0,1450,2552(1),3317(1),3317(1),-,-,2965(1),3019(1),-,-,-,-,-
KER Self Fin. Seats,EW,Kerala,"Sree Gokulam, Trivandrum",GENERAL MEDICINE,"₹17,49,006*","₹53,000",0,₹0,760,1709(1),1709(1),1709(1),-,-,3022(1),3022(1),-,-,-,-,-
KER Self Fin. Seats,EZ,Kerala,"Pushpagiri IMS, Tiruvalla",OPHTHALMOLOGY,"₹18,49,748*","₹43,000",0,₹0,955,-,-,-,-,-,3025(1),3025(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"TD Med Coll, Allepey",ANATOMY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,-,-,3420(1),5135(1),-,3038(1),3038(1),-,-,-,-,-
KER SF NRI Seats,NC,Kerala,"Pushpagiri IMS, Tiruvalla",ORTHOPAEDICS,"₹38,86,680*","₹43,000",0,₹0,955,4327(1),4327(1),4327(1),-,-,3042(1),3042(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Believers Church, Thiruvalla",ANAESTHESIOLOGY,"₹18,49,748*","₹53,000",0,₹0,750,2885(1),3074(1),3074(1),-,-,2888(1),3044(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Govt Med Coll, Thrissur",BIOCHEMISTRY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,-,-,-,-,-,2934(1),3070(1),-,-,-,-,-
KER Govt Quota,BH,Kerala,"Govt Med Coll, Kottayam",SPM,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,-,-,-,-,-,2246(1),3086(1),-,-,-,-,-
KER Self Fin. Seats,BH,Kerala,"Dr Somervel Mem, Karakonam",ENT,"₹18,49,748*","₹53,000",0,₹0,695,-,-,3298(1),-,-,3088(1),3088(1),-,-,-,-,-
KER Self Fin. Seats,SC,Kerala,"Mount Zion, Pathanamthitta",GENERAL SURGERY,"₹18,49,748*","₹53,000",0,₹0,604,-,-,-,-,-,3089(1),3089(1),-,-,-,-,-
KER Self Fin. Seats,EZ,Kerala,"Al-Azhar Med Coll, Thodupuzha",TBRD,"₹18,49,748*","₹40,000",0,₹0,700,-,-,-,-,-,1976(1),3094(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Pushpagiri IMS, Tiruvalla",PATHOLOGY,"₹11,23,062*","₹43,000",0,₹0,955,-,-,-,-,-,3096(1),3096(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"Amala IMS, Thrissur",TBRD,"₹38,86,680*","₹53,000",0,₹0,640,2178(1),2178(1),2178(1),-,-,3105(1),3105(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Dr Somervel Mem, Karakonam",ANAESTHESIOLOGY,"₹18,49,748*","₹53,000",0,₹0,695,-,-,-,-,-,2821(1),3106(1),-,-,-,-,-
KER Self Fin. Seats,EZ,Kerala,"DM Wayanad IMS, Wayanad",ORTHOPAEDICS,"₹18,49,748*","₹53,000",0,₹0,700,-,-,-,-,-,2418(1),3113(1),-,-,-,-,-
KER Self Fin. Seats,EZ,Kerala,"Jubilee Mission, Thrissur",ENT,"₹18,49,748*","₹53,000",0,₹0,1450,-,-,-,-,-,2906(1),3126(1),-,-,-,-,-
KER Self Fin. Seats,EZ,Kerala,"SreeUthradomThirunal,Trivandrum",OPHTHALMOLOGY,"₹18,49,748*","₹53,000",0,₹0,-,-,-,-,-,-,3126(1),3131(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Malabar Med Coll, Kozhikode",ANAESTHESIOLOGY,"₹18,49,748*","₹53,000",1,"₹20,00,000",720,2302(1),2972(1),2972(1),-,-,2752(2),3135(2),-,-,-,-,-
KER Govt Quota,ST,Kerala,"Govt of Med Sci, Pariyaram",RADIO DIAGNOSIS,"₹69,470*","₹57,876",1*,"₹50,00,000*",1752,-,-,-,-,-,3139(1),3139(1),-,-,-,-,-
KER Self Fin. Seats,SC,Kerala,"KMCT Med Coll, Kozhikode",ENT,"₹18,49,748*","₹53,000",0,₹0,790,-,-,-,-,-,2923(1),3147(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Pushpagiri IMS, Tiruvalla",PSYCHIATRY,"₹18,49,748*","₹43,000",0,₹0,955,2506(2),3446(2),3446(2),-,-,3148(2),3148(2),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"SreeUthradomThirunal,Trivandrum",RADIO DIAGNOSIS,"₹38,86,680*","₹53,000",0,₹0,-,-,-,3136(1),-,-,2157(1),3154(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Govt of Med Sci, Pariyaram",PHYSIOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1752,3503(1),4091(1),3397(1),5499(2),5499(1),3163(1),3163(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"DM Wayanad IMS, Wayanad",ANAESTHESIOLOGY,"₹18,49,748*","₹53,000",0,₹0,700,-,-,3028(1),3250(1),-,2812(1),3166(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Believers Church, Thiruvalla",OPHTHALMOLOGY,"₹18,49,748*","₹53,000",0,₹0,750,2638(1),2835(1),2835(1),-,-,2158(1),3181(1),-,-,-,-,-
KER Self Fin. Seats,SC,Kerala,"SreeUthradomThirunal,Trivandrum",ENT,"₹18,49,748*","₹53,000",0,₹0,-,2952(1),2959(1),2959(1),-,-,2998(1),3190(1),-,-,-,-,-
KER Govt Quota,MQ Serv,Kerala,"Govt Med Coll, Thrissur",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,-,1629(1),1629(1),-,-,3231(1),3231(1),-,-,-,-,-
KER Self Fin. Seats,BH,Kerala,"DM Wayanad IMS, Wayanad",ANAESTHESIOLOGY,"₹18,49,748*","₹53,000",0,₹0,700,-,-,-,-,-,2863(1),3238(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Govt Med Coll, Kottayam",PHARMACOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,-,-,-,-,-,2353(1),3279(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"Travancore Med Coll, Kollam",PAEDIATRICS,"₹38,86,680*","₹50,000",0*,₹0*,750,-,-,-,-,-,3281(1),3281(1),-,-,-,-,-
KER Self Fin. Seats,EW,Kerala,"SreeUthradomThirunal,Trivandrum",PSYCHIATRY,"₹18,49,748*","₹53,000",0,₹0,-,-,-,-,-,-,3286(1),3286(1),-,-,-,-,-
KER SF NRI Seats,NR,Kerala,"Sree Gokulam, Trivandrum",GENERAL MEDICINE,"₹38,86,680*","₹53,000",0,₹0,760,3689(3),4094(3),4094(3),-,-,3154(3),3313(3),-,-,-,-,-
KER Self Fin. Seats,MM,Kerala,"Azeezia IMS, Kollam",ORTHOPAEDICS,"₹18,49,748*","₹53,000",0,₹0,540,2325(1),2807(1),3295(1),-,-,3269(1),3316(1),-,-,-,-,-
