Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7
KER Govt Quota,BH,Kerala,"Govt Med Coll, Thrissur",PATHOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,-,-,-,-,-,2137(1),2137(1),4330(1),4863(1),-,-,-
KER Self Fin. Seats,SC,Kerala,"MES Med Coll, Malappuram",PATHOLOGY,"₹11,23,062*","₹53,000",1*,"₹10,00,000*",680,4041(1),4845(1),4865(1),-,-,3127(1),3765(1),4338(1),-,-,-,-
KER Govt Quota,SM,Kerala,"TD Med Coll, Allepey",PHYSIOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,-,-,4206(1),4567(1),-,3729(1),3729(1),4344(1),-,-,-,-
KER Self Fin. Seats,LA,Kerala,"Azeezia IMS, Kollam",GENERAL SURGERY,"₹18,49,748*","₹53,000",0,₹0,540,-,-,-,-,-,3046(1),3434(1),4383(1),-,-,-,-
KER Govt Quota,HQ Serv,Kerala,"TD Med Coll, Allepey",OBG,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,-,-,-,-,-,3627(1),3627(1),4406(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"KMCT Med Coll, Kozhikode",PATHOLOGY,"₹11,23,062*","₹53,000",0,₹0,790,-,-,-,-,-,-,-,4448(2),5143(1),-,-,-
KER SF NRI Seats,NR,Kerala,"Malabar Med Coll, Kozhikode",EMERGENCY MEDICINE,"₹38,86,680*","₹53,000",1,"₹20,00,000",720,4034(1),4034(1),4034(1),4783(1),-,4115(1),4434(1),4451(1),-,-,-,-
KER Govt Quota,SM,Kerala,"Govt Med Coll, Kottayam",BIOCHEMISTRY,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,3212(1),3462(1),3462(1),-,-,-,-,4510(1),-,-,-,-
KER SF NRI Seats,NC,Kerala,"Dr Somervel Mem, Karakonam",ORTHOPAEDICS,"₹38,86,680*","₹53,000",0,₹0,695,4124(1),-,4968(1),-,-,4170(1),-,4550(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Sree Gokulam, Trivandrum",SPM,"₹10,61,897*","₹53,000",0,₹0,760,-,-,-,5003(1),-,3557(1),3557(1),4588(1),-,-,-,-
KER Govt Quota,ST,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,-,-,-,-,-,4578(1),4578(1),4599(1),4806(1),-,-,-
KER Self Fin. Seats,EZ,Kerala,"SreeUthradomThirunal,Trivandrum",SPM,"₹11,23,062*","₹53,000",0,₹0,-,-,-,-,-,-,-,-,4610(1),-,-,-,-
KER Govt Quota,HQ Serv,Kerala,"TD Med Coll, Allepey",ANAESTHESIOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,-,-,-,-,-,-,-,4624(1),-,-,-,-
KER SF NRI Seats,NR,Kerala,"MES Med Coll, Malappuram",GENERAL SURGERY,"₹38,86,680*","₹53,000",1*,"₹10,00,000*",680,3283(1),3283(1),3283(1),-,-,4191(1),4191(1),4647(1),-,-,-,-
KER SF NRI Seats,NR,Kerala,"Malabar Med Coll, Kozhikode",OPHTHALMOLOGY,"₹38,86,680*","₹53,000",1,"₹20,00,000",720,-,-,-,-,-,4439(1),4666(1),4687(1),-,-,-,-
KER Govt Quota,SC,Kerala,"Govt Med Coll, Thrissur",PHYSIOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,-,-,-,-,-,4410(1),4410(1),4691(1),-,-,-,-
KER SF NRI Seats,NR,Kerala,"Sree Gokulam, Trivandrum",OPHTHALMOLOGY,"₹38,86,680*","₹53,000",0,₹0,760,3709(1),3709(1),3709(1),4395(1),-,4486(1),4589(1),4741(1),-,-,-,-
KER Govt Quota,HQ Serv,Kerala,"Govt Med Coll, Thrissur",ANAESTHESIOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,-,2682(1),3288(1),3615(1),-,-,-,4783(1),-,-,-,-
KER SF NRI Seats,NR,Kerala,"MES Med Coll, Malappuram",ANAESTHESIOLOGY,"₹38,86,680*","₹53,000",1*,"₹10,00,000*",680,-,-,-,-,-,4278(1),-,4791(1),-,-,-,-
KER Govt Quota,HQ Serv,Kerala,"Govt of Med Sci, Pariyaram",OBG,"₹69,470*","₹57,876",1*,"₹50,00,000*",1752,-,-,-,-,-,3219(1),3863(1),4802(1),-,-,-,-
KER SF NRI Seats,NM,Kerala,"Travancore Med Coll, Kollam",OPHTHALMOLOGY,"₹38,86,680*","₹50,000",0*,₹0*,750,-,-,-,-,-,4717(1),4717(1),4833(1),-,-,-,-
KER SF NRI Seats,NR,Kerala,"Travancore Med Coll, Kollam",ENT,"₹38,86,680*","₹50,000",0*,₹0*,750,-,-,-,-,-,3761(1),3761(1),4846(1),5045(1),-,-,-
KER Govt Quota,EZ,Kerala,"Govt Med Coll, Kozhikode",PHARMACOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,-,-,-,-,-,3410(1),3410(1),4869(1),-,-,-,-
KER Govt Quota,SM,Kerala,"TD Med Coll, Allepey",BIOCHEMISTRY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,-,-,-,-,-,-,-,4916(1),-,-,-,-
KER Govt Quota,HQ Serv,Kerala,"Medical College, Trivandrum",ANAESTHESIOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,-,-,-,-,-,-,-,4926(1),-,-,-,-
KER Govt Quota,EZ,Kerala,"Govt Med Coll, Kozhikode",BIOCHEMISTRY,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,-,-,-,-,-,3462(1),4916(1),4948(1),-,-,-,-
KER Govt Quota,SM,Kerala,"Govt Med Coll, Thrissur",ANATOMY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,-,-,-,-,-,-,-,4951(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Dr Somervel Mem, Karakonam",SPM,"₹11,23,062*","₹53,000",0,₹0,695,3177(1),3177(1),4722(1),4916(1),-,-,-,4962(2),-,-,-,-
KER Govt Quota,IQ Serv,Kerala,"Medical College, Trivandrum",PSYCHIATRY,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,-,-,-,-,-,-,-,4983(1),-,-,-,-
KER Govt Quota,BX,Kerala,"Govt Med Coll, Thrissur",MICROBIOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,-,-,-,-,-,3208(1),3208(1),4998(1),-,-,-,-
KER SF NRI Seats,NR,Kerala,"Al-Azhar Med Coll, Thodupuzha",ENT,"₹38,86,680*","₹40,000",0,₹0,700,-,-,-,-,-,-,-,5048(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Pushpagiri IMS, Tiruvalla",PHYSIOLOGY,"₹11,23,062*","₹43,000",0,₹0,955,3397(1),-,5330(2),-,-,-,-,5062(2),-,-,5827(1),-
KER Self Fin. Seats,SM,Kerala,"Malabar Med Coll, Kozhikode",SPM,"₹11,23,062*","₹53,000",1,"₹20,00,000",720,-,-,-,5145(3),-,4317(3),4453(3),5066(2),-,-,-,-
KER Self Fin. Seats,BH,Kerala,"KMCT Med Coll, Kozhikode",PATHOLOGY,"₹11,23,062*","₹53,000",0,₹0,790,-,-,-,-,-,-,-,5077(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Sree Gokulam, Trivandrum",PHARMACOLOGY,"₹10,61,897*","₹53,000",0,₹0,760,-,-,5356(1),-,-,3804(1),3804(1),5093(1),5542(1),-,-,-
KER SF NRI Seats,NR,Kerala,"Sree Narayana IMS, Ernakulam",ORTHOPAEDICS,"₹38,86,680*","₹53,000",0,₹0,Info Not Available,4185(1),4732(1),4732(1),-,-,3860(1),-,5108(1),-,-,-,-
KER Govt Quota,HQ Serv,Kerala,"Govt Med Coll, Palakkad",PATHOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",-,-,-,-,-,-,-,-,5115(1),-,-,-,-
KER Govt Quota,HQ Serv,Kerala,"Govt Med Coll, Kottayam",FORENSIC MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,-,-,-,-,-,-,-,5137(1),-,-,-,-
KER Govt Quota,GEN-PD,Kerala,"Govt Med Coll, Kottayam",DERMATOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,-,-,-,-,-,2299(1),-,5161(1),-,-,-,-
KER Govt Quota,SM,Kerala,"Govt Med Coll, Kozhikode",ANATOMY,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,3535(1),4161(1),4850(2),5190(2),-,3548(1),4327(1),5202(3),5424(1),-,-,-
KER Govt Quota,MQ Serv,Kerala,"Govt Med Coll, Ernakulam",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",700,-,-,-,-,-,-,-,5278(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"KMCT Med Coll, Kozhikode",MICROBIOLOGY,"₹11,23,062*","₹53,000",0,₹0,790,4656(2),4874(1),5317(2),-,-,3859(1),4321(1),5287(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Sree Gokulam, Trivandrum",BIOCHEMISTRY,"₹10,61,897*","₹53,000",0,₹0,760,4915(2),4915(2),-,-,-,-,-,5302(2),-,-,-,-
KER Govt Quota,BH,Kerala,"TD Med Coll, Allepey",MICROBIOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,-,-,-,-,-,3620(1),4686(1),5390(1),-,-,-,-
KER Govt Quota,HQ Serv,Kerala,"Govt Med Coll, Kollam",FORENSIC MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",500,-,-,-,-,-,-,-,5396(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Believers Church, Thiruvalla",MICROBIOLOGY,"₹11,23,062*","₹53,000",0,₹0,750,-,-,-,-,-,-,3425(1),5397(2),-,-,5788(1),-
KER Self Fin. Seats,SM,Kerala,"SreeUthradomThirunal,Trivandrum",MICROBIOLOGY,"₹11,23,062*","₹53,000",0,₹0,-,-,-,5558(2),-,-,4205(1),4763(1),5421(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"MES Med Coll, Malappuram",MICROBIOLOGY,"₹11,23,062*","₹53,000",1*,"₹10,00,000*",680,4874(1),-,5433(1),-,-,4286(1),4286(1),5423(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Pushpagiri IMS, Tiruvalla",MICROBIOLOGY,"₹11,23,062*","₹43,000",0,₹0,955,-,-,5389(2),-,-,4106(1),4951(1),5434(1),-,-,-,-
KER Govt Quota,DX,Kerala,"Medical College, Trivandrum",ANATOMY,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,-,-,-,-,-,-,-,5443(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"KMCT Med Coll, Kozhikode",PHARMACOLOGY,"₹11,23,062*","₹53,000",0,₹0,790,4864(1),-,5528(1),-,-,4718(1),-,5446(2),4870(1),-,-,-
KER Self Fin. Seats,BH,Kerala,"Malabar Med Coll, Kozhikode",SPM,"₹11,23,062*","₹53,000",1,"₹20,00,000",720,3825(1),4862(1),4912(1),-,-,4554(1),4554(1),5456(1),-,-,-,-
KER Govt Quota,SC,Kerala,"Govt Med Coll, Palakkad",MICROBIOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",-,-,-,-,-,-,-,-,5465(1),-,-,-,-
KER Self Fin. Seats,EZ,Kerala,"KMCT Med Coll, Kozhikode",SPM,"₹11,23,062*","₹53,000",0,₹0,790,-,-,-,-,-,-,-,5484(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Pushpagiri IMS, Tiruvalla",BIOCHEMISTRY,"₹11,23,062*","₹43,000",0,₹0,955,4362(1),-,5337(2),5496(1),-,-,-,5487(1),-,-,5849(1),-
KER Self Fin. Seats,ST,Kerala,"Travancore Med Coll, Kollam",EMERGENCY MEDICINE,"₹18,49,748*","₹50,000",0*,₹0*,750,-,-,-,-,-,-,-,5499(1),5721(1),-,-,-
KER Self Fin. Seats,SM,Kerala,"Sree Gokulam, Trivandrum",ANATOMY,"₹10,61,897*","₹53,000",0,₹0,760,-,-,5622(1),5465(1),5465(1),-,-,5518(1),-,-,-,-
KER Self Fin. Seats,BH,Kerala,"Pushpagiri IMS, Tiruvalla",MICROBIOLOGY,"₹11,23,062*","₹43,000",0,₹0,955,-,-,-,-,-,-,-,5519(1),-,-,-,-
KER Govt Quota,GEN-PD,Kerala,"TD Med Coll, Allepey",ENT,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,-,-,-,-,-,-,-,5527(1),-,-,-,-
KER Self Fin. Seats,SC,Kerala,"Sree Narayana IMS, Ernakulam",SPM,"₹10,61,897*","₹53,000",0,₹0,Info Not Available,-,-,-,-,-,4158(1),4158(1),5545(1),-,-,-,-
KER Self Fin. Seats,ST,Kerala,"Sree Gokulam, Trivandrum",GENERAL SURGERY,"₹17,49,006*","₹53,000",0,₹0,760,-,-,-,-,-,4475(1),-,5557(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Pushpagiri IMS, Tiruvalla",PHARMACOLOGY,"₹11,23,062*","₹43,000",0,₹0,955,-,-,5371(1),-,-,4293(1),-,5566(1),-,-,-,-
KER Self Fin. Seats,SC,Kerala,"Dr Somervel Mem, Karakonam",SPM,"₹11,23,062*","₹53,000",0,₹0,695,-,-,-,-,-,3897(1),3897(1),5576(1),5630(1),-,-,-
KER Self Fin. Seats,SM,Kerala,"KMCT Med Coll, Kozhikode",ANATOMY,"₹11,23,062*","₹53,000",0,₹0,790,-,-,-,-,-,-,5141(1),5675(1),-,-,5818(1),-
KER Self Fin. Seats,SM,Kerala,"MES Med Coll, Malappuram",DCP,"₹7,51,644*","₹53,000",1*,"₹10,00,000*",680,3573(1),4052(1),4499(2),5055(1),-,3885(2),5039(2),5688(2),5589(1),-,5474(1),-
KER Govt Quota,ST,Kerala,"Govt Med Coll, Kozhikode",PATHOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,-,-,-,-,-,-,-,5714(1),-,-,-,-
KER Govt Quota,MQ Serv,Kerala,"Govt Med Coll, Palakkad",SPM,"₹69,470*","₹57,876",1*,"₹50,00,000*",-,-,-,-,-,-,-,-,5715(1),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Malabar Med Coll, Kozhikode",MICROBIOLOGY,"₹11,23,062*","₹53,000",1,"₹20,00,000",720,-,-,5632(2),-,-,4432(1),5090(1),5720(2),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"SreeUthradomThirunal,Trivandrum",PHARMACOLOGY,"₹11,23,062*","₹53,000",0,₹0,-,-,-,5606(2),-,-,4951(1),-,5727(2),-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Sree Narayana IMS, Ernakulam",PHARMACOLOGY,"₹10,61,897*","₹53,000",0,₹0,Info Not Available,-,-,5260(1),-,-,5027(2),5027(1),5761(2),-,-,-,-
KER Self Fin. Seats,LA,Kerala,"KMCT Med Coll, Kozhikode",PATHOLOGY,"₹11,23,062*","₹53,000",0,₹0,790,-,-,-,-,-,-,-,5786(1),-,-,-,-
KER Self Fin. Seats,ST,Kerala,"Malabar Med Coll, Kozhikode",PSYCHIATRY,"₹18,49,748*","₹53,000",1,"₹20,00,000",720,-,-,-,-,-,-,-,5790(1),-,-,-,-
KER Govt Quota,SM,Kerala,"Govt Med Coll, Kozhikode",RADIO DIAGNOSIS,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,20(3),52(3),50(3),-,-,6(3),11(3),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,41(2),56(2),56(2),-,-,15(1),15(1),-,-,-,-,-
KER Govt Quota,MU,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,-,-,-,-,-,23(1),23(1),-,-,-,-,-
KER Govt Quota,BH,Kerala,"Medical College, Trivandrum",RADIO DIAGNOSIS,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,-,-,-,-,-,37(1),37(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Govt Med Coll, Thrissur",DERMATOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,-,-,-,-,-,46(1),46(1),-,-,-,-,-
KER Govt Quota,BH,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,45(1),45(1),45(1),-,-,48(1),48(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Govt Med Coll, Kottayam",RADIO DIAGNOSIS,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,-,-,-,-,-,33(1),52(1),-,-,-,-,-
KER Govt Quota,EW,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,-,-,-,-,-,70(1),70(1),-,-,-,-,-
KER Govt Quota,MU,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,72(1),72(1),72(1),-,-,71(1),71(1),-,-,-,-,-
KER Govt Quota,MU,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,88(1),88(1),88(1),-,-,56(1),75(1),-,-,-,-,-
KER Govt Quota,BH,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,-,-,-,-,-,77(1),77(1),-,-,-,-,-
KER Govt Quota,EW,Kerala,"Govt Med Coll, Kozhikode",RADIO DIAGNOSIS,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,-,-,-,-,-,80(1),80(1),-,-,-,-,-
KER Govt Quota,MU,Kerala,"Govt Med Coll, Kozhikode",DERMATOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,-,-,-,-,-,75(1),81(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Medical College, Trivandrum",DERMATOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,-,-,-,-,-,65(2),82(2),-,-,-,-,-
KER Govt Quota,EZ,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,-,-,-,-,-,86(1),86(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"TD Med Coll, Allepey",DERMATOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,57(1),62(1),139(1),-,-,83(1),93(1),-,-,-,-,-
KER Govt Quota,EW,Kerala,"Govt Med Coll, Kottayam",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,70(1),70(1),70(1),-,-,104(1),104(1),-,-,-,-,-
KER Govt Quota,EZ,Kerala,"Medical College, Trivandrum",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,58(1),63(1),63(1),-,-,112(1),112(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Govt of Med Sci, Pariyaram",DERMATOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1752,112(1),153(1),153(1),-,-,85(1),117(1),-,-,-,-,-
KER Govt Quota,EW,Kerala,"TD Med Coll, Allepey",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,-,-,-,-,-,131(1),131(1),-,-,-,-,-
KER Govt Quota,EW,Kerala,"Govt Med Coll, Thrissur",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,97(1),179(1),179(1),-,-,137(1),137(1),-,-,-,-,-
KER Govt Quota,MU,Kerala,"Govt Med Coll, Thrissur",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,96(1),126(1),201(1),-,-,81(1),143(1),-,-,-,-,-
KER Govt Quota,EZ,Kerala,"TD Med Coll, Allepey",RADIO DIAGNOSIS,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,56(1),84(1),84(1),-,-,25(1),145(1),-,-,-,-,-
KER Govt Quota,EZ,Kerala,"TD Med Coll, Allepey",DERMATOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,-,-,-,-,-,144(1),177(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Malabar Med Coll, Kozhikode",DERMATOLOGY,"₹18,49,748*","₹53,000",1,"₹20,00,000",720,405(1),652(1),652(1),-,-,182(1),182(1),-,-,-,-,-
KER Govt Quota,EW,Kerala,"Govt Med Coll, Thrissur",DERMATOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,-,-,-,-,-,208(1),208(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Govt Med Coll, Kozhikode",PAEDIATRICS,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,142(4),248(4),287(4),-,-,195(5),233(5),-,-,-,-,-
KER Govt Quota,MU,Kerala,"Govt Med Coll, Kozhikode",PAEDIATRICS,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,-,-,-,-,-,249(1),249(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Govt Med Coll, Kottayam",GENERAL SURGERY,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,365(3),365(3),365(3),-,-,228(3),260(3),-,-,-,-,-
KER Govt Quota,EW,Kerala,"Govt Med Coll, Kozhikode",PAEDIATRICS,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,179(1),263(1),263(1),-,-,267(1),267(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Malankara Orthodox, Kolechery",GENERAL MEDICINE,"₹18,49,748*","₹53,000",0,₹0,1110,-,-,-,-,-,271(1),271(1),-,-,-,-,-
KER Govt Quota,EW,Kerala,"Medical College, Trivandrum",PAEDIATRICS,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,214(1),230(1),230(1),-,-,274(1),274(1),-,-,-,-,-
KER Govt Quota,EZ,Kerala,"Medical College, Trivandrum",PAEDIATRICS,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,267(2),267(2),472(2),-,-,215(1),309(1),-,-,-,-,-
KER Govt Quota,MU,Kerala,"Govt Med Coll, Kottayam",GENERAL SURGERY,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,-,-,-,-,-,314(1),314(1),-,-,-,-,-
KER Govt Quota,MU,Kerala,"Govt Med Coll, Kozhikode",TBRD,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,-,-,-,-,-,313(1),320(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Amala IMS, Thrissur",RADIO DIAGNOSIS,"₹18,49,748*","₹53,000",0,₹0,640,313(1),313(1),313(1),-,-,326(1),326(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Jubilee Mission, Thrissur",RADIO DIAGNOSIS,"₹18,49,748*","₹53,000",0,₹0,1450,-,-,-,-,-,344(1),344(1),-,-,-,-,-
KER Govt Quota,LA,Kerala,"Govt Med Coll, Kozhikode",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,146(1),146(1),146(1),-,-,356(1),356(1),-,-,-,-,-
KER Govt Quota,EW,Kerala,"Govt of Med Sci, Pariyaram",DERMATOLOGY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1752,-,-,-,-,-,362(1),362(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"TD Med Coll, Allepey",TBRD,"₹69,470*","₹57,876",1*,"₹50,00,000*",1050,-,-,-,-,-,311(1),412(1),-,-,-,-,-
KER Govt Quota,BH,Kerala,"Medical College, Trivandrum",PAEDIATRICS,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,-,-,-,-,-,419(1),419(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Govt Med Coll, Kozhikode",GENERAL SURGERY,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,296(6),296(6),301(6),-,-,303(4),430(4),-,-,-,-,-
KER Govt Quota,MU,Kerala,"Govt Med Coll, Kozhikode",GENERAL SURGERY,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,351(1),351(1),351(1),-,-,389(1),431(1),-,-,-,-,-
KER Self Fin. Seats,LA,Kerala,"Jubilee Mission, Thrissur",RADIO DIAGNOSIS,"₹18,49,748*","₹53,000",0,₹0,1450,-,-,-,-,-,438(1),438(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Govt Med Coll, Thrissur",PSYCHIATRY,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,746(1),1007(1),1007(1),-,-,445(1),445(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Sree Gokulam, Trivandrum",RADIO DIAGNOSIS,"₹17,49,006*","₹53,000",0,₹0,760,-,-,-,-,-,448(1),448(1),-,-,-,-,-
KER Govt Quota,SM,Kerala,"Medical College, Trivandrum",EMERGENCY MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,-,-,-,-,-,353(1),452(1),-,-,-,-,-
KER Govt Quota,LA,Kerala,"Govt Med Coll, Thrissur",GENERAL MEDICINE,"₹69,470*","₹57,876",1*,"₹50,00,000*",1400,-,-,-,-,-,454(1),454(1),-,-,-,-,-
KER Govt Quota,EZ,Kerala,"Medical College, Trivandrum",GENERAL SURGERY,"₹69,470*","₹57,876",1*,"₹50,00,000*",2126,596(2),596(2),596(2),-,-,473(1),473(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"MES Med Coll, Malappuram",GENERAL MEDICINE,"₹18,49,748*","₹53,000",1*,"₹10,00,000*",680,850(3),893(3),954(3),-,-,496(2),496(2),-,-,-,-,-
KER Govt Quota,EW,Kerala,"Govt Med Coll, Kottayam",GENERAL SURGERY,"₹69,470*","₹57,876",1*,"₹50,00,000*",Info Not Available,-,-,-,-,-,501(1),501(1),-,-,-,-,-
KER Govt Quota,EZ,Kerala,"Govt Med Coll, Kozhikode",GENERAL SURGERY,"₹69,470*","₹57,876",1*,"₹50,00,000*",3025,-,-,-,-,-,497(1),506(1),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Jubilee Mission, Thrissur",GENERAL MEDICINE,"₹18,49,748*","₹53,000",0,₹0,1450,534(1),534(1),534(1),-,-,367(2),515(2),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"Pushpagiri IMS, Tiruvalla",RADIO DIAGNOSIS,"₹18,49,748*","₹43,000",0,₹0,955,494(2),587(2),587(2),-,-,258(2),517(2),-,-,-,-,-
KER Self Fin. Seats,SM,Kerala,"MES Med Coll, Malappuram",RADIO DIAGNOSIS,"₹18,49,748*","₹53,000",1*,"₹10,00,000*",680,187(1),187(1),617(1),-,-,521(2),521(2),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Jubilee Mission, Thrissur",GENERAL MEDICINE,"₹18,49,748*","₹53,000",0,₹0,1450,705(1),705(1),705(1),-,-,515(1),561(1),-,-,-,-,-
KER Self Fin. Seats,BH,Kerala,"Pushpagiri IMS, Tiruvalla",GENERAL MEDICINE,"₹18,49,748*","₹43,000",0,₹0,955,-,-,-,-,-,542(1),574(1),-,-,-,-,-
KER Self Fin. Seats,AC,Kerala,"Amala IMS, Thrissur",GENERAL MEDICINE,"₹18,49,748*","₹53,000",0,₹0,640,796(1),796(1),796(1),-,-,561(1),622(1),-,-,-,-,-
