Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4
AP Govt-NS LOC (AU),OPEN-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",OPHTHALMOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",500,1376(1),2588(1),-,-,-,-,-,939(1),1166(1),1394(1),-
AP Govt-NS LOC (AU),OPEN-FEM,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",GENERAL SURGERY,"₹4,96,800*","₹28,000*",1*,"₹40,00,000*",790,1065(1),1951(2),2626(1),-,-,-,-,1082(1),1314(1),1395(1),-
AP Govt-NS LOC (AU),BCA-GEN,Andhra Pradesh,"Maharajah IMS, Vizianagaram",OBG,"₹4,96,800*",Info not available*,1*,"₹40,00,000*",850,-,-,-,-,-,-,-,1503(2),1505(2),1397(2),-
AP Govt-NS LOC (SVU),OPEN-FEM,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ENT,"₹48,600*","₹60,823",1*,"₹40,00,000*",1150,-,-,-,-,-,-,-,463(1),706(1),1398(1),-
AP Govt-NS LOC (AU),BCD-FEM,Andhra Pradesh,"Andhra Med Coll, Vizag",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",1030,-,-,-,-,-,-,-,1211(1),1213(1),1400(1),-
AP Govt-NS LOC (SVU),OPEN-FEM,Andhra Pradesh,"SV Med Coll, Tirupati",PATHOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",940,-,3360(1),3685(1),-,-,-,-,2029(1),1399(1),1404(1),-
AP Govt-NS LOC (AU),BCE-FEM,Andhra Pradesh,"GSL Med Coll, Rajahmundry",OBG,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1140,-,-,-,-,-,-,-,1403(1),1405(1),1410(1),-
AP Govt-NS LOC (AU),SC-FEM,Andhra Pradesh,"Andhra Med Coll, Vizag",PAEDIATRICS,"₹48,600*","₹60,823",1*,"₹40,00,000*",1030,-,-,-,-,-,-,-,853(1),1113(1),1412(1),-
AP Govt-NS APUR,BCB-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",715,-,-,-,-,-,-,-,1413(1),1415(1),1420(1),-
AP Govt-NS LOC (SVU),OPEN-GEN,Andhra Pradesh,"Santhiram Med Coll, Nandyal",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",930,-,-,-,-,-,-,-,992(2),1098(2),1421(2),-
AP Govt-NS APUR,OPEN-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",EMERGENCY MEDICINE,"₹48,600*","₹60,823",1*,"₹40,00,000*",532,-,-,-,-,-,-,-,-,-,1424(1),-
AP Govt-NS AP LOC,OPEN-GEN,Andhra Pradesh,"Govt Siddhartha, Vijaywada",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",707,-,-,-,-,-,-,-,803(1),893(1),1427(1),-
AP Govt-NS LOC (AU),OPEN-FEM,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",RADIATION ONCOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",1450,2359(1),2743(1),-,-,-,-,-,1337(1),1426(1),1431(1),-
AP Govt-NS LOC (SVU),BCB-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",PSYCHIATRY,"₹48,600*","₹60,823",1*,"₹40,00,000*",715,-,-,-,-,-,-,-,1427(1),1429(1),1434(1),-
AP Govt-NS LOC (AU),OPEN-GEN,Andhra Pradesh,"NRI Med Coll, Guntur",OPHTHALMOLOGY,"₹4,96,800*","₹27,000*",1*,"₹40,00,000*",1050,-,-,-,-,-,-,-,1140(1),1142(1),1435(1),-
AP Govt-NS LOC (AU),BCB-FEM,Andhra Pradesh,"Guntur Med Coll, Guntur",OPHTHALMOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",1170,-,-,-,-,-,-,-,-,-,1436(1),-
AP Govt-NS LOC (AU),OPEN-GEN-PHO,Andhra Pradesh,"Andhra Med Coll, Vizag",PSYCHIATRY,"₹48,600*","₹60,823",1*,"₹40,00,000*",1030,-,-,-,-,-,-,-,1431(1),1433(1),1438(1),-
AP Govt-NS LOC (AU),OPEN-GEN,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",ENT,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1200,1823(1),2962(1),-,-,-,-,-,1433(1),1435(1),1440(1),-
AP Govt-NS LOC (AU),BCD-GEN,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",OBG,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1200,-,-,-,-,-,-,-,1016(1),1017(1),1441(1),-
AP Govt-NS LOC (AU),BCB-GEN,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",ORTHOPAEDICS,"₹48,600*","₹60,823",1*,"₹40,00,000*",1450,-,-,-,-,-,-,-,-,-,1445(1),-
AP Govt-NS LOC (SVU),BCE-GEN,Andhra Pradesh,"Govt Med Coll, Ananthapuram",GENERAL SURGERY,"₹48,600*","₹60,823",1*,"₹40,00,000*",500,-,-,-,-,-,-,-,1212(2),1214(2),1450(2),-
AP Govt-NS LOC (SVU),OPEN-FEM,Andhra Pradesh,"PES IMS, Kuppam",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",975,-,-,-,-,-,-,-,909(1),812(1),1454(1),-
AP Govt-NS APUR,BCA-GEN,Andhra Pradesh,"Govt Siddhartha, Vijaywada",OPHTHALMOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",707,-,-,-,-,-,-,-,1375(1),1453(1),1458(1),-
AP Govt-NS APUR,BCB-GEN,Andhra Pradesh,"Maharajah IMS, Vizianagaram",OBG,"₹4,96,800*",Info not available*,1*,"₹40,00,000*",850,-,-,-,-,-,-,-,1263(1),1215(1),1460(1),-
AP Govt-NS APUR,OPEN-FEM,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",OPHTHALMOLOGY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1200,-,-,-,-,-,-,-,640(1),1151(1),1462(1),-
AP Govt-NS LOC (SVU),BCB-GEN,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ORTHOPAEDICS,"₹48,600*","₹60,823",1*,"₹40,00,000*",1150,819(1),821(1),-,-,-,-,-,927(1),928(1),1469(2),-
AP Govt-NS LOC (AU),BCA-GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",ENT,"₹48,600*","₹60,823",1*,"₹40,00,000*",1030,-,-,-,-,-,-,-,1464(1),1466(1),1471(1),-
AP Govt-NS LOC (AU),OPEN-FEM,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1200,880(1),1636(1),-,-,-,-,-,767(1),1282(2),1472(2),-
AP Govt-NS LOC (AU),BCD-GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",1030,1190(1),2305(1),-,-,-,-,-,-,-,1473(1),-
AP Govt-NS LOC (SVU),BCB-GEN,Andhra Pradesh,"Kurnool Med Coll, Kurnool",OPHTHALMOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",1150,-,-,-,-,-,-,-,891(1),892(1),1474(1),-
AP Govt-NS LOC (SVU),BCE-FEM,Andhra Pradesh,"Narayana Med Coll, Nellore",OBG,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1430,1139(1),-,-,-,-,-,-,975(1),976(1),1475(1),-
AP Govt-NS LOC (SVU),BCA-GEN,Andhra Pradesh,"Santhiram Med Coll, Nandyal",OBG,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",930,-,-,-,-,-,-,-,1469(1),1471(1),1476(1),-
AP Govt-NS LOC (AU),OPEN-FEM,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",GENERAL SURGERY,"₹4,96,800*",Info not available*,1*,"₹40,00,000*",780,1030(1),1588(1),-,-,-,-,-,837(1),837(1),1479(1),-
AP Govt-NS LOC (SVU),OPEN-GEN,Andhra Pradesh,"Kurnool Med Coll, Kurnool",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",1150,-,-,-,-,-,-,-,675(1),1134(3),1485(3),-
AP Govt-NS LOC (SVU),SC-FEM,Andhra Pradesh,"Govt Med Coll, Ananthapuram",GENERAL MEDICINE,"₹48,600*","₹60,823",1*,"₹40,00,000*",500,-,-,-,-,-,-,-,906(1),1091(1),1487(1),-
AP Govt-NS LOC (AU),OPEN-FEM,Andhra Pradesh,"GSL Med Coll, Rajahmundry",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1140,1145(1),2037(1),-,-,-,-,-,-,1064(1),1489(1),-
AP Govt-NS LOC (AU),BCA-GEN,Andhra Pradesh,"Katuri Med Coll, Guntur",OBG,"₹4,96,800*",Info not available*,1*,"₹40,00,000*",1100,-,-,-,-,-,-,-,1485(1),1487(1),1493(1),-
AP Govt-NS LOC (AU),BCE-FEM,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",OBG,"₹48,600*","₹60,823",1*,"₹40,00,000*",532,-,-,-,-,-,-,-,575(1),578(1),1496(1),-
AP Govt-NS APUR,BCB-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",OPHTHALMOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",715,-,-,-,-,-,-,-,1336(1),1319(1),1500(1),-
AP Govt-NS LOC (SVU),OPEN-FEM,Andhra Pradesh,"Govt Siddhartha, Vijaywada",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",707,-,-,-,-,-,-,-,-,-,1501(1),-
AP Govt-NS LOC (AU),BCB-FEM,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",OBG,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1200,1210(1),1291(1),-,-,-,-,-,1108(1),1265(1),1502(1),-
AP Govt-NS LOC (AU),BCD-GEN,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1200,-,-,-,-,-,-,-,1265(1),1082(1),1509(1),-
AP Govt-NS LOC (AU),OPEN-GEN,Andhra Pradesh,"GSL Med Coll, Rajahmundry",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1140,-,-,-,-,-,-,-,1063(2),1036(2),1511(2),-
AP Govt-NS LOC (AU),BCD-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",500,-,-,-,-,-,-,-,1154(1),1186(1),1513(1),-
AP Govt-NS LOC (SVU),BCB-FEM,Andhra Pradesh,"VMC, Kurnool",TBRD,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",650,-,-,-,-,-,-,-,-,-,1518(1),-
AP Govt-NS LOC (SVU),OPEN-GEN,Andhra Pradesh,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",940,-,-,-,-,-,-,-,-,967(1),1520(1),-
AP Govt-NS APUR,BCE-GEN,Andhra Pradesh,"Govt Siddhartha, Vijaywada",ENT,"₹48,600*","₹60,823",1*,"₹40,00,000*",707,-,-,-,-,-,-,-,1514(1),1516(1),1522(1),-
AP Govt-NS LOC (SVU),BCD-GEN,Andhra Pradesh,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",940,-,-,-,-,-,-,-,1058(1),1171(1),1526(1),-
AP Govt-NS LOC (AU),SC-FEM,Andhra Pradesh,"Andhra Med Coll, Vizag",OBG,"₹48,600*","₹60,823",1*,"₹40,00,000*",1030,2143(1),2153(1),-,-,-,-,-,1258(1),1407(1),1529(1),-
AP Govt-NS LOC (AU),OPEN-GEN,Andhra Pradesh,"Konaseema IMS, Amalapuram",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",840,1195(1),1767(1),-,-,-,-,-,775(1),775(1),1531(1),-
AP Govt-NS LOC (SVU),BCA-GEN,Andhra Pradesh,"PES IMS, Kuppam",DERMATOLOGY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",975,-,-,-,-,-,-,-,667(1),1022(1),1534(1),-
AP Govt-NS LOC (SVU),OPEN-GEN,Andhra Pradesh,"Govt Med Coll, Ananthapuram",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",500,1087(1),1986(1),-,-,-,-,-,-,-,1535(1),-
AP Govt-NS LOC (AU),BCD-GEN,Andhra Pradesh,"NRI Med Coll, Guntur",TBRD,"₹4,96,800*","₹27,000*",1*,"₹40,00,000*",1050,-,-,-,-,-,-,-,1091(1),1158(2),1536(2),-
AP Govt-NS LOC (AU),BCB-GEN,Andhra Pradesh,"Guntur Med Coll, Guntur",EMERGENCY MEDICINE,"₹48,600*","₹60,823",1*,"₹40,00,000*",1170,-,-,-,-,-,-,-,842(1),842(1),1538(1),-
AP Govt-NS LOC (SVU),BCB-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",ENT,"₹48,600*","₹60,823",1*,"₹40,00,000*",715,-,-,-,-,-,-,-,-,-,1539(1),-
AP Govt-NS APUR,MIN-GEN-MSM,Andhra Pradesh,"Fathima IMS,Kadapa",PAEDIATRICS,"₹4,96,800*","₹25,000*",1*,"₹40,00,000*",750,-,-,-,-,-,-,-,1133(1),1533(1),1540(1),-
AP Govt-NS APUR,OPEN-FEM,Andhra Pradesh,"Govt Siddhartha, Vijaywada",ORTHOPAEDICS,"₹48,600*","₹60,823",1*,"₹40,00,000*",707,-,-,-,-,-,-,-,996(1),982(1),1543(1),-
AP Govt-NS APUR,OPEN-GEN,Andhra Pradesh,"Konaseema IMS, Amalapuram",ORTHOPAEDICS,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",840,-,-,-,-,-,-,-,-,-,1556(1),-
AP Govt-NS LOC (SVU),OPEN-FEM,Andhra Pradesh,"PES IMS, Kuppam",OPHTHALMOLOGY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",975,-,2362(1),-,-,-,-,-,943(1),1288(1),1557(1),-
AP Govt-NS LOC (SVU),SC-GEN,Andhra Pradesh,"Apollo IMS&R, Chittoor",GENERAL MEDICINE,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",850,-,-,-,-,-,-,-,1551(1),1553(1),1560(1),-
AP Govt-NS APUR,BCD-GEN,Andhra Pradesh,"Kurnool Med Coll, Kurnool",PSYCHIATRY,"₹48,600*","₹60,823",1*,"₹40,00,000*",1150,-,-,-,-,-,-,-,1555(1),1557(1),1564(1),-
AP Govt-NS LOC (AU),BCB-FEM,Andhra Pradesh,"GSL Med Coll, Rajahmundry",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1140,1646(1),3616(1),-,-,-,-,-,1562(1),1564(1),1571(1),-
AP Govt-NS AP LOC,BCB-GEN,Andhra Pradesh,"Govt Siddhartha, Vijaywada",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",707,-,-,-,-,-,-,-,895(1),896(1),1572(1),-
AP Govt-NS LOC (SVU),BCD-GEN,Andhra Pradesh,"PES IMS, Kuppam",EMERGENCY MEDICINE,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",975,-,-,-,-,-,-,-,-,1573(1),1580(1),-
AP Govt-NS LOC (SVU),OPEN-GEN,Andhra Pradesh,"SV Med Coll, Tirupati",PHARMACOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",940,4015(1),4644(1),-,-,-,-,-,1575(1),1577(1),1584(1),-
AP Govt-NS APUR,OPEN-FEM,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",ENT,"₹4,96,800*","₹40,000*",1*,"₹40,00,000*",980,-,-,-,-,-,-,-,1470(1),1387(1),1585(1),-
AP Govt-NS LOC (SVU),OPEN-GEN,Andhra Pradesh,"ACSR Medical College, Nellore",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",355,-,-,-,2996(1),-,-,-,-,-,1586(1),-
AP Govt-NS APUR,SC-GEN,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",GENERAL SURGERY,"₹48,600*","₹60,823",1*,"₹40,00,000*",1450,-,-,-,-,-,-,-,1361(1),1581(1),1588(1),-
AP Govt-NS LOC (SVU),BCA-FEM,Andhra Pradesh,"VMC, Kurnool",OBG,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",650,-,-,-,-,-,-,-,1589(1),1591(1),1598(1),-
AP Govt-NS LOC (AU),BCD-GEN,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",OPHTHALMOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",1450,1534(2),2671(2),4460(2),-,-,-,-,1338(1),1340(1),1600(1),-
AP Govt-NS LOC (AU),BCA-GEN,Andhra Pradesh,"GSL Med Coll, Rajahmundry",PAEDIATRICS,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1140,-,-,-,-,-,-,-,1004(1),1005(1),1602(1),-
AP Govt-NS LOC (AU),SC-FEM,Andhra Pradesh,"Konaseema IMS, Amalapuram",DERMATOLOGY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",840,-,-,-,-,-,-,-,1595(1),1597(1),1604(1),-
AP Govt-NS LOC (AU),OPEN-GEN-PHO,Andhra Pradesh,"Rajiv Gandhi IMS, Srikakulam",ENT,"₹48,600*","₹60,823",1*,"₹40,00,000*",532,-,-,-,-,-,-,-,991(1),1015(1),1609(1),-
AP Govt-NS APUR,OPEN-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",RADIATION ONCOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",715,-,-,-,-,-,-,-,854(1),1227(1),1615(1),-
AP Govt-NS LOC (SVU),BCA-GEN,Andhra Pradesh,"Santhiram Med Coll, Nandyal",PAEDIATRICS,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",930,-,-,-,-,-,-,-,713(1),713(1),1616(1),-
AP Govt-NS LOC (AU),BCA-FEM,Andhra Pradesh,"Andhra Med Coll, Vizag",ORTHOPAEDICS,"₹48,600*","₹60,823",1*,"₹40,00,000*",1030,1832(1),-,-,-,-,-,-,1609(1),1611(1),1618(1),-
AP Govt-NS LOC (AU),BCA-GEN,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1200,1903(1),1912(1),-,-,-,-,-,1610(1),1612(1),1619(1),-
AP Govt-NS APUR,BCB-GEN,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",1450,-,-,-,-,-,-,-,1026(1),1147(1),1622(1),-
AP Govt-NS LOC (SVU),BCB-GEN-PHO,Andhra Pradesh,"SV Med Coll, Tirupati",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",940,-,-,-,-,-,-,-,-,-,1626(1),-
AP Govt-NS LOC (AU),BCB-GEN,Andhra Pradesh,"Rajiv Gandhi IMS, Ongole",ORTHOPAEDICS,"₹48,600*","₹60,823",1*,"₹40,00,000*",500,-,-,-,-,-,-,-,1074(1),1075(1),1627(1),-
AP Govt-NS LOC (AU),BCD-FEM,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",TBRD,"₹4,96,800*","₹28,000*",1*,"₹40,00,000*",790,-,-,-,-,-,-,-,1502(1),1504(1),1628(1),-
AP Govt-NS LOC (SVU),BCD-FEM,Andhra Pradesh,"Rajiv Gandhi IMS, Kadapa",GENERAL SURGERY,"₹48,600*","₹60,823",1*,"₹40,00,000*",715,-,-,-,-,-,-,-,894(1),895(1),1629(1),-
AP Govt-NS LOC (AU),OPEN-FEM,Andhra Pradesh,"Guntur Med Coll, Guntur",ORTHOPAEDICS,"₹48,600*","₹60,823",1*,"₹40,00,000*",1170,-,-,-,-,-,-,-,1158(1),1229(2),1631(2),-
AP Govt-NS LOC (AU),OPEN-GEN,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",GENERAL SURGERY,"₹4,96,800*","₹40,000*",1*,"₹40,00,000*",980,1054(1),1657(1),-,-,-,-,-,1035(1),905(1),1635(1),-
AP Govt-NS LOC (AU),BCA-GEN,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",GENERAL SURGERY,"₹4,96,800*","₹28,000*",1*,"₹40,00,000*",790,-,-,-,-,-,-,-,1627(1),1629(1),1636(1),-
AP Govt-NS LOC (AU),BCA-GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",ANAESTHESIOLOGY,"₹48,600*","₹60,823",1*,"₹40,00,000*",1030,1276(1),-,-,-,-,-,-,1127(2),1149(2),1637(2),-
AP Govt-NS LOC (SVU),SC-FEM,Andhra Pradesh,"SV Med Coll, Tirupati",PAEDIATRICS,"₹48,600*","₹60,823",1*,"₹40,00,000*",940,-,-,-,-,-,-,-,1480(1),1482(1),1638(1),-
AP Govt-NS LOC (SVU),OPEN-GEN,Andhra Pradesh,"VMC, Kurnool",OPHTHALMOLOGY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",650,-,-,-,-,-,-,-,1080(1),1318(1),1639(1),-
AP Govt-NS APUR,BCB-GEN,Andhra Pradesh,"Govt Med Coll, Ananthapuram",ORTHOPAEDICS,"₹48,600*","₹60,823",1*,"₹40,00,000*",500,-,-,-,-,-,-,-,769(1),883(1),1641(1),-
AP Govt-NS LOC (AU),BCD-FEM,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",TBRD,"₹4,96,800*",Info not available*,1*,"₹40,00,000*",780,2237(1),2247(1),-,-,-,-,-,1349(1),1529(1),1642(1),-
AP Govt-NS LOC (AU),BCA-FEM,Andhra Pradesh,"Andhra Med Coll, Vizag",ENT,"₹48,600*","₹60,823",1*,"₹40,00,000*",1030,1952(1),2363(1),-,-,-,-,-,1634(1),1636(1),1643(1),-
AP Govt-NS LOC (SVU),OPEN-GEN,Andhra Pradesh,"SVIMS, Tirupati",RADIATION ONCOLOGY,"₹2,11,600*","₹80,904*",1*,"₹40,00,000*",1257,1570(1),1577(1),-,-,-,-,-,880(1),902(1),1644(1),-
AP Govt-NS LOC (AU),BCD-GEN,Andhra Pradesh,"Guntur Med Coll, Guntur",ENT,"₹48,600*","₹60,823",1*,"₹40,00,000*",1170,1988(1),3113(1),-,-,-,-,-,1277(1),1375(1),1645(1),-
AP Govt-NS LOC (AU),OPEN-GEN,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",ORTHOPAEDICS,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1200,-,-,-,-,-,-,-,1341(1),1239(1),1651(1),-
AP Govt-NS APUR,OPEN-GEN,Andhra Pradesh,"GVP Med Coll, Vizag",ORTHOPAEDICS,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",750,-,-,-,-,-,-,-,1047(1),1048(1),1652(1),-
AP Govt-NS LOC (AU),OPEN-GEN,Andhra Pradesh,"NRI Med Coll, Guntur",ENT,"₹4,96,800*","₹27,000*",1*,"₹40,00,000*",1050,-,-,-,-,-,-,-,1285(1),1385(1),1654(1),-
AP Govt-NS LOC (AU),BCA-FEM,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",TBRD,"₹4,96,800*","₹40,000*",1*,"₹40,00,000*",980,-,-,-,-,-,-,-,1646(1),1648(1),1655(1),-
AP Govt-NS LOC (AU),BCB-GEN,Andhra Pradesh,"NRI Med Coll, Guntur",GENERAL SURGERY,"₹4,96,800*","₹27,000*",1*,"₹40,00,000*",1050,-,-,-,-,-,-,-,1048(1),1049(1),1657(1),-
AP Govt-NS LOC (AU),BCB-GEN,Andhra Pradesh,"GSL Med Coll, Rajahmundry",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1140,-,-,-,-,-,-,-,1315(1),1317(1),1659(1),-
AP Govt-NS LOC (AU),OPEN-FEM,Andhra Pradesh,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,"₹4,96,800*","₹27,000*",1*,"₹40,00,000*",1050,1616(1),2376(2),-,-,-,-,-,874(1),1200(1),1660(1),-
AP Govt-NS LOC (AU),ST-GEN,Andhra Pradesh,"Andhra Med Coll, Vizag",ENT,"₹48,600*","₹60,823",1*,"₹40,00,000*",1030,-,-,-,-,-,-,-,1653(1),1655(1),1662(1),-
AP Govt-NS LOC (AU),BCD-FEM,Andhra Pradesh,"Konaseema IMS, Amalapuram",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",840,-,-,-,-,-,-,-,-,-,1664(1),-
AP Govt-NS LOC (SVU),BCD-FEM,Andhra Pradesh,"Santhiram Med Coll, Nandyal",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",930,-,-,-,-,-,-,-,1656(1),1658(1),1665(1),-
AP Govt-NS LOC (SVU),BCD-GEN,Andhra Pradesh,"PES IMS, Kuppam",GENERAL SURGERY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",975,-,-,-,-,-,-,-,1620(2),1622(2),1670(2),-
AP Govt-NS APUR,SC-GEN,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",RADIO DIAGNOSIS,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1200,-,-,-,-,-,-,-,1664(1),1666(1),1673(1),-
AP Govt-NS LOC (SVU),SC-GEN,Andhra Pradesh,"VMC, Kurnool",GENERAL MEDICINE,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",650,-,-,-,-,-,-,-,2049(1),1667(1),1674(1),-
AP Govt-NS LOC (AU),BCB-FEM,Andhra Pradesh,"GSL Med Coll, Rajahmundry",OBG,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1140,-,-,-,-,-,-,-,1119(1),1027(1),1676(1),-
AP Govt-NS LOC (SVU),SC-GEN,Andhra Pradesh,"Govt Med Coll, Ananthapuram",PAEDIATRICS,"₹48,600*","₹60,823",1*,"₹40,00,000*",500,-,-,-,-,-,-,-,1078(1),1273(1),1678(1),-
AP Govt-NS LOC (AU),BCA-FEM,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",OBG,"₹4,96,800*",Info not available*,1*,"₹40,00,000*",780,-,-,-,-,-,-,-,-,829(1),1681(1),-
AP Govt-NS APUR,SC-GEN,Andhra Pradesh,"Narayana Med Coll, Nellore",PAEDIATRICS,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",1430,-,-,-,-,-,-,-,1675(1),1677(1),1684(1),-
AP Govt-NS LOC (SVU),BCB-FEM,Andhra Pradesh,"Santhiram Med Coll, Nandyal",OPHTHALMOLOGY,"₹4,96,800*","₹30,000*",1*,"₹40,00,000*",930,-,-,-,-,-,-,-,1467(1),1469(1),1688(1),-
AP Govt-NS LOC (AU),SC-GEN,Andhra Pradesh,"Rangaraya Med Coll, Kakinada",OBG,"₹48,600*","₹60,823",1*,"₹40,00,000*",1450,2080(1),2089(1),-,-,-,-,-,1191(1),1193(1),1691(1),-
