Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2024 1,CR 2024 2,CR 2024 3
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",ANAESTHESIOLOGY,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,1761(1),-,2463(1),1860(1),1881(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",ANAESTHESIOLOGY,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,-,1861(1),1882(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,2673(1),1561(1),1951(1),-
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1771(1),1771(1),-,1964(1),-,-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"RD Gardi, Ujjain",PAEDIATRICS,"₹40,50,000","₹69,115*",1,"₹10,00,000",750,-,-,2386(2),1970(1),-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1504(1),1504(1),1523(1),2002(1),-,-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",RADIO DIAGNOSIS,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,1272(1),1272(1),1283(1),2003(1),-,-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,2023(1),-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",ANAESTHESIOLOGY,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,1739(1),2219(1),2298(1),2034(1),1956(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"SSMC, Rewa",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,2079(1),2147(1),1945(1),2054(1),-,-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1377(1),1377(1),-,2087(1),-,-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",RADIO DIAGNOSIS,"₹77,35,000*","₹72,633",1,"₹10,00,000",912,1016(2),2000(2),2071(2),2092(2),1723(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",EMERGENCY MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1843(1),1954(2),2015(2),1832(1),2095(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",GENERAL SURGERY,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,1663(1),2178(1),2345(1),1712(1),2109(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",OPHTHALMOLOGY,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,1655(1),-,-,2022(1),2113(1),-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,2086(1),2120(1),-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Chirayu Med Coll, Bhopal",PAEDIATRICS,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,2121(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Peoples College, Bhopal",PAEDIATRICS,"₹63,70,000*","₹75,444",1,"₹10,00,000",1150,866(1),-,-,2144(1),-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1299(1),-,-,1631(1),2148(1),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",RADIATION ONCOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,2161(1),-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Amaltas IMS, Dewas",RADIO DIAGNOSIS,"₹21,50,000*","₹69,115*",1,"₹10,00,000",720,-,-,-,2172(1),-,-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,2175(1),-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",PAEDIATRICS,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,2173(2),2329(2),2184(1),-,-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1472(1),1472(1),1487(1),2188(1),-,-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,2195(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,1534(1),1534(1),-,1147(1),2202(1),-
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,-,2203(1),-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,2211(1),-,-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"LNMC & RC, Bhopal",DERMATOLOGY,"₹79,80,000*","₹69,115*",1,"₹10,00,000",750,2098(2),1702(1),2436(1),1990(2),2238(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,2196(1),2244(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,2249(1),-,-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",OBG,"₹20,05,000*","₹69,115*",1,"₹10,00,000",1299,-,-,-,2259(1),-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",ENT,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,1586(1),2265(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,-,2271(1),2176(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,2226(1),2276(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",RADIATION ONCOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,2286(1),2137(1),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,-,2310(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,2610(1),2260(1),2312(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,2041(1),2348(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1638(1),-,2621(1),2295(1),2349(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",OPHTHALMOLOGY,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,2036(1),-,2254(1),2378(1),2336(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,2294(1),2381(1),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,1734(1),2384(1),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",PAEDIATRICS,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,2129(1),2223(1),2394(1),1752(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",PSYCHIATRY,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,2400(1),1603(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,2445(1),1770(1),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",TBRD,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,2111(1),-,-,-,2446(1),-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,2446(1),-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",EMERGENCY MEDICINE,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,2457(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"RD Gardi, Ujjain",OBG,"₹40,50,000","₹69,115*",1,"₹10,00,000",750,1115(2),1615(1),-,2180(3),2464(2),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",ORTHOPAEDICS,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,1823(1),1869(1),2414(1),2484(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"RD Gardi, Ujjain",GENERAL SURGERY,"₹40,50,000","₹69,115*",1,"₹10,00,000",750,1869(1),1869(1),1922(1),2496(1),-,-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",DERMATOLOGY,"₹23,10,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,2497(1),-,-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",RADIO DIAGNOSIS,"₹72,80,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,2420(1),2513(1),-,-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Peoples College, Bhopal",GENERAL SURGERY,"₹63,70,000*","₹75,444",1,"₹10,00,000",1150,-,-,2559(1),2515(1),-,-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",PATHOLOGY,"₹10,00,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,1917(1),2516(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Shivpuri",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",520,-,-,-,1746(1),2529(1),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",ANAESTHESIOLOGY,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,2588(1),-,2543(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,-,2309(1),2545(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"SSMC, Rewa",PHYSIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,3312(3),-,2560(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,2764(1),2561(1),-,-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",OPHTHALMOLOGY,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,2564(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,2917(1),2117(1),2607(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",PSYCHIATRY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,-,-,2305(1),2608(1),-
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,-,2615(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",ANAESTHESIOLOGY,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,1897(1),-,2568(1),2557(1),2617(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,2621(1),-,-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,2631(1),-,-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,-,2510(1),2631(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,2942(1),2451(1),2652(1),-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",PAEDIATRICS,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,2664(1),-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RD Gardi, Ujjain",TBRD,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,-,2679(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Peoples College, Bhopal",OBG,"₹66,67,500*","₹75,444",1,"₹10,00,000",1150,1615(2),-,2464(2),2397(2),2690(2),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",ANAESTHESIOLOGY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,1788(1),-,2746(1),2511(2),2691(2),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"RD Gardi, Ujjain",GENERAL MEDICINE,"₹40,50,000","₹69,115*",1,"₹10,00,000",750,1973(4),1306(1),1318(1),1836(4),2693(3),-
MP Govt Quota,EWS/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",RADIO DIAGNOSIS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1331(1),-,-,-,2695(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",PATHOLOGY,"₹8,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,2569(1),2715(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"SSMC, Rewa",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,-,2570(1),2717(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",OBG,"₹68,95,000*","₹72,633",1,"₹10,00,000",912,1895(1),-,2307(1),1564(1),2723(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,3481(1),2580(1),2751(1),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",TBRD,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,2592(1),2758(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Shahdol, MP",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,2759(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",PATHOLOGY,"₹7,50,000","₹69,115*",1,"₹10,00,000",750,-,-,2834(1),2301(1),2760(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Peoples College, Bhopal",DERMATOLOGY,"₹74,55,000*","₹75,444",1,"₹10,00,000",1150,1079(2),2098(2),2323(2),832(2),2766(2),-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"LNMC & RC, Bhopal",TBRD,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,2771(1),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",ENT,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,2772(1),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",ORTHOPAEDICS,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,2158(1),-,-,2606(2),2788(1),-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Chirayu Med Coll, Bhopal",PAEDIATRICS,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,2813(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Amaltas IMS, Dewas",DERMATOLOGY,"₹75,25,000*","₹69,115*",1,"₹10,00,000",720,-,-,2520(1),900(1),2828(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,2980(1),-,2834(1),-
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,2321(1),2842(1),-
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,2853(1),-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,2854(1),-
MP Priv-Open,OBC/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",ORTHOPAEDICS,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,-,2874(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Peoples College, Bhopal",ORTHOPAEDICS,"₹63,70,000*","₹75,444",1,"₹10,00,000",1150,2124(1),-,-,1369(2),2884(2),-
MP Govt Quota,UR/PH/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,-,2889(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"Govt Med Coll, Datia",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",540,-,-,-,2612(1),2898(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",IHBT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,2589(1),2899(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",RADIO DIAGNOSIS,"₹80,85,000*","₹69,115*",1,"₹10,00,000",1230,1293(4),1556(2),1572(1),2467(5),2901(4),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",PATHOLOGY,"₹9,10,000*","₹72,633",1,"₹10,00,000",912,-,-,2724(1),2440(1),2921(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Index Med Coll, Indore",OPHTHALMOLOGY,"₹66,92,000*","₹69,115*",1,"₹10,00,000",1299,-,-,-,2210(1),2922(1),-
MP Priv-Open,ST/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",DERMATOLOGY,"₹20,80,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,-,-,2923(1),-
MP Govt Quota,SC/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,-,2924(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",PATHOLOGY,"₹10,00,000*","₹69,115*",1,"₹10,00,000",750,-,-,2816(2),2627(1),2927(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,-,2929(1),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",ANAESTHESIOLOGY,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,-,-,2907(3),-,2937(1),-
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,2744(1),-,2941(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"LNMC & RC, Bhopal",RADIO DIAGNOSIS,"₹79,80,000*","₹69,115*",1,"₹10,00,000",750,1942(2),2121(1),2138(1),2488(3),2942(2),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",PATHOLOGY,"₹8,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,2950(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Index Med Coll, Indore",RADIO DIAGNOSIS,"₹78,75,000*","₹69,115*",1,"₹10,00,000",1299,-,-,2394(4),2189(4),2955(5),-
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",ORTHOPAEDICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,-,-,2959(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Amaltas IMS, Dewas",RADIO DIAGNOSIS,"₹75,25,000*","₹69,115*",1,"₹10,00,000",720,1863(2),-,2411(1),917(2),2960(2),-
MP Govt Quota,EWS/PH/OP,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,2544(1),2966(1),-
MP Govt Quota,OBC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,1925(1),2969(1),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"SSMC, Rewa",BIOCHEMISTRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,3105(1),1411(1),2970(1),-
MP Govt Quota,ST/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,-,2978(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",DERMATOLOGY,"₹72,80,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,2515(1),-,2979(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Amaltas IMS, Dewas",PAEDIATRICS,"₹63,35,000*","₹69,115*",1,"₹10,00,000",720,-,-,2694(2),-,2983(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",OBG,"₹72,45,000*","₹69,115*",1,"₹10,00,000",1230,1755(4),1895(1),2315(2),2498(2),2987(3),-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",SPM,"₹99,800*","₹69,115*",1,"₹10,00,000",1299,-,-,-,-,2993(1),-
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",ANAESTHESIOLOGY,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,2525(1),-,2999(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Index Med Coll, Indore",GENERAL SURGERY,"₹66,92,000*","₹69,115*",1,"₹10,00,000",1299,-,-,2947(1),-,3003(1),-
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",FORENSIC MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,3004(1),-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",PHARMACOLOGY,"₹97,800*","₹69,115*",1,"₹10,00,000",1230,-,-,2938(2),-,3009(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"RD Gardi, Ujjain",ORTHOPAEDICS,"₹40,50,000","₹69,115*",1,"₹10,00,000",750,-,1924(1),-,1347(2),3015(2),-
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PHYSIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,3330(4),2157(1),3037(1),-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",MICROBIOLOGY,"₹1,00,000*","₹69,115*",1,"₹10,00,000",750,-,-,3226(2),-,3040(1),-
MP Priv-NRI,UR/NRI/OP,Madhya Pradesh,"Index Med Coll, Indore",PAEDIATRICS,"₹66,92,000*","₹69,115*",1,"₹10,00,000",1299,-,-,2736(2),2463(3),3046(2),-
MP Govt Quota,SC/PH/OP,Madhya Pradesh,"MGM Med Coll, Indore",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,2375(1),3048(1),-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",BIOCHEMISTRY,"₹97,800*","₹69,115*",1,"₹10,00,000",1230,-,-,3048(1),-,3050(1),-
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",MICROBIOLOGY,"₹99,800*","₹69,115*",1,"₹10,00,000",1299,-,-,3212(2),-,3053(1),-
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",PATHOLOGY,"₹9,44,300*","₹69,115*",1,"₹10,00,000",1299,-,-,3110(2),2591(1),3059(1),-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Chirayu Med Coll, Bhopal",OBG,"₹19,70,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,3066(1),-
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",PATHOLOGY,"₹8,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,2508(1),-,3070(1),-
