Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2024 1,CR 2024 2,CR 2024 3
MP Govt Quota,ST/X/OP,Madhya Pradesh,"SSMC, Rewa",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1445(1),1582(1),-,1392(1),1610(1),1654(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1343(2),-,-,1637(2),1655(1),1657(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",ANAESTHESIOLOGY,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,1278(6),2028(16),2101(13),1384(5),1406(5),1662(6)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",TBRD,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1632(1),1797(1),1837(1),1614(1),1631(1),1667(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",ORTHOPAEDICS,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,1110(1),1289(3),1300(3),886(1),894(1),1669(3)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",EMERGENCY MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,-,1018(1),1245(1),1670(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",RADIO DIAGNOSIS,"₹22,10,000*","₹72,633",1,"₹10,00,000",912,-,-,-,1241(1),1360(1),1672(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",TBRD,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,1114(2),1281(4),1292(3),1156(2),1330(2),1677(3)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",PSYCHIATRY,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,983(1),1608(5),1632(5),778(2),890(2),1686(3)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",IHBT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,508(1),1267(2),1345(2),553(1),1043(1),1688(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",OBG,"₹18,70,000*","₹69,115*",1*,"₹10,00,000*",-,-,1525(1),1545(1),1352(1),1364(1),1690(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1053(1),1510(3),1529(3),1177(1),1186(1),1718(2)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",ORTHOPAEDICS,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,1816(3),1860(3),1422(1),1435(1),1735(2)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,1716(1),1735(1),1737(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",RADIO DIAGNOSIS,"₹21,50,000*","₹69,115*",1,"₹10,00,000",720,1008(1),1146(2),1153(2),843(1),1746(1),1748(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Peoples College, Bhopal",OPHTHALMOLOGY,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,1167(1),1491(3),1502(2),852(1),1064(1),1753(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",OPHTHALMOLOGY,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,1113(1),1458(2),1473(2),1158(2),1346(2),1768(2)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"SSMC, Rewa",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1062(1),1565(1),1234(1),1362(1),1519(1),1769(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",PAEDIATRICS,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,1501(1),-,-,-,1778(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",ENT,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,1218(1),1698(2),1729(1),1291(2),1475(2),1784(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Peoples College, Bhopal",ENT,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,1398(1),2012(1),2080(1),1341(1),1616(1),1792(2)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",OBG,"₹19,05,000*","₹75,444",1,"₹10,00,000",1150,1645(1),2160(2),2119(1),1772(1),1792(1),1794(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",RADIATION ONCOLOGY,"₹18,37,000*","₹69,115*",1,"₹10,00,000",1230,1425(1),2015(5),2434(3),787(1),1205(1),1805(5)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",OPHTHALMOLOGY,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,1183(2),1893(6),1948(5),1327(2),1545(2),1813(5)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",PAEDIATRICS,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,-,1735(2),1769(2),1039(1),1152(1),1820(6)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,1272(1),1283(1),1843(2)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",PAEDIATRICS,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,1571(1),1609(1),1676(1),1558(1),1573(1),1850(1)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1206(1),1213(2),1220(2),1069(1),1863(1),1865(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",GENERAL SURGERY,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,982(1),1644(3),1668(3),1345(1),1357(1),1872(2)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,1059(1),1372(1),1873(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,-,1139(1),1148(1),1877(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",ORTHOPAEDICS,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,-,1878(2)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",OBG,"₹20,70,000*","₹69,115*",1,"₹10,00,000",1230,1176(1),2073(2),2157(1),1806(2),1861(2),1880(4)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",GENERAL SURGERY,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,2150(2),2261(2),1859(1),1880(1),1882(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",DERMATOLOGY,"₹23,10,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,1868(1),1889(1),1891(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Govt Med Coll, Ratlam",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,-,1901(1),1903(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",ORTHOPAEDICS,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,1229(2),2031(6),2104(5),1183(1),1192(1),1905(4)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"SSMC, Rewa",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,-,-,-,1908(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1383(1),1619(2),1883(1),1609(1),1718(1),1912(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",RADIATION ONCOLOGY,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,1459(1),-,2349(1),997(1),1451(1),1915(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",ORTHOPAEDICS,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,1082(1),1513(3),1508(3),1476(1),1708(1),1919(2)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1230(1),1817(1),1861(1),-,-,1937(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",ORTHOPAEDICS,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,1882(1),-,-,1330(1),1342(1),1952(1)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1422(1),1746(1),1782(1),1935(1),1957(1),1959(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",GENERAL MEDICINE,"₹19,05,000*","₹75,444",1,"₹10,00,000",1150,1442(1),1833(3),1881(3),1950(1),1972(1),1975(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",ORTHOPAEDICS,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,1185(4),1446(8),1461(8),1459(5),1617(5),1977(8)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,776(1),1078(1),1979(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",ORTHOPAEDICS,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,1742(2),1777(2),-,-,1981(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1352(1),1804(2),1847(1),1504(1),1542(1),1987(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",ENT,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,2175(2),2331(2),977(1),1496(1),1994(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",OBG,"₹20,45,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,-,1996(2)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,928(1),933(1),-,-,1999(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",EMERGENCY MEDICINE,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,1597(1),2001(1),2004(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,1578(1),1999(2),2007(2)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,1736(1),1976(1),2009(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,2010(1),2013(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",DERMATOLOGY,"₹23,10,000*","₹69,115*",1,"₹10,00,000",1230,1146(1),1176(1),1183(1),1696(1),1715(1),2014(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,-,1835(1),1977(1),1699(1),1764(1),2051(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",TBRD,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,2138(2),2236(2),-,-,2055(3)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Peoples College, Bhopal",PSYCHIATRY,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,1170(1),1600(3),1624(3),1107(1),1392(1),2058(3)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,-,-,2055(1),2060(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",DERMATOLOGY,"₹21,30,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,2056(1),2061(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Index Med Coll, Indore",RADIO DIAGNOSIS,"₹22,50,000*","₹69,115*",1,"₹10,00,000",1299,1141(1),1141(1),1148(1),1632(1),2141(1),2066(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1470(1),-,-,-,2070(1),2075(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"LNMC & RC, Bhopal",OBG,"₹20,45,000*","₹69,115*",1,"₹10,00,000",750,-,-,-,-,-,2076(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"SSMC, Rewa",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1414(1),-,-,1717(1),2004(1),2077(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1549(2),1618(2),-,1587(1),1602(1),2087(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"SSMC, Rewa",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,-,1508(1),1523(1),2091(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Peoples College, Bhopal",EMERGENCY MEDICINE,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,1407(2),1536(2),2092(4)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",PSYCHIATRY,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,1358(1),1934(3),1993(1),1386(1),1399(1),2095(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",GENERAL SURGERY,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,1130(7),1672(18),1699(18),1289(9),1466(9),2112(16)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",ORTHOPAEDICS,"₹18,40,000*","₹69,115*",1*,"₹10,00,000*",-,1297(1),-,-,1676(1),1903(1),2114(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Peoples College, Bhopal",OPHTHALMOLOGY,"₹18,20,000*","₹75,444",1,"₹10,00,000",1150,1317(1),-,-,-,-,2118(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,-,-,2120(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Index Med Coll, Indore",RADIO DIAGNOSIS,"₹22,50,000*","₹69,115*",1,"₹10,00,000",1299,984(1),1364(3),1376(3),1348(1),1722(1),2121(2)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RKDF Medical College, Jatkhedi",RADIO DIAGNOSIS,"₹20,80,000*","₹69,115*",1*,"₹10,00,000*",-,-,-,-,-,2061(1),2126(1)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"MGM Med Coll, Indore",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,-,-,-,2212(1),2124(1),2129(1)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1518(1),1518(1),1538(1),2094(1),2130(1),2135(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"RD Gardi, Ujjain",OBG,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,-,2168(1),2173(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",PSYCHIATRY,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,1257(1),1770(3),1808(3),1261(1),1272(1),2178(2)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1035(1),1480(1),1495(1),689(1),1589(1),2194(2)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Peoples College, Bhopal",GENERAL MEDICINE,"₹19,05,000*","₹75,444",1,"₹10,00,000",1150,-,-,-,-,2193(1),2198(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",PSYCHIATRY,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,1826(1),2359(1),2210(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1567(2),1922(3),1892(1),1634(2),1652(2),2212(3)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1797(2),2092(3),2179(3),1647(2),1665(2),2213(3)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Index Med Coll, Indore",OPHTHALMOLOGY,"₹19,12,000*","₹69,115*",1,"₹10,00,000",1299,1390(1),2080(2),2032(1),1469(2),1583(2),2218(4)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",OPHTHALMOLOGY,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,-,-,-,2178(1),2224(1),2229(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",RADIATION ONCOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1965(1),2195(1),2383(1),1590(1),2237(1),2242(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",GENERAL MEDICINE,"₹19,70,000*","₹72,633",1,"₹10,00,000",912,1191(1),2062(1),2143(1),-,-,2253(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1591(1),1633(1),1657(1),1656(1),-,2260(2)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",OPHTHALMOLOGY,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,1487(1),1790(2),1830(2),1530(1),1725(1),2261(3)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",OPHTHALMOLOGY,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,-,1660(2),1329(1),1715(1),1651(1),2270(2)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Govt Med Coll, Ratlam",OBG,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,2110(1),2268(1),2273(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"SSMC, Rewa",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,1633(1),1982(2),2047(2),1808(1),1982(1),2278(2)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1890(1),2079(2),2255(2),1828(1),1848(1),2279(2)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,1668(1),2009(1),2077(1),1913(1),1935(1),2283(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,2216(1),2272(1),2285(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",GENERAL SURGERY,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,1289(1),2140(5),2144(3),1099(2),1428(2),2296(10)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",RADIATION ONCOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,-,-,2297(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",ENT,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,2242(1),2292(1),2298(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,1618(1),1997(1),-,2021(1),2082(1),2306(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Atal Bihari Vajpayee, Vidisha",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,-,-,-,1959(1),2207(1),2310(1)
MP Priv-Open,SC/X/OP,Madhya Pradesh,"Aurobindo Med Coll, Indore",ORTHOPAEDICS,"₹19,70,000*","₹69,115*",1,"₹10,00,000",1230,2062(1),1948(1),2009(1),2254(1),2305(1),2311(1)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"Bundelkhand Med Coll, Sagar",GENERAL SURGERY,"₹1,01,500*","₹75,444",1,"₹10,00,000",750,-,-,-,1975(1),2072(1),2314(1)
MP Govt Quota,OBC/X/OP Service,Madhya Pradesh,"SSMC, Rewa",PSYCHIATRY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1140,-,-,-,2089(1),2321(1),2327(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Chirayu Med Coll, Bhopal",DERMATOLOGY,"₹22,10,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,2323(1),2329(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Chirayu Med Coll, Bhopal",ORTHOPAEDICS,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,-,-,-,2324(1),2330(1)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",GENERAL SURGERY,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,-,2194(2),2382(1),1140(1),1149(1),2342(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,1929(3),2190(3),2379(2),2055(3),2150(3),2346(3)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"MGM Med Coll, Indore",MICROBIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1300,1759(1),1976(1),2632(4),1451(2),2085(2),2351(2)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",OPHTHALMOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1937(1),1738(1),1772(1),2048(1),2036(1),2354(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"RKDF Medical College, Jatkhedi",EMERGENCY MEDICINE,"₹15,00,250*","₹69,115*",1*,"₹10,00,000*",-,-,-,-,1544(1),1559(1),2357(3)
MP Priv-Open,ST/X/OP,Madhya Pradesh,"RD Gardi, Ujjain",OBG,"₹13,50,000","₹69,115*",1,"₹10,00,000",750,-,-,-,2300(1),2354(1),2360(2)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"Amaltas IMS, Dewas",TBRD,"₹18,10,000*","₹69,115*",1,"₹10,00,000",720,-,1641(2),1707(1),1580(1),1595(1),2365(1)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gandhi Med Coll, Bhopal",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",1135,-,-,-,-,-,2367(1)
MP Govt Quota,EWS/X/OP,Madhya Pradesh,"Govt Med Coll, Ratlam",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",300,1305(1),1612(1),2483(1),-,-,2372(1)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1886(1),1886(1),1941(1),2081(1),2115(1),2379(2)
MP Govt Quota,ST/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",ANAESTHESIOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1963(1),2209(1),2423(1),2099(1),2151(1),2388(1)
MP Priv-Open,UR/X/OP Service,Madhya Pradesh,"Aurobindo Med Coll, Indore",GENERAL MEDICINE,"₹20,70,000*","₹69,115*",1,"₹10,00,000",1230,688(1),1349(1),1361(1),-,2385(4),2392(4)
MP Govt Quota,SC/X/OP,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",PATHOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,1400(1),2176(2),1963(1),1850(1),1871(1),2394(3)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"Govt Med Coll, Khandwa",SPM,"₹1,01,500*","₹75,444",1,"₹10,00,000",-,1592(1),2018(1),2089(1),1568(1),1669(1),2398(1)
MP Govt Quota,UR/X/OP,Madhya Pradesh,"NSC Bose Med Coll, Jabalpur",PHARMACOLOGY,"₹1,01,500*","₹75,444",1,"₹10,00,000",1150,1831(1),2050(1),2127(1),1078(1),2392(1),2399(1)
MP Govt Quota,UR/X/OP Service,Madhya Pradesh,"Gaja Raja Med Coll, Gwalior",ENT,"₹1,01,500*","₹75,444",1,"₹10,00,000",1100,-,-,-,-,2394(1),2401(1)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"Chirayu Med Coll, Bhopal",ENT,"₹18,30,000*","₹72,633",1,"₹10,00,000",912,1458(1),1891(2),1771(1),1418(1),1572(1),2406(5)
MP Priv-Open,UR/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",EMERGENCY MEDICINE,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,1085(1),1521(3),1541(3),1438(1),1420(1),2410(2)
MP Priv-Open,OBC/X/OP,Madhya Pradesh,"LNMC & RC, Bhopal",TBRD,"₹19,60,000*","₹69,115*",1,"₹10,00,000",750,1097(1),1970(1),2035(1),1284(1),1499(1),2416(2)
