Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"SVS Med Coll, Mehboobnagar",GENERAL MEDICINE,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",760,105(4),188(4),188(4),188(4),188(4),188(4),97(4),115(4),133(4),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata AcadofMedSci,Bachupally",DERMATOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,137(1),137(1),137(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Bhaskar Med Coll, Yenkapally",GENERAL MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",850,188(2),223(2),227(2),227(2),227(2),227(2),115(2),152(2),152(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Bhaskar Med Coll, Yenkapally",RADIO DIAGNOSIS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",850,93(2),96(2),96(2),96(2),96(2),96(2),77(2),92(2),153(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Apollo IMSR, Hyderabad",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",570,144(1),155(1),155(1),155(1),155(1),155(1),42(1),159(1),159(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"DCMS, Hyderabad",GENERAL MEDICINE,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",1400,60(1),61(1),61(1),61(1),61(1),61(1),160(1),160(1),160(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata Med Coll, Khammam",RADIO DIAGNOSIS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1080,78(2),129(2),129(2),129(2),129(2),129(2),78(3),112(3),182(3),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni IMS, Narketpally",GENERAL MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,145(2),190(2),233(2),233(2),233(2),233(2),180(2),184(2),184(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Bhaskar Med Coll, Yenkapally",DERMATOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",850,123(1),131(1),139(1),139(1),139(1),139(1),193(1),193(1),193(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Prathima IMS, Karimnagar",GENERAL MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,157(6),181(6),193(6),193(6),193(6),193(6),110(5),109(5),194(5),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni (KAMSRC), Hyderabad",DERMATOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",650,44(1),117(1),117(1),117(1),117(1),117(1),111(1),104(1),206(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Dr Patnam MRInstofMS,Chevella",GENERAL MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,208(2),299(2),384(2),647(2),647(2),647(2),187(2),208(2),208(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata Med Coll, Khammam",DERMATOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1080,73(1),94(1),94(1),94(1),94(1),94(1),212(1),212(1),212(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni (KAMSRC), Hyderabad",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",650,187(1),204(1),274(1),274(1),274(1),274(1),44(1),215(1),215(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata Med Coll, Khammam",GENERAL MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1080,106(3),177(3),190(3),190(3),190(3),190(3),163(6),150(6),216(6),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mediciti IMS, Ghanpur",GENERAL MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",720,172(2),233(2),353(2),590(2),590(2),590(2),135(2),166(2),225(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"CAIMS, Karimnagar",RADIO DIAGNOSIS,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",1000,70(3),109(3),114(3),114(3),114(3),114(3),92(2),128(2),226(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata AcadofMedSci,Bachupally",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,228(2),228(2),228(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"CAIMS, Karimnagar",DERMATOLOGY,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",1000,107(1),175(1),175(1),175(1),175(1),175(1),230(1),230(1),230(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata AcadofMedSci,Bachupally",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,185(2),247(2),247(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mediciti IMS, Ghanpur",DERMATOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",720,112(1),136(1),136(1),136(1),136(1),136(1),56(1),250(1),250(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni (KAMSRC), Hyderabad",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",650,118(2),125(2),125(2),125(2),125(2),125(2),256(2),256(2),256(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Apollo IMSR, Hyderabad",EMERGENCY MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",570,387(1),589(1),589(1),589(1),589(1),589(1),263(1),263(1),263(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni (KAMSRC), Hyderabad",TBRD,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",650,385(1),429(1),429(1),429(1),429(1),429(1),278(1),278(1),278(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Dr Patnam MRInstofMS,Chevella",DERMATOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,130(1),139(1),221(1),221(1),221(1),221(1),246(1),254(1),283(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"CAIMS, Karimnagar",GENERAL MEDICINE,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",1000,116(4),189(4),304(4),304(4),304(4),304(4),174(4),187(4),291(4),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Apollo IMSR, Hyderabad",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",570,40(1),211(1),126(1),126(1),126(1),126(1),62(1),242(1),296(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Dr Patnam MRInstofMS,Chevella",RADIO DIAGNOSIS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,-,144(1),144(1),144(1),144(1),144(1),-,-,307(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mediciti IMS, Ghanpur",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",720,310(1),347(1),347(1),347(1),347(1),347(1),310(1),310(1),310(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"RVM IMSRC, Siddipet",GENERAL SURGERY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1110,88(1),91(1),91(1),91(1),91(1),91(1),315(1),315(1),315(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"Shadan IMSRC, Peerancheru",DERMATOLOGY,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",800,-,-,-,-,-,-,324(1),324(1),324(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni IMS, Narketpally",RADIO DIAGNOSIS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,81(1),142(1),138(1),138(1),138(1),138(1),61(1),61(1),343(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"SVS Med Coll, Mehboobnagar",OBG,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",760,211(2),231(2),231(2),231(2),231(2),231(2),261(2),261(2),366(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Surabhi InstituteofMS,Siddipet",GENERAL MEDICINE,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",-,212(2),272(2),402(2),402(2),402(2),402(2),216(2),245(2),367(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata AcadofMedSci,Bachupally",TBRD,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,247(1),375(1),375(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"RVM IMSRC, Siddipet",DERMATOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1110,-,-,-,-,-,-,173(1),283(1),383(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"RVM IMSRC, Siddipet",RADIO DIAGNOSIS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1110,45(1),128(1),128(1),128(1),128(1),128(1),112(1),131(1),409(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mediciti IMS, Ghanpur",RADIO DIAGNOSIS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",720,90(3),93(3),131(3),131(3),131(3),131(3),131(3),182(3),419(3),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Prathima IMS, Karimnagar",DERMATOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,91(1),171(1),184(1),184(1),184(1),184(1),226(1),226(1),421(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"MNR Med Coll, Sangareddy",GENERAL MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",760,189(3),256(3),326(3),326(3),326(3),326(3),203(6),225(6),425(6),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"MNR Med Coll, Sangareddy",RADIO DIAGNOSIS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",760,115(2),174(2),174(2),174(2),174(2),174(2),139(2),195(2),428(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Maheshwara Med Coll, Medak",GENERAL MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",745,-,-,-,-,-,-,209(1),238(1),434(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"MNR Med Coll, Sangareddy",DERMATOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",760,131(1),141(1),141(1),141(1),141(1),141(1),206(1),206(1),435(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Surabhi InstituteofMS,Siddipet",OBG,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",-,354(1),419(1),614(1),614(1),614(1),614(1),366(1),366(1),440(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Apollo IMSR, Hyderabad",PSYCHIATRY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",570,-,-,-,-,-,-,444(1),444(1),444(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni IMS, Narketpally",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,275(1),389(1),389(1),389(1),389(1),389(1),287(1),252(1),454(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mahavir Inst of MS, Vikarabad",RADIO DIAGNOSIS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",700,121(1),182(1),182(1),182(1),182(1),182(1),153(1),211(1),456(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Apollo IMSR, Hyderabad",ENT,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",570,-,-,-,-,-,-,457(1),457(1),457(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mahavir Inst of MS, Vikarabad",GENERAL MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",700,193(1),297(1),378(1),378(1),378(1),378(1),208(1),234(1),459(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Surabhi InstituteofMS,Siddipet",RADIO DIAGNOSIS,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,164(1),219(1),460(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"DCMS, Hyderabad",RADIO DIAGNOSIS,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",1400,200(2),255(2),255(2),255(2),255(2),255(2),338(2),376(2),463(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"DCMS, Hyderabad",PAEDIATRICS,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",1400,374(1),417(1),417(1),417(1),417(1),417(1),465(1),465(1),465(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata Med Coll, Khammam",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1080,297(2),334(2),334(2),334(2),334(2),334(2),285(2),262(2),481(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"SVS Med Coll, Mehboobnagar",PAEDIATRICS,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",760,176(2),265(2),265(2),265(2),265(2),265(2),86(1),86(1),482(1),692(1),-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"DCMS, Hyderabad",DERMATOLOGY,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",1400,313(1),350(1),350(1),350(1),350(1),350(1),376(1),497(1),497(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni IMS, Narketpally",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,204(1),274(1),345(1),345(1),345(1),345(1),243(1),293(1),501(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni (KAMSRC), Hyderabad",ORTHOPAEDICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",650,432(1),500(1),500(1),500(1),500(1),500(1),510(1),510(1),510(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"Shadan IMSRC, Peerancheru",RADIO DIAGNOSIS,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",800,94(1),396(1),396(1),396(1),396(1),396(1),231(1),511(1),511(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Prathima IMS, Karimnagar",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,290(3),326(3),331(3),331(3),331(3),331(3),297(3),341(3),526(3),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"DCMS, Hyderabad",OBG,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",1400,518(2),578(2),724(2),724(2),724(2),724(2),545(2),545(2),545(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Prathima IMS, Karimnagar",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,241(3),286(3),419(3),419(3),419(3),419(3),191(2),277(2),548(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"Shadan IMSRC, Peerancheru",GENERAL MEDICINE,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",800,214(1),280(1),460(1),769(1),769(1),769(1),463(1),463(1),555(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata Med Coll, Khammam",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1080,222(2),253(2),253(2),253(2),253(2),253(2),232(3),279(3),558(3),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"SVS Med Coll, Mehboobnagar",GENERAL SURGERY,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",760,394(4),437(4),543(4),543(4),543(4),543(4),416(4),428(4),572(4),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"CAIMS, Karimnagar",PAEDIATRICS,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",1000,247(2),289(2),289(2),289(2),289(2),289(2),235(2),301(2),573(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"Shadan IMSRC, Peerancheru",OBG,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",800,377(1),646(1),646(1),646(1),646(1),646(1),598(1),598(1),598(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"RVM IMSRC, Siddipet",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1110,334(1),162(1),400(1),400(1),400(1),400(1),277(1),359(1),605(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Dr Patnam MRInstofMS,Chevella",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,276(1),310(1),310(1),310(1),310(1),310(1),269(1),292(1),613(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mediciti IMS, Ghanpur",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",720,224(1),298(1),298(1),298(1),298(1),298(1),-,-,629(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"MNR Med Coll, Sangareddy",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",760,240(1),309(1),463(1),463(1),463(1),463(1),254(2),329(2),631(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"DrVRK Womens MedColl,Aziznagar",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",500,-,-,-,-,-,-,632(1),632(1),632(1),-,-,-
TELMgmt-MQ2-CatC-NRI,MQ2,Telangana,"Apollo IMSR, Hyderabad",RADIO DIAGNOSIS,"₹69,00,000*",Info not available*,1*,"₹20,00,000*",570,-,-,-,-,-,-,491(1),662(1),662(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"CAIMS, Karimnagar",OBG,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",1000,324(2),362(2),395(2),395(2),395(2),395(2),304(2),352(2),666(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Surabhi InstituteofMS,Siddipet",PAEDIATRICS,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",-,265(1),314(1),498(1),498(1),498(1),498(1),279(1),332(1),670(1),-,-,-
TELMgmt-MQ2-CatC-NRI,MQ2,Telangana,"SVS Med Coll, Mehboobnagar",RADIO DIAGNOSIS,"₹72,00,000*",Info not available*,1*,"₹20,00,000*",760,831(1),593(1),593(1),593(1),593(1),593(1),679(1),679(1),679(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Apollo IMSR, Hyderabad",ORTHOPAEDICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",570,-,-,-,-,-,-,544(1),683(1),683(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"Shadan IMSRC, Peerancheru",PAEDIATRICS,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",800,295(1),440(1),440(1),440(1),440(1),440(1),511(1),555(1),686(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata Med Coll, Khammam",EMERGENCY MEDICINE,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1080,-,-,-,-,-,-,690(1),690(1),690(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata Med Coll, Khammam",TBRD,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1080,321(1),281(1),281(1),281(1),281(1),281(1),373(1),397(1),694(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Bhaskar Med Coll, Yenkapally",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",850,309(1),346(1),346(1),346(1),346(1),346(1),275(1),275(1),695(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Bhaskar Med Coll, Yenkapally",ENT,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",850,666(1),798(1),989(1),989(1),989(1),989(1),696(1),696(1),696(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni (KAMSRC), Hyderabad",GENERAL SURGERY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",650,474(2),529(2),553(2),553(2),553(2),553(2),447(2),447(2),698(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Apollo IMSR, Hyderabad",GENERAL SURGERY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",570,336(1),376(1),376(1),376(1),376(1),376(1),130(1),404(1),700(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Dr Patnam MRInstofMS,Chevella",TBRD,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,478(1),538(1),766(1),699(1),712(1),712(1),374(1),402(1),706(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"MNR Med Coll, Sangareddy",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",760,318(2),413(2),510(2),532(2),532(2),532(2),339(2),374(2),711(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Maheshwara Med Coll, Medak",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",745,-,-,-,-,-,-,345(1),360(1),720(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"Shadan IMSRC, Peerancheru",GENERAL SURGERY,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",800,-,-,-,-,-,-,729(1),729(1),729(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Apollo IMSR, Hyderabad",ANAESTHESIOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",570,514(1),564(1),628(1),628(1),628(1),628(1),618(1),618(1),742(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Dr Patnam MRInstofMS,Chevella",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,341(1),400(1),478(1),478(1),478(1),478(1),343(1),380(1),755(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mahavir Inst of MS, Vikarabad",OBG,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",700,335(1),395(1),412(1),412(1),412(1),412(1),360(1),367(1),758(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata AcadofMedSci,Bachupally",GENERAL SURGERY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,676(4),676(4),761(4),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Prathima IMS, Karimnagar",OPHTHALMOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,446(1),596(1),596(1),596(1),596(1),596(1),409(1),409(1),771(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"DrVRK Womens MedColl,Aziznagar",PAEDIATRICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",500,417(1),552(1),552(1),552(1),552(1),552(1),555(1),686(1),774(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Dr Patnam MRInstofMS,Chevella",GENERAL SURGERY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,529(1),637(1),1008(1),1008(1),1008(1),1008(1),783(1),783(1),783(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"MNR Med Coll, Sangareddy",TBRD,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",760,433(1),528(1),681(1),681(1),681(1),681(1),333(1),333(1),787(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mediciti IMS, Ghanpur",TBRD,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",720,454(1),505(1),695(1),695(1),695(1),695(1),289(1),289(1),793(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mediciti IMS, Ghanpur",GENERAL SURGERY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",720,496(1),553(1),844(1),844(1),844(1),844(1),739(1),739(1),795(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"SVS Med Coll, Mehboobnagar",ORTHOPAEDICS,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",760,560(2),716(2),931(2),931(2),931(2),931(2),583(2),583(2),796(2),-,-,-
TELMgmt-MQ2-CatC-NRI,MQ2,Telangana,"Mamata AcadofMedSci,Bachupally",RADIO DIAGNOSIS,"₹69,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,799(1),799(1),799(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Apollo IMSR, Hyderabad",OPHTHALMOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",570,-,-,-,-,-,-,250(1),321(1),814(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni (KAMSRC), Hyderabad",ANAESTHESIOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",650,677(2),758(2),758(2),758(2),758(2),758(2),622(2),533(2),823(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata AcadofMedSci,Bachupally",ORTHOPAEDICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,827(2),827(2),827(2),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Bhaskar Med Coll, Yenkapally",ANAESTHESIOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",850,678(1),960(1),960(1),960(1),960(1),960(1),829(1),829(1),829(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1-MSM,Telangana,"Shadan IMSRC, Peerancheru",TBRD,"₹24,00,000*",Info not available*,1*,"₹20,00,000*",800,-,-,-,-,-,-,841(1),841(1),841(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Kamineni IMS, Narketpally",GENERAL SURGERY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",1060,489(2),546(2),808(2),808(2),808(2),808(2),700(2),700(2),846(2),-,-,-
TELMgmt-MQ2-CatC-NRI,MQ2,Telangana,"Apollo IMSR, Hyderabad",OPHTHALMOLOGY,"₹69,00,000*",Info not available*,1*,"₹20,00,000*",570,-,-,-,-,-,-,856(1),856(1),856(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Dr Patnam MRInstofMS,Chevella",ORTHOPAEDICS,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,630(1),956(1),1053(1),1053(1),1053(1),1053(1),868(1),868(1),868(1),-,-,-
TELMgmt-MQ1-CatB-All,MQ1,Telangana,"Mamata AcadofMedSci,Bachupally",OPHTHALMOLOGY,"₹23,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,-,-,-,-,485(1),485(1),874(1),-,-,-
TELMgmt-MQ2-CatC-NRI,MQ2,Telangana,"Apollo IMSR, Hyderabad",GENERAL MEDICINE,"₹69,00,000*",Info not available*,1*,"₹20,00,000*",570,530(1),439(1),439(1),439(1),439(1),439(1),875(1),875(1),875(1),-,-,-
