Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2023 7,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4
APMgmt-S1-All-CatB,S1A,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",ANAESTHESIOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,1200,562(1),1129(1),1783(1),-,-,-,-,442(1),597(1),1237(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GVP Med Coll, Vizag",GENERAL SURGERY,"₹9,93,600*","₹30,000*",1*,Info not available*,750,593(1),2013(1),-,-,-,-,-,763(1),804(1),1265(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Santhiram Med Coll, Nandyal",OPHTHALMOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,930,602(1),1834(1),-,-,-,-,-,258(1),258(1),1274(1),320(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GSL Med Coll, Rajahmundry",OPHTHALMOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,1140,681(1),1775(1),-,-,-,-,-,974(1),650(1),1281(1),-
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"NRI Med Coll, Guntur",RADIO DIAGNOSIS,"₹57,50,000*","₹27,000*",1*,Info not available*,1050,1019(2),1085(2),-,-,-,-,-,1235(2),1235(2),1289(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",TBRD,"₹9,93,600*","₹30,000*",1*,Info not available*,1200,409(2),1356(2),-,-,-,-,-,569(1),446(1),1306(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"PES IMS, Kuppam",OPHTHALMOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,975,693(1),1943(1),-,-,-,-,-,797(1),864(1),1321(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GSL Med Coll, Rajahmundry",PSYCHIATRY,"₹9,93,600*","₹30,000*",1*,Info not available*,1140,1398(1),2362(1),3039(1),-,-,-,-,1933(1),1323(1),1340(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Narayana Med Coll, Nellore",GENERAL SURGERY,"₹9,93,600*","₹40,000*",1*,Info not available*,1430,464(3),1507(3),854(1),-,-,-,-,515(3),518(3),1343(3),252(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",TBRD,"₹9,93,600*",Info not available*,1*,Info not available*,780,454(1),1611(1),-,-,-,-,-,685(1),685(1),1346(1),229(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",TBRD,"₹9,93,600*","₹27,000*",1*,Info not available*,790,420(1),1439(1),-,-,-,-,-,549(1),409(1),1364(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Apollo IMS&R, Chittoor",ORTHOPAEDICS,"₹9,93,600*","₹30,000*",1*,Info not available*,850,705(1),872(1),-,-,-,-,-,844(1),844(1),1377(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"PES IMS, Kuppam",GENERAL SURGERY,"₹9,93,600*","₹30,000*",1*,Info not available*,975,530(3),1714(3),-,-,-,-,-,556(3),595(3),1393(3),270(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",GENERAL SURGERY,"₹9,93,600*","₹27,000*",1*,Info not available*,790,551(3),2020(3),-,-,-,-,-,575(3),697(3),1401(3),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GSL Med Coll, Rajahmundry",TBRD,"₹9,93,600*","₹30,000*",1*,Info not available*,1140,502(3),1651(3),2052(2),-,-,-,-,493(2),488(2),1402(2),-
APMgmt-S1-All-CatB,S1A,Andhra Pradesh,"Nimra Inst of Med Sci, Krishna",OBG,"₹9,93,600*",Info not available*,1*,Info not available*,-,728(1),1657(1),-,-,-,-,-,361(1),547(1),1408(1),-
APMgmt-S1-All-CatB,S1A,Andhra Pradesh,"Fathima IMS,Kadapa",OBG,"₹9,93,600*","₹25,000*",1*,Info not available*,750,320(1),1923(1),-,-,-,-,-,823(1),1076(1),1433(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",GENERAL SURGERY,"₹9,93,600*","₹40,000*",1*,Info not available*,980,539(1),2130(1),-,-,-,-,-,777(1),777(1),1454(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Katuri Med Coll, Guntur",TBRD,"₹9,93,600*",Info not available*,1*,Info not available*,1100,511(1),1673(1),2243(1),-,-,-,-,586(1),506(1),1469(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Narayana Med Coll, Nellore",ENT,"₹9,93,600*","₹40,000*",1*,Info not available*,1430,868(1),2251(1),-,-,-,-,-,717(1),948(1),1473(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Maharajah IMS, Vizianagaram",TBRD,"₹9,93,600*",Info not available*,1*,Info not available*,850,503(1),1849(1),-,-,-,-,-,659(1),712(1),1485(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",PSYCHIATRY,"₹9,93,600*","₹27,000*",1*,Info not available*,790,1187(1),2391(1),-,-,-,-,-,1561(1),1474(1),1492(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Narayana Med Coll, Nellore",EMERGENCY MEDICINE,"₹9,93,600*","₹40,000*",1*,Info not available*,1430,623(1),1503(1),2456(1),-,-,-,-,603(1),918(1),1498(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GVP Med Coll, Vizag",TBRD,"₹9,93,600*","₹30,000*",1*,Info not available*,750,520(1),1384(1),2005(1),-,-,-,-,767(1),767(1),1517(1),-
APMgmt-S1-All-CatB,S1A,Andhra Pradesh,"Santhiram Med Coll, Nandyal",ANAESTHESIOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,930,-,-,-,-,-,-,-,594(1),894(1),1523(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",GENERAL SURGERY,"₹9,93,600*","₹30,000*",1*,Info not available*,1200,587(4),1666(4),1743(2),-,-,-,-,704(4),708(4),1539(4),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"VMC, Kurnool",RADIATION ONCOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,650,1237(1),1903(1),3342(1),-,-,-,-,1525(1),1525(1),1543(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"NRI Med Coll, Guntur",ANAESTHESIOLOGY,"₹9,93,600*","₹27,000*",1*,Info not available*,1050,787(3),1736(3),1880(1),-,-,-,-,1137(3),1063(3),1549(3),286(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"PES IMS, Kuppam",EMERGENCY MEDICINE,"₹9,93,600*","₹30,000*",1*,Info not available*,975,445(1),1548(1),-,-,-,-,-,921(1),921(1),1574(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Narayana Med Coll, Nellore",OPHTHALMOLOGY,"₹9,93,600*","₹40,000*",1*,Info not available*,1430,626(1),1402(1),-,-,-,-,-,346(1),689(1),1576(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Konaseema IMS, Amalapuram",TBRD,"₹9,93,600*","₹30,000*",1*,Info not available*,840,485(1),1768(1),-,-,-,-,-,608(1),626(1),1577(1),275(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GSL Med Coll, Rajahmundry",GENERAL SURGERY,"₹9,93,600*","₹30,000*",1*,Info not available*,1140,612(5),1996(5),-,-,-,-,-,697(5),762(5),1584(5),261(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Narayana Med Coll, Nellore",ORTHOPAEDICS,"₹9,93,600*","₹40,000*",1*,Info not available*,1430,688(3),1938(3),1620(1),1633(1),-,-,-,824(3),914(3),1591(3),341(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"VMC, Kurnool",GENERAL SURGERY,"₹9,93,600*","₹30,000*",1*,Info not available*,650,665(1),1551(1),-,-,-,-,-,757(1),816(1),1593(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Konaseema IMS, Amalapuram",GENERAL SURGERY,"₹9,93,600*","₹30,000*",1*,Info not available*,840,607(3),2133(3),-,-,-,-,-,739(2),790(2),1597(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",TBRD,"₹9,93,600*","₹40,000*",1*,Info not available*,980,517(1),1845(1),-,-,-,-,-,689(1),632(1),1626(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"VMC, Kurnool",TBRD,"₹9,93,600*","₹30,000*",1*,Info not available*,650,514(1),1599(1),-,-,-,-,-,694(1),694(1),1645(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Santhiram Med Coll, Nandyal",GENERAL SURGERY,"₹9,93,600*","₹30,000*",1*,Info not available*,930,478(1),1512(1),-,-,-,-,-,804(3),817(3),1661(3),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Katuri Med Coll, Guntur",OPHTHALMOLOGY,"₹9,93,600*",Info not available*,1*,Info not available*,1100,648(1),1962(1),-,-,-,-,-,650(1),692(1),1666(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Apollo IMS&R, Chittoor",PSYCHIATRY,"₹9,93,600*","₹30,000*",1*,Info not available*,850,1182(1),2113(1),-,-,-,-,-,1690(1),1690(1),1709(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",OPHTHALMOLOGY,"₹9,93,600*","₹27,000*",1*,Info not available*,790,680(1),2014(1),2407(1),-,-,-,-,1009(1),1009(1),1715(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GSL Med Coll, Rajahmundry",RADIATION ONCOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,1140,1155(1),2423(1),3162(1),2673(1),-,-,-,1512(1),448(1),1718(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Santhiram Med Coll, Nandyal",PSYCHIATRY,"₹9,93,600*","₹30,000*",1*,Info not available*,930,1529(1),2454(1),-,-,-,-,-,1708(1),1708(1),1727(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Maharajah IMS, Vizianagaram",GENERAL SURGERY,"₹9,93,600*",Info not available*,1*,Info not available*,850,639(3),2146(3),-,-,-,-,-,817(2),819(2),1737(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Narayana Med Coll, Nellore",ANAESTHESIOLOGY,"₹9,93,600*","₹40,000*",1*,Info not available*,1430,843(3),2310(3),-,-,-,-,-,1119(3),1119(3),1744(3),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Katuri Med Coll, Guntur",GENERAL SURGERY,"₹9,93,600*",Info not available*,1*,Info not available*,1100,614(3),2015(3),2156(1),-,-,-,-,807(2),827(2),1756(2),284(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",OPHTHALMOLOGY,"₹9,93,600*",Info not available*,1*,Info not available*,780,700(1),2226(1),2492(1),-,-,-,-,604(1),604(1),1759(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",ANAESTHESIOLOGY,"₹9,93,600*","₹40,000*",1*,Info not available*,980,1016(1),2515(1),3058(1),2086(1),-,-,-,1113(1),1390(1),1769(1),-
APMgmt-S1-All-CatB,S1A,Andhra Pradesh,"Fathima IMS,Kadapa",PAEDIATRICS,"₹9,93,600*","₹25,000*",1*,Info not available*,750,660(1),1492(1),-,-,-,-,-,558(1),978(1),1783(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"VMC, Kurnool",OPHTHALMOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,650,824(1),1758(1),-,-,-,-,-,1070(1),797(1),1790(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Konaseema IMS, Amalapuram",ORTHOPAEDICS,"₹9,93,600*","₹30,000*",1*,Info not available*,840,840(1),2536(1),-,-,-,-,-,1293(1),1293(1),1798(1),-
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",RADIO DIAGNOSIS,"₹57,50,000*","₹27,000*",1*,Info not available*,790,1247(1),1299(1),-,-,-,-,-,1779(2),1779(2),1799(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GSL Med Coll, Rajahmundry",ANAESTHESIOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,1140,941(2),2506(2),2674(1),1935(1),-,-,-,1464(2),1401(2),1803(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",EMERGENCY MEDICINE,"₹9,93,600*",Info not available*,1*,Info not available*,780,713(1),1510(1),2779(1),-,-,-,-,869(1),931(1),1819(1),-
APMgmt-S1-All-CatB,S1A,Andhra Pradesh,"Nimra Inst of Med Sci, Krishna",ORTHOPAEDICS,"₹9,93,600*",Info not available*,1*,Info not available*,-,1350(2),2386(2),3326(1),-,-,-,-,1490(2),1764(2),1861(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",ANAESTHESIOLOGY,"₹9,93,600*","₹27,000*",1*,Info not available*,790,1054(3),2788(3),-,-,-,-,-,1319(2),1319(2),1897(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"PES IMS, Kuppam",ANAESTHESIOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,975,1052(3),2682(3),3084(1),-,-,-,-,1392(2),1111(2),1905(2),-
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",DERMATOLOGY,"₹57,50,000*","₹30,000*",1*,Info not available*,1200,1756(1),2285(1),-,-,-,-,-,1890(1),1890(1),1912(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"NRI Med Coll, Guntur",RADIATION ONCOLOGY,"₹9,93,600*","₹27,000*",1*,Info not available*,1050,1166(1),2446(1),3155(1),-,-,-,-,1334(1),1103(1),1927(1),-
APMgmt-S1-All-CatB,S1A,Andhra Pradesh,"Fathima IMS,Kadapa",GENERAL SURGERY,"₹9,93,600*","₹25,000*",1*,Info not available*,750,1092(1),1868(1),-,2297(1),-,-,-,1415(1),1106(1),1943(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Maharajah IMS, Vizianagaram",OPHTHALMOLOGY,"₹9,93,600*",Info not available*,1*,Info not available*,850,842(1),2244(1),-,-,-,-,-,979(1),987(1),1975(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"PES IMS, Kuppam",ORTHOPAEDICS,"₹9,93,600*","₹30,000*",1*,Info not available*,975,646(2),2349(2),-,-,-,-,-,1248(2),1248(2),1994(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",ANAESTHESIOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,1200,970(3),2379(3),2954(2),1976(1),-,-,-,1328(3),1350(3),2005(3),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",ENT,"₹9,93,600*","₹27,000*",1*,Info not available*,790,1044(1),2426(1),-,-,-,-,-,1149(1),1149(1),2033(1),-
APMgmt-S1-All-CatB,S1A,Andhra Pradesh,"Nimra Inst of Med Sci, Krishna",GENERAL SURGERY,"₹9,93,600*",Info not available*,1*,Info not available*,-,1136(2),2205(2),2393(1),-,-,-,-,1390(2),1575(2),2044(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GSL Med Coll, Rajahmundry",ORTHOPAEDICS,"₹9,93,600*","₹30,000*",1*,Info not available*,1140,913(4),2680(4),-,-,-,-,-,1270(4),1270(4),2065(4),399(2)
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"NRI Med Coll, Guntur",GENERAL MEDICINE,"₹57,50,000*","₹27,000*",1*,Info not available*,1050,1437(2),1498(2),-,-,-,-,-,1670(2),1652(2),2067(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",ORTHOPAEDICS,"₹9,93,600*","₹30,000*",1*,Info not available*,1200,838(3),2149(3),2571(1),-,-,-,-,1061(3),1061(3),2080(3),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",ENT,"₹9,93,600*","₹40,000*",1*,Info not available*,980,1057(1),1918(1),-,-,-,-,-,1261(1),1264(1),2082(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Katuri Med Coll, Guntur",ORTHOPAEDICS,"₹9,93,600*",Info not available*,1*,Info not available*,1100,930(2),2816(2),-,-,-,-,-,1311(1),1311(1),2084(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"NRI Inst of Med Sci, Vizag",ORTHOPAEDICS,"₹9,93,600*","₹40,000*",1*,Info not available*,980,806(1),2965(1),-,-,-,-,-,1180(1),1180(1),2085(1),-
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"Narayana Med Coll, Nellore",RADIO DIAGNOSIS,"₹57,50,000*","₹40,000*",1*,Info not available*,1430,1420(2),1624(2),-,-,-,-,-,1272(2),1897(2),2095(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",ORTHOPAEDICS,"₹9,93,600*",Info not available*,1*,Info not available*,780,835(2),2560(2),-,-,-,-,-,1138(2),1037(2),2108(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GVP Med Coll, Vizag",ORTHOPAEDICS,"₹9,93,600*","₹30,000*",1*,Info not available*,750,926(1),2513(1),-,-,-,-,-,1327(1),1289(1),2110(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Apollo IMS&R, Chittoor",ANAESTHESIOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,850,951(1),2003(1),-,-,-,-,-,1381(1),1381(1),2115(1),-
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",DERMATOLOGY,"₹57,50,000*","₹27,000*",1*,Info not available*,790,1506(1),1991(1),-,-,-,-,-,2094(1),2094(1),2119(1),-
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"Santhiram Med Coll, Nandyal",DERMATOLOGY,"₹57,50,000*","₹30,000*",1*,Info not available*,930,1518(1),1580(1),-,-,-,-,-,2106(1),2106(1),2131(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Santhiram Med Coll, Nandyal",ORTHOPAEDICS,"₹9,93,600*","₹30,000*",1*,Info not available*,930,896(1),2438(1),-,-,-,-,-,1346(1),961(1),2141(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"VMC, Kurnool",ORTHOPAEDICS,"₹9,93,600*","₹30,000*",1*,Info not available*,650,1038(1),2842(1),-,-,-,-,-,1375(1),1303(1),2146(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Santhiram Med Coll, Nandyal",ANAESTHESIOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,930,1005(1),2079(1),-,-,-,-,-,1515(3),1486(3),2149(3),391(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GSL Med Coll, Rajahmundry",EMERGENCY MEDICINE,"₹9,93,600*","₹30,000*",1*,Info not available*,1140,-,-,-,-,-,-,-,809(1),809(1),2164(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Santhiram Med Coll, Nandyal",ENT,"₹9,93,600*","₹30,000*",1*,Info not available*,930,1063(1),2652(1),-,-,-,-,-,1326(1),1257(1),2188(1),-
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"Narayana Med Coll, Nellore",DERMATOLOGY,"₹57,50,000*","₹40,000*",1*,Info not available*,1430,1714(1),1787(1),-,-,-,-,-,1152(1),1177(1),2196(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Maharajah IMS, Vizianagaram",ORTHOPAEDICS,"₹9,93,600*",Info not available*,1*,Info not available*,850,992(2),2934(2),-,-,-,-,-,1405(2),1346(2),2201(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GSL Med Coll, Rajahmundry",ENT,"₹9,93,600*","₹30,000*",1*,Info not available*,1140,1150(1),2255(1),-,-,-,-,-,899(1),1077(1),2208(1),-
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"PES IMS, Kuppam",DERMATOLOGY,"₹57,50,000*","₹30,000*",1*,Info not available*,975,1955(1),2097(1),-,-,-,-,-,2169(1),2169(1),2216(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",ENT,"₹9,93,600*","₹30,000*",1*,Info not available*,1200,1027(1),2219(1),-,-,-,-,-,1077(1),1122(1),2221(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"PES IMS, Kuppam",ENT,"₹9,93,600*","₹30,000*",1*,Info not available*,975,729(1),2425(1),-,-,-,-,-,1046(1),1230(1),2230(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",ENT,"₹9,93,600*",Info not available*,1*,Info not available*,780,1055(1),2317(1),-,-,-,-,-,1231(1),1231(1),2286(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GVP Med Coll, Vizag",ANAESTHESIOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,750,1032(1),1950(1),3141(1),-,-,-,-,1531(1),1531(1),2293(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Konaseema IMS, Amalapuram",PSYCHIATRY,"₹9,93,600*","₹30,000*",1*,Info not available*,840,1334(1),2656(1),-,-,-,-,-,2009(1),1554(1),2300(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Katuri Med Coll, Guntur",ENT,"₹9,93,600*",Info not available*,1*,Info not available*,1100,1138(1),2363(1),-,-,-,-,-,1291(1),1291(1),2302(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"VMC, Kurnool",ANAESTHESIOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,650,1083(1),2723(1),-,-,-,-,-,1556(1),1493(1),2313(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Katuri Med Coll, Guntur",ANAESTHESIOLOGY,"₹9,93,600*",Info not available*,1*,Info not available*,1100,1060(2),2748(2),-,-,-,-,-,1519(2),1392(2),2321(2),-
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"Narayana Med Coll, Nellore",GENERAL MEDICINE,"₹57,50,000*","₹40,000*",1*,Info not available*,1430,1627(3),1932(3),-,-,-,-,-,2255(3),2296(3),2325(3),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GVP Med Coll, Vizag",ENT,"₹9,93,600*","₹30,000*",1*,Info not available*,750,1153(1),1679(1),-,-,-,-,-,1304(1),1304(1),2329(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Maharajah IMS, Vizianagaram",ANAESTHESIOLOGY,"₹9,93,600*",Info not available*,1*,Info not available*,850,1073(1),2595(1),-,-,-,-,-,1486(1),1426(1),2342(1),492(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GreatEastern MedSch,Srikakulam",ANAESTHESIOLOGY,"₹9,93,600*",Info not available*,1*,Info not available*,780,1051(3),2457(3),-,-,-,-,-,1440(2),1440(2),2347(2),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"VMC, Kurnool",ENT,"₹9,93,600*","₹30,000*",1*,Info not available*,650,1168(1),2278(1),-,-,-,-,-,1376(1),1393(1),2355(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Konaseema IMS, Amalapuram",ANAESTHESIOLOGY,"₹9,93,600*","₹30,000*",1*,Info not available*,840,1126(3),2768(3),3061(1),-,-,-,-,1484(3),1484(3),2356(3),454(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Konaseema IMS, Amalapuram",ENT,"₹9,93,600*","₹30,000*",1*,Info not available*,840,1045(1),2741(1),-,-,-,-,-,1122(1),1310(1),2370(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Maharajah IMS, Vizianagaram",ENT,"₹9,93,600*",Info not available*,1*,Info not available*,850,1082(1),2533(1),-,-,-,-,-,1257(1),1359(1),2382(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Apollo IMS&R, Chittoor",ENT,"₹9,93,600*","₹30,000*",1*,Info not available*,850,925(1),2252(1),-,-,-,-,-,1103(1),1176(1),2383(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Alluri Sitaram Raju, Eluru",PSYCHIATRY,"₹9,93,600*","₹30,000*",1*,Info not available*,1200,1037(1),2038(1),-,-,-,-,-,1950(1),1725(1),2390(1),-
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"PES IMS, Kuppam",RADIO DIAGNOSIS,"₹57,50,000*","₹30,000*",1*,Info not available*,975,1653(1),1725(1),-,-,-,-,-,2221(2),2412(2),2442(2),-
APMgmt-S1-All-CatB,S1A,Andhra Pradesh,"Nimra Inst of Med Sci, Krishna",ANAESTHESIOLOGY,"₹9,93,600*",Info not available*,1*,Info not available*,-,1233(2),2200(2),-,-,-,-,-,1689(2),1777(2),2531(2),1233(1)
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"NRI Med Coll, Guntur",PATHOLOGY,"₹3,10,500*","₹27,000*",1*,Info not available*,1050,1730(1),1886(1),-,-,-,-,-,1310(1),1750(1),2583(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"Narayana Med Coll, Nellore",PSYCHIATRY,"₹9,93,600*","₹40,000*",1*,Info not available*,1430,1123(1),2737(1),-,-,-,-,-,1323(1),1510(1),2594(1),468(1)
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"Dr PSI Med Coll, Chinoutpalli",GENERAL MEDICINE,"₹57,50,000*","₹27,000*",1*,Info not available*,790,1753(2),1830(2),-,-,-,-,-,2573(2),2573(2),2605(2),-
APMgmt-S2-CatC-NRI,S2,Andhra Pradesh,"GSL Med Coll, Rajahmundry",DERMATOLOGY,"₹57,50,000*","₹30,000*",1*,Info not available*,1140,1673(1),1745(1),-,-,-,-,-,2105(1),2242(1),2631(1),-
APMgmt-S1B-LOC-CatB,S1B,Andhra Pradesh,"GVP Med Coll, Vizag",PSYCHIATRY,"₹9,93,600*","₹30,000*",1*,Info not available*,750,1495(1),2544(1),-,-,-,-,-,1695(1),2090(1),2684(1),-
