Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
Assam Govt Quota,OBC/MOBC,Assam,"Silchar Med Coll, Silchar",ORTHOPAEDICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,176(1),176(1),228(1),-,-,-,252(1),408(1),408(1),-,-
Assam Govt Quota,SC,Assam,"Assam Med Coll, Dibrugarh",RADIO DIAGNOSIS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,247(1),293(1),293(1),-,-,-,68(1),411(1),411(1),-,-
Assam Govt Quota,UR,Assam,"Assam Med Coll, Dibrugarh",OPHTHALMOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,271(2),271(2),330(2),393(1),-,-,197(2),330(2),414(3),-,-
Assam Govt Quota,ST(P),Assam,"Fakhruddin Ali Ahmed, Barpeta",RADIO DIAGNOSIS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",470,294(1),294(1),294(1),-,-,-,374(1),348(1),417(1),-,-
Assam Govt Quota,UR,Assam,"Fakhruddin Ali Ahmed, Barpeta",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",470,431(3),463(3),576(3),666(2),-,-,317(1),415(1),422(1),-,-
Assam Govt Quota,SC,Assam,"Assam Med Coll, Dibrugarh",PAEDIATRICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,374(1),374(1),476(1),-,-,-,166(1),428(1),428(1),-,-
Assam Govt Quota,EWS,Assam,"Tezpur Med Coll, Tezpur",PSYCHIATRY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",500,328(1),330(1),486(1),462(1),-,-,281(1),433(1),433(1),-,-
Assam Govt Quota,SC,Assam,"Gauhati Med Coll, Guwahati",OBG,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,313(1),313(1),313(1),-,-,-,336(1),434(1),434(1),-,-
Assam Govt Quota,UR,Assam,"Assam Med Coll, Dibrugarh",PSYCHIATRY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,169(2),318(2),318(2),-,-,-,141(1),373(2),438(2),-,-
Assam Govt Quota,UR,Assam,"Gauhati Med Coll, Guwahati",DA,"₹17,900*","₹55,200*",2*,"₹15,00,000*",2185,386(1),386(1),553(1),-,-,-,-,375(1),444(1),-,-
Assam Govt Quota,UR,Assam,"Gauhati Med Coll, Guwahati",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,314(3),338(3),459(3),559(3),-,-,243(3),414(3),445(3),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Silchar Med Coll, Silchar",OPHTHALMOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,-,-,-,-,-,-,337(1),449(1),449(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Gauhati Med Coll, Guwahati",ORTHOPAEDICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,150(1),150(1),150(1),-,-,-,134(1),351(2),452(2),489(1),-
Assam Govt Quota,OBC/MOBC,Assam,"Gauhati Med Coll, Guwahati",ENT,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,276(1),276(1),276(1),-,-,-,346(1),461(1),461(1),-,-
Assam Govt Quota,ST(H),Assam,"Gauhati Med Coll, Guwahati",OBG,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,837(1),837(1),837(1),-,-,-,464(1),464(1),464(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Gauhati Med Coll, Guwahati",ANAESTHESIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,244(1),244(1),244(1),-,-,-,203(1),467(2),467(2),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Assam Med Coll, Dibrugarh",ENT,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,-,-,-,-,-,-,-,469(1),469(1),-,-
Assam Govt Quota,EWS,Assam,"Assam Med Coll, Dibrugarh",OPHTHALMOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,322(1),316(1),316(1),-,-,-,292(1),457(1),476(1),-,-
Assam Govt Quota,UR,Assam,"Assam Med Coll, Dibrugarh",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,355(3),394(3),494(3),642(2),686(1),-,248(1),462(2),479(2),599(1),-
Assam Govt Quota,ST(H),Assam,"Gauhati Med Coll, Guwahati",GENERAL MEDICINE,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,508(1),830(1),830(1),-,-,-,490(1),490(1),490(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Assam Med Coll, Dibrugarh",ANAESTHESIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,306(1),303(1),303(1),-,-,-,345(2),493(2),493(2),-,-
Assam Govt Quota,UR,Assam,"Tezpur Med Coll, Tezpur",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",500,375(1),412(1),539(1),-,1154(1),-,298(1),498(1),498(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Gauhati Med Coll, Guwahati",OPHTHALMOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,289(1),289(1),407(1),-,-,-,171(1),492(2),499(2),-,-
Assam Govt Quota,ST(P),Assam,"Silchar Med Coll, Silchar",RADIO DIAGNOSIS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,205(1),205(1),205(1),-,-,-,129(1),417(1),510(1),-,-
Assam Govt Quota,SC,Assam,"Gauhati Med Coll, Guwahati",ANAESTHESIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,633(1),633(1),727(1),-,-,-,470(1),515(1),515(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Assam Med Coll, Dibrugarh",GENERAL SURGERY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,262(2),306(2),311(2),-,-,-,305(3),452(3),520(3),-,550(1)
Assam Govt Quota,OBC/MOBC,Assam,"Fakhruddin Ali Ahmed, Barpeta",GENERAL SURGERY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",470,-,-,-,-,-,-,287(1),383(1),521(1),-,-
Assam Govt Quota,SC,Assam,"Silchar Med Coll, Silchar",OBG,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,406(1),406(1),585(1),-,-,-,-,535(1),535(1),-,-
Assam Govt Quota,SC,Assam,"Gauhati Med Coll, Guwahati",GENERAL SURGERY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,396(1),396(1),396(1),-,-,-,378(1),537(1),537(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Jorhat Med Coll, Jorhat",OPHTHALMOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,317(1),317(1),496(1),-,-,-,-,580(1),546(1),646(1),-
Assam Govt Quota,OBC/MOBC,Assam,"Jorhat Med Coll, Jorhat",ANAESTHESIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,303(1),329(1),337(1),431(1),-,-,351(1),564(2),550(2),598(1),-
Assam Govt Quota,SC,Assam,"Silchar Med Coll, Silchar",ORTHOPAEDICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,-,-,-,-,-,-,-,563(1),563(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Tezpur Med Coll, Tezpur",ANAESTHESIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",500,-,-,-,-,-,-,359(1),567(1),567(1),-,-
Assam Govt Quota,UR,Assam,"Jorhat Med Coll, Jorhat",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,368(2),368(2),528(2),686(1),1021(2),-,296(2),514(2),578(2),-,-
Assam Govt Quota,ST(P),Assam,"Gauhati Med Coll, Guwahati",PAEDIATRICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,698(1),698(1),767(1),-,-,-,-,510(1),579(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Silchar Med Coll, Silchar",ENT,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,325(1),325(1),386(1),517(1),-,-,366(1),499(1),580(1),-,-
Assam Govt Quota,SC,Assam,"Assam Med Coll, Dibrugarh",ORTHOPAEDICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,439(1),439(1),601(1),-,-,-,428(1),594(1),594(1),-,-
Assam Govt Quota,UR,Assam,"Assam Med Coll, Dibrugarh",FORENSIC MEDICINE,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,495(1),665(1),1141(1),1921(1),-,2230(1),-,578(1),595(1),2212(1),-
Assam Govt Quota,OBC/MOBC,Assam,"Fakhruddin Ali Ahmed, Barpeta",ANAESTHESIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",470,323(1),323(1),364(1),-,-,-,371(1),588(1),596(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Dr B Borooah, Guwahati",RADIATION ONCOLOGY,"₹1,05,000*","₹1,00,800",1*,"₹25,00,000*",275,263(1),263(1),176(1),-,-,-,300(1),520(1),597(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Assam Med Coll, Dibrugarh",OPHTHALMOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,-,-,-,-,-,-,340(1),521(1),598(1),612(1),-
Assam Govt Quota,UR,Assam,"Silchar Med Coll, Silchar",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,363(1),363(1),501(1),658(1),688(1),-,250(1),456(2),604(2),605(1),-
Assam Govt Quota,ST(P),Assam,"Jorhat Med Coll, Jorhat",GENERAL MEDICINE,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,606(1),606(1),698(1),-,-,-,392(1),392(1),608(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Jorhat Med Coll, Jorhat",PSYCHIATRY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,-,-,-,-,-,-,398(1),596(1),611(1),452(1),1121(1)
Assam SHQ Quota,SHQ,Assam,"Silchar Med Coll, Silchar",RADIO DIAGNOSIS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,588(1),588(1),588(1),-,-,-,574(1),619(1),619(1),-,-
Assam Govt Quota,ST(P),Assam,"Gauhati Med Coll, Guwahati",OPHTHALMOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,561(1),561(1),561(1),-,-,-,412(1),1201(1),620(1),-,2004(1)
Assam Govt Quota,OBC/MOBC,Assam,"Silchar Med Coll, Silchar",PSYCHIATRY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,318(1),403(1),403(1),-,-,-,408(1),487(1),621(1),-,729(1)
Assam Govt Quota,ST(P),Assam,"Tezpur Med Coll, Tezpur",OBG,"₹17,900*","₹55,200*",2*,"₹20,00,000*",500,-,-,-,-,-,-,455(1),625(1),625(1),-,-
Assam Govt Quota,SC,Assam,"Jorhat Med Coll, Jorhat",ENT,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,526(1),674(1),674(1),-,-,-,537(1),640(1),640(1),901(1),-
Assam SHQ Quota,SHQ,Assam,"Assam Med Coll, Dibrugarh",GENERAL MEDICINE,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,134(1),134(1),134(1),-,-,-,643(1),643(1),643(1),-,-
Assam Govt Quota,UR,Assam,"Silchar Med Coll, Silchar",PHYSIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,755(1),-,2549(1),2565(1),-,-,631(1),-,655(1),1846(1),-
Assam SHQ Quota,SHQ,Assam,"Tezpur Med Coll, Tezpur",GENERAL MEDICINE,"₹17,900*","₹55,200*",2*,"₹20,00,000*",500,340(1),340(1),340(1),-,-,-,660(1),660(1),660(1),-,-
Assam Govt Quota,EWS,Assam,"Silchar Med Coll, Silchar",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,-,-,-,-,-,-,388(1),671(1),671(1),-,-
Assam Govt Quota,UR,Assam,"Gauhati Med Coll, Guwahati",MICROBIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,473(1),570(1),637(1),1219(1),-,2609(1),422(1),680(1),680(1),-,-
Assam Govt Quota,ST(P),Assam,"Fakhruddin Ali Ahmed, Barpeta",OBG,"₹17,900*","₹55,200*",2*,"₹20,00,000*",470,-,-,-,-,-,-,-,691(1),691(1),-,-
Assam Govt Quota,SC,Assam,"Gauhati Med Coll, Guwahati",OPHTHALMOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,-,-,-,-,-,-,-,705(1),705(1),-,-
Assam Govt Quota,SC,Assam,"Assam Med Coll, Dibrugarh",ANAESTHESIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,678(1),678(1),744(1),-,-,-,515(1),718(1),718(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Silchar Med Coll, Silchar",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,394(1),496(1),682(1),-,-,-,467(1),729(1),729(1),991(1),-
Assam Govt Quota,ST(P),Assam,"Silchar Med Coll, Silchar",GENERAL MEDICINE,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,548(1),548(1),548(1),-,-,-,417(1),608(2),735(2),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Gauhati Med Coll, Guwahati",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,329(1),364(1),602(1),737(1),881(1),-,449(1),611(2),736(2),-,-
Assam Govt Quota,EWS,Assam,"Assam Med Coll, Dibrugarh",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,358(1),358(1),499(1),756(1),-,-,372(1),556(1),766(1),-,-
Assam Govt Quota,UR,Assam,"Assam Med Coll, Dibrugarh",SPM,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,411(1),487(1),563(1),946(1),-,2121(1),355(1),779(1),779(1),-,-
Assam Govt Quota,UR,Assam,"Assam Med Coll, Dibrugarh",MICROBIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,505(2),542(2),943(2),475(1),-,-,-,781(1),781(1),-,-
Assam Govt Quota,ST(P),Assam,"Gauhati Med Coll, Guwahati",ORTHOPAEDICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,586(1),586(1),589(1),1147(1),-,-,348(1),800(1),800(1),-,-
Assam Govt Quota,ST(H),Assam,"Silchar Med Coll, Silchar",OBG,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,-,-,-,-,-,-,-,808(1),808(1),-,-
Assam Govt Quota,ST(H),Assam,"Assam Med Coll, Dibrugarh",GENERAL MEDICINE,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,793(1),793(1),793(1),-,-,-,586(1),-,819(1),-,-
Assam Govt Quota,SC,Assam,"Assam Med Coll, Dibrugarh",PSYCHIATRY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,596(1),744(1),759(1),1871(1),-,-,411(1),837(1),837(1),-,-
Assam Govt Quota,ST(P),Assam,"Silchar Med Coll, Silchar",PAEDIATRICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,712(1),767(1),843(1),-,-,-,510(1),842(1),842(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Assam Med Coll, Dibrugarh",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,364(1),407(1),610(1),819(1),-,-,458(1),753(2),845(2),864(1),-
Assam Govt Quota,EWS,Assam,"Jorhat Med Coll, Jorhat",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,385(1),387(1),666(1),688(1),-,-,-,742(1),847(1),847(1),-
Assam SHQ Quota,SHQ,Assam,"Silchar Med Coll, Silchar",OBG,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,897(1),897(1),897(1),-,-,-,852(1),852(1),852(1),-,-
Assam SHQ Quota,SHQ,Assam,"Gauhati Med Coll, Guwahati",OBG,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,748(1),748(1),748(1),-,-,-,866(1),866(1),866(1),-,-
Assam Govt Quota,UR,Assam,"Gauhati Med Coll, Guwahati",SPM,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,382(1),382(1),382(1),-,-,-,353(1),766(2),881(2),1154(2),1381(2)
Assam Govt Quota,ST(P),Assam,"Gauhati Med Coll, Guwahati",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,1064(1),1108(1),1108(1),-,-,-,620(1),620(1),893(1),-,-
Assam Govt Quota,UR,Assam,"Fakhruddin Ali Ahmed, Barpeta",SPM,"₹17,900*","₹55,200*",2*,"₹20,00,000*",470,-,-,-,-,-,-,415(1),422(1),897(1),-,-
Assam Govt Quota,ST(P),Assam,"Gauhati Med Coll, Guwahati",GENERAL SURGERY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,753(1),753(1),753(1),-,-,-,589(1),-,899(1),-,-
Assam Govt Quota,ST(P),Assam,"Silchar Med Coll, Silchar",GENERAL SURGERY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,809(1),809(1),809(1),-,-,-,-,917(1),917(1),-,-
Assam Govt Quota,ST(P),Assam,"Jorhat Med Coll, Jorhat",ORTHOPAEDICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,597(1),597(1),597(1),-,-,-,608(1),922(1),922(1),-,-
Assam NEC Quota,NEC,Assam,"Gauhati Med Coll, Guwahati",DCH,"₹17,900*","₹55,200*",2*,"₹15,00,000*",2185,-,-,-,-,-,-,-,925(1),925(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Jorhat Med Coll, Jorhat",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,-,-,-,-,-,-,469(1),832(1),931(1),1463(1),-
Assam Govt Quota,ST(P),Assam,"Jorhat Med Coll, Jorhat",ANAESTHESIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,843(1),843(1),1200(1),1125(1),-,-,737(1),944(1),944(1),-,-
Assam Govt Quota,ST(H),Assam,"Jorhat Med Coll, Jorhat",GENERAL SURGERY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,913(1),913(1),1276(1),1276(1),2300(1),-,964(1),964(1),964(1),-,-
Assam Govt Quota,SC,Assam,"Assam Med Coll, Dibrugarh",GENERAL SURGERY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,443(1),585(1),633(1),-,-,-,434(1),738(1),965(1),1030(1),1033(1)
Assam Govt Quota,ST(H),Assam,"Gauhati Med Coll, Guwahati",PAEDIATRICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,-,-,-,-,-,-,819(1),819(1),980(1),-,-
Assam SHQ Quota,SHQ,Assam,"Gauhati Med Coll, Guwahati",PAEDIATRICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,533(1),533(1),480(1),975(1),-,-,896(1),981(1),981(1),-,-
Assam SHQ Quota,SHQ,Assam,"Fakhruddin Ali Ahmed, Barpeta",OBG,"₹17,900*","₹55,200*",2*,"₹20,00,000*",470,772(1),772(1),772(1),-,-,-,1130(1),984(1),984(1),-,-
Assam SHQ Quota,SHQ,Assam,"Gauhati Med Coll, Guwahati",OPHTHALMOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,1170(1),1170(1),1170(1),-,-,-,985(1),985(1),985(1),-,-
Assam Govt Quota,SC,Assam,"Jorhat Med Coll, Jorhat",GENERAL SURGERY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,493(1),493(1),493(1),-,-,-,-,987(1),987(1),-,1075(1)
Assam SHQ Quota,SHQ,Assam,"Jorhat Med Coll, Jorhat",ANAESTHESIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,1018(1),1018(1),1018(1),-,-,-,998(1),998(1),998(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Fakhruddin Ali Ahmed, Barpeta",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",470,-,-,-,-,-,-,477(1),845(2),1010(2),1409(1),-
Assam Govt Quota,SC,Assam,"Assam Med Coll, Dibrugarh",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,700(1),759(1),1089(1),1502(1),-,-,594(1),1030(1),1012(1),-,-
Assam SHQ Quota,SHQ,Assam,"Tezpur Med Coll, Tezpur",PAEDIATRICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",500,777(1),777(1),777(1),-,-,-,1015(1),1015(1),1015(1),-,-
Assam Govt Quota,ST(P),Assam,"Assam Med Coll, Dibrugarh",GENERAL SURGERY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,868(1),868(1),606(1),1141(1),-,-,607(1),899(1),1022(1),-,-
Assam Govt Quota,ST(P),Assam,"Fakhruddin Ali Ahmed, Barpeta",GENERAL SURGERY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",470,1038(1),1038(1),1038(1),-,-,-,-,1029(1),1029(1),-,-
Assam Govt Quota,SC,Assam,"Gauhati Med Coll, Guwahati",MICROBIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,979(1),903(1),1343(1),2146(1),-,-,1016(1),1144(1),1030(1),1222(1),-
Assam Govt Quota,UR,Assam,"Gauhati Med Coll, Guwahati",PHARMACOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,584(1),620(1),758(1),1006(1),-,-,364(1),931(1),1071(1),-,-
Assam Govt Quota,ST(P),Assam,"Gauhati Med Coll, Guwahati",ENT,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,767(1),1064(1),1064(1),-,-,-,552(1),1129(1),1087(1),1242(1),-
Assam Govt Quota,ST(H),Assam,"Assam Med Coll, Dibrugarh",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,911(1),911(1),911(1),-,-,-,1091(1),1091(1),1091(1),-,-
Assam SHQ Quota,SHQ,Assam,"Jorhat Med Coll, Jorhat",OBG,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,956(1),956(1),956(1),-,-,-,1092(1),1092(1),1092(1),-,-
Assam Govt Quota,ST(H),Assam,"Silchar Med Coll, Silchar",ENT,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,-,-,-,-,-,-,-,1100(1),1100(1),-,-
Assam Govt Quota,ST(P),Assam,"Gauhati Med Coll, Guwahati",SPM,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,1125(1),1125(1),1155(1),1765(1),-,1676(1),924(1),1113(1),1113(1),-,-
Assam SHQ Quota,SHQ,Assam,"Assam Med Coll, Dibrugarh",OBG,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,807(1),807(1),807(1),-,-,-,1120(1),1120(1),1120(1),-,-
Assam SHQ Quota,SHQ,Assam,"Silchar Med Coll, Silchar",GENERAL MEDICINE,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,852(1),852(1),852(1),-,-,-,619(1),1130(1),1130(1),-,-
Assam Govt Quota,OBC/MOBC,Assam,"Jorhat Med Coll, Jorhat",SPM,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,-,-,-,-,-,-,520(1),991(1),1132(1),-,1935(1)
Assam SHQ Quota,SHQ,Assam,"Gauhati Med Coll, Guwahati",GENERAL SURGERY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,1057(1),1007(1),1007(1),-,-,-,1291(1),1139(1),1139(1),-,-
Assam Govt Quota,ST(P),Assam,"Tezpur Med Coll, Tezpur",ENT,"₹17,900*","₹55,200*",2*,"₹20,00,000*",500,-,-,-,-,-,-,-,1142(1),1142(1),-,-
Assam Govt Quota,SC,Assam,"Jorhat Med Coll, Jorhat",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,674(1),769(1),903(1),1508(1),-,-,718(1),1012(1),1144(1),-,-
Assam Govt Quota,UR,Assam,"Gauhati Med Coll, Guwahati",DCP,"₹17,900*","₹55,200*",2*,"₹15,00,000*",2185,539(1),539(1),708(1),1237(1),-,1633(1),-,1179(1),1154(1),713(1),-
Assam Govt Quota,OBC/MOBC,Assam,"Gauhati Med Coll, Guwahati",PHARMACOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,-,-,-,-,-,-,-,1159(1),1159(1),-,-
Assam Govt Quota,UR,Assam,"Jorhat Med Coll, Jorhat",MICROBIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,-,-,-,-,-,-,438(1),1270(1),1179(1),-,-
Assam Govt Quota,ST(P),Assam,"Assam Med Coll, Dibrugarh",PSYCHIATRY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,942(1),942(1),942(1),-,-,-,775(1),-,1201(1),1597(1),2015(1)
Assam Govt Quota,ST(P),Assam,"Silchar Med Coll, Silchar",PATHOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,1108(1),1316(1),1316(1),-,-,-,861(1),893(1),1204(1),-,-
Assam SHQ Quota,SHQ,Assam,"Fakhruddin Ali Ahmed, Barpeta",GENERAL SURGERY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",470,960(1),960(1),960(1),-,-,-,1213(1),1213(1),1213(1),-,1394(1)
Assam Govt Quota,ST(P),Assam,"Silchar Med Coll, Silchar",ANAESTHESIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,889(1),889(1),889(1),-,-,-,691(1),1214(1),1214(1),-,-
Assam Govt Quota,UR-PwD,Assam,"Jorhat Med Coll, Jorhat",GENERAL MEDICINE,"₹17,900*","₹55,200*",2*,"₹20,00,000*",814,-,-,-,-,-,-,-,-,1223(1),-,-
Assam SHQ Quota,SHQ,Assam,"Assam Med Coll, Dibrugarh",ANAESTHESIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,1103(1),1060(1),1060(1),-,-,-,1264(1),1264(1),1264(1),-,-
Assam Govt Quota,ST(P),Assam,"Gauhati Med Coll, Guwahati",DA,"₹17,900*","₹55,200*",2*,"₹15,00,000*",2185,-,-,-,-,-,-,-,-,1283(1),2015(1),595(1)
Assam Govt Quota,UR,Assam,"Assam Med Coll, Dibrugarh",PHARMACOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,-,-,-,-,-,2589(1),441(1),881(1),1284(1),-,-
Assam SHQ Quota,SHQ,Assam,"Assam Med Coll, Dibrugarh",ORTHOPAEDICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1365,183(1),183(1),533(1),-,-,-,984(1),1294(1),1294(1),-,-
Assam SHQ Quota,SHQ,Assam,"Gauhati Med Coll, Guwahati",ANAESTHESIOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",2185,1007(1),962(1),962(1),-,-,-,1139(1),1310(1),1310(1),-,-
Assam Govt Quota,UR,Assam,"Silchar Med Coll, Silchar",PHARMACOLOGY,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,607(1),900(1),1124(1),1962(1),-,-,534(1),1338(1),1338(1),-,-
Assam SHQ Quota,SHQ,Assam,"Fakhruddin Ali Ahmed, Barpeta",PAEDIATRICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",470,750(1),750(1),750(1),-,-,-,981(1),1339(1),1339(1),-,-
Assam Govt Quota,ST(H),Assam,"Silchar Med Coll, Silchar",ORTHOPAEDICS,"₹17,900*","₹55,200*",2*,"₹20,00,000*",1256,1158(1),1158(1),1158(1),-,-,-,911(1),1262(1),1344(1),-,-
