Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5,CR 2024 6,CR 2024 7
Tel Govt-NS LOC,BCA-FEM,Telangana,"Mediciti IMS, Ghanpur",ENT,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,3222(1),3222(1),3360(1),3360(1),3360(1),3360(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"CAIMS, Karimnagar",ANAESTHESIOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,-,-,3366(1),3366(1),3366(1),3366(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Prathima IMS, Karimnagar",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,3345(1),3345(1),3369(1),3369(1),3369(1),3369(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,1384(1),1825(1),1812(1),3378(2),3378(2),3378(2),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Gandhi Med Coll, Secunderabad",ORTHOPAEDICS,"₹25,000*","₹58,289",1,"₹20,00,000",1200,3188(1),3188(1),3384(1),3384(1),3384(1),3384(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-FEM,Telangana,"Malla Reddy IMS, Hyderabad",ANAESTHESIOLOGY,-,-,-,-,940,2309(1),2388(1),3392(1),3392(1),3392(1),3392(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-FEM,Telangana,"Dr Patnam MRInstofMS,Chevella",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",-,-,-,3398(1),3398(1),3398(1),3398(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"Gandhi Med Coll, Secunderabad",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,2552(1),2552(1),3402(1),3402(1),3402(1),3402(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Govt Med Coll, Siddipet",PSYCHIATRY,"₹25,000*","₹58,289",1,"₹20,00,000",780,3133(1),3379(1),3404(1),3404(1),3404(1),3404(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Gandhi Med Coll, Secunderabad",HOSPITAL ADMINISTRATION,"₹25,000*","₹58,289",1,"₹20,00,000",1200,3072(1),3380(1),3406(1),3406(1),3406(1),3406(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-FEM,Telangana,"CAIMS, Karimnagar",GENERAL SURGERY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,3260(1),3368(1),3412(1),3412(1),3412(1),3412(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,SC-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,2810(1),2962(1),3425(1),3425(1),3425(1),3425(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Kamineni IMS, Narketpally",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,2829(1),3444(1),3444(1),3444(1),3444(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Govt Med Coll, Nizamabad",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",500,3423(1),3423(1),3451(1),3451(1),3451(1),3451(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,MIN-FEM-MSM,Telangana,"DCMS, Hyderabad",PATHOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",1400,-,-,3456(1),3456(1),3456(1),3456(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,OPEN-FEM,Telangana,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,1645(1),2077(1),2398(1),3457(1),3457(1),3457(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"MNR Med Coll, Sangareddy",OPHTHALMOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,2060(1),2542(1),2931(1),3466(1),3466(1),3466(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-FEM,Telangana,"Malla Reddy IMS, Hyderabad",PSYCHIATRY,-,-,-,-,940,3444(1),3444(1),3472(1),3472(1),3472(1),3472(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"SVS Med Coll, Mehboobnagar",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,3450(1),3450(1),3478(1),3478(1),3478(1),3478(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"SVS Med Coll, Mehboobnagar",PSYCHIATRY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,-,3487(1),2700(1),2700(1),2700(1),2700(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,OPEN-FEM,Telangana,"Gandhi Med Coll, Secunderabad",DERMATOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1200,3467(1),3467(1),3495(1),3495(1),3495(1),3495(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,3157(1),3157(1),3503(1),3503(1),3503(1),3503(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Dr Patnam MRInstofMS,Chevella",OBG,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",-,2880(1),3015(1),3525(1),3525(1),3525(1),3525(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,2724(1),3016(1),3526(1),3526(1),3526(1),3526(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,BCD-GEN,Telangana,"Mamata Med Coll, Khammam",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,2207(1),2094(1),2593(1),3527(1),3527(1),3527(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Govt Med Coll, Siddipet",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",780,3239(1),3504(1),3532(1),3532(1),3532(1),3532(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"SVS Med Coll, Mehboobnagar",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,3529(1),3254(1),3544(1),3544(1),3544(1),3544(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Prathima IMS, Karimnagar",ENT,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,-,-,2918(1),3548(1),3548(1),3548(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",PHARMACOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,3534(1),3534(1),3562(1),3562(1),3562(1),3562(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"RVM IMSRC, Siddipet",TBRD,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,3015(1),3578(1),3464(1),3464(1),3464(1),3464(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"ESIC Med Coll,Sanath Nagar",ANAESTHESIOLOGY,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,3562(1),3562(1),3590(1),3590(1),3590(1),3590(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"Osmania Med Coll, Hyderabad",ANAESTHESIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,1181(1),1357(1),2485(1),3598(1),3598(1),3598(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",IHBT,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,3576(1),3576(1),3604(1),3604(1),3604(1),3604(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCC-GEN,Telangana,"ESIC Med Coll,Sanath Nagar",EMERGENCY MEDICINE,"₹2,50,000*","₹1,26,927*",2*,"₹10,00,000*",690,-,-,3614(1),3614(1),3614(1),3614(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"MNR Med Coll, Sangareddy",ENT,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,3589(1),3589(1),3618(1),3618(1),3618(1),3618(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,ST-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,3606(1),3606(1),3636(1),3636(1),3636(1),3636(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-GEN,Telangana,"Surabhi InstituteofMS,Siddipet",ANAESTHESIOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",-,2786(1),2786(1),3424(1),3651(1),3651(1),3651(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Prathima IMS, Karimnagar",ANAESTHESIOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,3274(1),3613(1),3675(1),3675(1),3675(1),3675(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"Rajiv Gandhi IMS, Adilabad",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,1046(1),1115(1),2154(1),3676(1),3676(1),3676(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,BCA-GEN,Telangana,"Kakatiya Med Coll, Warangal",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1150,3671(1),3671(1),3704(1),3704(1),3704(1),3704(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"SVS Med Coll, Mehboobnagar",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",760,3688(1),3688(1),3722(1),3722(1),3722(1),3722(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Kakatiya Med Coll, Warangal",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,3704(1),3704(1),3739(1),3739(1),3739(1),3739(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"MNR Med Coll, Sangareddy",ORTHOPAEDICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,3293(1),3293(1),3741(1),3741(1),3741(1),3741(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Malla Reddy IMS, Hyderabad",RADIO DIAGNOSIS,-,-,-,-,940,3719(1),3719(1),3754(1),3754(1),3754(1),3754(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Prathima IMS, Karimnagar",GENERAL SURGERY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,3271(1),3516(1),3762(2),3762(2),3762(2),3762(2),-,-,-,-,-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Bhaskar Med Coll, Yenkapally",DERMATOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,3737(1),3737(1),3773(1),3773(1),3773(1),3773(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCB-FEM,Telangana,"CAIMS, Karimnagar",PSYCHIATRY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,2741(1),3750(1),3786(1),3786(1),3786(1),3786(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,-,3795(1),3795(1),3795(1),3795(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Mediciti IMS, Ghanpur",DERMATOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,3770(1),3770(1),3806(1),3806(1),3806(1),3806(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,SC-FEM,Telangana,"Mediciti IMS, Ghanpur",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,2855(1),3184(1),3523(1),3816(1),3816(1),3816(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,ST-FEM,Telangana,"Apollo IMSR, Hyderabad",GENERAL MEDICINE,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",570,3782(1),3782(1),3818(1),3818(1),3818(1),3818(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-FEM,Telangana,"MNR Med Coll, Sangareddy",PSYCHIATRY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,-,2963(1),3536(1),3820(1),3820(1),3820(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"CAIMS, Karimnagar",ANAESTHESIOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,3276(1),3497(1),3836(1),3836(1),3836(1),3836(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Govt Med Coll, Siddipet",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",780,-,-,-,3837(1),3837(1),3837(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kakatiya Med Coll, Warangal",PHARMACOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,3810(1),3810(1),3846(1),3846(1),3846(1),3846(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Malla Reddy IMS, Hyderabad",PAEDIATRICS,-,-,-,-,940,-,3552(1),3853(1),3853(1),3853(1),3853(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Malla Reddy(Women), Hyderabad",RADIATION ONCOLOGY,-,-,-,-,1050,3435(1),3657(1),3879(1),3879(1),3879(1),3879(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,ST-GEN,Telangana,"Mamata Med Coll, Khammam",OBG,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,3867(1),3867(1),3905(1),3905(1),3905(1),3905(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",DERMATOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,3870(1),3870(1),3908(1),3908(1),3908(1),3908(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Kamineni (KAMSRC), Hyderabad",ORTHOPAEDICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",650,2068(1),2400(1),3234(2),3920(2),3920(2),3920(2),-,-,-,-,-,-,-
Tel Govt-Serv LOC,OPEN-FEM,Telangana,"MNR Med Coll, Sangareddy",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,3924(1),-,-,-,-,-,-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"MNR Med Coll, Sangareddy",GENERAL SURGERY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,3167(1),3167(1),3400(1),3952(1),3952(1),3952(1),-,-,-,-,-,-,-
Tel Govt-Serv UNR,OPEN-GEN,Telangana,"Mediciti IMS, Ghanpur",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,2886(1),3924(1),3963(1),3963(1),3963(1),3963(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Govt Med Coll, Nalgonda",PHARMACOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",580,3938(1),3938(1),3978(1),3978(1),3978(1),3978(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Malla Reddy IMS, Hyderabad",OBG,-,-,-,-,940,3985(1),3592(1),3621(1),3621(1),3621(1),3621(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"RVM IMSRC, Siddipet",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",1110,3946(1),3946(1),3986(1),3986(1),3986(1),3986(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Apollo IMSR, Hyderabad",RADIO DIAGNOSIS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",570,3947(1),3947(1),3987(1),3987(1),3987(1),3987(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Mediciti IMS, Ghanpur",OPHTHALMOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,2323(1),3643(1),3838(1),3995(1),3995(1),3995(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Bhaskar Med Coll, Yenkapally",OPHTHALMOLOGY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",850,-,2323(1),4005(1),4005(1),4005(1),4005(1),-,-,-,-,-,-,-
Tel Govt-Serv UNR,OPEN-FEM,Telangana,"Kakatiya Med Coll, Warangal",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1150,2832(1),3656(1),4013(1),4013(1),4013(1),4013(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Mediciti IMS, Ghanpur",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",720,3759(1),3759(1),4022(1),4022(1),4022(1),4022(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,ST-FEM,Telangana,"Osmania Med Coll, Hyderabad",OPHTHALMOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,2990(1),3691(1),4029(1),4029(1),4029(1),4029(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"Mamata Med Coll, Khammam",BIOCHEMISTRY,"₹1,70,000*",Info not available*,1*,"₹20,00,000*",1080,-,-,-,4053(1),4053(1),4053(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Malla Reddy IMS, Hyderabad",PATHOLOGY,-,-,-,-,940,2828(1),3333(1),4055(2),4055(2),4055(2),4055(2),-,-,-,-,-,-,-
Tel Govt-Serv LOC,BCD-GEN,Telangana,"Govt Med Coll, Nizamabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",500,4022(1),4022(1),4065(1),4065(1),4065(1),4065(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,SC-GEN,Telangana,"Osmania Med Coll, Hyderabad",RADIO DIAGNOSIS,"₹25,000*","₹58,289",1,"₹20,00,000",4800,4029(1),4029(1),4072(1),4072(1),4072(1),4072(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"Mamata Med Coll, Khammam",ORTHOPAEDICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1080,3155(1),2873(1),3646(1),4075(1),4075(1),4075(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Dr Patnam MRInstofMS,Chevella",GENERAL MEDICINE,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",-,4041(1),4041(1),4084(1),4084(1),4084(1),4084(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL SURGERY,-,-,-,-,940,4045(1),4045(1),4088(1),4088(1),4088(1),4088(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Surabhi InstituteofMS,Siddipet",OPHTHALMOLOGY,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",-,-,-,4090(1),4090(1),4090(1),4090(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,OPEN-FEM,Telangana,"SVS Med Coll, Mehboobnagar",PATHOLOGY,"₹4,60,000*",Info not available*,1*,"₹20,00,000*",760,3071(1),3905(1),4091(1),4091(1),4091(1),4091(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,OPEN-GEN,Telangana,"Osmania Med Coll, Hyderabad",BIOCHEMISTRY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,1387(1),4055(1),4098(1),4098(1),4098(1),4098(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCE-FEM,Telangana,"Mamata AcadofMedSci,Bachupally",PATHOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",-,4112(1),3665(1),3698(1),3698(1),3698(1),3698(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Kakatiya Med Coll, Warangal",EMERGENCY MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1150,3105(1),4111(1),4157(1),4157(1),4157(1),4157(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Malla Reddy(Women), Hyderabad",OBG,-,-,-,-,1050,4113(1),4113(1),4159(1),4159(1),4159(1),4159(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,MIN-GEN-MSM,Telangana,"DCMS, Hyderabad",RADIO DIAGNOSIS,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1400,4115(1),4115(1),4161(1),4161(1),4161(1),4161(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"CAIMS, Karimnagar",OBG,"₹7,75,000*",Info not available*,1*,"₹20,00,000*",1000,4125(1),4125(1),4172(1),4172(1),4172(1),4172(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,SC-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,3439(1),3828(1),4180(1),4180(1),4180(1),4180(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCA-GEN,Telangana,"Kamineni (KAMSRC), Hyderabad",PATHOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",650,3959(1),4162(1),4213(1),4213(1),4213(1),4213(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCB-GEN,Telangana,"MNR Med Coll, Sangareddy",ANAESTHESIOLOGY,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",760,2625(1),2800(1),3259(1),4217(1),4217(1),4217(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",SPM,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,3090(1),3372(1),4230(1),4230(1),4230(1),4230(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,BCD-FEM,Telangana,"CAIMS, Karimnagar",PATHOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",1000,4185(1),4185(1),4237(1),4237(1),4237(1),4237(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,BCE-GEN,Telangana,"Osmania Med Coll, Hyderabad",PHARMACOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",4800,4204(1),4204(1),4256(1),4256(1),4256(1),4256(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Mahavir Inst of MS, Vikarabad",OBG,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",700,4237(1),4237(1),4289(1),4289(1),4289(1),4289(1),-,-,-,-,-,-,-
Tel Govt-NS UNR,OPEN-GEN,Telangana,"Govt Med Coll, Nizamabad",MICROBIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",500,-,3402(1),4290(1),4290(1),4290(1),4290(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-FEM,Telangana,"Govt Med Coll, Mahabubnagar",PATHOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",900,-,-,4303(1),4303(1),4303(1),4303(1),-,-,-,-,-,-,-
Tel Govt-Serv UNR,OPEN-GEN,Telangana,"Govt Med Coll, Nizamabad",GENERAL SURGERY,"₹25,000*","₹58,289",1,"₹20,00,000",500,4289(1),4289(1),4344(1),4344(1),4344(1),4344(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL MEDICINE,-,-,-,-,940,4296(1),4296(1),4352(1),4352(1),4352(1),4352(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-GEN,Telangana,"Malla Reddy IMS, Hyderabad",OPHTHALMOLOGY,-,-,-,-,940,4305(1),4305(1),4361(1),4361(1),4361(1),4361(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,ST-GEN,Telangana,"Rajiv Gandhi IMS, Adilabad",GENERAL MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",Info Not Available,4311(1),4311(1),4367(1),4367(1),4367(1),4367(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,OPEN-FEM,Telangana,"Mahavir Inst of MS, Vikarabad",SPM,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",700,4300(1),-,4399(1),-,-,-,-,-,-,-,-,-,-
Tel Govt-NS UNR,BCD-GEN,Telangana,"Malla Reddy IMS, Hyderabad",PATHOLOGY,-,-,-,-,940,3677(1),4099(1),4401(1),4401(1),4401(1),4401(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Mahavir Inst of MS, Vikarabad",PAEDIATRICS,"₹7,00,000*",Info not available*,1*,"₹20,00,000*",700,4053(1),4053(1),4402(1),4402(1),4402(1),4402(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,ST-FEM,Telangana,"Kakatiya Med Coll, Warangal",ANAESTHESIOLOGY,"₹25,000*","₹58,289",1,"₹20,00,000",1150,3902(1),3902(1),4414(1),4414(1),4414(1),4414(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Mamata AcadofMedSci,Bachupally",PATHOLOGY,"₹4,30,000*",Info not available*,1*,"₹20,00,000*",-,4357(1),4357(1),4415(1),4415(1),4415(1),4415(1),-,-,-,-,-,-,-
Tel Govt-Serv UNR,SC-GEN,Telangana,"Malla Reddy IMS, Hyderabad",GENERAL MEDICINE,-,-,-,-,940,4359(1),4359(1),4417(1),4417(1),4417(1),4417(1),-,-,-,-,-,-,-
Tel Govt-NS LOC,SC-GEN,Telangana,"Kamineni IMS, Narketpally",PSYCHIATRY,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,3436(1),3436(1),4424(1),4424(1),4424(1),4424(1),-,-,-,-,-,-,-
Tel Govt-Serv LOC,OPEN-GEN,Telangana,"Prathima IMS, Karimnagar",PAEDIATRICS,"₹7,50,000*",Info not available*,1*,"₹20,00,000*",1060,4367(1),4367(1),4425(1),4425(1),4425(1),4425(1),-,-,-,-,-,-,-
Tel Govt-Serv UNR,BCA-GEN,Telangana,"Osmania Med Coll, Hyderabad",OBG,"₹25,000*","₹58,289",1,"₹20,00,000",4800,4371(1),4371(1),4429(1),4429(1),4429(1),4429(1),-,-,-,-,-,-,-
Tel Govt-Serv UNR,OPEN-GEN,Telangana,"Kakatiya Med Coll, Warangal",EMERGENCY MEDICINE,"₹25,000*","₹58,289",1,"₹20,00,000",1150,3822(1),4218(1),4441(1),4441(1),4441(1),4441(1),-,-,-,-,-,-,-
