Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
UK Priv-Govt Quota,UR-FF,Uttarakhand,"HIMS, Dehradun",TBRD,"₹25,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,405(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,SC-OPEN,Uttarakhand,"HIMS, Dehradun",ORTHOPAEDICS,"₹30,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,413(1),-,-,-,-,-,-,-
UK-Govt Quota,UR-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",FORENSIC MEDICINE,"₹1,00,000*","₹71,257*",0*,₹0*,600,-,253(1),430(1),-,-,-,-,-,-,-
UK-Govt Quota,OBC-WOMEN,Uttarakhand,"Govt Med Coll, Haldwani",PATHOLOGY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,260(1),431(1),246(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"HIMS, Dehradun",PATHOLOGY,"₹12,50,000*","₹40,000",0,₹0,1200,-,-,433(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"HIMS, Dehradun",RADIATION ONCOLOGY,"₹17,00,000*","₹40,000",1,"₹10,00,000",1200,441(1),421(1),193(2),-,-,-,-,-,-,-
UK-Govt Quota,SC-WOMEN,Uttarakhand,"VCSG Med Coll, Pauri Garhwal",MICROBIOLOGY,"₹1,00,000*","₹76,600*",0*,₹0*,Info Not Available,-,-,443(1),-,-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"SGRRI, Dehradun",BIOCHEMISTRY,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,450(1),-,-,-,-,-,-,-
UK-Govt Quota,UR-WOMEN,Uttarakhand,"Govt Med Coll, Haldwani",ANATOMY,"₹1,00,000*","₹71,257*",0*,₹0*,600,-,-,459(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,ST-OPEN,Uttarakhand,"HIMS, Dehradun",GENERAL MEDICINE,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,460(1),-,-,-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"SGRRI, Dehradun",SPM,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,473(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"SGRRI, Dehradun",SPM,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,483(1),312(1),-,-,-,-,-,-
UK-Govt Quota,UR-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",ANATOMY,"₹1,00,000*","₹71,257*",0*,₹0*,600,-,-,508(1),-,-,-,-,-,-,-
UK-Govt Quota,SC-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",FORENSIC MEDICINE,"₹1,00,000*","₹71,257*",0*,₹0*,600,-,-,514(1),-,-,-,-,-,-,-
UK-Govt Quota,UR-WOMEN,Uttarakhand,"Doon Med Coll, Dehradun",ANATOMY,"₹1,00,000*","₹71,257*",0*,₹0*,436,-,-,516(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",BIOCHEMISTRY,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,530(1),-,76(1),-,-,-,-,-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"HIMS, Dehradun",SPM,₹0*,"₹40,000",0,₹0,1200,-,-,553(1),-,-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"SGRRI, Dehradun",PHARMACOLOGY,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,564(3),-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"HIMS, Dehradun",MICROBIOLOGY,₹0*,"₹40,000",0,₹0,1200,-,-,568(2),-,49(1),-,-,-,-,-
UK-Govt Quota,UR-OPEN,Uttarakhand,"VCSG Med Coll, Pauri Garhwal",PHARMACOLOGY,"₹1,00,000*","₹76,600*",0*,₹0*,Info Not Available,-,-,573(1),271(1),-,-,-,-,-,-
UK-Govt Quota,SC-OPEN,Uttarakhand,"Doon Med Coll, Dehradun",MICROBIOLOGY,"₹1,00,000*","₹71,257*",0*,₹0*,436,-,578(1),291(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"HIMS, Dehradun",EMERGENCY MEDICINE,"₹17,00,000*","₹40,000",1,"₹10,00,000",1200,545(1),593(1),434(1),-,-,-,-,-,-,-
UK-Govt Quota,UR-WOMEN,Uttarakhand,"Doon Med Coll, Dehradun",FORENSIC MEDICINE,"₹1,00,000*","₹71,257*",0*,₹0*,436,594(1),-,488(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"HIMS, Dehradun",OBG,"₹30,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,601(1),-,-,-,-,-,-,-
UK-Govt Quota,UR-OPEN,Uttarakhand,"Doon Med Coll, Dehradun",ANATOMY,"₹1,00,000*","₹71,257*",0*,₹0*,436,-,-,603(1),-,89(1),-,-,-,-,-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"SGRRI, Dehradun",TBRD,"₹25,75,000*","₹59,065",1,"₹10,00,000",750,604(1),-,348(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"HIMS, Dehradun",IHBT,"₹15,00,000*","₹40,000",0,₹0,1200,610(1),-,577(1),-,-,-,-,-,-,-
UK-Govt Quota,ST-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",ANAESTHESIOLOGY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,624(1),608(1),-,-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"SGRRI, Dehradun",OPHTHALMOLOGY,"₹26,75,000*","₹59,065",1,"₹10,00,000",750,686(1),-,-,-,-,-,-,-,-,-
UK Priv-Govt Quota,OBC-WOMEN,Uttarakhand,"HIMS, Dehradun",PAEDIATRICS,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,715(1),273(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"HIMS, Dehradun",OPHTHALMOLOGY,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,728(1),-,-,-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"HIMS, Dehradun",PATHOLOGY,"₹12,50,000*","₹40,000",0,₹0,1200,-,738(1),328(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,OBC-WOMEN,Uttarakhand,"HIMS, Dehradun",ENT,"₹17,00,000*","₹40,000",1,"₹10,00,000",1200,746(1),735(1),319(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"HIMS, Dehradun",ORTHOPAEDICS,"₹30,00,000*","₹40,000",1,"₹2,50,00,000",1200,750(1),-,485(1),-,-,-,-,-,-,-
