Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
UK Priv-NRI,UR-NRI,Uttarakhand,"SGRRI, Dehradun",GENERAL SURGERY,"₹45,93,000*","₹59,065",1,"₹10,00,000",750,-,-,-,-,-,-,-,1346(2),-,-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"HIMS, Dehradun",MICROBIOLOGY,₹0*,"₹40,000",0,₹0,1200,-,-,401(1),-,-,-,-,1358(1),-,-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"SGRRI, Dehradun",SPM,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,373(3),-,-,1121(3),-,1361(3),1232(1),-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"SGRRI, Dehradun",PATHOLOGY,"₹12,50,000*","₹59,065",1,"₹10,00,000",750,-,589(1),-,-,-,994(1),-,1362(1),-,-
UK Priv-NRI,UR-NRI,Uttarakhand,"SGRRI, Dehradun",ANAESTHESIOLOGY,"₹42,59,000*","₹59,065",1,"₹10,00,000",750,-,-,-,-,-,-,-,1369(2),1259(1),-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"SGRRI, Dehradun",GENERAL SURGERY,"₹25,75,000*","₹59,065",1,"₹10,00,000",750,-,-,579(1),-,-,974(2),-,1383(3),-,-
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",ANAESTHESIOLOGY,"₹17,00,000*","₹59,065",1,"₹10,00,000",750,588(2),726(2),317(2),141(1),-,901(4),1033(2),1386(5),1195(1),-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"HIMS, Dehradun",PHARMACOLOGY,₹0*,"₹40,000",0,₹0,1200,-,-,512(2),-,-,-,-,1394(1),-,-
UK-Govt Quota,OBC-OPEN,Uttarakhand,"VCSG Med Coll, Pauri Garhwal",FORENSIC MEDICINE,"₹1,00,000*","₹76,600*",0*,₹0*,Info Not Available,-,-,-,-,-,-,-,1398(1),-,-
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"HIMS, Dehradun",ANAESTHESIOLOGY,"₹17,00,000*","₹40,000",1,"₹10,00,000",1200,390(2),370(1),287(2),116(1),-,528(1),451(1),1399(5),-,-
UK-Govt Quota,UR-WOMEN,Uttarakhand,"Doon Med Coll, Dehradun",PHARMACOLOGY,"₹1,00,000*","₹71,257*",0*,₹0*,436,-,-,-,-,-,363(1),1027(1),1402(1),-,-
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",SPM,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,256(1),-,-,-,-,1412(2),1277(1),-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"HIMS, Dehradun",IHBT,"₹15,00,000*","₹40,000",0,₹0,1200,470(1),-,231(1),-,-,922(2),922(1),1413(1),1204(2),-
UK-Govt Quota,UR-WOMEN,Uttarakhand,"Govt Med Coll, Haldwani",GENERAL MEDICINE,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,5(2),-,-,-,-,2(1),-,-,-,-
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"HIMS, Dehradun",RADIO DIAGNOSIS,"₹30,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,-,-,-,20(1),20(1),-,-,-
UK-Govt Quota,UR-WOMEN,Uttarakhand,"Doon Med Coll, Dehradun",OBG,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",436,17(1),-,-,-,-,40(1),-,-,-,-
UK-Govt Quota,UR-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",OBG,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,7(1),16(1),5(1),4(1),-,44(1),44(1),-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"SGRRI, Dehradun",RADIO DIAGNOSIS,"₹32,00,000*","₹59,065",1,"₹10,00,000",750,-,-,-,-,-,97(2),-,-,-,-
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",RADIO DIAGNOSIS,"₹32,00,000*","₹59,065",1,"₹10,00,000",750,28(1),-,19(1),-,-,109(2),49(1),-,-,-
UK-Govt Quota,UR-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",ENT,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,-,-,-,-,-,108(1),119(1),-,-,-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"SGRRI, Dehradun",RADIO DIAGNOSIS,"₹32,00,000*","₹59,065",1,"₹10,00,000",750,-,-,-,-,-,120(1),-,-,-,-
UK-Govt Quota,UR-WOMEN,Uttarakhand,"Govt Med Coll, Haldwani",GENERAL SURGERY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,-,52(1),11(1),-,-,123(1),-,-,-,-
UK Priv-Govt Quota,OBC-WOMEN,Uttarakhand,"HIMS, Dehradun",RADIO DIAGNOSIS,"₹30,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,-,-,-,128(1),-,-,-,-
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"HIMS, Dehradun",PSYCHIATRY,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,203(1),602(1),200(1),-,-,171(1),-,-,-,-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"HIMS, Dehradun",PSYCHIATRY,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,316(2),567(2),170(1),-,-,196(1),-,-,-,-
UK-Govt Quota,UR-WOMEN,Uttarakhand,"Govt Med Coll, Haldwani",ANAESTHESIOLOGY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,-,-,-,-,-,139(1),203(1),-,-,-
UK-Govt Quota,SC-WOMEN,Uttarakhand,"Govt Med Coll, Haldwani",GENERAL MEDICINE,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,51(1),-,-,-,-,219(1),222(1),-,-,-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"HIMS, Dehradun",GENERAL MEDICINE,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,103(8),107(6),26(2),-,-,125(7),227(6),-,-,-
UK-Govt Quota,UR-DPW,Uttarakhand,"Doon Med Coll, Dehradun",ANAESTHESIOLOGY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",436,-,-,-,-,-,179(1),230(1),-,-,-
UK DNB Serv,UR-OPEN,Uttarakhand,"VCSG MedCollHosp,PauriGarhwal",DNBORTHOPAEDICS,"₹1,25,000","₹76,600",2*,"₹2,50,00,000*",774,33(1),21(1),20(1),-,-,237(1),-,-,-,-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"HIMS, Dehradun",DERMATOLOGY,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,67(1),-,-,-,-,111(2),256(2),-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"HIMS, Dehradun",GENERAL MEDICINE,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,-,-,-,265(1),265(1),-,-,-
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"HIMS, Dehradun",GENERAL MEDICINE,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,83(2),67(1),28(1),-,-,289(5),289(3),-,-,-
UK-Govt Quota,EWS-OPEN,Uttarakhand,"Doon Med Coll, Dehradun",ORTHOPAEDICS,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",436,-,-,-,-,-,268(1),405(1),-,-,-
UK-Govt Quota,UR-WOMEN,Uttarakhand,"Govt Med Coll, Haldwani",SPM,"₹1,00,000*","₹71,257*",0*,₹0*,600,-,547(1),241(1),-,-,407(1),-,-,-,-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"HIMS, Dehradun",TBRD,"₹25,00,000*","₹40,000",1,"₹2,50,00,000",1200,240(2),179(2),98(2),-,-,362(2),464(1),-,-,-
UK Priv-Govt Quota,OBC-WOMEN,Uttarakhand,"SGRRI, Dehradun",RADIO DIAGNOSIS,"₹32,00,000*","₹59,065",1,"₹10,00,000",750,-,-,-,-,-,480(1),-,-,-,-
UK-Govt Quota,EWS-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",PATHOLOGY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,-,-,-,-,-,488(1),-,-,-,-
UK Priv-Govt Quota,OBC-WOMEN,Uttarakhand,"SGRRI, Dehradun",GENERAL MEDICINE,"₹28,00,000*","₹59,065",1,"₹10,00,000",750,652(1),-,-,-,-,509(1),-,-,-,-
UK-Govt Quota,UR-OPEN,Uttarakhand,"VCSG Med Coll, Pauri Garhwal",MICROBIOLOGY,"₹1,00,000*","₹76,600*",0*,₹0*,Info Not Available,720(1),-,-,-,-,565(1),-,-,-,-
UK DNB Serv,OBC-OPEN,Uttarakhand,"VCSG MedCollHosp,PauriGarhwal",DNBGENERAL SURGERY,"₹1,25,000","₹76,600",2*,"₹2,50,00,000*",774,-,-,-,-,-,378(1),705(1),-,-,-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"HIMS, Dehradun",RADIATION ONCOLOGY,"₹17,00,000*","₹40,000",1,"₹10,00,000",1200,381(1),451(1),-,-,-,512(2),718(2),-,-,-
UK DNB Serv,SC-OPEN,Uttarakhand,"VCSG MedCollHosp,PauriGarhwal",DA(NBEMS),"₹1,25,000","₹76,600",2*,"₹2,50,00,000*",774,-,-,-,-,-,793(1),-,-,-,-
UK-Govt Quota,ST-WOMEN,Uttarakhand,"Govt Med Coll, Haldwani",PAEDIATRICS,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,-,-,-,-,-,837(1),-,-,-,-
UK Priv-Govt Quota,SC-WOMEN,Uttarakhand,"HIMS, Dehradun",RADIO DIAGNOSIS,"₹30,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,-,-,-,885(1),-,-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"HIMS, Dehradun",RADIATION ONCOLOGY,"₹17,00,000*","₹40,000",1,"₹10,00,000",1200,-,-,-,-,-,894(1),894(1),-,-,-
UK-Govt Quota,OBC-OPEN,Uttarakhand,"Doon Med Coll, Dehradun",MICROBIOLOGY,"₹1,00,000*","₹71,257*",0*,₹0*,436,-,-,-,-,-,904(1),-,-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"SGRRI, Dehradun",GENERAL SURGERY,"₹25,75,000*","₹59,065",1,"₹10,00,000",750,365(1),-,-,-,-,923(2),830(1),-,-,-
UK Priv-Govt Quota,UR-DPW,Uttarakhand,"SGRRI, Dehradun",TBRD,"₹25,75,000*","₹59,065",1,"₹10,00,000",750,-,-,-,-,-,928(1),-,-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"HIMS, Dehradun",PSYCHIATRY,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,-,-,-,933(1),933(1),-,-,-
UK DNB Serv,UR-WOMEN,Uttarakhand,"VCSG MedCollHosp,PauriGarhwal",DCH(NBEMS),"₹1,25,000","₹76,600",2*,"₹2,50,00,000*",774,194(1),177(1),47(1),-,-,966(1),966(1),-,-,-
UK DNB Serv,UR-OPEN,Uttarakhand,"VCSG MedCollHosp,PauriGarhwal",DLO(NBEMS),"₹1,25,000","₹76,600",2*,"₹2,50,00,000*",774,-,-,101(1),63(1),-,1002(1),-,-,-,-
UK Priv-NRI,UR-NRI,Uttarakhand,"SGRRI, Dehradun",OBG,"₹47,60,000*","₹59,065",1,"₹10,00,000",750,-,-,-,-,-,-,1010(1),-,-,-
UK DNB Serv,OBC-OPEN,Uttarakhand,"VCSG MedCollHosp,PauriGarhwal",DGO(NBEMS),"₹1,25,000","₹76,600",2*,"₹2,50,00,000*",774,-,-,-,-,-,-,1063(1),-,-,-
UK Priv-NRI,UR-NRI,Uttarakhand,"SGRRI, Dehradun",GENERAL MEDICINE,"₹47,60,000*","₹59,065",1,"₹10,00,000",750,-,-,-,-,-,-,1065(2),-,-,-
UK-Govt Quota,UR-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",PHARMACOLOGY,"₹1,00,000*","₹71,257*",0*,₹0*,600,-,-,578(1),-,-,-,-,-,1076(1),-
UK-Govt Quota,SC-PwD,Uttarakhand,"Govt Med Coll, Haldwani",GENERAL SURGERY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,-,-,-,-,-,-,1080(1),-,-,-
UK Priv-NRI,UR-NRI,Uttarakhand,"SGRRI, Dehradun",RADIO DIAGNOSIS,"₹60,96,000*","₹59,065",1,"₹10,00,000",750,-,-,-,-,-,-,1085(2),-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"SGRRI, Dehradun",ANAESTHESIOLOGY,"₹17,00,000*","₹59,065",1,"₹10,00,000",750,550(1),-,300(1),-,-,1097(3),869(2),-,-,-
UK-Govt Quota,ST-OPEN,Uttarakhand,"VCSG Med Coll, Pauri Garhwal",OPHTHALMOLOGY,"₹60,000*","₹76,600*",2*,"₹2,50,00,000*",Info Not Available,-,-,-,-,-,1098(1),-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",OPHTHALMOLOGY,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,-,-,-,-,-,-,-,1102(1)
UK-Govt Quota,UR-WOMEN,Uttarakhand,"Doon Med Coll, Dehradun",BIOCHEMISTRY,"₹1,00,000*","₹71,257*",0*,₹0*,436,-,-,-,-,-,1109(1),1109(1),-,-,-
UK Priv-Govt Quota,UR-DPW,Uttarakhand,"SGRRI, Dehradun",GENERAL MEDICINE,"₹28,00,000*","₹59,065",1,"₹10,00,000",750,-,-,-,-,-,1115(1),-,-,-,-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"HIMS, Dehradun",SPM,₹0*,"₹40,000",0,₹0,1200,606(2),300(1),364(1),-,-,1066(1),1121(1),-,-,-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"HIMS, Dehradun",ANAESTHESIOLOGY,"₹17,00,000*","₹40,000",1,"₹10,00,000",1200,748(1),737(1),599(1),-,-,1132(1),-,-,-,-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"SGRRI, Dehradun",ORTHOPAEDICS,"₹31,00,000*","₹59,065",1,"₹10,00,000",750,-,-,365(1),-,-,1136(1),-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",ANAESTHESIOLOGY,"₹17,00,000*","₹40,000",1,"₹10,00,000",1200,-,-,-,-,-,-,-,-,-,1194(1)
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"HIMS, Dehradun",IHBT,"₹15,00,000*","₹40,000",0,₹0,1200,738(1),-,346(1),-,-,-,-,-,1290(1),-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",MICROBIOLOGY,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,-,251(1),-,-,-,-,-,1303(1)
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",PATHOLOGY,"₹12,50,000*","₹59,065",1,"₹10,00,000",750,-,-,451(4),-,-,918(1),-,-,1352(2),-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",PATHOLOGY,"₹12,50,000*","₹59,065",1,"₹10,00,000",750,-,-,-,104(1),37(1),-,-,-,-,1355(1)
UK-Govt Quota,UR-OPEN,Uttarakhand,"Doon Med Coll, Dehradun",MICROBIOLOGY,"₹1,00,000*","₹71,257*",0*,₹0*,436,-,-,-,-,-,-,-,-,1389(2),-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"HIMS, Dehradun",PHYSIOLOGY,₹0*,"₹40,000",0,₹0,1200,-,-,-,-,-,-,-,-,1391(1),-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"SGRRI, Dehradun",MICROBIOLOGY,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,493(3),-,-,979(1),979(1),-,1397(1),-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",PATHOLOGY,"₹12,50,000*","₹40,000",0,₹0,1200,-,-,-,-,-,-,-,-,-,1402(3)
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",BIOCHEMISTRY,₹0*,"₹40,000",0,₹0,1200,-,-,-,-,-,-,-,-,-,1427(1)
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",MICROBIOLOGY,₹0*,"₹40,000",0,₹0,1200,-,-,-,135(1),57(1),-,-,-,-,1428(1)
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"HIMS, Dehradun",PATHOLOGY,"₹12,50,000*","₹40,000",0,₹0,1200,-,704(1),381(2),-,-,1095(1),-,-,-,1430(1)
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",MICROBIOLOGY,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,602(3),272(1),-,-,-,-,-,1437(2)
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",IHBT,"₹15,00,000*","₹40,000",0,₹0,1200,-,-,-,145(1),71(1),-,-,-,-,1441(1)
UK-Govt Quota,UR-OPEN,Uttarakhand,"Doon Med Coll, Dehradun",PHARMACOLOGY,"₹1,00,000*","₹71,257*",0*,₹0*,436,-,-,385(1),-,-,-,-,-,-,1442(1)
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",PHARMACOLOGY,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,528(1),-,-,-,-,-,-,1443(1)
UK-Govt Quota,OBC-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",PAEDIATRICS,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,10(1),4(1),2(1),-,-,-,-,-,-,-
UK-Govt Quota,UR-OPEN,Uttarakhand,"Doon Med Coll, Dehradun",ORTHOPAEDICS,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",436,12(1),-,-,-,-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",RADIO DIAGNOSIS,"₹32,00,000*","₹59,065",1,"₹10,00,000",750,-,-,-,15(1),-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",PAEDIATRICS,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,-,20(1),-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",OBG,"₹31,50,000*","₹59,065",1,"₹10,00,000",750,-,-,-,21(1),3(1),-,-,-,-,-
UK DNB Serv,SC-OPEN,Uttarakhand,"VCSG MedCollHosp,PauriGarhwal",DNBDERMATOLOGY,-,-,-,-,774,25(1),-,-,-,-,-,-,-,-,-
UK-Govt Quota,OBC-OPEN,Uttarakhand,"Doon Med Coll, Dehradun",GENERAL SURGERY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",436,24(1),26(1),-,-,-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",TBRD,"₹25,75,000*","₹59,065",1,"₹10,00,000",750,-,-,-,28(1),6(1),-,-,-,-,-
UK-Govt Quota,UR-OPEN,Uttarakhand,"Doon Med Coll, Dehradun",ENT,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",436,35(1),23(1),-,-,-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",ORTHOPAEDICS,"₹31,00,000*","₹59,065",1,"₹10,00,000",750,-,-,-,48(2),-,-,-,-,-,-
UK-Govt Quota,UR-WOMEN,Uttarakhand,"Govt Med Coll, Haldwani",OPHTHALMOLOGY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,27(1),49(1),-,-,-,-,-,-,-,-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"HIMS, Dehradun",RADIO DIAGNOSIS,"₹30,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,56(1),-,-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",GENERAL SURGERY,"₹25,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,-,56(2),-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",PSYCHIATRY,"₹26,75,000*","₹59,065",1,"₹10,00,000",750,-,-,-,58(1),-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",ENT,"₹17,00,000*","₹40,000",1,"₹10,00,000",1200,-,-,-,59(1),-,-,-,-,-,-
UK-Govt Quota,SC-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",ENT,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,73(1),60(1),24(1),55(1),-,-,-,-,-,-
UK-Govt Quota,OBC-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",GENERAL SURGERY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,-,75(1),15(1),-,-,-,-,-,-,-
UK-Govt Quota,UR-FF,Uttarakhand,"Govt Med Coll, Haldwani",PAEDIATRICS,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,79(1),-,-,-,-,-,-,-,-,-
UK DNB Serv,UR-OPEN,Uttarakhand,"VCSG MedCollHosp,PauriGarhwal",DNBGENERAL MEDICINE,"₹1,25,000","₹76,600",2*,"₹2,50,00,000*",774,70(1),80(1),18(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"HIMS, Dehradun",DERMATOLOGY,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,82(1),-,-,-,-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",SPM,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,-,94(1),-,-,-,-,-,-
UK-Govt Quota,SC-WOMEN,Uttarakhand,"Doon Med Coll, Dehradun",ORTHOPAEDICS,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",436,115(1),99(1),-,-,-,-,-,-,-,-
UK DNB Serv,UR-OPEN,Uttarakhand,"VCSG MedCollHosp,PauriGarhwal",DGO(NBEMS),"₹1,25,000","₹76,600",2*,"₹2,50,00,000*",774,78(1),131(1),-,-,-,-,-,-,-,-
UK Priv-Govt Quota,SC-OPEN,Uttarakhand,"HIMS, Dehradun",RADIO DIAGNOSIS,"₹30,00,000*","₹40,000",1,"₹2,50,00,000",1200,132(1),-,-,-,-,-,-,-,-,-
UK-Govt Quota,UR-OPEN,Uttarakhand,"Doon Med Coll, Dehradun",PATHOLOGY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",436,125(1),152(1),95(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-WOMEN,Uttarakhand,"HIMS, Dehradun",RADIO DIAGNOSIS,"₹30,00,000*","₹40,000",1,"₹2,50,00,000",1200,57(1),156(1),-,-,-,-,-,-,-,-
UK-Govt Quota,EWS-OPEN,Uttarakhand,"Doon Med Coll, Dehradun",OPHTHALMOLOGY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",436,179(1),-,49(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"HIMS, Dehradun",TBRD,"₹25,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,187(1),-,-,-,-,-,-,-
UK-Govt Quota,EWS-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",PAEDIATRICS,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",600,197(1),-,-,-,-,-,-,-,-,-
UK-Govt Quota,EWS-WOMEN,Uttarakhand,"Doon Med Coll, Dehradun",ANAESTHESIOLOGY,"₹60,000*","₹71,257*",2*,"₹2,50,00,000*",436,200(1),-,-,-,-,-,-,-,-,-
UK-Govt Quota,SC-OPEN,Uttarakhand,"VCSG Med Coll, Pauri Garhwal",OPHTHALMOLOGY,"₹60,000*","₹76,600*",2*,"₹2,50,00,000*",Info Not Available,205(1),186(1),-,-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-DPW,Uttarakhand,"HIMS, Dehradun",GENERAL MEDICINE,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,237(1),-,-,-,-,-,-,-,-,-
UK Priv-Govt Quota,OBC-DPW,Uttarakhand,"HIMS, Dehradun",GENERAL MEDICINE,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,248(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,SC-WOMEN,Uttarakhand,"HIMS, Dehradun",GENERAL MEDICINE,"₹26,00,000*","₹40,000",1,"₹2,50,00,000",1200,-,-,249(1),-,-,-,-,-,-,-
UK DNB Serv,UR-OPEN,Uttarakhand,"VCSG MedCollHosp,PauriGarhwal",DNBANAESTHESIOLOGY(SEC),-,-,-,-,774,259(1),-,-,-,-,-,-,-,-,-
UK Priv-Govt Quota,OBC-OPEN,Uttarakhand,"SGRRI, Dehradun",OPHTHALMOLOGY,"₹26,75,000*","₹59,065",1,"₹10,00,000",750,-,-,282(1),-,-,-,-,-,-,-
UK-Govt Quota,UR-OPEN,Uttarakhand,"VCSG Med Coll, Pauri Garhwal",PATHOLOGY,"₹60,000*","₹76,600*",2*,"₹2,50,00,000*",Info Not Available,185(1),283(1),163(1),-,-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"HIMS, Dehradun",PHYSIOLOGY,₹0*,"₹40,000",0,₹0,1200,-,-,-,296(2),-,-,-,-,-,-
UK-Govt Quota,SC-OPEN,Uttarakhand,"Doon Med Coll, Dehradun",PHARMACOLOGY,"₹1,00,000*","₹71,257*",0*,₹0*,436,-,-,297(1),-,-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",PHARMACOLOGY,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,-,309(2),-,-,-,-,-,-
UK Priv-Govt Quota,SC-OPEN,Uttarakhand,"SGRRI, Dehradun",PAEDIATRICS,"₹28,00,000*","₹59,065",1,"₹10,00,000",750,-,-,332(1),-,-,-,-,-,-,-
UK Priv-Govt Quota,UR-OPEN,Uttarakhand,"SGRRI, Dehradun",PAEDIATRICS,"₹28,00,000*","₹59,065",1,"₹10,00,000",750,341(1),324(1),116(1),-,-,-,-,-,-,-
UK Priv-AllIndia/Mgmt,UR-MNG,Uttarakhand,"SGRRI, Dehradun",PHYSIOLOGY,₹0*,"₹30,000*",1,"₹10,00,000",750,-,-,363(1),-,-,-,-,-,-,-
UK-Govt Quota,OBC-OPEN,Uttarakhand,"VCSG Med Coll, Pauri Garhwal",SPM,"₹1,00,000*","₹76,600*",0*,₹0*,Info Not Available,-,-,366(1),-,-,-,-,-,-,-
UK-Govt Quota,SC-OPEN,Uttarakhand,"Govt Med Coll, Haldwani",MICROBIOLOGY,"₹1,00,000*","₹71,257*",0*,₹0*,600,-,-,396(1),200(1),-,-,-,-,-,-
