Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",DERMATOLOGY,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,-,-,-,-,-,750(1),545(1),-,-,-
PB Priv-AdeshGenMerit,Adesh-IP-GEN,Punjab,"Adesh IMS, Bhatinda",PSYCHIATRY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,410(1),-,167(1),-,-,760(2),-,-,-,-
PB Priv-SGRDSikhMin.,GEN,Punjab,"SDRD, Amritsar",ENT,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,576(1),421(1),584(1),-,-,765(2),574(1),-,-,-
Punjab DNB Serv,GEN,Punjab,"Dr BR Ambedkar IMS, SAS Nagar (Mohali)",DNBPAEDIATRICS,"₹1,25,000","₹67,968",1*,"₹10,00,000*",420,511(1),-,-,-,-,776(1),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"MataKaushalya GovtHosp,Patiala",DNBPAEDIATRICS,"₹1,25,000","₹50,190*",1*,"₹10,00,000*",300,-,-,-,-,-,777(1),-,-,-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",RADIO DIAGNOSIS,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,466(1),325(1),271(1),-,-,806(1),466(1),-,-,-
PB Priv-DMC Mgmt,SC,Punjab,"DMC, Ludhiana",PAEDIATRICS,"₹6,50,000*","₹50,000",0,₹0,1326,416(1),277(1),-,-,-,832(1),442(1),-,-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",RADIO DIAGNOSIS,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,321(1),272(1),-,-,-,834(1),-,-,-,-
PB Priv-DMC Govt,SC,Punjab,"DMC, Ludhiana",PAEDIATRICS,"₹6,50,000*","₹50,000",0,₹0,1326,476(1),341(1),-,-,-,839(1),-,-,-,-
PB - Govt Quota,GEN,Punjab,"Guru Govind Singh, Faridkot",PATHOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,-,-,-,-,-,846(1),668(1),-,-,-
PB - Govt Quota,SC,Punjab,"Guru Govind Singh, Faridkot",ENT,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,480(1),490(1),-,-,-,855(1),569(1),-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",GENERAL SURGERY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,589(2),350(1),210(1),-,-,865(3),590(2),-,-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",GENERAL MEDICINE,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,778(1),-,-,-,-,885(1),-,-,-,-
PB Priv-AdeshGenMerit,Adesh-IP-BC,Punjab,"Adesh IMS, Bhatinda",GENERAL SURGERY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,-,-,901(1),-,-,-,-
PB Priv-DMC Mgmt,SC,Punjab,"DMC, Ludhiana",GENERAL SURGERY,"₹6,50,000*","₹50,000",0,₹0,1326,625(1),491(1),392(1),-,-,902(1),630(1),-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",ENT,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,909(1),555(1),-,-,-
PB Priv-DMC Mgmt,SC,Punjab,"DMC, Ludhiana",PSYCHIATRY,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,927(1),585(1),-,-,-
Punjab DNB Serv,GEN,Punjab,"Civil Hospital, Gurdaspur, Punjab",DNBOBG,"₹1,25,000","₹50,190*",1*,"₹10,00,000*",110,-,-,-,-,-,933(1),-,-,-,-
PB Priv-AdeshGenMerit,Adesh-IP-BC,Punjab,"Adesh IMS, Bhatinda",ANAESTHESIOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,-,-,937(1),-,-,-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",DERMATOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,-,-,938(1),565(1),-,-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",GENERAL MEDICINE,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,727(2),-,-,-,-,942(2),-,-,-,-
PB Priv-DMC Govt,GEN,Punjab,"DMC, Ludhiana",PATHOLOGY,"₹6,50,000*","₹50,000",0,₹0,1326,614(2),604(2),511(1),-,-,949(3),621(2),-,-,-
Punjab DNB Serv,GEN,Punjab,"JBMM Dist Hospital, Amritsar",DNBPAEDIATRICS,"₹1,25,000","₹50,190*",1*,"₹10,00,000*",200,-,-,-,-,-,954(1),-,-,-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",OPHTHALMOLOGY,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,-,-,-,-,-,957(1),587(1),-,-,-
PB Priv-CMC Open,SC,Punjab,"CMC, Ludhiana",PAEDIATRICS,"₹6,50,000*","₹46,000",0,₹0,775,536(1),368(1),-,-,-,963(1),-,-,-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",PAEDIATRICS,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,725(1),476(1),-,-,-,964(1),-,-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Patiala",SPM,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,1189(1),722(1),230(1),-,-,509(1),964(1),-,-,-
PB Priv-DMC Mgmt,SC,Punjab,"DMC, Ludhiana",ENT,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,976(1),589(1),-,-,-
PB Priv-DMC Govt,SC,Punjab,"DMC, Ludhiana",ORTHOPAEDICS,"₹6,50,000*","₹50,000",0,₹0,1326,604(1),420(1),363(1),-,-,982(1),-,-,-,-
PB Priv-DMC Govt,SC,Punjab,"DMC, Ludhiana",GENERAL SURGERY,"₹6,50,000*","₹50,000",0,₹0,1326,679(1),510(1),421(1),-,-,990(1),657(1),-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",DCH,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,993(1),612(1),-,-,-
PB Priv-CMC Min.Serv.,GEN,Punjab,"CMC, Ludhiana",RADIO DIAGNOSIS,"₹6,50,000*","₹46,000",3*,Info not available*,775,784(2),-,-,-,-,1006(2),756(2),-,-,-
PB Priv-CMC Open,SC,Punjab,"CMC, Ludhiana",GENERAL SURGERY,"₹6,50,000*","₹46,000",0,₹0,775,810(1),-,-,-,-,1012(1),673(1),-,-,-
PB - Govt Quota,GEN-PH,Punjab,"Govt Med Coll, Amritsar",DERMATOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,1016(1),-,-,-,-
PB Priv-DMC Govt,SC,Punjab,"DMC, Ludhiana",ANAESTHESIOLOGY,"₹6,50,000*","₹50,000",0,₹0,1326,841(2),540(2),-,-,-,1019(2),697(2),-,-,-
PB Priv-AdeshGenMerit,Adesh-IP-GEN,Punjab,"Adesh IMS, Bhatinda",ORTHOPAEDICS,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,757(1),475(1),-,-,-,1022(3),341(1),-,-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",PAEDIATRICS,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,-,-,1042(1),-,-,-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",ORTHOPAEDICS,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,834(1),-,386(1),-,-,1059(1),659(1),-,-,-
PB Priv-SGRDGener.,BC,Punjab,"SDRD, Amritsar",ENT,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,-,-,-,-,-,1061(1),-,-,-,-
PB Priv-CMC Open,SC,Punjab,"CMC, Ludhiana",ANAESTHESIOLOGY,"₹6,50,000*","₹46,000",0,₹0,775,842(1),552(1),461(1),90(1),-,1062(1),715(1),-,-,-
PB Priv-CMC Min.Serv.,GEN,Punjab,"CMC, Ludhiana",GENERAL MEDICINE,"₹6,50,000*","₹46,000",3*,Info not available*,775,515(3),633(3),-,-,-,1079(3),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"District Hosp, SAS Nagar, Punjab",DCH(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",-,1006(2),601(2),469(2),107(1),-,1084(1),645(1),-,-,-
PB Priv-CMC Min.Serv.,GEN,Punjab,"CMC, Ludhiana",ORTHOPAEDICS,"₹6,50,000*","₹46,000",3*,Info not available*,775,897(1),563(1),558(1),-,-,1093(1),-,-,-,-
PB Priv-SGRDGenNRI,NRI,Punjab,"SDRD, Amritsar",RADIO DIAGNOSIS,"₹41,00,000*","₹65,000",1*,"₹15,00,000*",800,-,682(1),-,-,-,1111(1),-,-,-,-
PB - Govt Quota,EWS,Punjab,"Govt Med Coll, Patiala",PATHOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,1272(1),-,-,-,-,1117(1),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"Civil Hospital, Gurdaspur, Punjab",DNBPAEDIATRICS,"₹1,25,000","₹50,190*",1*,"₹10,00,000*",110,-,-,-,-,-,1125(1),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"ShaheedBhai DistHosp, Bathinda",DCH(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",200,859(1),-,-,-,-,1126(1),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"Civil Hospital, Kapurthala, Punjab",DNBOBG,"₹1,25,000","₹50,190*",1*,"₹10,00,000*",-,-,-,-,-,-,1139(1),-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",PATHOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,940(2),572(2),-,-,-,1159(1),730(1),-,-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",GENERAL SURGERY,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,892(2),648(2),-,-,-,1173(2),712(1),-,-,-
PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",MICROBIOLOGY,"₹2,60,000*","₹50,000",0,₹0,1326,-,-,748(1),-,-,1206(1),793(1),-,-,-
PB Priv-Gian Govt,GEN,Punjab,"Gian Sagar Med Coll, Patiala",PATHOLOGY,"₹6,50,000*",Info not available,Info Not Available,Info not available,300,-,-,-,-,-,1208(2),947(2),-,-,-
PB Priv-DMC Mgmt,SC,Punjab,"DMC, Ludhiana",PATHOLOGY,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,1213(1),892(1),-,-,-
Punjab DNB Serv,GEN,Punjab,"SBLS Civil Hospital, Jalandhar",DGO(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",470,933(2),-,-,-,-,1221(1),-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",DA,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,1225(1),-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",PATHOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,684(1),528(1),568(1),-,-,1236(1),774(1),-,-,-
Punjab DNB Serv,GEN,Punjab,"Lord MahavirCivilHosp,Ludhiana",DCH(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",250,598(1),356(1),516(1),-,-,1274(2),-,-,-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",TBRD,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,-,-,-,-,-,1279(1),-,-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Amritsar",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,1404(1),-,765(1),-,-,1284(1),-,-,-,-
PB Priv-DMC Govt,BC,Punjab,"DMC, Ludhiana",IHBT,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,1293(1),-,-,-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",ORTHOPAEDICS,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,994(1),-,501(1),-,-,1296(1),-,-,-,-
Punjab DNB Serv,SC,Punjab,"SBLS Civil Hospital, Jalandhar",DGO(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",470,-,-,-,-,-,1304(1),-,-,-,-
PB - Govt Quota,EWS,Punjab,"Govt Med Coll, Amritsar",PATHOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,1310(1),-,-,-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",TBRD,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,1099(1),-,-,-,-,1314(1),782(1),-,-,-
Punjab DNB Serv,SC,Punjab,"SBLS Civil Hospital, Jalandhar",DNBGENERAL MEDICINE,"₹1,25,000","₹50,190*",1*,"₹10,00,000*",470,-,-,-,-,-,1330(1),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"Civil Hospital, Barnala, Punjab",DGO(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",160,-,-,-,-,-,1344(1),-,-,-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",ANAESTHESIOLOGY,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,887(1),656(1),-,-,-,1348(2),-,-,-,-
Punjab DNB Serv,SC,Punjab,"MataKaushalya GovtHosp,Patiala",DNBOBG,"₹1,25,000","₹50,190*",1*,"₹10,00,000*",300,-,-,-,-,-,1355(1),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"Civil Hospital, Hoshiarpur, Punjab",DCH(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",-,1075(1),602(1),538(1),154(1),-,1367(1),898(1),-,-,-
Punjab DNB Serv,SC,Punjab,"District Hosp, SAS Nagar, Punjab",DCH(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",-,-,-,-,-,-,1378(1),-,-,-,-
PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",BIOCHEMISTRY,"₹2,60,000*","₹50,000",0,₹0,1326,838(1),-,-,-,-,1392(1),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"Lord MahavirCivilHosp,Ludhiana",DTBCD(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",250,1067(2),806(2),-,-,-,1395(1),874(1),-,-,-
PB Priv-DMC Govt,GEN,Punjab,"DMC, Ludhiana",SPM,"₹2,60,000*","₹50,000",0,₹0,1326,837(1),-,-,-,-,1404(1),-,-,-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",GENERAL SURGERY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,1106(2),658(2),534(1),-,-,1421(3),819(1),-,-,-
Punjab DNB Serv,SC,Punjab,"SBLS Civil Hospital, Jalandhar",DCH(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",470,-,-,-,-,-,1429(1),-,-,-,-
PB Priv-CMC NRI,NRI,Punjab,"CMC, Ludhiana",RADIO DIAGNOSIS,"₹1,04,38,000*","₹46,000",0,₹0,775,1437(1),-,-,-,-,1437(1),-,-,-,-
PB Priv-CMC Min.Serv.,GEN,Punjab,"CMC, Ludhiana",GENERAL SURGERY,"₹6,50,000*","₹46,000",3*,Info not available*,775,1135(3),687(1),569(1),-,-,1449(3),918(2),-,-,-
PB Priv-SGRDGener.,BC,Punjab,"SDRD, Amritsar",PATHOLOGY,"₹9,50,000*","₹65,000",1*,"₹15,00,000*",800,-,-,-,-,-,1457(1),976(1),-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",SPM,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,1127(1),824(1),-,-,-,1461(1),946(1),-,-,-
PB Priv-CMC Min.Serv.,GEN,Punjab,"CMC, Ludhiana",ENT,"₹6,50,000*","₹46,000",3*,Info not available*,775,-,-,736(1),-,-,1492(1),971(1),-,-,-
PB Priv-CMC Min.Serv.,GEN,Punjab,"CMC, Ludhiana",OPHTHALMOLOGY,"₹6,50,000*","₹46,000",3*,Info not available*,775,1125(1),770(1),769(1),-,-,1497(1),-,-,-,-
PB Priv-DMC Govt,GEN-PH,Punjab,"DMC, Ludhiana",RADIO DIAGNOSIS,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,1510(1),-,-,-,-
Punjab DNB Serv,SC,Punjab,"Lord MahavirCivilHosp,Ludhiana",DTBCD(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",250,-,-,-,-,-,1514(1),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"JBMM Dist Hospital, Amritsar",DGO(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",200,796(2),497(1),-,-,-,1522(1),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"Lord MahavirCivilHosp,Ludhiana",DA(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",250,1364(2),803(2),519(1),155(1),-,1553(1),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"Civil Hospital, Gurdaspur, Punjab",DGO(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",110,748(1),-,-,-,-,1554(1),773(1),-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Patiala",BIOCHEMISTRY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,892(2),-,-,1556(1),-,-,-,-
Punjab DNB Serv,SC,Punjab,"Lord MahavirCivilHosp,Ludhiana",DGO(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",250,-,-,-,-,-,1579(1),-,-,-,-
PB Priv-SGRDGenNRI,NRI,Punjab,"SDRD, Amritsar",DERMATOLOGY,"₹41,00,000*","₹65,000",1*,"₹15,00,000*",800,-,-,-,-,-,1581(1),914(1),-,-,-
PB Priv-CMC NRI,NRI,Punjab,"CMC, Ludhiana",ORTHOPAEDICS,"₹1,04,38,000*","₹46,000",0,₹0,775,-,-,-,-,-,1601(1),-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",MICROBIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,1252(1),715(1),-,-,-,1653(1),901(1),-,-,-
Punjab DNB Serv,SC,Punjab,"JBMM Dist Hospital, Amritsar",DGO(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",200,-,-,-,-,-,1667(1),-,-,-,-
PB Priv-CMC Min.Serv.,GEN,Punjab,"CMC, Ludhiana",SPM,"₹2,60,000*","₹46,000",3*,Info not available*,775,1385(2),-,-,-,-,1669(1),-,-,-,-
PB Priv-CMC Open,GEN,Punjab,"CMC, Ludhiana",SPM,"₹2,60,000*","₹46,000",0,₹0,775,951(1),-,-,-,-,1685(1),-,-,-,73(2)
PB Priv-DMC Govt,GEN,Punjab,"DMC, Ludhiana",MICROBIOLOGY,"₹2,60,000*","₹50,000",0,₹0,1326,1112(1),-,860(1),-,-,1686(1),-,-,-,-
PB Priv-DMC Govt,SC,Punjab,"DMC, Ludhiana",SPM,"₹2,60,000*","₹50,000",0,₹0,1326,-,-,-,-,-,1690(1),999(1),-,-,-
PB Priv-SGRDSikhMinNRI,NRI,Punjab,"SDRD, Amritsar",RADIO DIAGNOSIS,"₹41,00,000*","₹65,000",1*,"₹15,00,000*",800,-,-,795(1),-,-,1708(1),-,-,-,-
PB - Govt Quota,GEN-PH,Punjab,"Govt Med Coll, Patiala",RADIO DIAGNOSIS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,1722(1),1006(1),-,-,-
PB Priv-CMC Open,GEN,Punjab,"CMC, Ludhiana",MICROBIOLOGY,₹0*,"₹46,000",0,₹0,775,1083(1),-,-,-,-,1727(1),-,-,-,-
PB Priv-CMC NRI,NRI,Punjab,"CMC, Ludhiana",OBG,"₹1,04,38,000*","₹46,000",0,₹0,775,270(1),-,-,-,-,1747(1),-,-,-,-
PB Priv-DMC NRI,NRI,Punjab,"DMC, Ludhiana",GENERAL MEDICINE,"₹54,28,000*","₹50,000",0,₹0,1326,1406(1),-,879(2),-,-,1749(2),-,-,-,-
PB Priv-CMC Open,SC,Punjab,"CMC, Ludhiana",SPM,"₹2,60,000*","₹46,000",0,₹0,775,1305(1),-,-,-,-,1752(1),-,-,-,-
PB Priv-DMC Govt,BC,Punjab,"DMC, Ludhiana",PHARMACOLOGY,"₹2,60,000*","₹50,000",0,₹0,1326,-,-,-,-,-,1753(1),-,-,-,-
PB Priv-AdeshGenMerit,Adesh-IP-BC,Punjab,"Adesh IMS, Bhatinda",PATHOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,-,-,1762(1),-,-,-,-
PB - Govt Quota,BC,Punjab,"Guru Govind Singh, Faridkot",BIOCHEMISTRY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,-,-,-,-,-,1768(1),-,-,-,-
PB Priv-AdeshGenMerit,Adesh-IP-GEN,Punjab,"Adesh IMS, Bhatinda",SPM,"₹5,00,000*","₹56,100*",1*,"₹25,00,000*",750,1418(1),-,-,-,-,1779(2),-,-,-,-
PB Priv-DMC NRI,NRI,Punjab,"DMC, Ludhiana",RADIO DIAGNOSIS,"₹54,28,000*","₹50,000",0,₹0,1326,1491(2),-,-,-,-,1781(2),-,-,-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",IHBT,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,-,-,1781(1),-,-,-,-
PB - Govt Quota,GEN-PH,Punjab,"Govt Med Coll, Patiala",GENERAL MEDICINE,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,1785(1),-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",PHARMACOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,1803(1),-,-,-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",SPM,"₹25,000*",Info not available,0,₹0,800,-,-,-,-,-,1804(1),-,-,-,-
PB Priv-DMC Mgmt,SC,Punjab,"DMC, Ludhiana",MICROBIOLOGY,"₹2,60,000*","₹50,000",0,₹0,1326,-,-,-,-,-,1807(1),-,-,-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",MICROBIOLOGY,"₹25,000*",Info not available,0,₹0,800,-,-,-,-,-,1810(1),-,-,-,-
PB Priv-CMC Open,SC,Punjab,"CMC, Ludhiana",MICROBIOLOGY,₹0*,"₹46,000",0,₹0,775,-,-,-,-,-,1816(1),-,-,-,-
PB - Govt Quota,SC,Punjab,"Guru Govind Singh, Faridkot",PHARMACOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,-,-,-,-,-,1819(1),-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",PHYSIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,1828(1),-,-,-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",SPM,"₹5,00,000*","₹56,100*",1*,"₹25,00,000*",750,1424(1),-,-,-,-,1830(1),-,-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Patiala",DERMATOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,13(1),-,-,-,-,-,-,-,-,-
PB - Govt Quota,GEN,Punjab,"Guru Govind Singh, Faridkot",DERMATOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,25(2),18(1),10(1),-,-,-,-,-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Amritsar",DERMATOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,32(1),-,-,-,-,-,-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Patiala",RADIO DIAGNOSIS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,24(1),61(1),-,-,-,-,-,-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Patiala",PSYCHIATRY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,68(1),66(1),-,-,-,-,-,-,-,-
PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",PAEDIATRICS,"₹6,50,000*","₹50,000",0,₹0,1326,83(2),44(2),48(1),-,-,-,-,-,-,-
PB Priv-DMC Mgmt,BC,Punjab,"DMC, Ludhiana",GENERAL MEDICINE,"₹6,50,000*","₹50,000",0,₹0,1326,111(1),87(1),-,-,-,-,-,-,-,-
PB Priv-DMC Govt,BC,Punjab,"DMC, Ludhiana",GENERAL MEDICINE,"₹6,50,000*","₹50,000",0,₹0,1326,122(1),-,-,-,-,-,-,-,-,-
PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",PSYCHIATRY,"₹6,50,000*","₹50,000",0,₹0,1326,131(1),103(1),107(1),-,-,-,-,-,-,-
PB Priv-SGRDGener.,BC,Punjab,"SDRD, Amritsar",RADIO DIAGNOSIS,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,150(1),-,-,-,-,-,-,-,-,-
PB Priv-AdeshAllIndia,GEN,Punjab,"Adesh IMS, Bhatinda",PAEDIATRICS,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,136(1),134(1),169(1),-,-,-,-,-,-,-
PB Priv-AdeshAllIndia,GEN,Punjab,"Adesh IMS, Bhatinda",DERMATOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,93(1),123(1),185(1),-,-,-,-,-,-,-
PB Priv-DMC Govt,BC,Punjab,"DMC, Ludhiana",PAEDIATRICS,"₹6,50,000*","₹50,000",0,₹0,1326,130(1),190(1),-,-,-,-,-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",DERMATOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,195(1),-,-,-,-,-,-,-,-,-
PB Priv-AdeshGenMerit,GEN-All India,Punjab,"Adesh IMS, Bhatinda",IHBT,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,212(1),-,-,-,-,-,-
PB Priv-DMC Govt,GEN,Punjab,"DMC, Ludhiana",OPHTHALMOLOGY,"₹6,50,000*","₹50,000",0,₹0,1326,154(1),217(1),205(1),-,-,-,-,-,-,-
PB Priv-SGRDGener.,BC,Punjab,"SDRD, Amritsar",DERMATOLOGY,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,132(1),224(1),-,-,-,-,-,-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Patiala",MICROBIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,233(1),-,-,-,-,-,-
Punjab DNB Serv,GEN,Punjab,"ShaheedBhai DistHosp, Bathinda",DNBOBG,-,-,-,-,200,246(1),-,-,-,-,-,-,-,-,-
