Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",DA,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,1057(1),640(1),712(1),-,-
Punjab DNB Serv,GEN,Punjab,"JBMM Dist Hospital, Amritsar",DCH(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",200,634(1),696(1),448(1),125(1),-,1342(2),625(1),719(2),-,-
PB Priv-AdeshAllIndia,BC,Punjab,"Adesh IMS, Bhatinda",OPHTHALMOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,-,-,1005(1),619(1),729(1),-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",ANAESTHESIOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,993(1),684(1),-,-,-,1388(3),835(2),744(1),-,-
Punjab DNB Serv,GEN,Punjab,"Civil Hospital, Gurdaspur, Punjab",DCH(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",110,1015(1),-,-,-,-,1473(1),770(1),745(1),-,-
Punjab DNB Serv,GEN,Punjab,"District Hosp, Faridkot, Punjab",DTBCD(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",100,1118(1),-,-,-,-,1335(1),-,750(1),160(1),-
Punjab DNB Serv,GEN,Punjab,"District Hospital, Nawanshahr, Punjab-144514",DCH(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",-,-,-,-,-,-,1430(1),-,781(1),-,-
PB - Govt Quota,GEN,Punjab,"Guru Govind Singh, Faridkot",MICROBIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,955(1),674(1),726(1),-,-,1692(2),-,803(1),-,-
PB Priv-DMC Govt,SC,Punjab,"DMC, Ludhiana",PATHOLOGY,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,1280(1),924(1),807(1),-,-
Punjab DNB Serv,GEN,Punjab,"Civil Hospital,Pathankot,Punjab",DGO(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",-,1292(1),-,-,-,-,1734(1),-,819(1),-,-
PB Priv-Gian Mgmt,GEN,Punjab,"Gian Sagar Med Coll, Patiala",PATHOLOGY,"₹6,50,000*",Info not available,Info Not Available,Info not available,300,-,-,-,-,-,1095(2),902(2),824(1),-,-
PB Priv-CMC Open,GEN,Punjab,"CMC, Ludhiana",PATHOLOGY,"₹6,50,000*","₹46,000",0,₹0,775,716(2),683(2),613(2),-,-,1065(2),718(2),836(4),119(1),34(1)
Punjab DNB Serv,SC,Punjab,"Lord MahavirCivilHosp,Ludhiana",DA(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",250,-,-,-,-,-,1479(1),879(1),837(1),-,-
PB - Govt Quota,GEN,Punjab,"Guru Govind Singh, Faridkot",IHBT,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,465(1),436(1),572(1),142(1),-,905(2),848(2),855(2),-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,1262(1),769(1),865(1),-,-
Punjab DNB Serv,GEN,Punjab,"JBMM Dist Hospital, Amritsar",DA(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",200,1117(2),812(1),588(2),126(1),-,1511(1),-,874(1),-,-
PB Priv-CMC Min.Serv.,GEN,Punjab,"CMC, Ludhiana",ANAESTHESIOLOGY,"₹6,50,000*","₹46,000",3*,Info not available*,775,1174(4),705(3),691(4),-,-,1622(4),862(2),876(2),-,-
PB Priv-AdeshGenMerit,Adesh-IP-GEN,Punjab,"Adesh IMS, Bhatinda",PATHOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,1247(2),-,-,163(1),-,1278(1),-,878(1),-,-
PB Priv-SGRDGener.,GEN,Punjab,"SDRD, Amritsar",PATHOLOGY,"₹9,50,000*","₹65,000",1*,"₹15,00,000*",800,1238(2),-,869(9),157(1),-,1224(2),886(2),883(2),-,-
PB Priv-DMC Govt,GEN,Punjab,"DMC, Ludhiana",IHBT,"₹6,50,000*","₹50,000",0,₹0,1326,490(1),634(1),756(2),-,-,-,-,888(1),-,-
PB Priv-SGRDSikhMin.,GEN,Punjab,"SDRD, Amritsar",PATHOLOGY,"₹9,50,000*","₹65,000",1*,"₹15,00,000*",800,1258(5),804(2),764(1),-,-,1547(5),957(3),891(1),-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Patiala",PHARMACOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,1144(2),693(2),-,-,-,1234(1),828(1),892(1),59(1),-
PB - Govt Quota,GEN-PH,Punjab,"Govt Med Coll, Patiala",TBRD,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,-,-,894(1),-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Amritsar",PHARMACOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,1218(1),755(1),889(2),-,-,1239(1),934(1),909(1),-,-
PB Priv-SGRDGener.,SC,Punjab,"SDRD, Amritsar",PATHOLOGY,"₹9,50,000*","₹65,000",1*,"₹15,00,000*",800,1003(1),751(1),-,-,-,1502(2),941(2),911(1),-,-
Punjab DNB Serv,GEN,Punjab,"District Hosp, Faridkot, Punjab",DA(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",100,1463(1),764(1),637(1),-,-,1637(1),-,912(1),-,-
PB Priv-AdeshAllIndia,SC,Punjab,"Adesh IMS, Bhatinda",PATHOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,1283(1),818(1),-,-,-,1674(1),992(1),919(1),-,-
PB Priv-DMC NRI,NRI,Punjab,"DMC, Ludhiana",PAEDIATRICS,"₹54,28,000*","₹50,000",0,₹0,1326,-,-,784(1),-,-,1619(1),-,923(2),-,-
PB - Govt Quota,GEN,Punjab,"DrBRAmbedkar State IMS,Mohali",MICROBIOLOGY,"₹1,50,000","₹67,968",1,"₹10,00,000",-,-,-,-,-,-,-,-,926(2),-,-
PB Priv-AdeshAllIndia,GEN,Punjab,"Adesh IMS, Bhatinda",IHBT,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,502(1),781(1),848(1),-,-,-,-,933(1),-,-
PB - Govt Quota,GEN,Punjab,"NSNIS, Patiala",DSM,"₹45,450*","₹67,968*",0,₹0,Info Not Available,1056(2),-,760(2),-,-,1018(2),908(2),956(1),187(1),-
Punjab DNB Serv,SC,Punjab,"JBMM Dist Hospital, Amritsar",DA(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",200,-,-,-,-,-,1419(1),840(1),959(1),-,-
PB - Govt Quota,GEN-All India,Punjab,"Guru Govind Singh, Faridkot",PHARMACOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,-,-,852(1),198(1),-,-,-,972(1),-,-
PB Priv-AdeshGenMerit,Adesh-IP-GEN,Punjab,"Adesh IMS, Bhatinda",IHBT,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,1209(1),-,-,-,-,1420(1),-,979(1),193(1),-
PB Priv-SGRDGener.,GEN-All India,Punjab,"SDRD, Amritsar",MICROBIOLOGY,"₹25,000*",Info not available,0,₹0,800,-,-,-,-,-,-,-,981(2),-,-
PB - Govt Quota,SC,Punjab,"NSNIS, Patiala",DSM,"₹45,450*","₹67,968*",0,₹0,Info Not Available,1393(1),-,807(1),-,-,1460(1),1002(1),983(1),-,-
PB Priv-CMC Open,GEN-All India,Punjab,"CMC, Ludhiana",MICROBIOLOGY,₹0*,"₹46,000",0,₹0,775,-,-,-,-,-,-,-,986(1),-,-
PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",SPM,"₹2,60,000*","₹50,000",0,₹0,1326,776(1),-,767(2),-,-,1060(1),-,988(1),-,-
PB Priv-CMC Min.Serv.,GEN,Punjab,"CMC, Ludhiana",PAEDIATRICS,"₹6,50,000*","₹46,000",3*,Info not available*,775,871(4),771(4),699(2),-,-,1294(4),915(1),989(3),-,-
PB Priv-SGRDGenNRI,NRI,Punjab,"SDRD, Amritsar",GENERAL MEDICINE,"₹41,00,000*","₹65,000",1*,"₹15,00,000*",800,-,-,-,-,-,-,-,990(1),-,-
PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Amritsar",MICROBIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,-,-,994(1),-,-
PB Priv-DMC Mgmt,SC,Punjab,"DMC, Ludhiana",IHBT,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,1313(1),-,996(1),-,-
PB Priv-CMC NRI,NRI,Punjab,"CMC, Ludhiana",GENERAL MEDICINE,"₹1,04,38,000*","₹46,000",0,₹0,775,1333(1),-,-,-,-,-,-,997(1),-,-
PB Priv-DMC Govt,GEN-All India,Punjab,"DMC, Ludhiana",SPM,"₹2,60,000*","₹50,000",0,₹0,1326,-,-,-,-,-,-,-,998(1),-,-
PB Priv-AdeshGenMerit,BC,Punjab,"Adesh IMS, Bhatinda",PATHOLOGY,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,-,-,-,-,1003(1),-,-
PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Amritsar",ANATOMY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,872(1),-,-,-,-,1012(1),-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Amritsar",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,1486(1),-,1015(1),260(1),-
PB Priv-AdeshAllIndia,GEN,Punjab,"Adesh IMS, Bhatinda",SPM,"₹5,00,000*","₹56,100*",1*,"₹25,00,000*",750,1147(1),-,791(1),-,-,-,-,1018(1),-,-
PB - Govt Quota,GEN-PH,Punjab,"Guru Govind Singh, Faridkot",OBG,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,-,-,-,-,-,-,-,1020(1),-,-
PB - Govt Quota,GEN,Punjab,"Guru Govind Singh, Faridkot",SPM,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,-,-,698(2),186(1),-,1080(1),975(1),1024(2),-,-
PB - Govt Quota,GEN,Punjab,"Guru Govind Singh, Faridkot",FORENSIC MEDICINE,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,875(1),-,721(2),-,-,-,-,1027(2),-,-
PB Priv-CMC Min.Serv.,GEN,Punjab,"CMC, Ludhiana",RADIATION ONCOLOGY,"₹6,50,000*","₹46,000",3*,Info not available*,775,1146(1),-,780(1),-,-,1618(1),937(1),1028(1),-,-
PB Priv-CMC Min.Serv.,GEN,Punjab,"CMC, Ludhiana",OBG,"₹6,50,000*","₹46,000",3*,Info not available*,775,1239(2),-,788(1),-,-,1777(2),-,1032(1),-,-
PB - Govt Quota,GEN,Punjab,"Guru Govind Singh, Faridkot",PHYSIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,1337(1),-,-,-,-,-,-,1041(1),-,-
PB Priv-DMC NRI,NRI,Punjab,"DMC, Ludhiana",PSYCHIATRY,"₹54,28,000*","₹50,000",0,₹0,1326,-,-,-,-,-,-,-,1042(1),-,-
PB Priv-CMC Open,GEN,Punjab,"CMC, Ludhiana",PHARMACOLOGY,₹0*,"₹46,000",0,₹0,775,1433(1),-,664(1),-,-,1459(1),-,1049(1),-,-
PB - Govt Quota,GEN-All India,Punjab,"Guru Govind Singh, Faridkot",MICROBIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1000,-,-,-,217(1),-,-,-,1050(1),-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Amritsar",MICROBIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,934(1),546(1),893(4),258(1),-,1384(2),970(1),1051(2),-,36(1)
PB - Govt Quota,GEN-PH,Punjab,"Govt Med Coll, Amritsar",OBG,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,-,-,1065(1),-,-
PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Patiala",BIOCHEMISTRY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,-,-,1068(1),-,-
PB Priv-DMC NRI,NRI,Punjab,"DMC, Ludhiana",GENERAL SURGERY,"₹54,28,000*","₹50,000",0,₹0,1326,-,-,771(1),-,-,-,-,1071(1),-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",PHARMACOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,1797(1),1009(1),1075(1),-,-
PB Priv-CMC NRI,NRI,Punjab,"CMC, Ludhiana",GENERAL SURGERY,"₹1,04,38,000*","₹46,000",0,₹0,775,-,-,-,-,-,-,-,1089(1),-,-
PB Priv-DMC Mgmt,BC,Punjab,"DMC, Ludhiana",IHBT,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,975(1),-,1090(1),-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Patiala",RADIO DIAGNOSIS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,14(3),7(1),4(1),-,-,4(2),-,-,-,-
PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",RADIO DIAGNOSIS,"₹6,50,000*","₹50,000",0,₹0,1326,7(2),5(1),-,-,-,6(1),3(1),-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Patiala",GENERAL MEDICINE,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,45(4),30(3),11(1),-,-,17(2),14(1),-,-,-
PB Priv-DMC Govt,GEN,Punjab,"DMC, Ludhiana",RADIO DIAGNOSIS,"₹6,50,000*","₹50,000",0,₹0,1326,16(3),-,-,-,-,18(2),4(1),-,-,-
PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",GENERAL MEDICINE,"₹6,50,000*","₹50,000",0,₹0,1326,22(1),14(1),-,1(1),-,38(4),32(4),-,-,-
PB - Govt Quota,EWS,Punjab,"Govt Med Coll, Patiala",RADIO DIAGNOSIS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,69(1),-,-,-,-,44(1),-,-,-,-
PB Priv-DMC Mgmt,GEN,Punjab,"DMC, Ludhiana",PHARMACOLOGY,"₹2,60,000*","₹50,000",0,₹0,1326,884(1),-,-,-,-,-,-,-,-,53(1)
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Patiala",DERMATOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,67(1),34(1),-,-,-
PB Priv-SGRDGener.,GEN-All India,Punjab,"SDRD, Amritsar",SPM,"₹25,000*",Info not available,0,₹0,800,-,-,873(2),-,-,-,-,-,-,68(1)
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Patiala",GENERAL MEDICINE,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,67(1),-,-,-,-,73(1),-,-,-,-
PB - Govt Quota,GEN-All India,Punjab,"Govt Med Coll, Patiala",PHYSIOLOGY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,868(2),-,-,-,-,-,-,74(1)
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",RADIO DIAGNOSIS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,62(1),167(1),-,-,-,84(1),-,-,-,-
PB Priv-DMC Govt,BC,Punjab,"DMC, Ludhiana",RADIO DIAGNOSIS,"₹6,50,000*","₹50,000",0,₹0,1326,28(1),72(1),-,-,-,85(1),-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Amritsar",DERMATOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,69(1),87(1),-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Amritsar",PSYCHIATRY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,50(1),127(1),-,-,-,91(1),-,-,-,-
PB Priv-AdeshAllIndia,GEN,Punjab,"Adesh IMS, Bhatinda",RADIO DIAGNOSIS,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,-,-,117(1),73(1),-,-,-
PB Priv-DMC Mgmt,BC,Punjab,"DMC, Ludhiana",RADIO DIAGNOSIS,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,31(1),117(1),-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",RADIO DIAGNOSIS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,127(1),-,-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Amritsar",OBG,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,104(3),108(3),79(2),-,-,152(2),91(2),-,10(1),-
PB - Govt Quota,GEN,Punjab,"Guru Govind Singh, Faridkot",ORTHOPAEDICS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,88(1),140(1),-,-,-,144(2),163(1),-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",DERMATOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,152(1),-,-,-,-,169(1),-,-,-,-
PB Priv-SGRDSikhMin.,GEN,Punjab,"SDRD, Amritsar",RADIO DIAGNOSIS,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,210(4),-,-,-,-,172(4),-,-,-,-
PB Priv-CMC Open,GEN-All India,Punjab,"CMC, Ludhiana",SPM,"₹2,60,000*","₹46,000",0,₹0,775,-,-,-,-,-,-,-,-,184(1),-
PB Priv-DMC Govt,GEN,Punjab,"DMC, Ludhiana",OBG,"₹6,50,000*","₹50,000",0,₹0,1326,115(1),114(1),-,-,-,189(1),139(1),-,-,-
PB Priv-SGRDGener.,GEN,Punjab,"SDRD, Amritsar",RADIO DIAGNOSIS,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,224(1),-,110(1),-,-,192(3),-,-,-,-
PB - Govt Quota,GEN-All India,Punjab,"NSNIS, Patiala",DSM,"₹45,450*","₹67,968*",0,₹0,Info Not Available,-,-,-,182(1),-,-,-,-,203(1),-
PB Priv-SGRDSikhMin.,GEN,Punjab,"SDRD, Amritsar",DERMATOLOGY,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,151(1),-,-,-,-,205(1),131(1),-,-,-
PB - Govt Quota,EWS,Punjab,"Guru Govind Singh, Faridkot",PAEDIATRICS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,89(1),90(1),74(1),-,-,233(1),135(1),-,-,-
PB Priv-DMC Mgmt,BC,Punjab,"DMC, Ludhiana",DERMATOLOGY,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,236(1),-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Amritsar",OBG,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,261(1),190(1),-,-,-
PB Priv-DMC Govt,SC,Punjab,"DMC, Ludhiana",RADIO DIAGNOSIS,"₹6,50,000*","₹50,000",0,₹0,1326,312(1),-,-,-,-,262(1),157(1),-,-,-
PB Priv-CMC Open,SC,Punjab,"CMC, Ludhiana",RADIO DIAGNOSIS,"₹6,50,000*","₹46,000",0,₹0,775,327(1),271(1),-,-,-,271(1),234(1),-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Patiala",RADIATION ONCOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,452(1),361(1),-,-,325(1),303(1),-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Patiala",ORTHOPAEDICS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,327(1),220(1),-,-,-
PB Priv-AdeshGenMerit,Adesh-IP-GEN,Punjab,"Adesh IMS, Bhatinda",GENERAL MEDICINE,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,368(2),410(1),-,-,-,332(1),-,-,-,-
PB Priv-DMC Mgmt,BC,Punjab,"DMC, Ludhiana",PAEDIATRICS,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,337(1),-,-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Amritsar",OPHTHALMOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,346(1),-,-,-,-
PB Priv-SGRDGener.,BC,Punjab,"SDRD, Amritsar",GENERAL MEDICINE,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,538(1),392(1),-,-,-,382(1),365(1),-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",GENERAL MEDICINE,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,293(2),239(2),-,-,-,397(2),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"SBLS Civil Hospital, Jalandhar",DMRD(NBEMS),"₹1,25,000","₹50,190*",1*,"₹10,00,000*",470,550(1),-,-,-,-,400(1),-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",OPHTHALMOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,514(1),373(1),232(1),-,-,407(1),-,-,-,-
PB Priv-DMC Govt,BC,Punjab,"DMC, Ludhiana",ORTHOPAEDICS,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,423(1),283(1),-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",PAEDIATRICS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,342(1),-,-,-,-,443(1),-,-,-,-
PB - Govt Quota,EWS,Punjab,"Govt Med Coll, Patiala",ANAESTHESIOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,417(1),237(1),218(1),-,-,445(1),418(1),-,-,-
PB Priv-DMC Mgmt,BC,Punjab,"DMC, Ludhiana",OPHTHALMOLOGY,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,455(1),359(1),-,-,-
PB Priv-DMC Govt,BC,Punjab,"DMC, Ludhiana",ANAESTHESIOLOGY,"₹6,50,000*","₹50,000",0,₹0,1326,759(1),622(1),-,-,-,490(1),447(1),-,-,-
PB - Govt Quota,GEN,Punjab,"Homi Bhabha CancerHosp,Sangrur",RADIATION ONCOLOGY,"₹1,05,500*","₹1,00,800",1*,"₹25,00,000*",100,355(1),332(1),336(1),-,-,493(2),-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",PAEDIATRICS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,496(1),431(1),-,-,-
PB - Govt Quota,BC,Punjab,"Govt Med Coll, Patiala",TBRD,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,502(1),328(1),-,-,-
PB Priv-AdeshAllIndia,BC,Punjab,"Adesh IMS, Bhatinda",GENERAL MEDICINE,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,-,-,512(1),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"Inst of Mental Health,Amritsar",DNBPSYCHIATRY,"₹1,25,000","₹67,968*",2*,"₹15,00,000*",400,-,-,-,-,-,516(1),-,-,-,-
Punjab DNB Serv,GEN,Punjab,"District Hosp, Faridkot, Punjab",DNBGENERAL MEDICINE,"₹1,25,000","₹50,190*",1*,"₹10,00,000*",100,-,-,-,-,-,429(1),523(1),-,-,-
PB - Govt Quota,SC,Punjab,"Guru Govind Singh, Faridkot",OBG,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,-,-,-,-,-,544(1),-,-,-,-
PB Priv-AdeshAllIndia,BC,Punjab,"Adesh IMS, Bhatinda",RADIO DIAGNOSIS,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,-,-,571(1),-,-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Amritsar",DCH,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,464(2),309(1),347(1),-,-,602(1),375(1),-,-,-
PB - Govt Quota,SC,Punjab,"Guru Govind Singh, Faridkot",PAEDIATRICS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,345(1),-,-,-,-,611(1),373(1),-,-,-
PB - Govt Quota,GEN,Punjab,"Govt Med Coll, Amritsar",ANATOMY,"₹1,00,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,821(1),-,-,619(1),-,-,-,-
PB Priv-AdeshAllIndia,BC,Punjab,"Adesh IMS, Bhatinda",OBG,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,-,-,-,-,-,594(1),628(1),-,-,-
PB Priv-DMC Govt,SC,Punjab,"DMC, Ludhiana",GENERAL MEDICINE,"₹6,50,000*","₹50,000",0,₹0,1326,493(2),312(1),-,-,-,631(2),-,-,-,-
PB Priv-AdeshGenMerit,Adesh-IP-GEN,Punjab,"Adesh IMS, Bhatinda",OBG,"₹14,90,000*","₹56,100*",1*,"₹25,00,000*",750,477(2),343(1),418(1),-,-,639(3),509(1),-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",PSYCHIATRY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,645(1),414(1),-,-,-
PB Priv-CMC Open,SC,Punjab,"CMC, Ludhiana",GENERAL MEDICINE,"₹6,50,000*","₹46,000",0,₹0,775,525(1),333(1),-,-,-,666(1),-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",ORTHOPAEDICS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,488(1),-,-,-,-,689(1),421(1),-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",PSYCHIATRY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,-,-,-,-,-,692(1),-,-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",ORTHOPAEDICS,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,508(1),-,266(1),84(1),-,709(1),422(1),-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Amritsar",GENERAL SURGERY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",951,513(1),367(1),290(1),-,-,716(2),479(1),-,-,-
PB - Govt Quota,SC,Punjab,"Guru Govind Singh, Faridkot",OPHTHALMOLOGY,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1000,-,-,-,-,-,718(1),527(1),-,-,-
PB Priv-SGRDSikhMin.,GEN,Punjab,"SDRD, Amritsar",ORTHOPAEDICS,"₹14,00,000*","₹65,000",1*,"₹15,00,000*",800,783(3),473(2),424(1),-,-,725(4),475(1),-,-,-
PB Priv-DMC Mgmt,SC,Punjab,"DMC, Ludhiana",ORTHOPAEDICS,"₹6,50,000*","₹50,000",0,₹0,1326,-,-,-,-,-,731(1),613(1),-,-,-
PB - Govt Quota,SC,Punjab,"Govt Med Coll, Patiala",ENT,"₹1,25,000*","₹67,968*",1*,"₹10,00,000*",1130,-,-,-,-,-,734(1),526(1),-,-,-
