Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
Haryana Priv NRI,NRI,Haryana,"Al Falah SchooloffMS,Faridabad",GENERAL MEDICINE,"₹66,80,000*","₹55,000",0,₹0,-,-,-,-,-,-,-,2597(1),868(1),888(1),511(1),-
HAR Priv-Minority,MINORITY,Haryana,"Al Falah SchooloffMS,Faridabad",PATHOLOGY,"₹14,55,000*","₹55,000",0,₹0,-,-,-,-,-,-,-,-,-,889(1),501(1),-
HAR Govt-All,BCA,Haryana,"BPS Govt Med Coll, Sonepat",PHARMACOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,-,-,-,-,-,-,896(1),-,-
Haryana DNB Serv,UR ESM,Haryana,"SHKM Gov Med Coll, Nuh",DCH(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,647,-,-,-,-,-,-,-,-,898(1),-,-
Haryana DNB Serv,SC,Haryana,"Civil Hospital, Bahadurgarh",DO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,-,-,899(1),-,-
HAR Govt-All,SCD Service,Haryana,"ESIC Med Coll, Faridabad",GENERAL SURGERY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,-,-,906(1),-,-
HAR Govt-Inst. Pref,IP-BCA,Haryana,"Pt BD Sharma, Rohtak",PHARMACOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,-,-,908(1),-,-
Haryana Priv IP,IP-UR Service,Haryana,"Maharaja Agrasen, Agroha",FORENSIC MEDICINE,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,-,-,910(1),-,-
HAR Govt-All,EWS,Haryana,"Pt BD Sharma, Rohtak",SPM,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,716(1),-,-,-,-,-,2125(1),-,919(1),-,-
HAR Priv-Govt Quota,SCD Service,Haryana,"World College of MS&RC, Jhajjar",RADIO DIAGNOSIS,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,-,-,930(1),-,-
HAR Govt-All,EWS,Haryana,"BPS Govt Med Coll, Sonepat",SPM,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,839(1),-,-,-,-,-,935(1),-,-
Haryana Priv NRI,NRI,Haryana,"SGGST Med Coll, Gurgaon",GENERAL SURGERY,"₹42,75,000*","₹56,100",Info Not Available,Info not available,720,1166(1),-,677(1),-,-,-,2198(1),-,943(1),-,-
HAR Priv-Govt Quota,UR FF,Haryana,"World College of MS&RC, Jhajjar",OPHTHALMOLOGY,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,-,-,945(1),-,-
HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",SPM,"₹10,00,000*","₹56,100",Info Not Available,Info not available,720,-,-,1097(3),767(1),-,-,-,-,950(3),-,-
HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",FORENSIC MEDICINE,"₹10,00,000*","₹56,100",Info Not Available,Info not available,720,-,-,1296(2),-,-,-,2774(1),-,952(2),-,-
Haryana DNB Serv,SC,Haryana,"Civil Hospital, Sec-10,Gurugram",DGO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,200,-,-,-,-,-,-,-,-,958(1),-,-
HAR Govt-All,SCD,Haryana,"BPS Govt Med Coll, Sonepat",PHARMACOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,-,-,-,-,-,-,960(1),-,-
Haryana DNB Serv,SCD,Haryana,"General Hospital, Panchkula",DNBGENERAL SURGERY,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,-,-,-,-,-,-,-,-,963(1),-,-
HAR Govt-All,SC,Haryana,"BPS Govt Med Coll, Sonepat",FORENSIC MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,-,-,-,-,1730(1),1203(1),970(1),-,181(1)
HAR Govt-All,BCB Service,Haryana,"Pt BD Sharma, Rohtak",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2743(1),-,977(1),-,-
HAR Priv-Govt Quota,SC,Haryana,"Adesh Med Coll, Shahabad",PSYCHIATRY,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,-,-,981(1),-,-
HAR Priv-Govt Quota,UR,Haryana,"Adesh Med Coll, Shahabad",SPM,"₹5,52,000*","₹44,000",0,₹0,775,-,-,949(2),-,-,-,-,-,988(2),285(2),-
Haryana DNB Serv,SC,Haryana,"SHKM Gov Med Coll, Nuh",DGO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,647,-,-,-,-,-,-,-,-,1004(1),-,-
Haryana Priv IP,IP-UR Service,Haryana,"World College of MS&RC, Jhajjar",GENERAL SURGERY,"₹14,02,000*","₹56,100",0,₹0,-,-,-,867(1),-,-,-,-,-,1005(1),-,-
HAR Govt-All,UR Service,Haryana,"Pt BD Sharma, Rohtak",PHYSIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,-,-,1006(1),429(1),-
HAR Govt-All,UR,Haryana,"BPS Govt Med Coll, Sonepat",PHYSIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,1176(1),-,-,-,2320(2),909(2),1013(3),490(1),-
Haryana Priv IP,IP-SCD Service,Haryana,"Maharaja Agrasen, Agroha",ORTHOPAEDICS,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,-,-,1020(1),-,-
Haryana Priv NRI,NRI,Haryana,"Al Falah SchooloffMS,Faridabad",ANAESTHESIOLOGY,"₹50,10,000*","₹55,000",0,₹0,-,-,-,1328(1),-,-,-,2677(1),-,1026(1),-,-
HAR Govt-All,SC,Haryana,"Kalpana Chawala Govt MC,Karnal",MICROBIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,-,-,1027(1),-,-
HAR Govt-All,UR,Haryana,"SHKM, Nalhar",PHYSIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,1114(1),-,-,-,2350(1),1025(1),1028(2),345(1),-
Haryana Priv IP,IP-UR Service,Haryana,"NC Med Coll, Panipat",ANAESTHESIOLOGY,"₹14,02,000*","₹40,000",0,₹0,680,-,-,-,-,-,-,-,-,1029(1),-,-
HAR Govt-All,BCB Service,Haryana,"ESIC Med Coll, Faridabad",FORENSIC MEDICINE,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,-,-,1030(1),-,-
Haryana Priv IP,IP-BCB Service,Haryana,"Maharaja Agrasen, Agroha",PATHOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,-,1177(1),1031(1),-,-
Haryana DNB Serv,SC,Haryana,"General Hospital, Panchkula",DA(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,-,-,-,-,-,-,-,-,1032(1),-,-
HAR Priv-Govt Quota,BCB,Haryana,"Adesh Med Coll, Shahabad",PATHOLOGY,"₹5,52,000*","₹44,000",0,₹0,775,-,-,1372(1),-,-,-,-,-,1033(1),-,-
HAR Govt-All,UR Service,Haryana,"ESIC Med Coll, Faridabad",PHYSIOLOGY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,1186(1),-,-,-,-,-,1038(1),-,-
HAR Govt-All,UR-PH Service,Haryana,"Pt BD Sharma, Rohtak",DERMATOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,-,-,1043(1),-,-
HAR Priv-Govt Quota,UR Service,Haryana,"Maharaja Agrasen, Agroha",PHYSIOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,-,-,1047(1),-,-
HAR Priv-Govt Quota,BCA Service,Haryana,"NC Med Coll, Panipat",MICROBIOLOGY,"₹5,52,000*","₹40,000",0,₹0,680,-,-,-,-,-,-,-,-,1053(1),-,-
HAR Govt-Inst. Pref,IP-BCB,Haryana,"Pt BD Sharma, Rohtak",BIOCHEMISTRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2296(1),1197(1),1054(1),-,-
HAR Priv-Govt Quota,SC,Haryana,"Maharaja Agrasen, Agroha",SPM,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,-,-,1066(1),-,-
HAR Priv-Govt Quota,BCB,Haryana,"Maharaja Agrasen, Agroha",PHYSIOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,-,-,1067(1),-,-
HAR Priv-Govt Quota,BCA Service,Haryana,"Maharaja Agrasen, Agroha",BIOCHEMISTRY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,-,-,1068(1),-,-
Haryana DNB Serv,SCD,Haryana,"BPS Med Coll, Sonepat",DCH(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,550,-,-,-,-,-,-,-,-,1069(1),-,-
HAR Govt-All,SC,Haryana,"SHKM, Nalhar",MICROBIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,-,-,1072(1),-,-
HAR Priv-Govt Quota,SC,Haryana,"Maharaja Agrasen, Agroha",MICROBIOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,1892(1),1041(1),1073(1),-,-
HAR Govt-Inst. Pref,IP-SC,Haryana,"Pt BD Sharma, Rohtak",BIOCHEMISTRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,1378(1),-,-,-,-,-,1074(1),-,-
HAR Priv-Govt Quota,BCB Service,Haryana,"World College of MS&RC, Jhajjar",TBRD,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,-,-,1075(1),-,-
HAR Govt-All,BCB-PH,Haryana,"Pt BD Sharma, Rohtak",RADIATION ONCOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,-,-,1077(1),-,-
HAR Govt-Inst. Pref,IP-UR,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,1(1),2(1),-,-,-,-,2(1),1(1),-,-,-
HAR Govt-Inst. Pref,IP-UR,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,10(1),7(1),-,-,-
HAR Govt-All,BCA,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,53(1),25(1),-,-,-
HAR Govt-All,UR,Haryana,"ESIC Med Coll, Faridabad",SPM,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,622(1),807(1),469(1),-,-,-,-,-,-,58(1),-
HAR Govt-All,UR,Haryana,"Pt BD Sharma, Rohtak",GENERAL SURGERY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,91(2),-,-,-,-,-,59(2),62(2),-,-,-
HAR Govt-Inst. Pref,IP-UR,Haryana,"Pt BD Sharma, Rohtak",OBG,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,69(1),42(1),10(1),-,-,-,70(1),60(1),-,-,-
HAR Govt-All,UR,Haryana,"Pt BD Sharma, Rohtak",ORTHOPAEDICS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,74(1),66(1),25(1),-,-,-,50(1),99(1),-,-,-
HAR Govt-All,EWS,Haryana,"Pt BD Sharma, Rohtak",PAEDIATRICS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,76(1),39(1),35(1),-,-,-,107(1),126(1),-,-,-
HAR Govt-All,BCA,Haryana,"ESIC Med Coll, Faridabad",DERMATOLOGY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,129(1),67(1),-,-,-
HAR Govt-All,BCB,Haryana,"Pt BD Sharma, Rohtak",PHARMACOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,-,-,-,142(1),-
HAR Govt-All,UR,Haryana,"SHKM, Nalhar",MICROBIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,1160(1),698(1),483(1),511(1),-,-,-,-,-,143(1),-
Haryana DNB Serv,UR,Haryana,"SHKM Gov Med Coll, Nuh",DCH(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,647,745(1),549(1),316(1),-,-,-,-,-,-,146(1),-
HAR Govt-All,BCA,Haryana,"Pt BD Sharma, Rohtak",OBG,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,198(1),-,-,-,-,-,158(1),143(1),-,-,-
HAR Priv-Govt Quota,UR,Haryana,"Maharaja Agrasen, Agroha",MICROBIOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,1228(1),-,-,-,-,-,-,-,-,-,176(1)
HAR Govt-All,BCB,Haryana,"ESIC Med Coll, Faridabad",PAEDIATRICS,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,137(1),191(1),-,-,-
HAR Priv-Mgmt,MNG,Haryana,"NC Med Coll, Panipat",RADIO DIAGNOSIS,"₹14,02,000*","₹40,000",0,₹0,680,29(1),228(1),-,-,-,-,193(1),154(1),-,-,-
Haryana DNB Serv,UR,Haryana,"Civil Hospital, Sec-10,Gurugram",DGO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,200,-,-,-,-,-,-,-,-,-,254(1),-
HAR Govt-All,UR,Haryana,"Kalpana Chawala Govt MC,Karnal",MICROBIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,433(1),-,-,-,-,-,260(1),-
Haryana Priv IP,IP-BCA,Haryana,"Maharaja Agrasen, Agroha",GENERAL SURGERY,"₹1,00,000*","₹95,594",0*,₹0*,550,211(1),173(1),88(1),-,-,-,228(1),268(1),-,-,-
HAR Govt-All,SC,Haryana,"Pt BD Sharma, Rohtak",PAEDIATRICS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,247(1),285(1),-,-,-,-,92(1),270(1),-,-,-
HAR Govt-All,BCB,Haryana,"Pt BD Sharma, Rohtak",GENERAL SURGERY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,272(1),164(1),-,-,-
HAR Govt-All,SCD,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,273(1),195(1),-,-,-
HAR Priv-Govt Quota,UR,Haryana,"Maharaja Agrasen, Agroha",PHYSIOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,582(1),-,-,-,-,-,-,-,276(1)
HAR Priv-Mgmt,MNG,Haryana,"Al Falah SchooloffMS,Faridabad",ANATOMY,"₹7,20,000*","₹55,000",0,₹0,-,-,-,-,-,-,-,-,-,-,273(1),279(1)
HAR Priv-Mgmt,MNG,Haryana,"Al Falah SchooloffMS,Faridabad",MICROBIOLOGY,"₹7,20,000*","₹55,000",0,₹0,-,-,-,1400(4),-,-,-,-,-,-,-,283(2)
HAR Govt-All,UR,Haryana,"Kalpana Chawala Govt MC,Karnal",ANATOMY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,1087(1),837(2),-,-,-,-,-,-,287(1)
HAR Priv-Govt Quota,UR,Haryana,"Maharaja Agrasen, Agroha",ANATOMY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,1212(1),814(1),-,-,-,-,-,-,303(1)
HAR Govt-All,UR Service,Haryana,"Kalpana Chawala Govt MC,Karnal",ANATOMY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,-,-,-,-,305(1)
HAR Priv-Mgmt,MNG,Haryana,"Adesh Med Coll, Shahabad",DERMATOLOGY,"₹14,02,000*","₹44,000",0,₹0,775,215(1),273(1),150(1),-,-,-,214(1),306(1),-,-,-
HAR Govt-Inst. Pref,IP-UR Service,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,9(1),78(1),34(1),-,-,-,316(1),-,-,-,-
HAR Govt-All,BCB,Haryana,"BPS Govt Med Coll, Sonepat",PHARMACOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,-,-,-,-,-,-,-,352(1),-
HAR Priv-Mgmt,MNG,Haryana,"Adesh Med Coll, Shahabad",MICROBIOLOGY,"₹5,52,000*","₹44,000",0,₹0,775,-,-,1235(2),766(1),1612(1),-,-,-,-,372(1),-
HAR Priv-Govt Quota,BCA,Haryana,"Maharaja Agrasen, Agroha",GENERAL SURGERY,"₹1,00,000*","₹95,594",0*,₹0*,550,323(1),190(1),-,-,-,-,414(1),281(1),-,-,-
HAR Govt-All,BCA,Haryana,"Pt BD Sharma, Rohtak",PSYCHIATRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,446(1),-,-,-,-
HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",MICROBIOLOGY,"₹10,00,000*","₹56,100",Info Not Available,Info not available,720,-,-,1268(1),905(1),1694(1),-,-,-,-,452(1),-
HAR Govt-All,SC,Haryana,"ESIC Med Coll, Faridabad",OBG,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,508(1),408(1),-,-,-
HAR Priv-Mgmt,MNG,Haryana,"Adesh Med Coll, Shahabad",OBG,"₹14,02,000*","₹44,000",0,₹0,775,390(1),225(1),153(1),-,-,-,532(1),319(1),-,-,-
HAR Govt-Inst. Pref,IP-BCA,Haryana,"Pt BD Sharma, Rohtak",ORTHOPAEDICS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,170(1),235(1),-,-,-,-,536(1),-,-,-,-
HAR Govt-All,BCA,Haryana,"Pt BD Sharma, Rohtak",ENT,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,412(1),236(1),-,-,-,-,559(1),290(1),-,-,-
HAR Priv-Govt Quota,BCA,Haryana,"Maharaja Agrasen, Agroha",ORTHOPAEDICS,"₹1,00,000*","₹95,594",0*,₹0*,550,175(1),222(1),163(1),-,-,-,572(1),-,-,-,-
HAR Govt-All,BCA Service,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,591(1),-,-,-,-
Haryana Priv IP,IP-UR,Haryana,"World College of MS&RC, Jhajjar",RADIO DIAGNOSIS,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,593(1),-,-,-,-
HAR Priv-Govt Quota,UR,Haryana,"Adesh Med Coll, Shahabad",GENERAL MEDICINE,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,594(1),-,-,-,-
HAR Govt-All,UR Service,Haryana,"Pt BD Sharma, Rohtak",GENERAL MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,600(2),-,-,-,-
HAR Govt-All,BCA,Haryana,"Pt BD Sharma, Rohtak",ANAESTHESIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,456(2),308(2),193(1),-,-,-,603(2),322(2),-,-,-
HAR Priv-Govt Quota,UR,Haryana,"SGGST Med Coll, Gurgaon",GENERAL MEDICINE,"₹35,00,000*","₹56,100",Info Not Available,Info not available,720,484(1),346(1),-,-,-,-,571(1),605(1),-,-,-
HAR Priv-Govt Quota,UR,Haryana,"SGGST Med Coll, Gurgaon",RADIO DIAGNOSIS,"₹45,00,000*","₹56,100",Info Not Available,Info not available,720,303(1),157(1),119(1),-,-,-,613(1),-,-,-,-
HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",DERMATOLOGY,"₹40,00,000*","₹56,100",Info Not Available,Info not available,720,542(1),344(1),-,-,-,-,639(1),479(1),-,-,-
Haryana Priv IP,IP-BCA,Haryana,"Maharaja Agrasen, Agroha",ANAESTHESIOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,498(1),359(1),218(1),-,-,-,686(1),375(1),-,-,-
HAR Priv-Mgmt,MNG,Haryana,"Adesh Med Coll, Shahabad",OPHTHALMOLOGY,"₹14,02,000*","₹44,000",0,₹0,775,471(1),342(1),204(1),-,-,-,751(1),-,-,-,-
HAR Priv-Govt Quota,BCA,Haryana,"Adesh Med Coll, Shahabad",GENERAL MEDICINE,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,752(1),-,-,-,-
HAR Priv-Mgmt,MNG,Haryana,"Adesh Med Coll, Shahabad",ORTHOPAEDICS,"₹14,02,000*","₹44,000",0,₹0,775,510(1),334(1),194(1),-,-,-,792(1),446(1),-,-,-
Haryana Priv IP,IP-UR,Haryana,"World College of MS&RC, Jhajjar",ORTHOPAEDICS,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,642(1),792(1),-,-,-
HAR Govt-All,BCA,Haryana,"Pt BD Sharma, Rohtak",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,629(1),371(1),310(1),-,-,-,808(1),621(1),-,-,-
HAR Priv-Govt Quota,UR,Haryana,"NC Med Coll, Panipat",OBG,"₹14,02,000*","₹40,000",0,₹0,680,-,-,-,-,-,-,820(1),-,-,-,-
HAR Priv-Govt Quota,UR,Haryana,"Adesh Med Coll, Shahabad",TBRD,"₹14,02,000*","₹44,000",0,₹0,775,-,-,273(1),-,-,-,860(1),696(1),-,-,-
HAR Govt-All,BCA,Haryana,"ESIC Med Coll, Faridabad",PHARMACOLOGY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,791(1),-,-,-,-,906(1),-,-,-
HAR Govt-All,EWS,Haryana,"Pt BD Sharma, Rohtak",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,481(1),481(1),298(1),-,-,-,929(1),525(1),-,-,-
HAR Priv-Mgmt,MNG,Haryana,"World College of MS&RC, Jhajjar",OPHTHALMOLOGY,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,234(1),-,-,940(1),614(1),-,-,-
HAR Priv-Mgmt,MNG,Haryana,"World College of MS&RC, Jhajjar",ENT,"₹14,02,000*","₹56,100",0,₹0,-,943(1),746(1),383(1),368(1),-,-,949(1),773(1),-,-,-
HAR Govt-All,UR Service,Haryana,"Pt BD Sharma, Rohtak",ORTHOPAEDICS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,326(1),176(1),91(1),-,-,-,950(2),-,-,-,-
HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",OBG,"₹35,00,000*","₹56,100",Info Not Available,Info not available,720,709(2),470(2),-,132(1),-,-,969(3),555(3),-,-,-
Haryana DNB Serv,UR,Haryana,"General Hospital, Panchkula",DMRD(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,156(1),167(1),-,-,-,-,1071(1),-,-,-,-
HAR Govt-All,SCD,Haryana,"Pt BD Sharma, Rohtak",ANAESTHESIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,1084(1),548(1),-,-,-
HAR Priv-Govt Quota,UR,Haryana,"Adesh Med Coll, Shahabad",OPHTHALMOLOGY,"₹14,02,000*","₹44,000",0,₹0,775,-,-,439(1),-,-,-,1085(1),669(1),-,-,-
HAR Govt-All,SCD,Haryana,"Pt BD Sharma, Rohtak",OPHTHALMOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,1093(1),562(1),-,-,-
HAR Priv-Govt Quota,BCA,Haryana,"NC Med Coll, Panipat",PAEDIATRICS,"₹14,02,000*","₹40,000",0,₹0,680,-,-,-,-,-,-,1096(1),-,-,-,-
Haryana Priv IP,IP-UR,Haryana,"Adesh Med Coll, Shahabad",PAEDIATRICS,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,1101(1),658(1),-,-,-
HAR Govt-All,BCA Service,Haryana,"Pt BD Sharma, Rohtak",SPM,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,-,1106(1),-,-,-
HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",PSYCHIATRY,"₹29,00,000*","₹56,100",Info Not Available,Info not available,720,860(1),742(1),523(1),-,-,-,1122(2),743(2),-,-,-
HAR Priv-Govt Quota,UR,Haryana,"SGGST Med Coll, Gurgaon",ORTHOPAEDICS,"₹32,00,000*","₹56,100",Info Not Available,Info not available,720,875(1),673(1),458(1),-,-,-,1136(1),885(1),-,-,-
Haryana DNB Serv,BCB,Haryana,"BPS Med Coll, Sonepat",DMRD(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,550,-,-,-,-,-,-,1161(1),-,-,-,-
HAR Govt-Inst. Pref,IP-SCD Service,Haryana,"Pt BD Sharma, Rohtak",OBG,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,-,1181(1),-,-,-
HAR Govt-Inst. Pref,IP-BCB,Haryana,"Pt BD Sharma, Rohtak",PHYSIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,-,1193(1),-,-,-
Haryana DNB Serv,UR,Haryana,"Civil Hospital, Ambala Cantt",DMRD(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,Info Not Available,304(1),175(1),123(1),-,-,-,1218(1),-,-,-,-
HAR Priv-Govt Quota,UR,Haryana,"SGGST Med Coll, Gurgaon",ANAESTHESIOLOGY,"₹20,00,000*","₹56,100",Info Not Available,Info not available,720,937(2),617(2),-,-,-,-,1234(1),681(1),-,-,-
HAR Priv-Govt Quota,SCD,Haryana,"Maharaja Agrasen, Agroha",ANAESTHESIOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,746(1),412(1),423(1),-,-,-,1267(1),612(1),-,-,-
HAR Priv-Minority,MINORITY,Haryana,"Al Falah SchooloffMS,Faridabad",OBG,"₹29,90,000*","₹55,000",0,₹0,-,924(1),-,-,-,-,-,1285(1),-,-,-,-
Haryana DNB Serv,BCB,Haryana,"Kalpana Chawla GMC Hosp,Karnal",DNBGENERAL MEDICINE,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,345,-,-,-,-,-,-,1291(1),647(1),-,-,-
HAR Govt-All,UR,Haryana,"SHKM, Nalhar",SPM,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,453(1),-,-,1298(2),719(2),-,-,-
HAR Govt-Inst. Pref,IP-UR Service,Haryana,"Pt BD Sharma, Rohtak",OPHTHALMOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,1328(1),-,-,-,-
Haryana Priv IP,IP-SC,Haryana,"NC Med Coll, Panipat",RADIO DIAGNOSIS,"₹14,02,000*","₹40,000",0,₹0,680,-,-,-,-,-,-,1337(1),-,-,-,-
HAR Govt-All,UR Service,Haryana,"Pt BD Sharma, Rohtak",PSYCHIATRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,1349(1),-,-,-,-
