Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2023 6,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
HAR Govt-All,UR FF,Haryana,"Pt BD Sharma, Rohtak",OPHTHALMOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,-,-,355(1),-,-
HAR Priv-Govt Quota,UR,Haryana,"SGGST Med Coll, Gurgaon",GENERAL SURGERY,"₹30,00,000*","₹56,100",Info Not Available,Info not available,720,758(2),580(2),211(1),-,-,-,1350(1),798(1),356(2),155(2),75(1)
HAR Govt-All,EWS,Haryana,"BPS Govt Med Coll, Sonepat",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,955(1),672(1),456(1),-,-,-,1949(1),-,359(1),-,-
HAR Govt-All,UR-PH,Haryana,"Pt BD Sharma, Rohtak",RADIO DIAGNOSIS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,681(1),330(1),362(1),-,-
HAR Priv-Mgmt,MNG,Haryana,"NC Med Coll, Panipat",ANAESTHESIOLOGY,"₹14,02,000*","₹40,000",0,₹0,680,-,-,-,-,-,-,1201(1),835(1),364(1),-,-
HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",ANAESTHESIOLOGY,"₹20,00,000*","₹56,100",Info Not Available,Info not available,720,1018(3),800(3),342(1),308(2),-,-,1397(4),842(4),368(4),-,-
Haryana DNB Serv,UR,Haryana,"District Civil Hosp,AmbalaCity",DNBOPHTHALMOLOGY,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,-,839(1),505(1),348(1),-,-,-,2091(1),-,369(1),-,-
Haryana Priv NRI,NRI,Haryana,"SGGST Med Coll, Gurgaon",TBRD,"₹41,75,000*","₹56,100",Info Not Available,Info not available,720,-,-,-,-,-,-,1760(1),850(1),374(1),-,-
HAR Priv-Govt Quota,BCA,Haryana,"Adesh Med Coll, Shahabad",ENT,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,2015(1),-,375(1),-,-
HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",ORTHOPAEDICS,"₹32,00,000*","₹56,100",Info Not Available,Info not available,720,863(3),642(3),457(2),187(1),-,-,1117(2),890(2),376(2),-,-
Haryana DNB Serv,UR,Haryana,"General Hospital, Panchkula",DNBORTHOPAEDICS,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,-,-,-,126(1),-,-,2030(1),-,381(1),-,-
HAR Priv-Govt Quota,UR,Haryana,"World College of MS&RC, Jhajjar",ANAESTHESIOLOGY,"₹14,02,000*","₹56,100",0,₹0,-,1115(2),-,684(3),-,-,-,1008(1),859(1),382(1),-,-
HAR Govt-All,UR,Haryana,"Pt BD Sharma, Rohtak",PHARMACOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,929(1),-,405(1),464(1),-,-,1326(1),751(1),384(2),-,-
HAR Govt-All,BCA Service,Haryana,"Pt BD Sharma, Rohtak",PAEDIATRICS,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,830(1),626(1),418(1),-,-,-,1797(1),-,396(1),-,-
HAR Govt-All,UR Service,Haryana,"ESIC Med Coll, Faridabad",EMERGENCY MEDICINE,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,2085(1),-,397(1),-,-
Haryana Priv IP,IP-UR Service,Haryana,"Maharaja Agrasen, Agroha",OPHTHALMOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,1935(1),-,399(1),-,-
HAR Govt-All,UR,Haryana,"Kalpana Chawala Govt MC,Karnal",PHARMACOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,1773(1),861(1),401(1),164(1),-
Haryana DNB Serv,UR,Haryana,"General Hospital, Panchkula",DTBCD(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,-,-,-,-,-,-,2011(1),886(1),404(1),-,-
Haryana Priv NRI,NRI,Haryana,"SGGST Med Coll, Gurgaon",ANAESTHESIOLOGY,"₹29,23,000*","₹56,100",Info Not Available,Info not available,720,-,-,901(1),-,-,-,2523(1),889(1),407(1),-,-
HAR Govt-All,BCA Service,Haryana,"Pt BD Sharma, Rohtak",OBG,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2116(1),-,408(1),-,-
HAR Priv-Govt Quota,BCA Service,Haryana,"Maharaja Agrasen, Agroha",OPHTHALMOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,1473(1),903(1),667(1),-,-,-,2117(1),-,409(1),-,-
Haryana Priv IP,IP-UR Service,Haryana,"Maharaja Agrasen, Agroha",PATHOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,1005(1),601(1),391(1),-,-,-,2582(1),-,410(1),-,-
HAR Govt-Inst. Pref,IP-UR Service,Haryana,"Pt BD Sharma, Rohtak",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,954(1),530(1),334(1),-,-,-,2165(1),-,421(1),-,-
HAR Priv-Govt Quota,UR,Haryana,"Maharaja Agrasen, Agroha",PHARMACOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,1134(1),-,-,473(1),-,-,-,-,422(1),-,95(1)
Haryana DNB Serv,UR,Haryana,"General Hospital, Panchkula",DGO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,733(1),449(1),281(1),-,-,-,2185(2),-,423(2),-,-
HAR Govt-All,BCA Service,Haryana,"ESIC Med Coll, Faridabad",TBRD,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,2195(1),-,426(1),-,-
HAR Priv-Mgmt,MNG,Haryana,"Adesh Med Coll, Shahabad",PATHOLOGY,"₹5,52,000*","₹44,000",0,₹0,775,1376(3),809(1),748(3),417(4),1033(1),-,2029(2),1105(2),430(1),233(2),-
Haryana DNB Serv,UR,Haryana,"Civil Hospital, Rohtak",DO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,Info Not Available,-,-,-,301(1),-,-,2451(1),921(1),432(1),-,-
HAR Priv-Govt Quota,BCB Service,Haryana,"Maharaja Agrasen, Agroha",GENERAL SURGERY,"₹1,00,000*","₹95,594",0*,₹0*,550,1122(1),674(1),459(1),-,-,-,2229(1),-,435(1),-,-
HAR Govt-All,UR,Haryana,"ESIC Med Coll, Faridabad",BIOCHEMISTRY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,1462(1),-,694(1),683(2),1528(2),-,2137(2),1107(2),436(1),186(1),165(1)
HAR Govt-All,UR Service,Haryana,"SHKM, Nalhar",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,2239(1),-,439(1),-,-
Haryana DNB Serv,BCA,Haryana,"BPS Med Coll, Sonepat",DO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,550,-,-,-,-,-,-,2242(1),-,442(1),-,-
Haryana DNB Serv,BCB,Haryana,"BPS Med Coll, Sonepat",DNBENT,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,550,-,-,-,-,-,-,2270(1),-,446(1),-,-
HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",GENERAL SURGERY,"₹30,00,000*","₹56,100",Info Not Available,Info not available,720,878(5),837(4),386(1),226(1),-,-,1153(4),953(4),452(4),-,-
HAR Govt-All,SC ESM,Haryana,"Pt BD Sharma, Rohtak",ANAESTHESIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,-,-,456(1),-,-
HAR Priv-Govt Quota,BCA ESM,Haryana,"World College of MS&RC, Jhajjar",PAEDIATRICS,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,-,-,459(1),-,-
HAR Priv-Govt Quota,UR Service,Haryana,"World College of MS&RC, Jhajjar",OBG,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,1992(1),843(1),462(1),-,-
HAR Priv-Govt Quota,UR Service,Haryana,"Maharaja Agrasen, Agroha",PATHOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,814(1),491(1),307(1),-,-,-,2313(1),-,464(1),-,-
Haryana Priv NRI,NRI,Haryana,"NC Med Coll, Panipat",ORTHOPAEDICS,"₹14,02,000*","₹40,000",0,₹0,680,-,-,-,-,-,-,1271(1),973(1),470(1),-,-
Haryana DNB Serv,BCA,Haryana,"General Hospital, Panchkula",DNBGENERAL MEDICINE,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,1423(1),-,783(1),-,-,-,2084(1),-,475(1),-,-
HAR Priv-Govt Quota,SC,Haryana,"SGGST Med Coll, Gurgaon",RADIO DIAGNOSIS,"₹45,00,000*","₹56,100",Info Not Available,Info not available,720,-,-,-,-,-,-,-,-,481(1),-,-
HAR Govt-All,UR,Haryana,"ESIC Med Coll, Faridabad",ANATOMY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,876(1),425(1),1761(1),-,-,-,482(1),-,-
HAR Priv-Govt Quota,UR,Haryana,"World College of MS&RC, Jhajjar",EMERGENCY MEDICINE,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,1429(1),838(1),485(2),147(1),-
HAR Govt-All,UR,Haryana,"BPS Govt Med Coll, Sonepat",FORENSIC MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,-,-,-,-,857(1),682(1),486(1),-,-
Haryana Priv NRI,NRI,Haryana,"World College of MS&RC, Jhajjar",GENERAL SURGERY,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,1458(1),710(1),487(1),-,-
HAR Govt-All,BCA ESM,Haryana,"Pt BD Sharma, Rohtak",ANAESTHESIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,-,-,493(1),-,-
HAR Govt-All,UR Service,Haryana,"BPS Govt Med Coll, Sonepat",SPM,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,1203(1),-,860(1),-,-,-,2612(1),-,497(1),294(1),175(1)
HAR Priv-Mgmt,MNG,Haryana,"World College of MS&RC, Jhajjar",ANAESTHESIOLOGY,"₹14,02,000*","₹56,100",0,₹0,-,951(4),909(4),688(2),361(2),906(2),-,1503(5),1019(5),499(4),-,-
HAR Govt-All,UR,Haryana,"Pt BD Sharma, Rohtak",BIOCHEMISTRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,1231(1),-,724(2),-,-,52(1),1980(1),-,502(1),287(1),-
HAR Priv-Govt Quota,SC,Haryana,"Maharaja Agrasen, Agroha",PATHOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,916(1),466(1),354(1),-,-,-,-,-,503(1),211(1),125(1)
Haryana DNB Serv,UR,Haryana,"Civil Hospital, Ambala Cantt",DO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,Info Not Available,1028(1),696(1),481(1),-,-,-,2426(1),-,504(1),-,-
Haryana DNB Serv,UR,Haryana,"Al-Aafia CivilHosp,Nuh,Haryana",DGO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,-,887(1),701(1),485(1),-,-,-,2406(1),-,507(1),-,-
Haryana DNB Serv,BCA,Haryana,"SHKM Gov Med Coll, Nuh",DNBANAESTHESIOLOGY,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,647,-,-,-,-,-,-,2455(1),-,513(1),-,-
HAR Priv-Govt Quota,UR Service,Haryana,"Adesh Med Coll, Shahabad",ORTHOPAEDICS,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,2469(1),-,520(1),-,-
HAR Govt-All,SC,Haryana,"Pt BD Sharma, Rohtak",MICROBIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,1884(1),1016(1),523(1),-,-
HAR Govt-Inst. Pref,IP-UR Service,Haryana,"BPS Govt Med Coll, Sonepat",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,-,-,-,-,2121(1),-,524(1),-,-
Haryana Priv IP,IP-UR,Haryana,"World College of MS&RC, Jhajjar",ANAESTHESIOLOGY,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,1416(1),643(1),527(1),-,-
Haryana Priv IP,IP-BCA,Haryana,"World College of MS&RC, Jhajjar",GENERAL SURGERY,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,1788(1),964(1),531(1),219(1),-
HAR Priv-Mgmt,MNG,Haryana,"Al Falah SchooloffMS,Faridabad",ANAESTHESIOLOGY,"₹17,90,000*","₹55,000",0,₹0,-,1060(3),936(2),796(6),-,-,-,1823(6),1052(6),534(6),170(2),74(1)
HAR Priv-Govt Quota,BCA,Haryana,"World College of MS&RC, Jhajjar",ANAESTHESIOLOGY,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,-,-,538(1),-,-
HAR Govt-All,BCA,Haryana,"BPS Govt Med Coll, Sonepat",SPM,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,-,-,-,-,1257(1),-,539(1),-,-
Haryana DNB Serv,BCA,Haryana,"Civil Hospital, Faridabad",DGO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,200,-,-,-,-,-,-,2520(1),-,541(1),-,-
HAR Priv-Minority,MINORITY,Haryana,"Al Falah SchooloffMS,Faridabad",DERMATOLOGY,"₹32,90,000*","₹55,000",0,₹0,-,853(1),527(1),-,-,-,-,1148(1),810(1),552(1),-,-
HAR Govt-All,SC Service,Haryana,"Pt BD Sharma, Rohtak",ANAESTHESIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,1100(1),667(1),452(1),-,-,-,2274(1),851(1),553(1),-,-
Haryana DNB Serv,UR,Haryana,"District Civil Hospital, Hisar",DLO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,Info Not Available,1095(1),648(1),558(1),-,-,-,2485(1),-,554(1),265(1),-
HAR Priv-Govt Quota,SC Service,Haryana,"Maharaja Agrasen, Agroha",GENERAL SURGERY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,2555(1),-,555(1),-,-
Haryana DNB Serv,BCA,Haryana,"General Hospital, Panchkula",DCH(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,-,-,-,-,-,-,2560(1),-,558(1),-,-
HAR Priv-Govt Quota,UR FF,Haryana,"SGGST Med Coll, Gurgaon",GENERAL MEDICINE,"₹35,00,000*","₹56,100",Info Not Available,Info not available,720,-,-,-,-,-,-,-,-,563(1),-,-
Haryana DNB Serv,UR,Haryana,"Civil Hospital, Ambala Cantt",DLO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,2126(1),1074(1),565(1),-,-
HAR Govt-All,UR Service,Haryana,"Pt BD Sharma, Rohtak",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2221(1),981(1),571(1),-,-
HAR Priv-Govt Quota,UR,Haryana,"SGGST Med Coll, Gurgaon",PATHOLOGY,"₹17,00,000*","₹56,100",Info Not Available,Info not available,720,1139(1),-,678(1),-,-,-,2237(2),1094(2),576(1),-,-
HAR Priv-Govt Quota,BCB,Haryana,"Maharaja Agrasen, Agroha",SPM,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,1297(1),-,-,-,1386(1),701(1),578(1),-,-
Haryana DNB Serv,BCB,Haryana,"Civil Hospital, Sec-10,Gurugram",DGO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,200,-,-,-,-,-,-,2291(1),1100(1),583(1),-,-
HAR Priv-Govt Quota,BCB,Haryana,"World College of MS&RC, Jhajjar",GENERAL SURGERY,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,1838(1),813(1),585(1),232(1),-
Haryana Priv NRI,NRI,Haryana,"World College of MS&RC, Jhajjar",ENT,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,2323(1),1103(1),586(1),-,-
HAR Govt-All,SC,Haryana,"ESIC Med Coll, Faridabad",SPM,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,-,-,593(1),-,-
HAR Govt-All,UR Service,Haryana,"BPS Govt Med Coll, Sonepat",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,-,-,-,-,2437(1),-,599(1),222(1),-
HAR Govt-All,SC Service,Haryana,"ESIC Med Coll, Faridabad",ANAESTHESIOLOGY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,2650(1),-,607(1),-,-
Haryana DNB Serv,BCA,Haryana,"Civil Hospital, Palwal, Haryana",DO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,-,-,-,-,-,-,-,2681(1),-,608(1),-,-
HAR Govt-All,UR,Haryana,"Kalpana Chawala Govt MC,Karnal",BIOCHEMISTRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,1010(1),-,-,-,-,-,2080(1),1130(1),612(1),-,-
HAR Priv-Govt Quota,UR Service,Haryana,"NC Med Coll, Panipat",ENT,"₹14,02,000*","₹40,000",0,₹0,680,-,-,-,-,-,-,2669(1),-,614(1),-,-
HAR Priv-Govt Quota,BCB,Haryana,"World College of MS&RC, Jhajjar",ANAESTHESIOLOGY,"₹14,02,000*","₹56,100",0,₹0,-,-,-,1008(1),-,-,-,1678(1),1135(1),615(1),-,-
Haryana DNB Serv,BCB,Haryana,"General Hospital, Panipat",DGO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,2698(1),-,630(1),-,-
HAR Priv-Govt Quota,UR,Haryana,"Maharaja Agrasen, Agroha",BIOCHEMISTRY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,738(1),-,-,-,2233(1),-,631(1),-,-
HAR Govt-All,UR Service,Haryana,"Kalpana Chawala Govt MC,Karnal",FORENSIC MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,-,-,641(1),297(1),224(1)
Haryana DNB Serv,BCB,Haryana,"District Civil Hospital,Rewari",DTBCD(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,-,-,-,-,-,-,-,2704(1),-,642(1),-,-
HAR Govt-All,BCB,Haryana,"ESIC Med Coll, Faridabad",PHARMACOLOGY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,-,-,649(1),-,-
Haryana Priv NRI,NRI,Haryana,"Adesh Med Coll, Shahabad",PATHOLOGY,"₹5,52,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,2652(1),-,651(1),-,280(1)
Haryana DNB Serv,SC,Haryana,"BPS Med Coll, Sonepat",DNBGENERAL SURGERY,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,550,-,-,-,-,-,-,2557(1),-,653(1),-,-
HAR Govt-All,UR,Haryana,"Pt BD Sharma, Rohtak",ANATOMY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,1412(1),-,855(1),720(2),1516(1),-,-,-,661(1),266(1),-
HAR Govt-All,SCD Service,Haryana,"Pt BD Sharma, Rohtak",ANAESTHESIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,1192(1),722(1),505(1),-,-,-,-,-,663(1),-,-
HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",PATHOLOGY,"₹17,00,000*","₹56,100",Info Not Available,Info not available,720,1454(3),945(1),868(4),506(4),1107(2),-,2260(3),1176(1),664(3),325(1),-
HAR Priv-Govt Quota,UR Service,Haryana,"Maharaja Agrasen, Agroha",FORENSIC MEDICINE,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,-,-,684(1),-,-
HAR Govt-All,BCB,Haryana,"SHKM, Nalhar",PHARMACOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,-,-,686(1),-,-
HAR Priv-Govt Quota,SC,Haryana,"Adesh Med Coll, Shahabad",PAEDIATRICS,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,2052(1),1168(1),688(1),-,-
Haryana DNB Serv,UR,Haryana,"District Civil Hospital, Hisar",DFAM(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,Info Not Available,1182(2),788(2),771(2),-,1297(1),-,-,-,702(1),-,-
Haryana DNB Serv,UR,Haryana,"General Hospital, Panchkula",DFAM(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,914(1),678(1),491(1),293(1),-,-,2658(2),-,706(2),-,-
HAR Govt-All,SCD Service,Haryana,"ESIC Med Coll, Faridabad",PSYCHIATRY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,-,-,708(1),-,-
HAR Govt-Inst. Pref,IP-BCB Service,Haryana,"ESIC Med Coll, Faridabad",IHBT,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,2780(1),-,715(1),-,-
Haryana DNB Serv,UR,Haryana,"Civil Hospital, Sec-10,Gurugram",DFAM(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,200,-,-,-,512(1),-,-,2630(1),-,719(2),-,-
HAR Govt-All,BCB Service,Haryana,"Pt BD Sharma, Rohtak",FORENSIC MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,2760(1),-,734(1),-,-
Haryana DNB Serv,SC,Haryana,"Kalpana Chawla GMC Hosp,Karnal",DNBGENERAL SURGERY,"₹1,25,000","₹1,00,980",Info Not Available,Info not available,345,-,-,-,-,-,-,2711(1),-,738(1),-,-
HAR Priv-Govt Quota,BCA Service,Haryana,"Maharaja Agrasen, Agroha",PATHOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,1479(1),908(1),682(1),-,-,-,2334(1),1189(1),739(1),-,-
HAR Priv-Govt Quota,UR Service,Haryana,"Adesh Med Coll, Shahabad",PATHOLOGY,"₹5,52,000*","₹44,000",0,₹0,775,-,-,913(1),-,-,-,2497(1),-,742(1),-,-
Haryana Priv IP,IP-UR Service,Haryana,"Adesh Med Coll, Shahabad",GENERAL SURGERY,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,-,-,754(1),-,-
HAR Govt-All,UR,Haryana,"BPS Govt Med Coll, Sonepat",BIOCHEMISTRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,506,-,-,-,-,-,-,1657(1),1095(1),756(2),-,-
Haryana Priv IP,IP-BCB Service,Haryana,"World College of MS&RC, Jhajjar",ORTHOPAEDICS,"₹14,02,000*","₹56,100",0,₹0,-,-,-,-,-,-,-,-,-,771(1),-,-
HAR Govt-All,BCA,Haryana,"ESIC Med Coll, Faridabad",MICROBIOLOGY,"₹2,50,000*","₹1,15,853*",2*,"₹10,00,000*",625,-,-,-,-,-,-,2282(1),-,775(1),455(1),46(1)
HAR Priv-Mgmt,MNG,Haryana,"SGGST Med Coll, Gurgaon",PHYSIOLOGY,"₹10,00,000*","₹56,100",Info Not Available,Info not available,720,-,-,1346(2),969(1),-,-,-,-,784(1),-,-
HAR Govt-All,UR,Haryana,"Pt BD Sharma, Rohtak",PHYSIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,1448(1),-,1202(5),540(1),1637(1),-,-,-,789(2),-,180(1)
HAR Govt-All,BCB,Haryana,"Pt BD Sharma, Rohtak",PHYSIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,-,-,795(1),-,-
Haryana DNB Serv,SC,Haryana,"District Civil Hospital, Hisar",DFAM(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,Info Not Available,-,-,-,-,-,-,2727(1),-,797(1),-,-
HAR Govt-Inst. Pref,IP-UR Service,Haryana,"Kalpana Chawala Govt MC,Karnal",BIOCHEMISTRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,-,-,800(1),-,-
HAR Priv-Mgmt,MNG,Haryana,"Al Falah SchooloffMS,Faridabad",SPM,"₹9,12,000*","₹55,000",0,₹0,-,-,-,1277(5),692(1),1543(1),-,-,-,804(1),324(1),270(3)
HAR Govt-All,BCA,Haryana,"Kalpana Chawala Govt MC,Karnal",MICROBIOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,2788(1),-,811(1),-,-
Haryana Priv NRI,NRI,Haryana,"SGGST Med Coll, Gurgaon",GENERAL MEDICINE,"₹52,60,000*","₹56,100",Info Not Available,Info not available,720,1069(1),645(1),435(1),-,-,-,2330(1),846(1),814(1),-,-
HAR Priv-Govt Quota,BCB,Haryana,"Maharaja Agrasen, Agroha",PHARMACOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,-,-,822(1),-,-
Haryana DNB Serv,SC,Haryana,"General Hospital, Panchkula",DO(NBEMS),"₹1,25,000","₹1,00,980",Info Not Available,Info not available,300,-,-,-,-,-,-,-,-,826(1),-,-
HAR Priv-Govt Quota,UR Service,Haryana,"Maharaja Agrasen, Agroha",BIOCHEMISTRY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,-,-,840(1),-,-
HAR Priv-Mgmt,MNG,Haryana,"Al Falah SchooloffMS,Faridabad",PATHOLOGY,"₹14,55,000*","₹55,000",0,₹0,-,1337(2),-,1105(7),670(5),-,-,2381(4),-,847(7),368(2),188(2)
HAR Govt-All,UR Service,Haryana,"SHKM, Nalhar",FORENSIC MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,-,-,854(1),-,-
HAR Govt-All,UR,Haryana,"SHKM, Nalhar",BIOCHEMISTRY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,693(1),-,-,-,-,856(1),-,-
HAR Priv-Govt Quota,BCA Service,Haryana,"Adesh Med Coll, Shahabad",PSYCHIATRY,"₹14,02,000*","₹44,000",0,₹0,775,-,-,-,-,-,-,-,-,864(1),-,-
HAR Priv-Govt Quota,UR ESM,Haryana,"Maharaja Agrasen, Agroha",PATHOLOGY,"₹1,00,000*","₹95,594",0*,₹0*,550,-,-,-,-,-,-,-,-,865(1),-,-
HAR Govt-Inst. Pref,IP-BCA,Haryana,"SHKM, Nalhar",PATHOLOGY,"₹1,25,000*","₹1,00,980*",0*,₹0*,500,-,-,-,-,-,-,-,-,866(1),-,-
HAR Govt-All,SC,Haryana,"Pt BD Sharma, Rohtak",FORENSIC MEDICINE,"₹1,25,000*","₹1,00,980*",0*,₹0*,2080,-,-,-,-,-,-,1586(1),1169(1),868(1),-,-
Haryana Priv NRI,NRI,Haryana,"SGGST Med Coll, Gurgaon",ORTHOPAEDICS,"₹45,93,000*","₹56,100",Info Not Available,Info not available,720,-,-,-,-,-,-,2163(1),1080(1),871(1),344(1),-
HAR Priv-Govt Quota,SCD Service,Haryana,"Maharaja Agrasen, Agroha",GENERAL SURGERY,"₹1,00,000*","₹95,594",0*,₹0*,550,1405(1),-,-,-,-,-,-,-,876(1),-,-
HAR Priv-Govt Quota,UR,Haryana,"SGGST Med Coll, Gurgaon",SPM,"₹10,00,000*","₹56,100",Info Not Available,Info not available,720,1271(1),-,1056(1),-,-,-,2502(1),-,887(1),-,-
