Quota,Category,State,Institute,Course,Fee,Stipend Year 1,Bond Years,Bond Penalty,Beds,CR 2023 1,CR 2023 2,CR 2023 3,CR 2023 4,CR 2023 5,CR 2024 1,CR 2024 2,CR 2024 3,CR 2024 4,CR 2024 5
UP-Govt Quota,EW,Uttar Pradesh,"MLN Med Coll, Allahabad",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,667(1),688(1),-,-,-,856(1),856(1),868(1),-,-
UP-Govt Quota,EW,Uttar Pradesh,"BRD Med Coll, Gorakhpur",GENERAL SURGERY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,506(1),641(1),-,-,-,541(1),859(1),871(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"MLN Med Coll, Allahabad",TBRD,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,381(1),509(1),-,-,-,611(1),715(1),872(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"SGPGI, Lucknow",EMERGENCY MEDICINE,"₹61,600*","₹1,11,780",2*,"₹40,00,000*",1609,538(1),554(1),-,-,-,663(1),741(1),876(1),-,-
UP-Govt Quota,EW,Uttar Pradesh,"S N Med Coll, Agra",GENERAL SURGERY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,519(1),533(1),-,-,-,597(1),781(1),884(2),1545(1),-
UP-Govt Quota,BC,Uttar Pradesh,"KGMU, Lucknow",EMERGENCY MEDICINE,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,-,-,-,-,-,725(1),725(1),902(1),1634(1),-
UP-Govt Quota,BC,Uttar Pradesh,"UP Univ of Med Sci, Etawah",TBRD,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,510(2),579(2),-,-,-,715(1),688(1),906(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"S N Med Coll, Agra",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,548(2),618(2),-,-,-,431(2),664(2),907(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"MLN Med Coll, Allahabad",PSYCHIATRY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,896(1),896(1),908(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",ENT,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",430,-,-,-,-,-,680(1),903(1),915(1),2337(1),-
UP-Govt Quota,BC,Uttar Pradesh,"LLRM Med Coll, Meerut",ORTHOPAEDICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,492(1),504(1),-,-,-,-,-,922(1),-,-
UP-Govt Quota,EW,Uttar Pradesh,"SGPGI, Lucknow",RADIATION ONCOLOGY,"₹61,600*","₹1,11,780",2*,"₹40,00,000*",1609,-,-,-,-,-,915(1),915(1),927(1),-,-
UP-Govt Quota,EW,Uttar Pradesh,"UP Univ of Med Sci, Etawah",GENERAL SURGERY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,-,-,-,-,-,659(1),659(1),928(1),1932(1),-
UP-Govt Quota,EW,Uttar Pradesh,"UP Univ of Med Sci, Etawah",ORTHOPAEDICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,-,-,-,-,-,576(1),786(1),930(1),1289(1),-
UP-Govt Quota,UR,Uttar Pradesh,"MLB Med Coll, Jhansi",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",700,563(1),765(1),-,-,-,500(1),500(1),935(1),1816(1),-
UP-Govt Quota,BC,Uttar Pradesh,"BRD Med Coll, Gorakhpur",ORTHOPAEDICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,-,-,-,-,-,562(1),620(1),938(1),1113(1),-
UP-Govt Quota,UR,Uttar Pradesh,"MLN Med Coll, Allahabad",ENT,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,599(1),811(1),180(1),95(1),-,586(1),635(1),942(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"UP Univ of Med Sci, Etawah",ORTHOPAEDICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,-,-,-,-,-,589(1),773(1),944(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"BRD Med Coll, Gorakhpur",GENERAL SURGERY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,577(2),714(2),-,-,-,662(2),662(2),950(2),1377(1),-
UP-Govt Quota,BC,Uttar Pradesh,"S N Med Coll, Agra",GENERAL SURGERY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,578(2),634(2),-,-,-,565(2),686(2),962(3),1195(1),-
UP-Govt Quota,UR,Uttar Pradesh,"BRD Med Coll, Gorakhpur",PSYCHIATRY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,434(1),443(1),96(1),86(1),-,501(1),727(1),969(1),1348(1),-
UP-Govt Quota,UR,Uttar Pradesh,"SGPGI, Lucknow",ANAESTHESIOLOGY,"₹61,600*","₹1,11,780",2*,"₹40,00,000*",1609,732(3),758(3),-,106(1),-,661(2),661(2),972(3),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Kannauj",ORTHOPAEDICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",470,-,-,-,-,-,-,674(1),976(1),1167(1),-
UP-Govt Quota,BC,Uttar Pradesh,"Govt Med Coll, Kannauj",ORTHOPAEDICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",470,-,-,-,-,-,-,814(1),987(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"MLB Med Coll, Jhansi",ENT,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",700,676(1),844(1),-,-,-,593(2),758(2),988(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"MLB Med Coll, Jhansi",ORTHOPAEDICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",700,517(1),549(1),-,-,-,621(1),667(1),989(1),-,-
UP-Govt Quota,EW,Uttar Pradesh,"KGMU, Lucknow",EMERGENCY MEDICINE,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,-,-,-,-,-,742(1),742(1),998(1),2180(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"KD Med Coll, Mathura",RADIO DIAGNOSIS,"₹21,63,946*","₹32,000",0,₹0,720,1232(2),1302(2),-,-,-,995(2),995(2),1008(2),-,-
UP-Govt Quota,SC,Uttar Pradesh,"GSVM Med Coll, Kanpur",PAEDIATRICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,673(1),1051(1),-,-,-,997(1),997(1),1010(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"BRD Med Coll, Gorakhpur",ENT,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,747(1),906(1),-,-,-,619(1),770(1),1019(1),1908(1),-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Kannauj",ENT,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",470,-,-,-,-,-,-,964(1),1028(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"IMHH, Agra",PSYCHIATRY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",718,377(1),588(1),166(1),74(1),-,275(2),633(2),1029(2),-,-
UP-Govt Quota,SC,Uttar Pradesh,"GSVM Med Coll, Kanpur",GENERAL MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,412(2),563(2),-,-,-,489(3),852(3),1030(3),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Govt IMS, Kasna",ENT,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,-,-,-,-,-,931(1),1027(1),1040(1),-,-
UP-Govt Quota,EW,Uttar Pradesh,"Govt Med Coll, Kannauj",GENERAL SURGERY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",470,-,-,-,-,-,-,1041(1),1054(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"MLN Med Coll, Allahabad",GENERAL MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,494(3),745(3),-,-,64(1),852(2),1017(2),1056(2),-,-
UP-Govt Quota,EW,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",GENERAL SURGERY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,-,-,1060(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"KGMU, Lucknow",RADIATION ONCOLOGY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,1678(1),1786(1),-,-,-,556(1),734(1),1069(1),2536(1),-
UP-Govt Quota,SC,Uttar Pradesh,"LLRM Med Coll, Meerut",DDVL,"₹40,000","₹1,00,980*",2*,"₹20,00,000*",1090,-,-,-,-,-,1058(1),1058(1),1071(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"MLB Med Coll, Jhansi",GENERAL SURGERY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",700,615(2),747(2),-,-,-,686(2),739(2),1077(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"UP Univ of Med Sci, Etawah",GENERAL SURGERY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,469(1),711(1),104(1),56(1),-,719(2),754(2),1081(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"MLN Med Coll, Allahabad",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,741(2),873(2),-,103(1),-,814(2),1069(2),1082(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Govt Med Coll, Bahraich",ORTHOPAEDICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",-,-,-,-,-,-,716(1),813(1),1085(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt IMS, Kasna",ANAESTHESIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,-,-,-,-,-,633(1),1053(1),1091(1),2081(1),-
UP-Govt Quota,UR,Uttar Pradesh,"KGMU, Lucknow",ANAESTHESIOLOGY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,819(9),904(9),196(1),105(1),-,707(9),924(9),1098(9),1667(2),-
UP-Govt Quota,EW,Uttar Pradesh,"LLRM Med Coll, Meerut",ENT,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,1230(1),1300(1),-,-,-,898(1),1086(1),1100(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"MLN Med Coll, Allahabad",PAEDIATRICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,681(1),1327(1),-,-,-,1145(1),1091(1),1105(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Dr RML IMS, Lucknow",RADIATION ONCOLOGY,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,1471(1),1560(1),-,-,-,1095(1),1095(1),1109(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"Dr RML IMS, Lucknow",GENERAL SURGERY,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,944(1),985(1),408(1),-,-,1102(1),1102(1),1116(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"BRD Med Coll, Gorakhpur",DGO,"₹40,000","₹1,00,980*",2*,"₹20,00,000*",1050,-,-,-,-,-,1074(1),1106(1),1120(1),-,-
UP-Govt Quota,EW,Uttar Pradesh,"BRD Med Coll, Gorakhpur",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,-,-,-,-,-,744(1),1358(1),1126(1),2412(1),-
UP-Govt Quota,EW,Uttar Pradesh,"SGPGI, Lucknow",ANAESTHESIOLOGY,"₹61,600*","₹1,11,780",2*,"₹40,00,000*",1609,1016(1),1067(1),-,-,-,-,-,1127(1),2679(1),-
UP-Govt Quota,SC,Uttar Pradesh,"LLRM Med Coll, Meerut",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,-,-,-,-,-,1115(1),1115(1),1129(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Dr RML IMS, Lucknow",ANAESTHESIOLOGY,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,821(2),852(2),233(2),102(1),-,717(3),934(3),1137(3),-,-
UP-Govt Quota,SC,Uttar Pradesh,"MLB Med Coll, Jhansi",GENERAL MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",700,616(1),876(1),-,-,-,951(1),1145(1),1159(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Govt Allopathic Med Coll,Banda",GENERAL SURGERY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",430,-,-,-,-,-,739(1),853(1),1161(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,Muzaffarnagar Medical College,RADIO DIAGNOSIS,"₹23,23,197*","₹56,100*",1*,₹0*,857,957(6),1000(6),112(2),75(1),39(1),1092(6),1164(6),1179(6),-,-
UP-Govt Quota,BC,Uttar Pradesh,"MLB Med Coll, Jhansi",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",700,-,-,-,-,-,927(1),1165(1),1180(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"MLB Med Coll, Jhansi",DCH,"₹40,000","₹1,00,980*",2*,"₹20,00,000*",700,-,-,-,-,-,1062(1),1152(1),1183(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"RIO, Sitapur",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,1092(2),1187(2),239(1),-,-,890(2),1178(2),1194(2),2261(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"SMSR, Greater Noida",DERMATOLOGY,"₹25,40,649*","₹32,000",0,₹0,1200,1051(4),1104(4),-,-,-,969(4),1181(4),1197(4),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Kannauj",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",470,-,-,-,-,-,-,787(1),1205(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Subharti Med Coll, Meerut",RADIO DIAGNOSIS,"₹14,43,744*","₹30,000*",2*,₹0*,938,846(5),878(5),-,-,-,767(6),1191(6),1207(6),-,2806(1)
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Azamgarh",ENT,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",550,-,-,-,-,-,798(1),929(1),1208(1),1955(1),-
UP-Govt Quota,SC,Uttar Pradesh,"SGPGI, Lucknow",NUCLEAR MEDICINE,"₹61,600*","₹1,11,780",2*,"₹40,00,000*",1609,-,-,-,-,-,1602(1),1193(1),1210(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"LLRM Med Coll, Meerut",ANAESTHESIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,956(3),1144(3),-,-,-,751(2),980(2),1240(2),-,-
UP-Govt Quota,SC,Uttar Pradesh,"S N Med Coll, Agra",GENERAL MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,568(1),354(1),-,-,-,901(2),984(2),1246(2),-,-
UP-Govt Quota,UR,Uttar Pradesh,"S N Med Coll, Agra",ANAESTHESIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,940(3),981(3),241(1),-,-,799(2),1123(2),1254(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"SRMS IMS, Bareilly",RADIO DIAGNOSIS,"₹25,09,957*","₹32,000*",1*,₹0*,950,888(5),1001(5),-,-,-,907(8),1231(8),1256(8),-,-
UP-Govt Quota,BC,Uttar Pradesh,"IMHH, Agra",PSYCHIATRY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",718,466(1),1002(1),189(1),-,-,729(1),1117(1),1258(2),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",ANAESTHESIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,1052(2),1190(2),265(2),111(1),-,941(1),1237(1),1259(1),2512(1),-
UP-Govt Quota,BC,Uttar Pradesh,"UP Univ of Med Sci, Etawah",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1268,952(1),1085(1),234(1),-,-,939(1),1255(1),1273(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"LLRM Med Coll, Meerut",PAEDIATRICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,685(1),1224(1),-,-,-,1260(1),1260(1),1278(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"LLRM Med Coll, Meerut",GENERAL MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,540(2),760(2),-,-,-,984(2),1043(2),1279(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"KGMU, Lucknow",ANAESTHESIOLOGY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,1100(6),1156(6),-,128(1),-,1069(6),1252(6),1281(6),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Dr RML IMS, Lucknow",ANAESTHESIOLOGY,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,1102(1),1159(1),-,-,-,860(2),1241(2),1286(2),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Govt Med Coll, Kannauj",ANAESTHESIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",470,-,-,-,-,-,-,1277(1),1296(1),-,-
UP-Govt Quota,EW,Uttar Pradesh,"Dr RML IMS, Lucknow",ANAESTHESIOLOGY,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,1041(1),1094(1),-,-,-,1282(1),1282(1),1301(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"GS Med Coll Hosp,Hapur",RADIO DIAGNOSIS,"₹21,63,946*","₹32,000",0,₹0,Info Not Available,1155(3),1215(3),-,-,-,1126(3),1307(3),1326(3),-,-
UP-Govt Quota,BC,Uttar Pradesh,"GSVM Med Coll, Kanpur",ENT,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,868(2),789(2),-,-,-,864(2),931(2),1337(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"SGPGI, Lucknow",ANAESTHESIOLOGY,"₹61,600*","₹1,11,780",2*,"₹40,00,000*",1609,965(2),1010(2),-,-,-,946(1),946(1),1345(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"Shaik-ul-Hind, Saharanpur",GENERAL MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,711(1),1093(1),-,-,-,1261(1),1261(1),1346(1),-,-
UP-Govt Quota,EW,Uttar Pradesh,"KGMU, Lucknow",ANAESTHESIOLOGY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,1018(2),1069(2),-,-,-,1079(2),1079(2),1347(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"KD Med Coll, Mathura",DERMATOLOGY,"₹21,63,946*","₹32,000",0,₹0,720,1603(2),1281(2),-,-,-,1336(2),1336(2),1357(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"National Captl Reg IMS, Meerut",RADIO DIAGNOSIS,"₹22,35,387*","₹56,100",0,₹0,680,-,-,-,-,-,1352(5),1352(5),1373(5),-,-
UP-Govt Quota,BC,Uttar Pradesh,"LLRM Med Coll, Meerut",ENT,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1090,842(1),874(1),-,-,-,1027(1),1167(1),1378(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"GSVM Med Coll, Kanpur",RADIATION ONCOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,903(1),941(1),-,-,-,543(1),1371(1),1392(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Saraswati IMS, Hapur",RADIO DIAGNOSIS,"₹20,22,143*","₹32,000*",0,₹0,851,1114(6),1172(6),-,-,-,1275(6),1239(6),1394(6),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Barabanki",RADIO DIAGNOSIS,"₹25,24,901*","₹35,000",1*,₹0*,580,1187(4),1249(4),-,-,-,1231(4),1234(4),1398(4),-,-
UP-Govt Quota,UR Service,Uttar Pradesh,"BRD Med Coll, Gorakhpur",DCH,"₹40,000","₹1,00,980*",2*,"₹20,00,000*",1050,-,-,-,-,-,1378(1),1378(1),1399(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"S N Med Coll, Agra",PAEDIATRICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,823(1),1110(1),299(1),-,-,1228(2),1228(2),1407(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"MLN Med Coll, Allahabad",ENT,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,628(1),900(1),-,-,-,894(2),1100(2),1413(2),2258(1),-
UP-Govt Quota,UR,Uttar Pradesh,"MLN Med Coll, Allahabad",ANAESTHESIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,833(2),987(2),-,-,-,848(3),1198(3),1414(3),1910(2),-
UP-Govt Quota,SC,Uttar Pradesh,"BRD Med Coll, Gorakhpur",PAEDIATRICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,-,-,-,-,-,1193(1),1269(1),1415(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rama Med Coll, Hapur",RADIO DIAGNOSIS,"₹24,75,612*","₹30,000*",Info Not Available,Info not available,1259,1160(2),1220(2),-,-,-,1190(2),1414(2),1435(2),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Auton. State Med Coll, Ayodhya",PATHOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",-,-,-,-,-,-,1516(1),2480(1),1437(1),-,3737(1)
UP-Govt Quota,UR,Uttar Pradesh,"GSVM Med Coll, Kanpur",ANAESTHESIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,-,-,-,-,-,-,1084(1),1439(2),2187(1),-
UP-Govt Quota,SC,Uttar Pradesh,"MLN Med Coll, Allahabad",OBG,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,889(2),1158(2),-,-,-,1434(1),1434(1),1455(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"KGMU, Lucknow",OBG,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,836(3),882(3),-,-,-,893(3),1367(3),1458(3),-,3248(1)
UP-Govt Quota,EW,Uttar Pradesh,"RIO, Sitapur",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,1233(1),1303(1),-,-,-,960(1),1245(1),1464(1),2125(1),-
UP-Govt Quota,BC,Uttar Pradesh,"Govt IMS, Kasna",ANAESTHESIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",500,-,-,-,-,-,1238(1),1444(1),1465(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Hind IMS, Sitapur",RADIO DIAGNOSIS,"₹20,40,950*","₹30,000",1*,₹0*,700,1265(2),1337(2),-,-,-,1343(2),1447(2),1468(2),-,-
UP-Govt Quota,BC,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",OPHTHALMOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,1038(1),1089(1),237(1),143(1),-,947(1),1404(1),1477(1),2287(1),-
UP-Govt Quota,SC,Uttar Pradesh,"LLRM Med Coll, Meerut",DMRD,"₹40,000","₹1,00,980*",2*,"₹20,00,000*",1090,-,-,-,-,-,1461(1),1461(1),1483(1),-,-
UP-Govt Quota,BC,Uttar Pradesh,"GSVM Med Coll, Kanpur",RADIATION ONCOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",2083,1835(1),1960(1),-,-,-,1427(1),1466(1),1489(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"Super Spec Paediatric, Noida",PAEDIATRICS,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",312,-,-,-,-,-,1091(1),1229(1),1498(1),-,-
UP-Govt Quota,UR,Uttar Pradesh,"BRD Med Coll, Gorakhpur",ANAESTHESIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",1050,993(2),1105(2),-,-,-,924(2),1265(2),1506(2),2198(2),-
UP-Govt Quota,UR,Uttar Pradesh,"MLB Med Coll, Jhansi",ANAESTHESIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",700,-,-,-,-,-,903(1),1218(1),1514(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Venkateshwara IMS, Gajraula",RADIO DIAGNOSIS,"₹21,63,946*","₹36,000",0,₹0,750,1388(2),1468(2),-,-,-,1410(2),1497(2),1522(2),-,-
UP-Govt Quota,UR,Uttar Pradesh,"KGMU, Lucknow",PMR,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,1772(1),1890(1),-,-,-,1006(1),1504(1),1529(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Rama Med Coll, Kanpur",RADIO DIAGNOSIS,"₹25,62,430*","₹30,000",0,₹0,730,1191(4),1253(4),-,-,-,1280(4),1511(4),1536(4),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"Heritage IMS, Varanasi",RADIO DIAGNOSIS,"₹21,12,517*","₹21,000",0,₹0,735,1278(4),1351(4),-,-,-,1254(4),1477(4),1537(4),-,-
UP-Govt Quota,UR,Uttar Pradesh,"Dr RML IMS, Lucknow",PATHOLOGY,"₹37,500*","₹1,08,672",2*,"₹40,00,000*",Info Not Available,923(2),1368(2),-,-,-,1104(3),1517(3),1542(3),-,-
UP-Govt Quota,BC,Uttar Pradesh,"MLN Med Coll, Allahabad",ANAESTHESIOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,1080(1),1168(1),-,-,-,-,-,1543(1),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,"TS Misra Med Coll, Lucknow",RADIO DIAGNOSIS,"₹21,63,946*","₹30,000",0,₹0,735,1330(4),1404(4),-,-,-,1441(4),1521(4),1546(4),-,-
UP-Govt Quota,UR,Uttar Pradesh,"S N Med Coll, Agra",RADIATION ONCOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",976,409(1),721(1),-,-,-,-,-,1561(1),1896(1),-
UP Priv-Open Quota,UR,Uttar Pradesh,"KD Med Coll, Mathura",GENERAL MEDICINE,"₹21,63,946*","₹32,000",0,₹0,720,1899(3),2028(3),-,-,-,1539(3),1539(3),1564(3),-,-
UP-Govt Quota,UR Service,Uttar Pradesh,"GSVM Med Coll, Kanpur",DCH,"₹40,000","₹1,00,980*",2*,"₹20,00,000*",2083,-,-,-,-,-,-,-,1568(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"Rajkiya Med Coll, Jalaun",GENERAL MEDICINE,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,-,-,-,-,-,-,1549(1),1574(1),-,-
UP-Govt Quota,SC,Uttar Pradesh,"KGMU, Lucknow",GENERAL SURGERY,"₹54,700*","₹1,09,955",2*,"₹40,00,000*",4500,834(2),866(2),-,-,-,914(2),1550(2),1575(2),-,-
UP Priv-Open Quota,UR,Uttar Pradesh,Muzaffarnagar Medical College,DERMATOLOGY,"₹23,23,197*","₹56,100*",1*,₹0*,857,1072(5),1074(5),146(2),176(2),69(2),1097(5),1440(5),1581(5),-,-
UP-Govt Quota,UR,Uttar Pradesh,"MLN Med Coll, Allahabad",RADIATION ONCOLOGY,"₹40,000","₹1,00,980*",2*,"₹40,00,000*",Info Not Available,838(1),1053(1),-,-,-,708(1),711(1),1588(1),-,-
